,Driving_Pct._260-280_Measured_RANK THIS WEEK,Driving_Pct._260-280_Measured_RANK LAST WEEK,Driving_Pct._260-280_Measured_PLAYER NAME,Driving_Pct._260-280_Measured_ROUNDS,Driving_Pct._260-280_Measured_%,Driving_Pct._260-280_Measured_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_Measured_TOTAL DRVS - OVERALL,Driving_Pct._260-280_Measured_RELATIVE TO PAR
0,1,1,John Maginnes,87,46.3,75.0,162,-0.08
1,2,2,Corey Pavin,88,46.25,74.0,160,-0.15
2,3,3,Bernhard Langer,65,45.19,47.0,104,E
3,4,4,Spike McRoy,103,42.93,85.0,198,+0.02
4,5,5,Jeff Maggert,81,42.66,61.0,143,-0.15
5,6,6,Skip Kendall,110,42.57,86.0,202,-0.22
6,7,7,Olin Browne,113,41.83,87.0,208,-0.11
7,8,8,David Frost,80,41.67,65.0,156,-0.12
8,9,9,J.P. Hayes,79,41.33,62.0,150,-0.21
9,10,10,Jay Don Blake,77,41.18,56.0,136,-0.04
10,T11,T11,Mark Brooks,90,40.74,66.0,162,-0.03
11,T11,T11,Brad Faxon,97,40.74,66.0,162,-0.21
12,13,13,Tom Byrum,97,40.59,69.0,170,-0.06
13,14,14,Kenichi Kuboya,91,40.23,70.0,174,-0.04
14,15,15,Pat Bates,111,40.09,85.0,212,-0.12
15,16,16,Heath Slocum,101,39.49,77.0,195,-0.09
16,17,17,Michael Clark II,54,39.42,41.0,104,-0.07
17,18,18,Richard Johnson,89,39.41,67.0,170,-0.09
18,19,19,Rocco Mediate,80,39.39,52.0,132,-0.02
19,20,20,Matt Gogel,77,39.29,55.0,140,E
20,21,21,Fred Funk,112,39.18,76.0,194,-0.22
21,22,22,Bob Burns,88,39.1,61.0,156,-0.16
22,23,23,Dicky Pride,73,38.81,52.0,134,-0.10
23,24,24,Shigeki Maruyama,87,38.67,58.0,150,-0.09
24,25,25,David Peoples,96,38.5,72.0,187,-0.14
25,26,26,Robert Damron,96,38.46,70.0,182,-0.17
26,27,27,Doug Barron,90,38.07,67.0,176,-0.06
27,28,28,Glen Day,103,37.95,74.0,195,-0.12
28,29,29,Glen Hnatiuk,92,37.93,66.0,174,-0.11
29,30,30,Luke Donald,88,37.8,62.0,164,-0.13
30,31,31,Kirk Triplett,92,37.65,61.0,162,+0.08
31,32,32,Donnie Hammond,92,37.64,67.0,178,-0.07
