,Driving_Pct._300-320_Measured_RANK THIS WEEK,Driving_Pct._300-320_Measured_RANK LAST WEEK,Driving_Pct._300-320_Measured_PLAYER NAME,Driving_Pct._300-320_Measured_ROUNDS,Driving_Pct._300-320_Measured_%,Driving_Pct._300-320_Measured_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300-320_Measured_RELATIVE TO PAR
0,1,1,Phil Mickelson,87,43.44,53,122,3.94
1,2,2,Darren Clarke,61,42.5,34,80,3.71
2,3,3,John Daly,56,37.5,36,96,3.86
3,4,4,Kenneth Staton,59,35.71,40,112,3.68
4,5,5,Andrew Magee,91,34.88,60,172,3.65
5,T6,T6,Davis Love III,85,34.62,45,130,3.91
6,T6,T6,Tiger Woods,74,34.62,36,104,3.53
7,8,8,Deane Pappas,75,34.03,49,144,3.96
8,9,9,Ian Leggatt,71,32.81,42,128,3.9
9,10,10,Mike Heinen,89,32.56,56,172,3.64
10,11,11,Adam Scott,52,32.35,22,68,3.77
11,12,12,Brenden Pappas,105,32.18,65,202,3.97
12,13,13,Retief Goosen,69,32.0,32,100,3.78
13,14,14,Carlos Franco,99,31.72,59,186,3.69
14,15,15,Paul Stankowski,67,31.06,41,132,3.76
15,16,16,Mathew Goggin,90,30.63,49,160,3.61
16,17,17,Brett Quigley,92,30.49,50,164,3.98
17,18,18,Shaun Micheel,97,30.17,54,179,3.7
18,19,19,Todd Barranger,78,30.14,44,146,3.86
19,20,20,John Senden,111,30.0,63,210,3.51
20,21,21,Robert Allenby,87,29.55,39,132,3.23
21,22,22,Jason Caron,74,29.29,41,140,3.76
22,23,23,Brian Bateman,70,29.23,38,130,4.0
23,24,24,Hank Kuehne,73,29.1,39,134,3.67
24,25,25,Harrison Frazar,88,28.82,49,170,3.76
25,26,26,Scott McCarron,86,28.79,38,132,3.68
26,27,27,Ernie Els,65,28.41,25,88,3.6
27,28,28,Patrick Sheehan,101,28.35,55,194,3.98
28,29,29,J.J. Henry,100,28.13,54,192,3.52
29,30,30,Jason Gore,83,28.05,46,164,3.61
30,31,31,Sergio Garcia,62,27.91,24,86,3.63
31,32,32,Rich Beem,80,27.69,36,130,3.42
32,33,33,Brent Geiberger,51,27.45,28,102,3.64
33,34,34,Neal Lancaster,110,27.18,56,206,3.82
34,35,35,Ty Tryon,52,27.08,26,96,3.23
35,36,36,Stuart Appleby,90,26.71,39,146,3.59
36,37,37,Jonathan Kaye,91,26.62,41,154,3.49
37,38,38,Geoff Ogilvy,86,26.32,40,152,3.78
38,39,39,Tom Pernice Jr.,105,26.29,51,194,3.78
39,40,40,Chris Smith,92,26.16,45,172,3.64
40,41,41,Jonathan Byrd,101,26.11,47,180,3.89
41,42,42,Brent Schwarzrock,60,25.89,29,112,3.52
42,43,43,Briny Baird,113,25.71,54,210,3.76
43,44,44,Vijay Singh,106,25.6,43,168,3.53
44,45,45,Woody Austin,107,25.53,48,188,3.46
45,46,46,Brandt Jobe,77,25.34,37,146,3.65
46,47,47,Craig Barlow,95,25.27,47,186,3.45
47,48,48,Charles Howell III,120,25.25,50,198,3.7
48,T49,T49,Steve Allan,53,25.0,24,96,3.96
49,T49,T49,Peter Lonard,96,25.0,38,152,3.82
50,T49,T49,Kenny Perry,98,25.0,40,160,3.68
51,T49,T49,Darron Stiles,93,25.0,42,168,3.33
52,53,53,David Toms,90,24.63,33,134,3.45
53,54,54,Cameron Yancey,58,24.07,26,108,3.58
54,55,55,Tim Herron,102,24.06,45,187,3.62
55,56,56,Thomas Levet,85,24.03,37,154,3.43
56,57,57,Chad Campbell,105,23.86,42,176,3.64
57,58,58,Carl Paulson,101,23.76,48,202,3.58
58,59,59,Kevin Sutherland,97,23.75,38,160,3.58
59,60,60,Cameron Beckman,86,23.49,39,166,3.44
