,Driving_Pct._300_Measured_RANK THIS WEEK,Driving_Pct._300_Measured_RANK LAST WEEK,Driving_Pct._300_Measured_PLAYER NAME,Driving_Pct._300_Measured_ROUNDS,Driving_Pct._300_Measured_%,Driving_Pct._300_Measured_TOTAL DRIVES FOR 300+,Driving_Pct._300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300_Measured_RELATIVE TO PAR
130,131,131,Michael Clark II,54,18.27,19,104,-0.53
131,132,132,Bob Estes,92,18.18,28,154,-0.43
132,133,133,John Rollins,89,18.12,25,138,-0.40
133,134,134,Carl Pettersson,80,17.76,27,152,-0.30
134,135,135,Jim Carter,95,17.39,32,184,-0.66
135,136,136,Kenichi Kuboya,91,17.24,30,174,-0.63
136,137,137,Frank Lickliter II,94,17.06,29,170,-0.38
137,138,138,Nick Price,65,17.0,17,100,-0.29
138,139,139,Skip Kendall,110,16.34,33,202,-0.36
139,140,140,Notah Begay III,92,16.29,29,178,-0.41
140,141,141,Jeff Sluman,106,16.22,30,185,-0.33
141,142,142,Jeff Maggert,81,16.08,23,143,-0.35
142,143,143,Shigeki Maruyama,87,16.0,24,150,-0.38
143,T144,T144,Aaron Barber,94,15.93,29,182,-0.48
144,T144,T144,Brian Gay,100,15.93,29,182,-0.52
145,146,146,Rocco Mediate,80,15.91,21,132,-0.14
146,T147,T147,Chris Riley,96,15.82,25,158,-0.24
147,T147,T147,Mark Wilson,82,15.82,25,158,-0.44
148,149,149,Hidemichi Tanaka,112,15.74,34,216,-0.56
149,150,150,Matt Gogel,77,15.71,22,140,-0.55
150,T151,T151,Bob Burns,88,15.38,24,156,-0.08
151,T151,T151,Glen Day,103,15.38,30,195,-0.53
152,153,153,Richard Johnson,89,15.29,26,170,-0.54
153,154,154,Dean Wilson,82,15.13,23,152,-0.48
154,155,155,Matt Kuchar,63,15.0,18,120,-0.61
155,156,156,Dudley Hart,66,14.75,18,122,E
156,157,157,Billy Andrade,100,14.67,27,184,-0.30
157,158,158,Chris Anderson,96,14.44,26,180,-0.50
158,159,159,Len Mattiace,94,14.29,22,154,-0.27
159,160,160,Pat Bates,111,14.15,30,212,-0.13
160,161,161,Spike McRoy,103,14.14,28,198,-0.54
161,162,162,David Frost,80,14.1,22,156,-0.55
162,163,163,J.P. Hayes,79,14.0,21,150,-0.19
163,164,164,Jay Don Blake,77,13.97,19,136,-0.42
164,165,165,Mark O'Meara,69,13.86,14,101,-0.29
165,166,166,Doug Barron,90,13.64,24,176,-0.25
166,167,167,Brad Faxon,97,13.58,22,162,-0.27
167,168,168,Heath Slocum,101,12.82,25,195,-0.28
168,169,169,Donnie Hammond,92,12.36,22,178,-0.27
169,170,170,Luke Donald,88,12.2,20,164,-0.35
170,171,171,Tim Clark,79,12.12,16,132,-0.44
171,172,172,Olin Browne,113,12.02,25,208,-0.36
172,173,173,Mark Brooks,90,11.11,18,162,-0.22
173,174,174,Jim Furyk,104,11.05,19,172,-0.21
174,175,175,Robert Damron,96,10.99,20,182,-0.50
175,176,176,Steven Alker,87,10.71,18,168,-0.17
176,177,177,Paul Goydos,86,10.37,17,164,-0.47
177,178,178,Scott Verplank,97,10.24,17,166,-0.53
178,179,179,Esteban Toledo,109,10.05,21,209,-0.38
179,180,180,Justin Leonard,80,10.0,13,130,-0.15
180,181,181,Gene Sauers,87,9.64,16,166,-0.25
181,182,182,Fred Funk,112,9.28,18,194,-0.33
182,183,183,Glen Hnatiuk,92,8.62,15,174,-0.40
183,T184,T184,Gavin Coles,69,7.69,10,130,-0.30
184,T184,T184,Bernhard Langer,65,7.69,8,104,+0.25
185,186,186,Tom Byrum,97,7.65,13,170,-0.38
186,187,187,John Maginnes,87,7.41,12,162,-0.08
187,188,188,Jeff Klein,60,7.02,8,114,+0.13
188,189,189,Loren Roberts,87,6.94,10,144,-0.30
189,190,190,Corey Pavin,88,5.0,8,160,+0.13
