,Driving_Pct._240-260_Measured_RANK THIS WEEK,Driving_Pct._240-260_Measured_RANK LAST WEEK,Driving_Pct._240-260_Measured_PLAYER NAME,Driving_Pct._240-260_Measured_ROUNDS,Driving_Pct._240-260_Measured_%,Driving_Pct._240-260_Measured_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_Measured_TOTAL DRVS - OVERALL,Driving_Pct._240-260_Measured_RELATIVE TO PAR
0,1,1,Loren Roberts,87,32.64,47,144,-0.23
1,2,2,Tom Byrum,97,25.88,44,170,-0.11
2,3,3,Glen Hnatiuk,92,25.29,44,174,-0.05
3,4,4,Jeff Klein,60,24.56,28,114,+0.04
4,5,5,Gavin Coles,69,23.85,31,130,+0.16
5,6,6,Fred Funk,112,23.2,45,194,-0.22
6,7,7,Mark Brooks,90,22.22,36,162,+0.14
7,8,8,Steven Alker,87,21.43,36,168,-0.11
8,9,9,Tim Clark,79,20.45,27,132,+0.30
9,10,10,Nick Price,65,20.0,20,100,+0.05
10,11,11,Scott Verplank,97,19.88,33,166,-0.09
11,12,12,Paul Goydos,86,19.51,32,164,-0.06
12,13,13,Corey Pavin,88,19.38,31,160,+0.06
13,14,14,Matt Kuchar,63,19.17,23,120,-0.04
14,15,15,Brian Gay,100,18.13,33,182,-0.09
15,16,16,Notah Begay III,92,17.98,32,178,+0.19
16,17,17,Dean Wilson,82,17.76,27,152,-0.04
17,18,18,Bob Burns,88,17.31,27,156,+0.07
18,19,19,John Maginnes,87,17.28,28,162,+0.04
19,20,20,Luke Donald,88,17.07,28,164,-0.11
20,21,21,Olin Browne,113,16.83,35,208,+0.06
21,22,22,J.P. Hayes,79,16.67,25,150,-0.12
22,23,23,Doug Barron,90,16.48,29,176,-0.10
23,24,24,Glen Day,103,15.9,31,195,-0.03
24,25,25,Richard Johnson,89,15.88,27,170,+0.11
25,26,26,Donnie Hammond,92,15.73,28,178,-0.07
26,27,27,Jay Don Blake,77,15.44,21,136,+0.29
27,28,28,Chris DiMarco,98,15.43,25,162,+0.08
28,T29,T29,Robert Damron,96,15.38,28,182,-0.18
29,T29,T29,Bernhard Langer,65,15.38,16,104,E
30,31,31,Brad Faxon,97,14.81,24,162,+0.13
31,32,32,Dudley Hart,66,14.75,18,122,-0.06
32,33,33,Esteban Toledo,109,13.88,29,209,+0.03
33,T34,T34,Mark O'Meara,69,13.86,14,101,+0.21
34,T34,T34,Gene Sauers,87,13.86,23,166,+0.17
35,T36,T36,Justin Leonard,80,13.85,18,130,-0.28
36,T36,T36,Heath Slocum,101,13.85,27,195,+0.07
37,38,38,Len Mattiace,94,13.64,21,154,+0.24
38,39,39,Frank Lickliter II,94,13.53,23,170,E
39,T40,T40,Michael Clark II,54,13.46,14,104,+0.57
40,T40,T40,David Frost,80,13.46,21,156,E
41,42,42,Bob Estes,92,12.99,20,154,+0.20
42,43,43,Jerry Kelly,108,12.9,24,186,-0.04
43,44,44,Chris Anderson,96,12.78,23,180,+0.09
44,45,45,Chris Riley,96,12.66,20,158,-0.10
45,T46,T46,Scott Laycock,71,12.5,17,136,+0.06
46,T46,T46,Carl Pettersson,80,12.5,19,152,-0.16
47,T46,T46,Steve Stricker,59,12.5,14,112,+0.43
48,49,49,Joey Sindelar,93,12.36,22,178,+0.14
49,50,50,Rocco Mediate,80,12.12,16,132,+0.25
50,51,51,Jim Carter,95,11.96,22,184,+0.09
51,52,52,Joel Edwards,60,11.67,14,120,+0.21
52,53,53,Kaname Yokoo,56,11.54,12,104,E
53,54,54,Matt Gogel,77,11.43,16,140,+0.06
54,55,55,Pat Bates,111,11.32,24,212,+0.21
55,56,56,José Coceres,62,11.11,12,108,+0.08
56,57,57,Ben Crane,94,11.05,19,172,+0.26
57,58,58,John Rollins,89,10.87,15,138,-0.27
58,59,59,Jeff Sluman,106,10.81,20,185,-0.15
59,60,60,Mark Wilson,82,10.76,17,158,E
60,61,61,Steve Flesch,110,10.71,21,196,-0.05
61,62,62,Shigeki Maruyama,87,10.67,16,150,-0.06
62,T63,T63,Tom Gillis,71,10.61,14,132,E
63,T63,T63,Spike McRoy,103,10.61,21,198,-0.29
64,65,65,Jeff Maggert,81,10.49,15,143,-0.13
65,66,66,Tim Petrovic,108,10.47,20,191,-0.05
66,67,67,Aaron Barber,94,10.44,19,182,-0.11
67,68,68,Jay Haas,89,10.42,15,144,-0.07
68,69,69,Thomas Levet,85,10.39,16,154,+0.25
69,70,70,Arron Oberholser,80,10.26,16,156,-0.19
70,71,71,Akio Sadakata,83,10.13,16,158,+0.13
71,72,72,Shaun Micheel,97,10.06,18,179,-0.06
72,73,73,Paul Azinger,73,10.0,14,140,-0.07
73,74,74,Billy Andrade,100,9.78,18,184,+0.28
74,75,75,Hidemichi Tanaka,112,9.72,21,216,-0.10
75,76,76,J.L. Lewis,99,9.66,17,176,E
76,77,77,Duffy Waldorf,90,9.62,15,156,-0.13
77,78,78,Aaron Baddeley,71,9.52,12,126,+0.33
78,79,79,Jesper Parnevik,102,9.44,17,180,+0.18
79,80,80,Joe Durant,96,9.09,16,176,+0.06
80,81,81,David Toms,90,8.96,12,134,E
81,82,82,Mark Calcavecchia,84,8.9,13,146,E
