,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
86,T87,T87,Tommy Armour III,65,5.0,42,846,+0.262
87,T87,T87,J.B. Holmes,81,5.0,47,937,+0.170
88,T87,T87,Lee Janzen,79,5.0,53,1068,+0.057
89,T87,T87,Frank Lickliter II,99,5.0,68,1348,+0.147
90,T87,T87,Bob Tway,81,5.0,52,1033,+0.423
91,T87,T87,Charles Warren,93,5.0,60,1197,+0.267
92,T93,T93,Stuart Appleby,83,5.1,47,924,+0.021
93,T93,T93,David Howell,52,5.1,22,434,+0.227
94,T93,T93,Zach Johnson,98,5.1,55,1088,+0.545
95,T93,T93,D.J. Trahan,92,5.1,62,1226,+0.274
96,T93,T93,Camilo Villegas,95,5.1,62,1213,+0.210
97,T98,T98,Rich Beem,85,5.2,52,991,+0.346
98,T98,T98,"John Engler, Jr.",69,5.2,49,935,+0.245
99,T98,T98,Bob May,65,5.2,45,861,+0.222
100,T98,T98,Jeff Sluman,101,5.2,66,1264,+0.212
101,T102,T102,Eric Axley,91,5.3,66,1239,+0.212
102,T102,T102,Brian Bateman,69,5.3,48,905,+0.188
103,T102,T102,Joey Sindelar,90,5.3,62,1171,+0.290
104,T102,T102,Nicholas Thompson,96,5.3,67,1268,+0.328
105,T102,T102,Dean Wilson,115,5.3,77,1460,+0.260
106,T107,T107,Aaron Baddeley,78,5.4,53,978,+0.189
107,T107,T107,Shane Bertsch,104,5.4,77,1418,+0.091
108,T107,T107,Robert Damron,91,5.4,69,1268,+0.203
109,T107,T107,Shaun Micheel,96,5.4,62,1153,+0.290
110,T107,T107,Joe Ogilvie,95,5.4,67,1244,+0.313
111,T107,T107,D.A. Points,82,5.4,60,1116,+0.317
112,T107,T107,Justin Rose,98,5.4,69,1268,+0.159
113,T107,T107,Hidemichi Tanaka,74,5.4,55,1019,+0.345
114,T107,T107,Mike Weir,88,5.4,52,960,+0.192
115,T116,T116,Stewart Cink,93,5.5,57,1028,+0.123
116,T116,T116,Scott Gutschewski,53,5.5,39,711,+0.231
117,T116,T116,Padraig Harrington,54,5.5,29,532,+0.276
118,T116,T116,Dudley Hart,83,5.5,63,1142,+0.254
119,T116,T116,J.P. Hayes,55,5.5,42,767,+0.095
120,T116,T116,Ryan Palmer,101,5.5,73,1324,+0.123
121,T116,T116,Carl Pettersson,95,5.5,62,1135,+0.226
122,T116,T116,Ted Purdy,103,5.5,68,1244,+0.338
123,T116,T116,John Senden,96,5.5,67,1214,+0.104
124,T116,T116,Mike Sposa,68,5.5,50,907,+0.460
125,T116,T116,Mark Wilson,79,5.5,58,1059,+0.259
126,T127,T127,Jeff Brehaut,100,5.6,75,1336,+0.173
127,T127,T127,Mark Calcavecchia,94,5.6,66,1171,+0.364
128,T127,T127,Ben Crane,85,5.6,53,950,+0.075
129,T127,T127,Chris DiMarco,83,5.6,52,923,+0.135
130,T127,T127,Danny Ellis,68,5.6,50,893,+0.460
131,T127,T127,Brad Faxon,78,5.6,59,1063,+0.305
132,T127,T127,Troy Matteson,101,5.6,79,1408,+0.329
133,T127,T127,Mark O'Meara,52,5.6,34,610,+0.235
134,T127,T127,Rory Sabbatini,84,5.6,55,988,+0.018
135,T127,T127,Chris Smith,67,5.6,52,933,+0.192
136,T127,T127,Steve Stricker,64,5.6,42,751,+0.048
137,T138,T138,John Huston,74,5.7,57,1001,+0.140
138,T138,T138,Bernhard Langer,77,5.7,52,919,+0.173
139,T138,T138,John Rollins,93,5.7,69,1213,+0.246
140,T138,T138,Paul Stankowski,70,5.7,56,975,+0.321
141,T142,T142,Billy Andrade,78,5.8,55,944,+0.255
142,T142,T142,Alex Aragon,63,5.8,49,851,+0.306
143,T142,T142,Ben Curtis,86,5.8,58,1005,+0.207
144,T142,T142,James Driscoll,80,5.8,65,1116,+0.123
145,T142,T142,Nathan Green,108,5.8,79,1366,+0.304
146,T142,T142,Ryan Hietala,61,5.8,48,823,+0.250
147,T142,T142,Justin Leonard,83,5.8,58,993,+0.034
148,T142,T142,Phil Mickelson,74,5.8,43,740,+0.116
149,T142,T142,Rod Pampling,89,5.8,57,975,+0.281
150,T142,T142,Vaughn Taylor,88,5.8,65,1120,+0.138
151,T142,T142,Bo Van Pelt,102,5.8,78,1339,+0.244
152,T153,T153,David Duval,71,5.9,47,796,E
153,T153,T153,David McKenzie,82,5.9,66,1114,+0.485
154,T153,T153,Brett Quigley,109,5.9,82,1379,+0.220
155,T153,T153,Roger Tambellini,64,5.9,50,850,+0.300
156,T157,T157,Stephen Ames,63,6.0,40,671,+0.125
157,T157,T157,Arjun Atwal,97,6.0,79,1322,+0.152
158,T157,T157,John Daly,51,6.0,36,602,+0.333
159,T157,T157,Bubba Dickerson,98,6.0,80,1338,+0.200
160,T157,T157,Ernie Els,69,6.0,40,668,+0.300
161,T157,T157,Jesper Parnevik,84,6.0,68,1142,+0.206
162,T157,T157,Pat Perez,50,6.0,40,670,+0.200
163,T164,T164,Craig Barlow,77,6.1,57,936,+0.351
164,T164,T164,Tom Lehman,70,6.1,44,723,+0.409
165,T164,T164,Len Mattiace,59,6.1,50,820,+0.080
166,T164,T164,José María Olazábal,62,6.1,36,587,+0.056
167,T168,T168,Todd Hamilton,72,6.2,54,865,+0.259
168,T168,T168,Tim Herron,82,6.2,58,933,+0.207
169,T168,T168,Charles Howell III,96,6.2,73,1186,+0.247
170,T168,T168,Patrick Sheehan,104,6.2,87,1394,+0.241
171,T172,T172,Todd Fischer,101,6.3,87,1376,+0.230
172,T172,T172,Vijay Singh,103,6.3,78,1231,+0.167
173,T174,T174,Michael Allen,84,6.4,75,1174,+0.147
174,T174,T174,Woody Austin,107,6.4,88,1377,+0.216
175,T174,T174,Sergio Garcia,59,6.4,37,578,+0.135
176,T174,T174,Mathias Grönberg,92,6.4,80,1243,+0.150
177,T174,T174,Will MacKenzie,91,6.4,78,1224,+0.141
178,T174,T174,Shigeki Maruyama,94,6.4,78,1228,+0.103
179,180,180,David Toms,76,6.5,57,872,+0.070
180,T181,T181,Fred Couples,52,6.6,35,531,+0.400
181,T181,T181,Freddie Jacobson,56,6.6,52,783,+0.192
182,T181,T181,Thomas Levet,53,6.6,45,686,+0.044
183,T181,T181,Steve Lowery,99,6.6,84,1266,+0.405
184,185,185,Greg Chalmers,71,6.7,63,935,+0.175
185,T186,T186,Ryuji Imada,105,6.8,93,1365,+0.129
186,T186,T186,J.L. Lewis,57,6.8,54,796,+0.352
187,T186,T186,"Wes Short, Jr.",96,6.8,88,1289,+0.216
188,T189,T189,Marco Dawson,87,6.9,84,1213,+0.250
189,T189,T189,Jimmy Walker,60,6.9,56,808,+0.286
190,191,191,Bill Haas,99,7.1,95,1336,+0.337
191,192,192,Daniel Chopra,110,7.2,103,1436,+0.078
192,T193,T193,Carlos Franco,86,7.3,88,1199,+0.364
193,T193,T193,Davis Love III,85,7.3,65,894,+0.338
194,T193,T193,Jon Mills,68,7.3,67,922,+0.179
195,196,196,Vance Veazey,59,7.8,64,825,+0.188
