,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
0,1,1,J.B. Holmes,81,62.95,554,880,-0.126
1,2,2,Bubba Watson,83,57.19,573,1002,-0.187
2,3,3,John Daly,51,53.31,306,574,-0.072
3,4,4,Robert Garrigus,85,45.65,472,1034,-0.133
4,5,5,Brett Wetterich,82,45.46,461,1014,-0.178
5,6,6,Ryan Hietala,61,43.82,312,712,-0.087
6,7,7,Charley Hoffman,100,42.25,523,1238,-0.184
7,8,8,Tag Ridings,103,41.65,521,1251,-0.119
8,9,9,Harrison Frazar,95,41.03,430,1048,-0.198
9,10,10,Scott Gutschewski,53,38.22,240,628,-0.233
10,11,11,Camilo Villegas,95,37.94,434,1144,-0.233
11,12,12,Phil Mickelson,74,37.84,249,658,-0.261
12,13,13,Tiger Woods,55,37.64,195,518,-0.338
13,14,14,Davis Love III,85,36.22,289,798,-0.187
14,15,15,Chris Couch,75,35.94,335,932,-0.194
15,16,16,Jason Gore,86,35.74,361,1010,-0.144
16,17,17,Lucas Glover,105,35.22,424,1204,-0.229
17,18,18,Jeff Overton,95,35.2,428,1216,-0.159
18,19,19,Jonathan Byrd,66,35.11,263,749,-0.171
19,20,20,Daniel Chopra,110,34.85,437,1254,-0.249
20,21,21,Chris Smith,67,34.43,282,819,-0.167
21,22,22,Alex Aragon,63,34.22,258,754,-0.085
22,23,23,Fred Couples,52,33.93,152,448,-0.138
23,24,24,Matt Hansen,68,33.79,273,808,-0.136
24,25,25,Bubba Dickerson,98,33.78,405,1199,-0.160
25,26,26,Kris Cox,83,33.27,334,1004,-0.189
26,27,27,Troy Matteson,101,33.17,407,1227,-0.157
27,28,28,Adam Scott,70,33.05,235,711,-0.221
28,29,29,Jon Mills,68,32.67,247,756,-0.146
29,30,30,Rich Beem,85,32.16,292,908,-0.195
30,31,31,Charles Warren,93,32.09,362,1128,-0.207
31,32,32,Nick Watney,97,31.92,383,1200,-0.198
32,33,33,Nicholas Thompson,96,31.71,345,1088,-0.139
33,34,34,James Driscoll,80,31.23,331,1060,-0.163
34,35,35,Will MacKenzie,91,31.13,325,1044,-0.197
35,36,36,Vijay Singh,103,31.04,365,1176,-0.249
36,37,37,Mathias Grönberg,92,30.92,341,1103,-0.173
37,38,38,Geoff Ogilvy,76,30.87,226,732,-0.190
38,39,39,Mathew Goggin,72,29.68,241,812,-0.141
39,40,40,Brandt Jobe,91,29.51,288,976,-0.201
40,41,41,Charles Howell III,96,29.47,325,1103,-0.188
41,42,42,Bill Haas,99,29.36,360,1226,-0.192
42,43,43,Roger Tambellini,64,29.19,216,740,-0.185
43,44,44,Kenny Perry,73,29.17,245,840,-0.102
44,45,45,Retief Goosen,68,29.13,187,642,-0.166
45,46,46,Henrik Bjornstad,97,29.1,362,1244,-0.160
46,47,47,Bo Van Pelt,102,29.06,365,1256,-0.233
47,48,48,Pat Perez,50,28.91,170,588,-0.135
48,49,49,Ryan Palmer,101,28.67,328,1144,-0.198
49,50,50,John Senden,96,28.65,316,1103,-0.285
50,51,51,David Duval,71,28.57,212,742,-0.189
51,52,52,Jimmy Walker,60,28.08,219,780,-0.192
52,53,53,Paul Stankowski,70,28.02,246,878,-0.183
53,54,54,J.J. Henry,96,27.93,300,1074,-0.180
54,55,55,Craig Barlow,77,27.59,224,812,-0.254
55,56,56,John Rollins,93,27.55,292,1060,-0.260
56,57,57,Sergio Garcia,59,27.45,151,550,-0.152
57,58,58,Jonathan Kaye,95,27.31,328,1201,-0.201
58,59,59,Carlos Franco,86,27.19,292,1074,-0.192
59,60,60,Eric Axley,91,26.0,286,1100,-0.217
60,61,61,Trevor Immelman,86,25.86,263,1017,-0.262
61,62,62,Rory Sabbatini,84,25.67,229,892,-0.197
62,63,63,Sean O'Hair,100,25.61,273,1066,-0.168
63,64,64,Tim Herron,82,25.58,221,864,-0.163
64,65,65,Robert Allenby,79,24.64,206,836,-0.175
65,66,66,Jason Schultz,77,24.28,220,906,-0.114
66,67,67,Greg Owen,79,24.25,210,866,-0.233
67,68,68,Freddie Jacobson,56,23.81,180,756,-0.161
68,69,69,Bob May,65,23.8,178,748,-0.174
69,70,70,Chad Campbell,91,23.77,222,934,-0.144
70,71,71,Brian Bateman,69,23.75,195,821,-0.123
71,72,72,Jesper Parnevik,84,23.58,240,1018,-0.300
72,73,73,"Wes Short, Jr.",96,23.57,281,1192,-0.132
73,74,74,Michael Allen,84,22.92,231,1008,-0.173
74,75,75,Stuart Appleby,83,22.77,204,896,-0.157
75,76,76,Danny Ellis,68,22.67,190,838,-0.221
76,77,77,D.J. Trahan,92,22.64,240,1060,-0.233
77,78,78,Joe Ogilvie,95,22.55,246,1091,-0.207
78,79,79,Hunter Mahan,98,22.54,279,1238,-0.186
79,80,80,Kevin Sutherland,100,22.19,269,1212,-0.227
80,81,81,Ian Leggatt,80,22.13,216,976,-0.102
81,82,82,Marco Dawson,87,21.99,236,1073,-0.199
82,83,83,Jeff Gove,91,21.83,246,1127,-0.171
83,84,84,Ted Purdy,103,21.79,244,1120,-0.205
84,85,85,Justin Rose,98,21.77,261,1199,-0.249
85,86,86,Stewart Cink,93,21.7,220,1014,-0.255
86,87,87,Ernie Els,69,21.56,141,654,-0.177
87,88,88,David Toms,76,21.33,186,872,-0.312
88,89,89,John Huston,74,20.91,189,904,-0.169
89,90,90,"John Engler, Jr.",69,19.89,175,880,-0.137
90,91,91,Patrick Sheehan,104,19.87,241,1213,-0.207
91,92,92,Jason Bohn,104,19.81,246,1242,-0.195
92,93,93,Padraig Harrington,54,19.74,105,532,-0.257
93,94,94,Ryan Moore,68,19.53,158,809,-0.234
94,95,95,David Howell,52,19.52,82,420,-0.146
95,96,96,Len Mattiace,59,19.36,140,723,-0.057
96,97,97,Rod Pampling,89,19.32,175,906,-0.246
97,98,98,Carl Pettersson,95,19.3,203,1052,-0.197
98,99,99,Tom Lehman,70,19.11,125,654,-0.120
99,100,100,Vaughn Taylor,88,19.02,205,1078,-0.239
100,101,101,Shaun Micheel,96,19.0,206,1084,-0.199
101,102,102,J.P. Hayes,55,18.82,131,696,-0.221
102,103,103,Steve Lowery,99,18.77,217,1156,-0.226
103,104,104,Arjun Atwal,97,18.48,211,1142,-0.194
104,105,105,Thomas Levet,53,18.45,124,672,-0.032
105,106,106,Vance Veazey,59,18.39,139,756,-0.201
106,107,107,Alex Cejka,93,18.37,205,1116,-0.171
107,108,108,K.J. Choi,93,17.97,198,1102,-0.232
108,109,109,Brett Quigley,109,17.8,233,1309,-0.219
109,110,110,Arron Oberholser,82,17.74,154,868,-0.208
110,111,111,Steve Elkington,52,17.66,113,640,-0.177
111,T112,T112,Todd Hamilton,72,17.65,138,782,-0.152
112,T112,T112,Shigeki Maruyama,94,17.65,197,1116,-0.228
113,114,114,José María Olazábal,62,17.61,96,545,-0.125
114,115,115,Justin Leonard,83,17.27,157,909,-0.083
115,116,116,D.A. Points,82,17.24,171,992,-0.187
116,117,117,Stephen Ames,63,17.05,105,616,-0.305
117,118,118,Mike Sposa,68,17.04,138,810,-0.239
118,119,119,Brent Geiberger,99,16.92,212,1253,-0.198
119,120,120,Briny Baird,81,16.91,165,976,-0.291
120,121,121,Bob Tway,81,16.88,158,936,-0.165
121,122,122,Brian Davis,92,16.87,191,1132,-0.183
122,123,123,Joe Durant,101,16.84,225,1336,-0.262
123,124,124,Paul Azinger,87,16.79,187,1114,-0.241
124,125,125,Woody Austin,107,16.78,217,1293,-0.161
125,126,126,Peter Lonard,77,16.58,153,923,-0.105
126,127,127,Bernhard Langer,77,16.57,136,821,-0.221
127,128,128,David McKenzie,82,16.22,156,962,-0.141
128,129,129,Aaron Baddeley,78,16.21,154,950,-0.104
129,130,130,Frank Lickliter II,99,16.16,191,1182,-0.215
130,131,131,Duffy Waldorf,96,16.14,184,1140,-0.190
131,132,132,Mark Calcavecchia,94,15.97,176,1102,-0.182
132,T133,T133,David Branshaw,98,15.95,193,1210,-0.207
133,T133,T133,Greg Chalmers,71,15.95,127,796,-0.142
134,135,135,Zach Johnson,98,15.83,170,1074,-0.235
135,136,136,Jim Furyk,89,15.59,149,956,-0.201
136,137,137,Ben Crane,85,15.36,131,853,-0.176
137,138,138,Steve Flesch,119,15.31,220,1437,-0.268
138,139,139,Kent Jones,103,15.03,184,1224,-0.217
139,140,140,Chris Riley,86,14.79,142,960,-0.176
140,141,141,Ryuji Imada,105,14.63,177,1210,-0.232
141,142,142,Jeff Brehaut,100,14.61,173,1184,-0.260
142,143,143,Dudley Hart,83,14.56,144,989,-0.201
143,144,144,Lee Janzen,79,14.51,137,944,-0.146
144,145,145,Bart Bryant,87,14.5,144,993,E
145,146,146,Bob Estes,85,14.49,151,1042,-0.364
146,147,147,J.L. Lewis,57,14.43,101,700,-0.257
147,148,148,Tim Petrovic,95,14.4,167,1160,-0.162
148,149,149,Mike Weir,88,14.24,125,878,-0.232
149,150,150,Tjaart van der Walt,60,14.19,103,726,-0.146
150,151,151,Joey Sindelar,90,14.08,149,1058,-0.215
151,152,152,Tommy Armour III,65,13.86,102,736,-0.069
152,153,153,Luke Donald,66,13.46,81,602,-0.198
153,154,154,Robert Gamez,94,13.44,154,1146,-0.195
154,155,155,Heath Slocum,96,13.12,154,1174,-0.136
155,156,156,Billy Mayfair,94,13.1,141,1076,-0.248
156,157,157,Richard Johnson,94,12.86,152,1182,-0.342
157,158,158,Daisuke Maruyama,83,12.81,125,976,-0.224
158,159,159,Jeff Maggert,81,12.63,120,950,-0.100
159,T160,T160,Robert Damron,91,12.6,144,1143,-0.208
160,T160,T160,Dean Wilson,115,12.6,163,1294,-0.233
161,162,162,Tom Pernice Jr.,108,12.48,151,1210,-0.205
162,163,163,Nathan Green,108,12.44,163,1310,-0.325
163,164,164,Ian Poulter,53,12.41,73,588,-0.247
164,165,165,Steve Stricker,64,12.33,89,722,-0.213
165,166,166,Kirk Triplett,58,12.24,84,686,-0.226
166,167,167,Michael Connell,51,11.95,70,586,-0.214
167,168,168,Ron Whittaker,81,11.92,118,990,-0.186
168,169,169,Mark Wilson,79,11.76,118,1003,-0.178
169,170,170,Billy Andrade,78,11.75,98,834,-0.214
170,171,171,Omar Uresti,61,11.41,81,710,-0.074
171,172,172,Skip Kendall,72,11.22,92,820,-0.250
172,173,173,John Cook,67,11.13,85,764,-0.212
173,174,174,Olin Browne,108,11.11,134,1206,-0.172
174,175,175,Shane Bertsch,104,11.03,138,1251,-0.196
175,176,176,Chris DiMarco,83,11.01,94,854,-0.191
176,177,177,Jerry Smith,94,10.92,128,1172,-0.234
177,178,178,Jeff Sluman,101,10.23,118,1154,-0.178
178,179,179,Greg Kraft,79,10.15,95,936,-0.147
179,180,180,Hidemichi Tanaka,74,9.91,90,908,-0.044
180,181,181,Ben Curtis,86,9.74,91,934,-0.176
181,182,182,Jerry Kelly,100,9.49,111,1170,-0.243
182,T183,T183,Paul Goydos,72,9.44,84,890,-0.155
183,T183,T183,Steve Jones,83,9.44,91,964,-0.154
184,185,185,Todd Fischer,101,9.27,116,1252,-0.095
185,186,186,Fred Funk,106,8.27,98,1185,-0.184
186,187,187,Larry Mize,53,8.07,46,570,-0.087
187,188,188,Brad Faxon,78,7.83,80,1022,-0.288
188,189,189,Scott Verplank,88,7.73,73,944,-0.247
189,190,190,Brian Gay,107,7.7,107,1390,-0.234
190,191,191,Tim Clark,80,7.67,62,808,E
191,192,192,Doug Barron,74,7.27,68,935,-0.147
192,193,193,Mark Brooks,90,6.69,69,1032,-0.072
193,194,194,Stephen Leaney,84,6.54,70,1070,-0.243
194,195,195,Mark O'Meara,52,6.0,30,500,-0.333
195,196,196,Corey Pavin,74,5.54,44,794,-0.295
