,Driving_Pct._240-260_All_Drives_RANK THIS WEEK,Driving_Pct._240-260_All_Drives_RANK LAST WEEK,Driving_Pct._240-260_All_Drives_PLAYER NAME,Driving_Pct._240-260_All_Drives_ROUNDS,Driving_Pct._240-260_All_Drives_%,Driving_Pct._240-260_All_Drives_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._240-260_All_Drives_RELATIVE TO PAR
0,1,1,Corey Pavin,74,33.0,262,794,+0.046
1,2,2,Fred Funk,106,25.99,308,1185,-0.023
2,3,3,John Cook,67,25.52,195,764,+0.051
3,4,4,Mark O'Meara,52,24.6,123,500,+0.138
4,5,5,Mark Brooks,90,23.93,247,1032,+0.101
5,6,6,Brad Faxon,78,23.68,242,1022,+0.070
6,7,7,Scott Verplank,88,23.52,222,944,+0.077
7,8,8,Brian Gay,107,23.17,322,1390,+0.053
8,9,9,Paul Goydos,72,23.03,205,890,+0.029
9,10,10,Jerry Smith,94,22.35,262,1172,+0.050
10,11,11,Larry Mize,53,22.28,127,570,+0.126
11,12,12,Stephen Leaney,84,22.15,237,1070,+0.030
12,13,13,Doug Barron,74,22.14,207,935,+0.145
13,14,14,Todd Fischer,101,21.96,275,1252,+0.120
14,15,15,Steve Jones,83,21.68,209,964,+0.139
15,16,16,Shane Bertsch,104,20.54,257,1251,+0.109
16,17,17,Tim Clark,80,20.42,165,808,+0.006
17,18,18,Jeff Sluman,101,20.28,234,1154,+0.124
18,19,19,Olin Browne,108,19.82,239,1206,+0.021
19,20,20,Jerry Kelly,100,19.49,228,1170,+0.184
20,21,21,Greg Kraft,79,19.23,180,936,+0.050
21,22,22,Hidemichi Tanaka,74,19.16,174,908,+0.322
22,23,23,Kirk Triplett,58,19.1,131,686,+0.069
23,24,24,Ron Whittaker,81,18.59,184,990,+0.125
24,25,25,Tom Pernice Jr.,108,18.35,222,1210,+0.086
25,26,26,Nathan Green,108,18.17,238,1310,+0.105
26,27,27,Daisuke Maruyama,83,18.03,176,976,+0.034
27,28,28,Robert Gamez,94,17.63,202,1146,+0.079
28,29,29,Richard Johnson,94,17.6,208,1182,+0.091
29,30,30,Peter Lonard,77,17.44,161,923,+0.161
30,31,31,J.L. Lewis,57,17.43,122,700,+0.139
31,32,32,Michael Connell,51,16.89,99,586,+0.192
32,33,33,Omar Uresti,61,16.62,118,710,+0.085
33,34,34,Tim Petrovic,95,16.47,191,1160,+0.126
34,35,35,Aaron Baddeley,78,16.42,156,950,+0.141
35,36,36,Skip Kendall,72,16.34,134,820,+0.045
36,37,37,Dudley Hart,83,16.28,161,989,+0.137
37,38,38,Ian Poulter,53,16.16,95,588,+0.074
38,39,39,Bernhard Langer,77,16.08,132,821,+0.083
39,40,40,Dean Wilson,115,16.07,208,1294,+0.048
40,41,41,Tjaart van der Walt,60,15.98,116,726,+0.078
41,42,42,Mike Weir,88,15.95,140,878,+0.064
42,43,43,Ryan Moore,68,15.82,128,809,+0.047
43,44,44,Billy Mayfair,94,15.71,169,1076,+0.083
44,45,45,Steve Flesch,119,15.59,224,1437,+0.071
45,46,46,Robert Damron,91,15.57,178,1143,+0.140
46,47,47,Steve Elkington,52,15.47,99,640,+0.051
47,T48,T48,Luke Donald,66,15.45,93,602,-0.022
48,T48,T48,Mark Wilson,79,15.45,155,1003,+0.065
49,50,50,Paul Azinger,87,15.44,172,1114,+0.128
50,51,51,Ben Crane,85,15.36,131,853,+0.160
51,52,52,D.A. Points,82,15.32,152,992,+0.092
52,53,53,Ryuji Imada,105,15.29,185,1210,+0.081
53,54,54,Jeff Maggert,81,15.26,145,950,+0.083
54,55,55,Justin Leonard,83,15.07,137,909,+0.117
55,56,56,David Branshaw,98,15.04,182,1210,+0.066
56,T57,T57,Billy Andrade,78,14.99,125,834,+0.072
57,T57,T57,Carlos Franco,86,14.99,161,1074,+0.093
58,59,59,Tommy Armour III,65,14.95,110,736,+0.082
59,60,60,Joey Sindelar,90,14.93,158,1058,+0.019
60,61,61,Shaun Micheel,96,14.76,160,1084,+0.106
61,62,62,Greg Chalmers,71,14.7,117,796,+0.162
62,T63,T63,Steve Stricker,64,14.68,106,722,-0.217
63,T63,T63,Vance Veazey,59,14.68,111,756,+0.036
64,65,65,Heath Slocum,96,14.57,171,1174,+0.058
65,66,66,David Toms,76,14.45,126,872,-0.016
66,67,67,Mark Calcavecchia,94,14.25,157,1102,+0.166
67,68,68,Jim Furyk,89,14.23,136,956,-0.044
68,69,69,Bart Bryant,87,14.2,141,993,+0.064
69,70,70,Len Mattiace,59,14.11,102,723,+0.167
70,71,71,Brent Geiberger,99,14.05,176,1253,+0.119
71,72,72,Chris DiMarco,83,13.93,119,854,+0.134
72,73,73,Lee Janzen,79,13.88,131,944,+0.084
73,74,74,Ian Leggatt,80,13.83,135,976,+0.074
74,75,75,J.P. Hayes,55,13.79,96,696,+0.083
75,76,76,Ben Curtis,86,13.7,128,934,+0.094
76,T77,T77,Jeff Brehaut,100,13.68,162,1184,+0.117
77,T77,T77,Todd Hamilton,72,13.68,107,782,+0.252
78,T77,T77,Bob Tway,81,13.68,128,936,+0.203
79,80,80,Mike Sposa,68,13.58,110,810,+0.082
80,81,81,Kent Jones,103,13.56,166,1224,+0.066
81,82,82,Briny Baird,81,13.42,131,976,+0.061
82,83,83,Robert Allenby,79,13.4,112,836,-0.018
83,84,84,Bob Estes,85,13.34,139,1042,+0.144
84,85,85,Ted Purdy,103,13.13,147,1120,+0.041
