,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
52,T52,T52,John Rollins,93,66.6,224623.6,337266
53,T54,T54,Henrik Bjornstad,97,66.59,268346.8,402966
54,T54,T54,John Senden,96,66.59,236130.9,354622
55,T56,T56,Trevor Immelman,86,66.54,222226.1,333995
56,T56,T56,Bob May,65,66.54,158528.6,238241
57,T58,T58,Danny Ellis,68,66.53,178371.8,268117
58,T58,T58,Jeff Gove,91,66.53,238457.3,358407
59,60,60,Hunter Mahan,98,66.45,266451.3,400998
60,61,61,Joe Ogilvie,95,66.44,235178.2,353968
61,T62,T62,Freddie Jacobson,56,66.41,161239.0,242775
62,T62,T62,Jimmy Walker,60,66.41,168847.5,254267
63,64,64,John Huston,74,66.31,192488.8,290284
64,T65,T65,Sean O'Hair,100,66.3,227427.2,343036
65,T65,T65,Paul Stankowski,70,66.3,189754.3,286187
66,67,67,Brandt Jobe,91,66.28,209459.0,316011
67,68,68,Rory Sabbatini,84,66.23,197621.4,298390
68,69,69,J.J. Henry,96,66.22,231845.6,350106
69,70,70,Alex Cejka,93,66.19,239638.4,362047
70,71,71,Padraig Harrington,54,66.15,111498.6,168551
71,72,72,Greg Owen,79,66.14,178941.0,270534
72,73,73,David Howell,52,66.13,88785.2,134254
73,74,74,Brian Bateman,69,66.12,176563.5,267041
74,75,75,Tim Herron,82,66.11,188314.1,284829
75,T76,T76,Frank Lickliter II,99,66.09,251496.1,380515
76,T76,T76,Jason Schultz,77,66.09,192669.9,291506
77,78,78,J.P. Hayes,55,66.05,145983.9,221016
78,79,79,Brian Davis,92,66.04,239412.8,362520
79,80,80,D.J. Trahan,92,66.03,226376.5,342832
80,81,81,Stuart Appleby,83,66.02,192144.1,291027
81,T82,T82,Jason Bohn,104,66.0,263198.2,398793
82,T82,T82,Pat Perez,50,66.0,123590.3,187252
83,T82,T82,Justin Rose,98,66.0,256512.4,388649
84,85,85,Carlos Franco,86,65.97,225955.0,342515
85,86,86,Robert Allenby,79,65.95,179214.3,271761
86,87,87,Kevin Sutherland,100,65.94,255746.9,387824
87,T88,T88,Jesper Parnevik,84,65.9,214074.3,324843
88,T88,T88,David Toms,76,65.9,189638.5,287787
89,90,90,Vaughn Taylor,88,65.89,231791.2,351786
90,91,91,"John Engler, Jr.",69,65.86,184924.2,280800
91,92,92,Michael Allen,84,65.83,212339.4,322562
92,93,93,Bob Tway,81,65.82,198414.4,301438
93,94,94,Joe Durant,101,65.79,279863.3,425377
94,95,95,David Duval,71,65.76,160024.4,243343
95,96,96,David McKenzie,82,65.72,204313.5,310908
96,T97,T97,Stewart Cink,93,65.71,224162.0,341128
97,T97,T97,Rod Pampling,89,65.71,196439.6,298932
98,T99,T99,Steve Lowery,99,65.68,242277.5,368854
99,T99,T99,Ted Purdy,103,65.68,232543.3,354059
100,101,101,Mike Sposa,68,65.65,170661.4,259943
101,T102,T102,Arjun Atwal,97,65.61,241826.6,368602
102,T102,T102,Zach Johnson,98,65.61,232600.2,354543
103,T102,T102,Patrick Sheehan,104,65.61,258075.8,393319
104,105,105,Brett Quigley,109,65.59,280129.1,427102
105,106,106,Ian Leggatt,80,65.58,204743.1,312192
106,T107,T107,Ryan Moore,68,65.57,173557.3,264695
107,T107,T107,Arron Oberholser,82,65.57,190277.6,290170
108,109,109,Duffy Waldorf,96,65.56,236382.5,360569
109,110,110,K.J. Choi,93,65.52,237691.1,362755
110,111,111,Brent Geiberger,99,65.5,268163.1,409390
111,112,112,Chad Campbell,91,65.48,202664.7,309524
112,113,113,Greg Chalmers,71,65.45,169659.4,259221
113,114,114,Woody Austin,107,65.44,272559.4,416513
114,115,115,Tjaart van der Walt,60,65.4,153548.6,234773
115,T116,T116,Stephen Ames,63,65.39,129442.0,197956
116,T116,T116,Jeff Brehaut,100,65.39,246292.2,376647
117,T118,T118,David Branshaw,98,65.38,250334.0,382917
118,T118,T118,José María Olazábal,62,65.38,114683.2,175398
119,120,120,Heath Slocum,96,65.37,246199.2,376638
120,121,121,Ernie Els,69,65.36,139727.8,213798
121,T122,T122,Kent Jones,103,65.35,255590.2,391117
122,T122,T122,Bernhard Langer,77,65.35,169752.0,259758
123,124,124,Vance Veazey,59,65.33,158717.6,242935
124,125,125,Shigeki Maruyama,94,65.32,239874.2,367240
125,T126,T126,Paul Azinger,87,65.3,234679.7,359386
126,T126,T126,Len Mattiace,59,65.3,152545.6,233594
127,128,128,Briny Baird,81,65.26,204470.1,313324
128,129,129,Carl Pettersson,95,65.25,226905.9,347759
129,130,130,Tommy Armour III,65,65.24,154768.6,237221
130,131,131,Peter Lonard,77,65.21,200406.7,307307
131,132,132,Omar Uresti,61,65.16,149880.7,230012
132,133,133,Steve Stricker,64,65.15,151479.2,232512
133,T134,T134,Todd Hamilton,72,65.14,163588.2,251149
134,T134,T134,D.A. Points,82,65.14,209994.4,322366
135,136,136,Tom Lehman,70,65.12,140833.7,216266
136,137,137,Ben Crane,85,65.11,177400.4,272445
137,138,138,Billy Andrade,78,65.09,174627.2,268282
138,139,139,Robert Damron,91,65.07,238131.5,365961
139,140,140,Mark Calcavecchia,94,65.06,231619.8,356014
140,141,141,Mike Weir,88,65.04,183234.8,281721
141,142,142,Skip Kendall,72,65.03,168486.6,259110
142,143,143,Ian Poulter,53,64.97,120809.3,185956
143,144,144,Jim Furyk,89,64.96,204625.4,314991
144,145,145,Steve Flesch,119,64.95,301079.2,463520
145,146,146,Steve Elkington,52,64.93,133607.0,205764
146,T147,T147,Shaun Micheel,96,64.91,226230.4,348550
147,T147,T147,Chris Riley,86,64.91,201625.9,310600
148,T149,T149,Ryuji Imada,105,64.9,252145.6,388498
149,T149,T149,Thomas Levet,53,64.9,143078.0,220464
150,T149,T149,Mark Wilson,79,64.9,205953.4,317346
151,152,152,Bart Bryant,87,64.89,210808.9,324884
152,153,153,Tim Petrovic,95,64.86,239735.9,369600
153,T154,T154,Justin Leonard,83,64.85,195371.8,301277
154,T154,T154,Daisuke Maruyama,83,64.85,203401.7,313651
155,156,156,Michael Connell,51,64.82,122173.3,188490
156,157,157,Joey Sindelar,90,64.74,217605.1,336144
157,158,158,Billy Mayfair,94,64.72,226812.1,350460
158,159,159,Bob Estes,85,64.7,217870.9,336762
159,T160,T160,Jeff Maggert,81,64.69,200824.0,310444
160,T160,T160,Kirk Triplett,58,64.69,142879.2,220863
161,162,162,J.L. Lewis,57,64.64,144576.9,223671
162,163,163,Robert Gamez,94,64.63,242573.1,375352
163,164,164,Dean Wilson,115,64.6,272588.3,421935
164,165,165,Chris DiMarco,83,64.53,180111.6,279105
165,166,166,Lee Janzen,79,64.52,193618.7,300108
166,167,167,Greg Kraft,79,64.47,193800.1,300582
167,168,168,Jeff Sluman,101,64.46,236491.1,366890
168,T169,T169,Ben Curtis,86,64.42,198643.4,308348
169,T169,T169,Tom Pernice Jr.,108,64.42,254677.0,395325
170,171,171,Dudley Hart,83,64.41,210950.0,327512
171,172,172,Aaron Baddeley,78,64.37,200302.6,311186
172,173,173,Luke Donald,66,64.3,129091.2,200767
173,174,174,Nathan Green,108,64.29,271997.0,423049
174,175,175,Shane Bertsch,104,64.23,257582.9,401029
175,176,176,Ron Whittaker,81,64.2,205705.0,320400
176,T177,T177,Olin Browne,108,64.14,252421.1,393551
177,T177,T177,Paul Goydos,72,64.14,183472.8,286033
178,179,179,Richard Johnson,94,64.09,245717.6,383389
179,180,180,Jerry Kelly,100,64.06,239810.8,374382
180,181,181,Todd Fischer,101,64.05,254906.4,397973
181,182,182,Hidemichi Tanaka,74,64.03,187742.6,293219
182,183,183,Doug Barron,74,64.02,192418.4,300564
183,184,184,Scott Verplank,88,63.98,192783.2,301310
184,185,185,John Cook,67,63.91,155892.5,243913
185,186,186,Fred Funk,106,63.82,246265.0,385863
186,187,187,Larry Mize,53,63.75,115418.6,181046
187,188,188,Tim Clark,80,63.71,164541.9,258284
188,189,189,Mark Brooks,90,63.65,208919.2,328246
189,190,190,Brian Gay,107,63.62,284254.8,446784
190,191,191,Steve Jones,83,63.51,197336.7,310699
191,192,192,Jerry Smith,94,63.5,239156.8,376635
192,193,193,Stephen Leaney,84,63.27,217201.9,343309
193,194,194,Mark O'Meara,52,62.99,99774.4,158408
194,195,195,Brad Faxon,78,62.68,206310.2,329131
195,196,196,Corey Pavin,74,61.3,161052.8,262727
