,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
87,88,88,Ron Whittaker,81,1.27,2.0,158,E
88,89,89,David McKenzie,82,1.25,2.0,160,E
89,90,90,Bob Estes,85,1.23,2.0,162,-0.50
90,91,91,Sergio Garcia,59,1.22,1.0,82,+1.00
91,T92,T92,Michael Allen,84,1.19,2.0,168,+0.50
92,T92,T92,Billy Mayfair,94,1.19,2.0,168,-0.50
93,T92,T92,Sean O'Hair,100,1.19,2.0,168,+1.00
94,95,95,Jeff Gove,91,1.15,2.0,174,+1.00
95,T96,T96,Shigeki Maruyama,94,1.14,2.0,176,+1.50
96,T96,T96,D.J. Trahan,92,1.14,2.0,176,-0.50
97,98,98,Mathias Grönberg,92,1.12,2.0,178,E
98,99,99,Retief Goosen,68,1.09,1.0,92,E
99,100,100,Jeff Overton,95,1.08,2.0,186,+1.00
100,101,101,Arjun Atwal,97,1.05,2.0,190,+0.50
101,T102,T102,Stephen Ames,63,1.04,1.0,96,-1.00
102,T102,T102,Bubba Dickerson,98,1.04,2.0,192,+0.50
103,T102,T102,Bo Van Pelt,102,1.04,2.0,192,+0.50
104,105,105,Frank Lickliter II,99,1.03,2.0,194,+0.50
105,T106,T106,Steve Elkington,52,1.02,1.0,98,E
106,T106,T106,Thomas Levet,53,1.02,1.0,98,E
107,T106,T106,Tag Ridings,103,1.02,2.0,196,+1.00
108,109,109,Woody Austin,107,1.01,2.0,198,E
109,110,110,Tom Lehman,70,0.96,1.0,104,+1.00
110,111,111,Kirk Triplett,58,0.93,1.0,108,E
111,112,112,J.P. Hayes,55,0.91,1.0,110,-1.00
112,113,113,Steve Flesch,119,0.9,2.0,222,-0.50
113,114,114,Freddie Jacobson,56,0.89,1.0,112,+2.00
114,115,115,Len Mattiace,59,0.85,1.0,118,E
115,T116,T116,Robert Allenby,79,0.82,1.0,122,E
116,T116,T116,Alex Aragon,63,0.82,1.0,122,E
117,118,118,Brian Bateman,69,0.77,1.0,130,+2.00
118,119,119,Mathew Goggin,72,0.76,1.0,132,+1.00
119,120,120,Chris Smith,67,0.75,1.0,134,+1.00
120,121,121,Billy Andrade,78,0.74,1.0,136,-2.00
121,122,122,Mike Weir,88,0.72,1.0,138,E
122,123,123,Jason Schultz,77,0.67,1.0,150,+1.00
123,T124,T124,Trevor Immelman,86,0.66,1.0,152,E
124,T124,T124,Brandt Jobe,91,0.66,1.0,152,E
125,T126,T126,Zach Johnson,98,0.64,1.0,156,E
126,T126,T126,Chris Riley,86,0.64,1.0,156,E
127,128,128,Bubba Watson,83,0.63,1.0,158,E
128,129,129,Kris Cox,83,0.62,1.0,162,+2.00
129,T130,T130,Dudley Hart,83,0.61,1.0,164,E
130,T130,T130,Jesper Parnevik,84,0.61,1.0,164,E
131,T132,T132,Will MacKenzie,91,0.57,1.0,176,+1.00
132,T132,T132,John Rollins,93,0.57,1.0,174,E
133,T134,T134,Eric Axley,91,0.56,1.0,178,E
134,T134,T134,Joe Ogilvie,95,0.56,1.0,178,E
135,T136,T136,Alex Cejka,93,0.55,1.0,182,+2.00
136,T136,T136,Justin Rose,98,0.55,1.0,182,+2.00
137,T136,T136,Nicholas Thompson,96,0.55,1.0,182,+1.00
138,T139,T139,Richard Johnson,94,0.54,1.0,184,-1.00
139,T139,T139,Jonathan Kaye,95,0.54,1.0,184,E
140,T141,T141,Henrik Bjornstad,97,0.53,1.0,190,+1.00
141,T141,T141,Charley Hoffman,100,0.53,1.0,188,E
142,T141,T141,Nick Watney,97,0.53,1.0,190,E
143,T144,T144,Brent Geiberger,99,0.52,1.0,194,+1.00
144,T144,T144,Bill Haas,99,0.52,1.0,192,+1.00
145,T144,T144,Kent Jones,103,0.52,1.0,194,E
146,T144,T144,Tom Pernice Jr.,108,0.52,1.0,192,-1.00
147,148,148,Troy Matteson,101,0.5,1.0,202,+2.00
148,149,149,Daniel Chopra,110,0.49,1.0,206,E
149,T150,T150,Stuart Appleby,83,0.0,,132,E
150,T150,T150,Aaron Baddeley,78,0.0,,140,E
151,T150,T150,Craig Barlow,77,0.0,,134,E
152,T150,T150,Rich Beem,85,0.0,,142,E
153,T150,T150,David Branshaw,98,0.0,,196,E
154,T150,T150,Jonathan Byrd,66,0.0,,124,E
155,T150,T150,Greg Chalmers,71,0.0,,134,E
156,T150,T150,Chris Couch,75,0.0,,146,E
157,T150,T150,Fred Couples,52,0.0,,76,E
158,T150,T150,John Daly,51,0.0,,86,E
159,T150,T150,Brian Davis,92,0.0,,180,E
160,T150,T150,James Driscoll,80,0.0,,160,E
161,T150,T150,Joe Durant,101,0.0,,202,E
162,T150,T150,Danny Ellis,68,0.0,,128,E
163,T150,T150,Ernie Els,69,0.0,,96,E
164,T150,T150,Harrison Frazar,95,0.0,,174,E
165,T150,T150,Robert Garrigus,85,0.0,,166,E
166,T150,T150,Jason Gore,86,0.0,,160,E
167,T150,T150,Scott Gutschewski,53,0.0,,102,E
168,T150,T150,Matt Hansen,68,0.0,,132,E
169,T150,T150,Padraig Harrington,54,0.0,,76,E
170,T150,T150,Tim Herron,82,0.0,,134,E
171,T150,T150,J.B. Holmes,81,0.0,,134,E
172,T150,T150,Charles Howell III,96,0.0,,170,E
173,T150,T150,John Huston,74,0.0,,144,E
174,T150,T150,Davis Love III,85,0.0,,128,E
175,T150,T150,Hunter Mahan,98,0.0,,188,E
176,T150,T150,Bob May,65,0.0,,124,E
177,T150,T150,Phil Mickelson,74,0.0,,106,E
178,T150,T150,Larry Mize,53,0.0,,94,E
179,T150,T150,Ryan Moore,68,0.0,,122,E
180,T150,T150,José María Olazábal,62,0.0,,84,E
181,T150,T150,Ryan Palmer,101,0.0,,190,E
182,T150,T150,Pat Perez,50,0.0,,96,E
183,T150,T150,Ian Poulter,53,0.0,,84,E
184,T150,T150,Brett Quigley,109,0.0,,198,E
185,T150,T150,Adam Scott,70,0.0,,104,E
186,T150,T150,John Senden,96,0.0,,174,E
187,T150,T150,Steve Stricker,64,0.0,,108,E
188,T150,T150,Kevin Sutherland,100,0.0,,192,E
189,T150,T150,Roger Tambellini,64,0.0,,122,E
190,T150,T150,Omar Uresti,61,0.0,,118,E
191,T150,T150,Camilo Villegas,95,0.0,,174,E
192,T150,T150,Duffy Waldorf,96,0.0,,180,E
193,T150,T150,Charles Warren,93,0.0,,172,E
194,T150,T150,Brett Wetterich,82,0.0,,156,E
195,T150,T150,Tiger Woods,55,0.0,,76,E
