,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
0,1,1,Corey Pavin,74,9.38,12.0,128,E
1,2,2,Brad Faxon,78,6.58,10.0,152,+0.30
2,3,3,Fred Funk,106,5.49,10.0,182,+0.40
3,4,4,Robert Gamez,94,5.43,10.0,184,+0.50
4,5,5,J.L. Lewis,57,5.26,6.0,114,+0.50
5,6,6,Brian Gay,107,5.14,11.0,214,+0.45
6,7,7,Tim Petrovic,95,4.95,9.0,182,+0.44
7,8,8,K.J. Choi,93,4.27,7.0,164,+0.71
8,9,9,Olin Browne,108,4.26,8.0,188,E
9,10,10,Nathan Green,108,4.08,8.0,196,+0.13
10,11,11,Lee Janzen,79,3.9,6.0,154,+1.00
11,12,12,Jerry Smith,94,3.8,7.0,184,+0.57
12,13,13,Carl Pettersson,95,3.7,6.0,162,+1.00
13,14,14,Peter Lonard,77,3.68,5.0,136,+0.60
14,15,15,Todd Fischer,101,3.54,7.0,198,+0.14
15,16,16,Justin Leonard,83,3.52,5.0,142,+0.60
16,17,17,Jimmy Walker,60,3.45,4.0,116,+0.25
17,18,18,Bart Bryant,87,3.38,5.0,148,+0.20
18,T19,T19,Todd Hamilton,72,3.23,4.0,124,+0.50
19,T19,T19,David Toms,76,3.23,4.0,124,+0.75
20,21,21,Steve Jones,83,3.21,5.0,156,+0.80
21,22,22,John Cook,67,3.17,4.0,126,+0.50
22,T23,T23,Michael Connell,51,3.13,3.0,96,E
23,T23,T23,Vaughn Taylor,88,3.13,5.0,160,+0.20
24,25,25,Mark Calcavecchia,94,2.98,5.0,168,+0.20
25,T26,T26,Ted Purdy,103,2.81,5.0,178,+0.40
26,T26,T26,Heath Slocum,96,2.81,5.0,178,+0.20
27,28,28,Ben Curtis,86,2.78,4.0,144,-0.75
28,29,29,Doug Barron,74,2.74,4.0,146,-0.50
29,30,30,"Wes Short, Jr.",96,2.72,5.0,184,+0.40
30,31,31,Briny Baird,81,2.6,4.0,154,+0.75
31,32,32,Jason Bohn,104,2.55,5.0,196,+0.60
32,33,33,Vance Veazey,59,2.54,3.0,118,+0.33
33,34,34,Stephen Leaney,84,2.38,4.0,168,+0.75
34,35,35,Paul Azinger,87,2.35,4.0,170,+0.25
35,36,36,Carlos Franco,86,2.33,4.0,172,+0.50
36,37,37,Mike Sposa,68,2.31,3.0,130,E
37,T38,T38,Chris DiMarco,83,2.27,3.0,132,E
38,T38,T38,Bernhard Langer,77,2.27,3.0,132,E
39,T38,T38,Mark O'Meara,52,2.27,2.0,88,-0.50
40,T41,T41,"John Engler, Jr.",69,2.24,3.0,134,-0.33
41,T41,T41,Arron Oberholser,82,2.24,3.0,134,E
42,43,43,Ben Crane,85,2.21,3.0,136,+0.67
43,T44,T44,Robert Damron,91,2.2,4.0,182,E
44,T44,T44,Lucas Glover,105,2.2,4.0,182,+0.50
45,T44,T44,Steve Lowery,99,2.2,4.0,182,+0.50
46,T44,T44,Jeff Sluman,101,2.2,4.0,182,+0.50
47,48,48,Luke Donald,66,2.13,2.0,94,-0.50
48,49,49,Greg Kraft,79,2.05,3.0,146,+1.00
49,50,50,Scott Verplank,88,2.03,3.0,148,E
50,51,51,Patrick Sheehan,104,2.0,4.0,200,+0.50
51,52,52,Shane Bertsch,104,1.96,4.0,204,+0.25
52,T53,T53,Daisuke Maruyama,83,1.9,3.0,158,+0.67
53,T53,T53,Dean Wilson,115,1.9,4.0,210,+1.00
54,55,55,D.A. Points,82,1.88,3.0,160,+0.33
55,56,56,Geoff Ogilvy,76,1.85,2.0,108,+1.00
56,57,57,Shaun Micheel,96,1.81,3.0,166,+0.33
57,58,58,Joey Sindelar,90,1.79,3.0,168,+1.00
58,T59,T59,Mark Brooks,90,1.76,3.0,170,E
59,T59,T59,J.J. Henry,96,1.76,3.0,170,E
60,T61,T61,David Duval,71,1.75,2.0,114,E
61,T61,T61,Tjaart van der Walt,60,1.75,2.0,114,+0.50
62,63,63,Marco Dawson,87,1.72,3.0,174,+0.33
63,64,64,Vijay Singh,103,1.7,3.0,176,+1.00
64,65,65,Ryan Hietala,61,1.69,2.0,118,E
65,66,66,Tommy Armour III,65,1.64,2.0,122,E
66,67,67,Jerry Kelly,100,1.63,3.0,184,E
67,T68,T68,David Howell,52,1.61,1.0,62,E
68,T68,T68,Kenny Perry,73,1.61,2.0,124,E
69,70,70,Jeff Brehaut,100,1.56,3.0,192,+0.33
70,71,71,Tim Clark,80,1.54,2.0,130,-0.50
71,72,72,Ryuji Imada,105,1.53,3.0,196,+0.33
72,73,73,Jon Mills,68,1.52,2.0,132,E
73,74,74,Skip Kendall,72,1.47,2.0,136,+0.50
74,T75,T75,Rod Pampling,89,1.43,2.0,140,+0.50
75,T75,T75,Paul Stankowski,70,1.43,2.0,140,+2.00
76,T77,T77,Greg Owen,79,1.41,2.0,142,+0.50
77,T77,T77,Rory Sabbatini,84,1.41,2.0,142,+0.50
78,T79,T79,Jim Furyk,89,1.39,2.0,144,E
79,T79,T79,Paul Goydos,72,1.39,2.0,144,-0.50
80,T81,T81,Chad Campbell,91,1.37,2.0,146,+1.00
81,T81,T81,Hidemichi Tanaka,74,1.37,2.0,146,+0.50
82,T83,T83,Stewart Cink,93,1.35,2.0,148,E
83,T83,T83,Bob Tway,81,1.35,2.0,148,+0.50
84,85,85,Jeff Maggert,81,1.33,2.0,150,E
85,T86,T86,Ian Leggatt,80,1.32,2.0,152,+0.50
86,T86,T86,Mark Wilson,79,1.32,2.0,152,E
