,Driving_Pct._320_All_Drives_RANK THIS WEEK,Driving_Pct._320_All_Drives_RANK LAST WEEK,Driving_Pct._320_All_Drives_PLAYER NAME,Driving_Pct._320_All_Drives_ROUNDS,Driving_Pct._320_All_Drives_%,Driving_Pct._320_All_Drives_TOTAL DRIVES FOR 320+,Driving_Pct._320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._320_All_Drives_RELATIVE TO PAR
0,1,1,Bubba Watson,83,34.13,342,1002,-0.246
1,2,2,J.B. Holmes,81,32.27,284,880,-0.225
2,3,3,Robert Garrigus,85,20.02,207,1034,-0.184
3,4,4,John Daly,51,18.64,107,574,-0.093
4,5,5,Ryan Hietala,61,18.12,129,712,-0.186
5,6,6,Brett Wetterich,82,16.47,167,1014,-0.216
6,7,7,Tag Ridings,103,14.63,183,1251,-0.175
7,8,8,Jason Gore,86,14.26,144,1010,-0.243
8,9,9,Camilo Villegas,95,13.9,159,1144,-0.302
9,10,10,Charley Hoffman,100,13.89,172,1238,-0.244
10,11,11,Fred Couples,52,13.39,60,448,-0.367
11,12,12,Harrison Frazar,95,13.26,139,1048,-0.338
12,13,13,Adam Scott,70,12.52,89,711,-0.360
13,14,14,Tiger Woods,55,12.16,63,518,-0.317
14,15,15,Chris Couch,75,12.02,112,932,-0.232
15,16,16,Phil Mickelson,74,12.01,79,658,-0.354
16,17,17,Scott Gutschewski,53,11.94,75,628,-0.240
17,18,18,Lucas Glover,105,11.88,143,1204,-0.210
18,19,19,Alex Aragon,63,11.8,89,754,-0.157
19,20,20,Jeff Overton,95,11.02,134,1216,-0.231
20,21,21,Jon Mills,68,10.98,83,756,-0.193
21,22,22,Kris Cox,83,10.96,110,1004,-0.300
22,23,23,David Duval,71,10.78,80,742,-0.225
23,24,24,Daniel Chopra,110,10.69,134,1254,-0.403
24,25,25,Davis Love III,85,10.4,83,798,-0.289
25,26,26,Geoff Ogilvy,76,10.11,74,732,-0.189
26,27,27,Retief Goosen,68,9.81,63,642,-0.206
27,28,28,Rich Beem,85,9.8,89,908,-0.202
28,29,29,Troy Matteson,101,9.54,117,1227,-0.231
29,30,30,Vijay Singh,103,9.52,112,1176,-0.259
30,31,31,Nicholas Thompson,96,9.47,103,1088,-0.262
31,32,32,Sergio Garcia,59,9.45,52,550,-0.135
32,33,33,Bubba Dickerson,98,9.42,113,1199,-0.230
33,34,34,Kenny Perry,73,9.4,79,840,-0.025
34,35,35,Pat Perez,50,9.35,55,588,-0.218
35,36,36,Nick Watney,97,9.33,112,1200,-0.268
36,37,37,J.J. Henry,96,9.31,100,1074,-0.300
37,38,38,Craig Barlow,77,9.24,75,812,-0.347
38,39,39,Charles Warren,93,9.04,102,1128,-0.284
39,40,40,Paul Stankowski,70,9.0,79,878,-0.342
40,41,41,James Driscoll,80,8.96,95,1060,-0.263
41,42,42,Jonathan Byrd,66,8.95,67,749,-0.194
42,43,43,Roger Tambellini,64,8.92,66,740,-0.167
43,T44,T44,Matt Hansen,68,8.91,72,808,-0.167
44,T44,T44,Chris Smith,67,8.91,73,819,-0.247
45,46,46,Carlos Franco,86,8.66,93,1074,-0.323
46,47,47,Mathew Goggin,72,8.62,70,812,-0.257
47,48,48,Jimmy Walker,60,8.46,66,780,-0.303
48,49,49,John Rollins,93,8.4,89,1060,-0.393
49,50,50,Mathias Grönberg,92,8.34,92,1103,-0.261
50,51,51,Henrik Bjornstad,97,8.28,103,1244,-0.272
51,52,52,Ryan Palmer,101,8.22,94,1144,-0.234
52,53,53,David Toms,76,8.14,71,872,-0.408
53,54,54,Eric Axley,91,8.09,89,1100,-0.247
54,55,55,Will MacKenzie,91,7.95,83,1044,-0.386
55,56,56,Jonathan Kaye,95,7.91,95,1201,-0.284
56,57,57,Brandt Jobe,91,7.79,76,976,-0.197
57,58,58,Bill Haas,99,7.75,95,1226,-0.200
58,59,59,Rory Sabbatini,84,7.62,68,892,-0.132
59,T60,T60,Stuart Appleby,83,7.48,67,896,-0.179
60,T60,T60,Bo Van Pelt,102,7.48,94,1256,-0.383
61,62,62,Ryan Moore,68,7.42,60,809,-0.183
62,63,63,Robert Allenby,79,7.3,61,836,-0.213
63,64,64,John Senden,96,7.16,79,1103,-0.494
64,65,65,Sean O'Hair,100,7.13,76,1066,-0.211
65,66,66,Jason Schultz,77,7.06,64,906,-0.188
66,67,67,Brian Bateman,69,6.94,57,821,-0.211
67,68,68,Danny Ellis,68,6.8,57,838,-0.298
68,69,69,Charles Howell III,96,6.71,74,1103,-0.149
69,70,70,"Wes Short, Jr.",96,6.63,79,1192,-0.203
70,71,71,Hunter Mahan,98,6.46,80,1238,-0.350
71,72,72,Padraig Harrington,54,6.39,34,532,-0.324
72,T73,T73,Tim Herron,82,6.37,55,864,-0.327
73,T73,T73,Carl Pettersson,95,6.37,67,1052,-0.239
74,75,75,Chad Campbell,91,6.32,59,934,-0.186
75,76,76,Freddie Jacobson,56,6.22,47,756,-0.319
76,77,77,Stewart Cink,93,6.21,63,1014,-0.270
77,T78,T78,Trevor Immelman,86,6.19,63,1017,-0.349
78,T78,T78,Jesper Parnevik,84,6.19,63,1018,-0.397
79,80,80,Jason Bohn,104,5.96,74,1242,-0.243
80,81,81,Bob May,65,5.88,44,748,-0.205
81,82,82,Kevin Sutherland,100,5.86,71,1212,-0.225
82,T83,T83,Peter Lonard,77,5.85,54,923,-0.074
83,T83,T83,D.J. Trahan,92,5.85,62,1060,-0.242
84,85,85,Ernie Els,69,5.81,38,654,-0.237
85,86,86,Ted Purdy,103,5.8,65,1120,-0.138
86,87,87,Greg Owen,79,5.77,50,866,-0.360
87,88,88,Joe Ogilvie,95,5.68,62,1091,-0.323
88,89,89,Jeff Gove,91,5.59,63,1127,-0.254
89,90,90,John Huston,74,5.53,50,904,-0.260
90,91,91,Michael Allen,84,5.46,55,1008,-0.364
91,92,92,"John Engler, Jr.",69,5.45,48,880,-0.167
92,93,93,Marco Dawson,87,5.41,58,1073,-0.241
93,94,94,Vaughn Taylor,88,5.38,58,1078,-0.293
94,95,95,Briny Baird,81,5.23,51,976,-0.412
95,96,96,Tom Lehman,70,5.2,34,654,-0.147
96,97,97,Alex Cejka,93,5.11,57,1116,-0.105
97,98,98,K.J. Choi,93,5.08,56,1102,-0.196
98,99,99,Justin Rose,98,5.0,60,1199,-0.383
99,T100,T100,Arjun Atwal,97,4.99,57,1142,-0.298
100,T100,T100,Mark Calcavecchia,94,4.99,55,1102,-0.127
101,102,102,D.A. Points,82,4.94,49,992,-0.204
102,103,103,Justin Leonard,83,4.84,44,909,-0.068
103,104,104,Rod Pampling,89,4.75,43,906,-0.372
104,105,105,J.P. Hayes,55,4.74,33,696,-0.152
105,106,106,Ian Leggatt,80,4.71,46,976,-0.130
106,107,107,Shaun Micheel,96,4.7,51,1084,-0.216
107,108,108,Shigeki Maruyama,94,4.66,52,1116,-0.288
108,109,109,Ben Crane,85,4.57,39,853,-0.026
109,110,110,Patrick Sheehan,104,4.53,55,1213,-0.182
110,111,111,David Howell,52,4.52,19,420,-0.263
111,112,112,Thomas Levet,53,4.46,30,672,+0.067
112,113,113,Brian Davis,92,4.42,50,1132,-0.300
113,114,114,Stephen Ames,63,4.38,27,616,-0.259
114,115,115,David McKenzie,82,4.37,42,962,-0.190
115,116,116,Heath Slocum,96,4.34,51,1174,-0.098
116,117,117,Bart Bryant,87,4.33,43,993,-0.070
117,118,118,Michael Connell,51,4.27,25,586,-0.240
118,119,119,Vance Veazey,59,4.23,32,756,-0.375
119,120,120,Jim Furyk,89,4.18,40,956,-0.175
120,121,121,Frank Lickliter II,99,4.15,49,1182,-0.286
121,T122,T122,J.L. Lewis,57,4.14,29,700,-0.379
122,T122,T122,Tim Petrovic,95,4.14,48,1160,-0.125
123,T124,T124,Brett Quigley,109,4.13,54,1309,-0.333
124,T124,T124,Tjaart van der Walt,60,4.13,30,726,-0.333
125,126,126,Joe Durant,101,4.12,55,1336,-0.200
126,127,127,Mike Sposa,68,4.07,33,810,-0.273
127,128,128,Steve Elkington,52,4.06,26,640,-0.269
128,129,129,Len Mattiace,59,4.01,29,723,-0.034
129,130,130,David Branshaw,98,3.97,48,1210,-0.271
130,131,131,Todd Hamilton,72,3.96,31,782,-0.419
131,132,132,Woody Austin,107,3.94,51,1293,-0.176
132,133,133,Arron Oberholser,82,3.92,34,868,-0.235
133,T134,T134,Dudley Hart,83,3.84,38,989,-0.237
134,T134,T134,Kent Jones,103,3.84,47,1224,-0.277
135,136,136,Steve Lowery,99,3.81,44,1156,-0.182
136,137,137,Robert Gamez,94,3.75,43,1146,-0.256
137,138,138,Ian Poulter,53,3.74,22,588,-0.273
138,139,139,Chris Riley,86,3.65,35,960,-0.257
139,T140,T140,Greg Chalmers,71,3.64,29,796,-0.103
140,T140,T140,Ryuji Imada,105,3.64,44,1210,-0.295
141,142,142,Jeff Brehaut,100,3.63,43,1184,-0.233
142,143,143,Bob Estes,85,3.55,37,1042,-0.432
143,144,144,Luke Donald,66,3.49,21,602,-0.095
144,145,145,Dean Wilson,115,3.32,43,1294,-0.116
145,T146,T146,Richard Johnson,94,3.3,39,1182,-0.282
146,T146,T146,José María Olazábal,62,3.3,18,545,-0.056
147,T146,T146,Mike Weir,88,3.3,29,878,-0.241
148,149,149,Brent Geiberger,99,3.27,41,1253,-0.220
149,150,150,Paul Azinger,87,3.23,36,1114,-0.139
150,151,151,Bernhard Langer,77,3.17,26,821,-0.385
151,152,152,Billy Andrade,78,3.0,25,834,-0.280
152,T153,T153,Zach Johnson,98,2.89,31,1074,-0.355
153,T153,T153,Tom Pernice Jr.,108,2.89,35,1210,-0.286
154,155,155,Daisuke Maruyama,83,2.87,28,976,-0.429
155,156,156,Ron Whittaker,81,2.83,28,990,-0.107
156,T157,T157,Olin Browne,108,2.82,34,1206,-0.176
157,T157,T157,Omar Uresti,61,2.82,20,710,-0.100
158,159,159,Larry Mize,53,2.81,16,570,E
159,160,160,Billy Mayfair,94,2.79,30,1076,-0.500
160,161,161,Fred Funk,106,2.78,33,1185,-0.212
161,162,162,Duffy Waldorf,96,2.72,31,1140,-0.226
162,163,163,Steve Flesch,119,2.71,39,1437,-0.359
163,T164,T164,Lee Janzen,79,2.65,25,944,-0.160
164,T164,T164,Joey Sindelar,90,2.65,28,1058,-0.179
165,166,166,Jeff Maggert,81,2.63,25,950,-0.240
166,167,167,Nathan Green,108,2.6,34,1310,-0.412
167,168,168,Mark Wilson,79,2.59,26,1003,-0.115
168,169,169,Paul Goydos,72,2.58,23,890,-0.174
169,170,170,Shane Bertsch,104,2.48,31,1251,-0.129
170,171,171,Aaron Baddeley,78,2.42,23,950,+0.043
171,T172,T172,Steve Stricker,64,2.35,17,722,-0.059
172,T172,T172,Bob Tway,81,2.35,22,936,-0.455
173,174,174,Tommy Armour III,65,2.31,17,736,-0.118
174,175,175,Brad Faxon,78,2.25,23,1022,-0.217
175,176,176,John Cook,67,2.23,17,764,-0.235
176,177,177,Kirk Triplett,58,2.19,15,686,-0.200
177,178,178,Jerry Smith,94,2.13,25,1172,-0.400
178,179,179,Jeff Sluman,101,2.08,24,1154,-0.042
179,180,180,Jerry Kelly,100,2.05,24,1170,-0.208
180,T181,T181,Ben Curtis,86,2.03,19,934,-0.105
181,T181,T181,Greg Kraft,79,2.03,19,936,-0.263
