,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
97,98,98,Joe Ogilvie,95,51.8,73156.7,141217
98,99,99,Stephen Ames,63,51.78,43478.4,83972
99,100,100,Jeff Gove,91,51.75,80477.0,155502
100,T101,T101,Marco Dawson,87,51.73,78037.9,150847
101,T101,T101,Len Mattiace,59,51.73,48983.3,94694
102,103,103,Thomas Levet,53,51.72,45122.1,87242
103,104,104,Joe Durant,101,51.71,94911.6,183537
104,105,105,Rod Pampling,89,51.69,59098.9,114343
105,106,106,Steve Flesch,119,51.68,97102.1,187892
106,107,107,Alex Cejka,93,51.67,75261.8,145658
107,T108,T108,Paul Azinger,87,51.63,74840.0,144955
108,T108,T108,Briny Baird,81,51.63,67595.7,130920
109,T108,T108,Freddie Jacobson,56,51.63,51869.3,100472
110,111,111,Stewart Cink,93,51.61,61860.7,119866
111,112,112,Carl Pettersson,95,51.57,67910.1,131673
112,113,113,Brian Davis,92,51.56,78965.8,153142
113,114,114,Todd Hamilton,72,51.55,54145.2,105041
114,115,115,Arron Oberholser,82,51.5,53457.7,103809
115,116,116,Joey Sindelar,90,51.47,73899.7,143569
116,117,117,J.L. Lewis,57,51.46,48655.0,94551
117,118,118,Patrick Sheehan,104,51.44,81932.9,159268
118,T119,T119,David Branshaw,98,51.38,86868.4,169084
119,T119,T119,D.A. Points,82,51.38,67533.9,131444
120,121,121,Duffy Waldorf,96,51.37,81924.5,159484
121,122,122,K.J. Choi,93,51.34,71436.6,139136
122,123,123,Greg Chalmers,71,51.33,52876.0,103007
123,T124,T124,Shaun Micheel,96,51.32,75654.4,147429
124,T124,T124,Vaughn Taylor,88,51.32,71497.2,139306
125,T126,T126,J.P. Hayes,55,51.31,47986.8,93532
126,T126,T126,David Toms,76,51.31,56030.4,109200
127,128,128,Tom Pernice Jr.,108,51.3,78144.6,152319
128,129,129,Frank Lickliter II,99,51.29,80288.9,156524
129,130,130,Dudley Hart,83,51.27,61627.4,120197
130,131,131,Ben Crane,85,51.18,59123.5,115519
131,132,132,Kent Jones,103,51.16,85458.2,167047
132,133,133,"John Engler, Jr.",69,51.13,61318.6,119935
133,134,134,Steve Elkington,52,51.12,43645.0,85376
134,135,135,Billy Mayfair,94,51.11,70908.1,138739
135,136,136,Billy Andrade,78,51.1,55537.9,108681
136,137,137,Jeff Brehaut,100,51.08,83038.2,162555
137,138,138,Bob Estes,85,51.07,69916.0,136900
138,139,139,Tim Petrovic,95,51.05,79710.6,156152
139,140,140,Mark Calcavecchia,94,51.04,74587.4,146124
140,T141,T141,Jeff Maggert,81,51.01,62091.8,121714
141,T141,T141,Dean Wilson,115,51.01,84452.4,165547
142,143,143,Ryuji Imada,105,50.99,82709.5,162199
143,144,144,Steve Stricker,64,50.96,48424.0,95026
144,145,145,Brent Geiberger,99,50.95,81954.2,160849
145,146,146,Bob Tway,81,50.93,62367.8,122460
146,147,147,Shigeki Maruyama,94,50.84,72204.4,142023
147,148,148,Jim Furyk,89,50.83,59946.1,117928
148,149,149,Tommy Armour III,65,50.82,50002.5,98396
149,150,150,Peter Lonard,77,50.8,55529.1,109311
150,151,151,Nathan Green,108,50.79,87423.3,172115
151,152,152,Chris Riley,86,50.76,64273.2,126630
152,153,153,Daisuke Maruyama,83,50.75,66334.3,130719
153,154,154,Kirk Triplett,58,50.72,45918.1,90527
154,T155,T155,Zach Johnson,98,50.69,68297.3,134731
155,T155,T155,Mike Weir,88,50.69,60500.1,119353
156,157,157,Mike Sposa,68,50.65,55123.1,108827
157,158,158,Luke Donald,66,50.64,37762.5,74574
158,159,159,Heath Slocum,96,50.63,79266.8,156573
159,T160,T160,Robert Damron,91,50.58,77823.8,153851
160,T160,T160,David McKenzie,82,50.58,64224.1,126987
161,162,162,Richard Johnson,94,50.56,78348.2,154946
162,163,163,Bart Bryant,87,50.52,63249.9,125193
163,164,164,Mark Wilson,79,50.46,70100.2,138924
164,165,165,Lee Janzen,79,50.41,66511.9,131929
165,166,166,Ron Whittaker,81,50.37,65306.1,129665
166,167,167,Steve Jones,83,50.36,64674.2,128431
167,168,168,Justin Leonard,83,50.3,55810.1,110956
168,169,169,Jeff Sluman,101,50.24,78793.6,156819
169,170,170,Robert Gamez,94,50.21,71918.0,143234
170,171,171,Omar Uresti,61,50.2,45309.9,90251
171,172,172,Michael Connell,51,50.16,38884.2,77513
172,173,173,Skip Kendall,72,49.88,57613.4,115498
173,174,174,Tjaart van der Walt,60,49.85,46918.8,94127
174,175,175,Jerry Kelly,100,49.84,78137.1,156777
175,176,176,Hidemichi Tanaka,74,49.83,60610.1,121624
176,177,177,Tim Clark,80,49.81,55841.6,112115
177,T178,T178,Ben Curtis,86,49.72,57860.5,116377
178,T178,T178,Chris DiMarco,83,49.72,54456.1,109522
179,180,180,Jerry Smith,94,49.59,77099.1,155470
180,181,181,Olin Browne,108,49.56,75736.3,152821
181,182,182,Doug Barron,74,49.5,61520.9,124279
182,183,183,Stephen Leaney,84,49.45,71157.1,143909
183,T184,T184,Mark Brooks,90,49.33,69688.2,141276
184,T184,T184,Brad Faxon,78,49.33,65825.1,133440
185,186,186,Scott Verplank,88,49.24,63339.1,128640
186,187,187,Fred Funk,106,49.2,72349.9,147050
187,188,188,Brian Gay,107,49.19,91198.7,185385
188,189,189,John Cook,67,49.17,50446.9,102593
189,190,190,Todd Fischer,101,49.15,85420.7,173811
190,191,191,Shane Bertsch,104,49.12,82949.2,168854
191,192,192,Mark O'Meara,52,49.08,34754.1,70811
192,193,193,Larry Mize,53,49.06,38541.3,78567
193,194,194,Greg Kraft,79,49.02,61657.1,125769
194,195,195,Paul Goydos,72,48.79,58770.2,120454
195,196,196,Corey Pavin,74,48.11,45240.1,94040
