,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
35,36,36,Frank Lickliter II,99,0.69,0.14,0.406,0.14300000000000002,85
36,37,37,Jeff Gove,91,0.6829999999999999,0.255,0.245,0.183,81
37,38,38,Bo Van Pelt,102,0.682,0.43700000000000006,0.11800000000000001,0.127,90
38,39,39,Tom Lehman,70,0.68,0.306,0.308,0.065,47
39,40,40,Briny Baird,81,0.6679999999999999,0.235,0.58,-0.147,70
40,41,41,J.J. Henry,96,0.632,0.223,0.37,0.039,77
41,42,42,K.J. Choi,93,0.624,0.253,0.27699999999999997,0.094,79
42,T43,T43,Fred Funk,106,0.606,0.159,0.35700000000000004,0.09,85
43,T43,T43,Brett Quigley,109,0.606,0.025,0.37200000000000005,0.209,94
44,45,45,Brian Davis,92,0.604,0.29100000000000004,0.11800000000000001,0.195,81
45,46,46,Davis Love III,85,0.586,0.446,0.488,-0.34700000000000003,57
46,47,47,Scott Verplank,88,0.573,0.069,0.332,0.171,68
47,48,48,Charley Hoffman,100,0.5660000000000001,0.516,0.09699999999999999,-0.047,89
48,49,49,Stewart Cink,93,0.557,-0.139,0.759,-0.063,73
49,T50,T50,Tim Clark,80,0.551,-0.16399999999999998,0.867,-0.151,58
50,T50,T50,Fred Couples,52,0.551,0.5429999999999999,0.08,-0.07200000000000001,32
51,52,52,Alex Cejka,93,0.542,0.042,0.434,0.066,80
52,T53,T53,Charles Howell III,96,0.541,0.262,0.165,0.114,79
53,T53,T53,Shaun Micheel,96,0.541,-0.153,0.637,0.055999999999999994,78
54,55,55,Bart Bryant,87,0.5329999999999999,0.299,0.379,-0.145,71
55,56,56,Chad Campbell,91,0.49700000000000005,-0.16899999999999998,0.45399999999999996,0.21100000000000002,67
56,57,57,Jonathan Kaye,95,0.495,0.478,0.009000000000000001,0.008,86
57,58,58,Tim Herron,82,0.47,0.115,0.18,0.175,62
58,59,59,Heath Slocum,96,0.469,0.33299999999999996,0.32799999999999996,-0.192,84
59,60,60,Jerry Kelly,100,0.46799999999999997,-0.012,0.212,0.268,84
60,61,61,Geoff Ogilvy,76,0.451,0.13699999999999998,0.127,0.188,52
61,62,62,Omar Uresti,61,0.446,0.131,-0.054000000000000006,0.368,51
62,63,63,Steve Lowery,99,0.436,0.247,0.17800000000000002,0.011000000000000001,83
63,64,64,Carl Pettersson,95,0.42700000000000005,0.115,0.003,0.309,75
64,65,65,Joey Sindelar,90,0.415,-0.022000000000000002,0.792,-0.355,76
65,T66,T66,Pat Perez,50,0.41200000000000003,-0.053,0.195,0.27,42
66,T66,T66,Ted Purdy,103,0.41200000000000003,0.11900000000000001,0.439,-0.147,80
67,68,68,Nick Watney,97,0.41100000000000003,0.385,-0.115,0.141,86
68,69,69,Tom Pernice Jr.,108,0.406,0.068,0.045,0.293,87
69,70,70,Robert Garrigus,85,0.401,0.33399999999999996,0.284,-0.217,74
70,71,71,Justin Leonard,83,0.397,-0.154,0.111,0.441,65
71,72,72,Peter Lonard,77,0.396,0.095,0.067,0.23399999999999999,66
72,73,73,Jeff Sluman,101,0.382,-0.258,0.457,0.183,83
73,74,74,Billy Mayfair,94,0.37,0.192,0.077,0.10099999999999999,77
74,75,75,Steve Elkington,52,0.363,0.302,-0.153,0.213,46
75,76,76,Jesper Parnevik,84,0.35100000000000003,0.259,0.006,0.086,73
76,77,77,Hunter Mahan,98,0.34600000000000003,0.295,0.312,-0.261,89
77,78,78,Steve Flesch,119,0.335,-0.102,0.20199999999999999,0.23600000000000002,103
78,79,79,Craig Barlow,77,0.33299999999999996,-0.075,0.032,0.376,58
79,80,80,J.B. Holmes,81,0.327,0.758,-0.28,-0.151,63
80,81,81,Kevin Sutherland,100,0.318,0.203,-0.14800000000000002,0.263,87
81,82,82,Mathew Goggin,72,0.308,0.457,-0.046,-0.10400000000000001,58
82,83,83,Bill Haas,99,0.303,0.054000000000000006,0.141,0.109,88
83,84,84,Billy Andrade,78,0.302,-0.301,0.348,0.255,60
84,85,85,Bob May,65,0.292,0.033,0.284,-0.025,54
85,86,86,Bob Estes,85,0.259,-0.301,0.49700000000000005,0.064,75
86,87,87,Will MacKenzie,91,0.256,0.22899999999999998,0.054000000000000006,-0.027000000000000003,75
87,88,88,Ryuji Imada,105,0.251,-0.165,0.1,0.315,87
88,89,89,John Rollins,93,0.248,0.264,0.021,-0.036000000000000004,76
89,90,90,Mathias Grönberg,92,0.24100000000000002,0.449,-0.052000000000000005,-0.156,79
90,91,91,Corey Pavin,74,0.23199999999999998,-0.861,0.653,0.439,57
91,92,92,Paul Goydos,72,0.231,-0.18899999999999997,0.188,0.23199999999999998,64
92,93,93,Brandt Jobe,91,0.22,0.2,0.265,-0.244,70
93,94,94,Woody Austin,107,0.192,-0.174,0.244,0.122,93
94,95,95,Jerry Smith,94,0.185,-0.435,0.344,0.276,84
95,96,96,Stephen Leaney,84,0.175,-0.48,0.5489999999999999,0.106,77
96,97,97,David Branshaw,98,0.171,0.21,0.304,-0.34299999999999997,87
97,98,98,Rod Pampling,89,0.16399999999999998,0.046,-0.317,0.435,65
98,99,99,Daisuke Maruyama,83,0.162,0.069,0.22399999999999998,-0.131,70
99,100,100,Sean O'Hair,100,0.157,0.23399999999999999,-0.021,-0.057,76
100,101,101,Mark Calcavecchia,94,0.139,-0.129,0.324,-0.055999999999999994,79
101,102,102,Kris Cox,83,0.11699999999999999,0.07,0.054000000000000006,-0.006999999999999999,72
102,103,103,Kirk Triplett,58,0.107,-0.057,-0.091,0.255,49
103,104,104,Joe Ogilvie,95,0.105,0.013999999999999999,0.009000000000000001,0.08199999999999999,78
104,105,105,Kent Jones,103,0.10300000000000001,0.026000000000000002,0.028999999999999998,0.047,88
105,106,106,Dudley Hart,83,0.09699999999999999,-0.365,0.098,0.365,71
106,107,107,Freddie Jacobson,56,0.096,-0.139,0.157,0.078,54
107,108,108,Bernhard Langer,77,0.09,-0.22899999999999998,0.146,0.17300000000000001,59
108,109,109,Duffy Waldorf,96,0.08800000000000001,0.242,0.002,-0.156,82
109,110,110,David Howell,52,0.07400000000000001,0.185,-0.018000000000000002,-0.09300000000000001,30
110,111,111,Chris DiMarco,83,0.07200000000000001,-0.345,0.47700000000000004,-0.06,61
111,112,112,Shigeki Maruyama,94,0.067,-0.207,0.025,0.249,80
112,113,113,Brian Gay,107,0.064,-0.28300000000000003,0.196,0.151,100
113,114,114,Robert Gamez,94,0.06,-0.001,0.27899999999999997,-0.21899999999999997,82
114,115,115,Jeff Overton,95,0.055999999999999994,0.466,-0.21899999999999997,-0.191,87
115,116,116,J.P. Hayes,55,0.052000000000000005,-0.237,0.18899999999999997,0.1,50
116,117,117,D.J. Trahan,92,0.049,0.26899999999999996,0.069,-0.289,76
117,118,118,Mark Wilson,79,0.03,-0.27399999999999997,0.059000000000000004,0.245,72
118,119,119,Rich Beem,85,0.026000000000000002,0.353,-0.076,-0.251,65
119,120,120,Jeff Maggert,81,0.018000000000000002,0.10800000000000001,0.08,-0.17,68
120,121,121,Olin Browne,108,0.005,-0.02,0.07200000000000001,-0.048,86
121,122,122,Robert Damron,91,-0.044000000000000004,-0.253,0.161,0.048,82
122,123,123,Nicholas Thompson,96,-0.051,0.49700000000000005,-0.324,-0.223,78
123,124,124,Thomas Levet,53,-0.057999999999999996,0.157,0.079,-0.294,48
124,125,125,John Daly,51,-0.071,0.196,-0.027999999999999997,-0.239,41
125,126,126,Matt Hansen,68,-0.076,0.35200000000000004,-0.105,-0.32299999999999995,58
126,T127,T127,Carlos Franco,86,-0.077,-0.272,0.102,0.09300000000000001,77
127,T127,T127,Harrison Frazar,95,-0.077,0.379,-0.322,-0.134,75
128,T129,T129,Ryan Moore,68,-0.083,0.313,-0.27399999999999997,-0.122,58
129,T129,T129,Ryan Palmer,101,-0.083,0.318,-0.141,-0.259,82
130,T131,T131,Marco Dawson,87,-0.10400000000000001,-0.114,-0.235,0.245,77
131,T131,T131,Skip Kendall,72,-0.10400000000000001,0.11,-0.16,-0.054000000000000006,59
132,133,133,Daniel Chopra,110,-0.109,0.032,-0.253,0.111,90
133,134,134,Richard Johnson,94,-0.11699999999999999,-0.024,-0.038,-0.055,85
134,135,135,Paul Azinger,87,-0.14300000000000002,-0.32,-0.125,0.302,80
135,136,136,Ben Curtis,86,-0.14400000000000002,-0.11800000000000001,0.065,-0.09,67
136,137,137,Jeff Brehaut,100,-0.155,0.07400000000000001,-0.003,-0.226,85
137,138,138,Nathan Green,108,-0.156,-0.239,-0.05,0.134,94
138,139,139,Scott Gutschewski,53,-0.159,0.33299999999999996,-0.27399999999999997,-0.218,45
139,140,140,Paul Stankowski,70,-0.165,0.001,-0.003,-0.162,63
140,141,141,John Huston,74,-0.168,-0.168,-0.077,0.077,65
141,142,142,Dean Wilson,115,-0.16899999999999998,-0.344,-0.006999999999999999,0.182,93
142,143,143,Eric Axley,91,-0.171,0.131,0.048,-0.35100000000000003,79
143,144,144,Chris Couch,75,-0.17300000000000001,0.5329999999999999,-0.17600000000000002,-0.53,67
144,145,145,Troy Matteson,101,-0.17800000000000002,0.135,-0.08199999999999999,-0.231,88
145,146,146,Bubba Dickerson,98,-0.193,0.231,-0.195,-0.22899999999999998,86
146,147,147,Patrick Sheehan,104,-0.204,-0.013999999999999999,0.043,-0.233,87
147,148,148,Tjaart van der Walt,60,-0.205,-0.016,-0.146,-0.042,52
148,149,149,Brent Geiberger,99,-0.253,0.039,-0.18899999999999997,-0.10400000000000001,90
149,150,150,Henrik Bjornstad,97,-0.27899999999999997,0.24600000000000002,-0.304,-0.221,89
150,151,151,Tim Petrovic,95,-0.281,-0.192,-0.281,0.193,83
151,152,152,D.A. Points,82,-0.29600000000000004,-0.29100000000000004,-0.026000000000000002,0.022000000000000002,71
152,153,153,Bob Tway,81,-0.327,-0.40299999999999997,0.019,0.057,67
153,154,154,Michael Allen,84,-0.32799999999999996,-0.282,-0.23199999999999998,0.18600000000000003,72
154,155,155,Chris Smith,67,-0.33,0.556,-0.456,-0.431,59
155,156,156,Mark Brooks,90,-0.335,-0.3,-0.243,0.207,74
156,157,157,Steve Jones,83,-0.337,-0.175,-0.124,-0.038,69
157,158,158,Tommy Armour III,65,-0.33799999999999997,0.195,-0.08,-0.45299999999999996,53
158,159,159,Jason Gore,86,-0.365,0.191,-0.159,-0.39799999999999996,72
159,160,160,Ben Crane,85,-0.369,-0.233,-0.408,0.272,61
160,161,161,John Cook,67,-0.37200000000000005,-0.243,-0.223,0.094,55
161,162,162,Shane Bertsch,104,-0.40299999999999997,-0.222,-0.047,-0.134,90
162,163,163,Brian Bateman,69,-0.40399999999999997,-0.013000000000000001,-0.248,-0.14300000000000002,59
163,164,164,Chris Riley,86,-0.418,-0.077,-0.7040000000000001,0.36200000000000004,69
164,165,165,Danny Ellis,68,-0.447,-0.031,-0.508,0.091,60
165,166,166,"Wes Short, Jr.",96,-0.449,-0.08900000000000001,0.066,-0.42700000000000005,85
166,167,167,Arjun Atwal,97,-0.45899999999999996,-0.251,-0.235,0.027000000000000003,82
167,168,168,Lee Janzen,79,-0.484,-0.5870000000000001,0.071,0.031,68
168,169,169,Aaron Baddeley,78,-0.517,-0.106,-0.607,0.196,68
169,170,170,Greg Kraft,79,-0.535,-0.113,-0.316,-0.106,67
170,171,171,Mike Sposa,68,-0.547,-0.049,-0.706,0.20800000000000002,58
171,172,172,Todd Fischer,101,-0.5770000000000001,-0.5770000000000001,-0.18600000000000003,0.187,90
172,173,173,Jon Mills,68,-0.58,-0.09,-0.514,0.024,54
173,T174,T174,Doug Barron,74,-0.586,-0.282,-0.415,0.11199999999999999,67
174,T174,T174,Ron Whittaker,81,-0.586,-0.29,-0.133,-0.163,71
175,176,176,Ian Leggatt,80,-0.589,-0.345,-0.012,-0.23199999999999998,70
176,177,177,J.L. Lewis,57,-0.614,-0.066,-0.428,-0.12,50
177,178,178,Roger Tambellini,64,-0.624,0.163,-0.38799999999999996,-0.4,53
178,179,179,David McKenzie,82,-0.626,-0.027000000000000003,-0.295,-0.304,69
179,180,180,Jimmy Walker,60,-0.679,-0.685,-0.172,0.17800000000000002,56
180,181,181,Jason Schultz,77,-0.7959999999999999,-0.303,-0.785,0.293,65
181,182,182,Michael Connell,51,-0.797,-0.486,-0.203,-0.10800000000000001,42
182,183,183,David Duval,71,-0.816,-0.67,0.032,-0.17800000000000002,53
183,184,184,Tag Ridings,103,-0.89,-0.025,-0.5770000000000001,-0.28800000000000003,90
184,185,185,Larry Mize,53,-0.903,-0.309,-0.616,0.023,41
185,186,186,Vance Veazey,59,-0.9890000000000001,-0.442,-0.424,-0.122,54
186,187,187,James Driscoll,80,-1.041,-0.047,-1.044,0.05,76
187,T188,T188,Brad Faxon,78,-1.105,-0.903,-0.02,-0.182,73
188,T188,T188,Mark O'Meara,52,-1.105,-0.779,-0.6829999999999999,0.358,36
189,190,190,Ryan Hietala,61,-1.1909999999999998,-0.067,-1.04,-0.084,51
190,191,191,Alex Aragon,63,-1.275,-0.37200000000000005,-0.507,-0.396,54
191,192,192,Greg Chalmers,71,-1.399,-0.797,-0.43,-0.172,57
192,193,193,Todd Hamilton,72,-1.425,-0.49200000000000005,-0.7859999999999999,-0.146,56
193,194,194,Len Mattiace,59,-1.474,-0.449,-0.879,-0.145,52
194,195,195,"John Engler, Jr.",69,-1.5130000000000001,-0.46299999999999997,-1.022,-0.028999999999999998,63
195,196,196,Hidemichi Tanaka,74,-1.785,-1.08,-0.7879999999999999,0.083,65
