,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
0,1,1,Tiger Woods,55,2.9819999999999998,0.8029999999999999,2.072,0.107,37
1,2,2,Adam Scott,70,2.23,0.955,1.115,0.16,51
2,3,3,Jim Furyk,89,1.805,0.475,1.085,0.245,68
3,4,4,Phil Mickelson,74,1.6880000000000002,0.569,0.983,0.136,47
4,5,5,Vijay Singh,103,1.67,0.447,0.809,0.414,84
5,6,6,Trevor Immelman,86,1.646,0.544,0.764,0.337,73
6,7,7,Luke Donald,66,1.514,0.07400000000000001,0.9309999999999999,0.509,43
7,8,8,Ernie Els,69,1.37,0.344,0.408,0.619,47
8,9,9,Greg Owen,79,1.193,0.636,0.505,0.053,62
9,10,10,Stuart Appleby,83,1.143,0.33,0.222,0.591,64
10,11,11,Lucas Glover,105,1.125,0.7240000000000001,0.51,-0.109,86
11,12,12,Sergio Garcia,59,1.122,0.38299999999999995,0.7190000000000001,0.02,39
12,13,13,Padraig Harrington,54,1.051,0.233,0.7440000000000001,0.07400000000000001,38
13,14,14,Retief Goosen,68,1.016,0.22899999999999998,0.574,0.213,46
14,15,15,Ian Poulter,53,1.0090000000000001,0.456,0.345,0.207,42
15,16,16,Joe Durant,101,0.991,0.75,0.486,-0.244,96
16,17,17,Jason Bohn,104,0.976,0.262,0.428,0.285,89
17,18,18,Jonathan Byrd,66,0.943,0.5429999999999999,0.247,0.153,54
18,19,19,John Senden,96,0.938,0.524,0.387,0.026000000000000002,79
19,20,20,Arron Oberholser,82,0.927,0.095,0.589,0.243,62
20,21,21,Camilo Villegas,95,0.922,0.629,0.249,0.045,82
21,22,22,Kenny Perry,73,0.9179999999999999,0.742,0.41200000000000003,-0.23600000000000002,60
22,23,23,David Toms,76,0.9109999999999999,0.293,0.45299999999999996,0.16399999999999998,62
23,24,24,Robert Allenby,79,0.903,0.524,0.48100000000000004,-0.10300000000000001,60
24,25,25,Rory Sabbatini,84,0.893,0.258,0.32299999999999995,0.313,64
25,26,26,Charles Warren,93,0.884,0.74,0.353,-0.209,81
26,27,27,Steve Stricker,64,0.875,0.006,0.39799999999999996,0.47200000000000003,52
27,28,28,Bubba Watson,83,0.846,0.807,0.196,-0.157,72
28,29,29,José María Olazábal,62,0.8370000000000001,-0.122,0.449,0.51,39
29,30,30,Mike Weir,88,0.799,0.142,0.42200000000000004,0.235,63
30,31,31,Brett Wetterich,82,0.789,0.8009999999999999,0.079,-0.092,73
31,32,32,Zach Johnson,98,0.7609999999999999,0.418,0.254,0.08900000000000001,77
32,33,33,Justin Rose,98,0.746,0.052000000000000005,0.616,0.078,86
33,34,34,Stephen Ames,63,0.745,0.06,0.763,-0.079,44
34,35,35,Vaughn Taylor,88,0.6920000000000001,-0.039,0.524,0.20800000000000002,77
