,Driving_Pct._280-300_All_Drives_RANK THIS WEEK,Driving_Pct._280-300_All_Drives_RANK LAST WEEK,Driving_Pct._280-300_All_Drives_PLAYER NAME,Driving_Pct._280-300_All_Drives_ROUNDS,Driving_Pct._280-300_All_Drives_%,Driving_Pct._280-300_All_Drives_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._280-300_All_Drives_RELATIVE TO PAR
0,1,1,Nicholas Thompson,96,37.78,411,1088,+0.061
1,2,2,Sergio Garcia,59,37.64,207,550,-0.063
2,3,3,Vijay Singh,103,37.5,441,1176,-0.120
3,4,4,Mathias Grönberg,92,37.17,410,1103,-0.029
4,5,5,Rory Sabbatini,84,36.88,329,892,-0.036
5,6,6,Rod Pampling,89,36.87,334,906,-0.018
6,7,7,Danny Ellis,68,36.4,305,838,+0.013
7,8,8,Alex Cejka,93,36.38,406,1116,-0.052
8,9,9,James Driscoll,80,36.23,384,1060,-0.018
9,10,10,Brett Quigley,109,35.98,471,1309,-0.127
10,11,11,Stephen Ames,63,35.88,221,616,-0.118
11,12,12,David Howell,52,35.71,150,420,-0.107
12,13,13,Brian Davis,92,35.6,403,1132,-0.087
13,14,14,"Wes Short, Jr.",96,35.57,424,1192,-0.012
14,15,15,Eric Axley,91,35.36,389,1100,-0.046
15,16,16,Craig Barlow,77,35.34,287,812,-0.139
16,17,17,Rich Beem,85,35.24,320,908,-0.016
17,18,18,Charles Warren,93,35.2,397,1128,-0.048
18,19,19,Vance Veazey,59,35.19,266,756,-0.060
19,20,20,Ernie Els,69,35.17,230,654,-0.157
20,21,21,Frank Lickliter II,99,35.11,415,1182,-0.111
21,22,22,John Rollins,93,35.09,372,1060,-0.097
22,23,23,Chris Smith,67,34.92,286,819,E
23,24,24,Zach Johnson,98,34.82,374,1074,-0.061
24,25,25,Bill Haas,99,34.75,426,1226,-0.047
25,T26,T26,Tim Herron,82,34.61,299,864,+0.003
26,T26,T26,Trevor Immelman,86,34.61,352,1017,-0.168
27,28,28,D.A. Points,82,34.58,343,992,-0.026
28,29,29,Arron Oberholser,82,34.56,300,868,-0.107
29,30,30,Todd Hamilton,72,34.53,270,782,+0.044
30,31,31,Kevin Sutherland,100,34.49,418,1212,-0.103
31,32,32,Joe Durant,101,34.43,460,1336,-0.098
32,T33,T33,Tommy Armour III,65,34.38,253,736,-0.032
33,T33,T33,Fred Couples,52,34.38,154,448,+0.110
34,35,35,Jonathan Kaye,95,34.3,412,1201,-0.044
35,T36,T36,John Huston,74,34.29,310,904,-0.042
36,T36,T36,Jeff Overton,95,34.29,417,1216,-0.026
37,38,38,Charles Howell III,96,34.27,378,1103,-0.045
38,T39,T39,Robert Allenby,79,34.21,286,836,-0.122
39,T39,T39,Padraig Harrington,54,34.21,182,532,-0.110
40,41,41,Bubba Dickerson,98,34.2,410,1199,+0.029
41,42,42,Matt Hansen,68,34.16,276,808,+0.054
42,43,43,Jason Bohn,104,34.06,423,1242,-0.069
43,44,44,Roger Tambellini,64,34.05,252,740,-0.008
44,45,45,Vaughn Taylor,88,34.04,367,1078,-0.109
45,46,46,José María Olazábal,62,33.94,185,545,-0.076
46,47,47,Stuart Appleby,83,33.93,304,896,-0.105
47,48,48,K.J. Choi,93,33.85,373,1102,-0.056
48,49,49,Greg Owen,79,33.83,293,866,-0.082
49,T50,T50,Hunter Mahan,98,33.76,418,1238,-0.100
50,T50,T50,Adam Scott,70,33.76,240,711,-0.088
51,52,52,Jeff Gove,91,33.72,380,1127,-0.089
52,53,53,Chris Couch,75,33.69,314,932,+0.041
53,54,54,Brent Geiberger,99,33.68,422,1253,-0.066
54,55,55,Marco Dawson,87,33.64,361,1073,-0.091
55,56,56,Thomas Levet,53,33.63,226,672,-0.018
56,57,57,Justin Rose,98,33.61,403,1199,-0.094
57,58,58,Kent Jones,103,33.58,411,1224,-0.134
58,59,59,Duffy Waldorf,96,33.51,382,1140,-0.123
59,60,60,Henrik Bjornstad,97,33.44,416,1244,E
60,61,61,Troy Matteson,101,33.41,410,1227,-0.022
61,62,62,Ryan Palmer,101,33.39,382,1144,-0.010
62,63,63,Mathew Goggin,72,33.37,271,812,-0.015
63,64,64,Shigeki Maruyama,94,33.33,372,1116,-0.110
64,65,65,Pat Perez,50,33.16,195,588,-0.067
65,66,66,Stewart Cink,93,33.14,336,1014,-0.030
66,67,67,Woody Austin,107,33.1,428,1293,-0.033
67,68,68,Greg Chalmers,71,33.04,263,796,+0.042
68,69,69,Tom Lehman,70,33.03,216,654,-0.079
69,70,70,Jeff Brehaut,100,33.02,391,1184,-0.079
70,71,71,Brandt Jobe,91,32.99,322,976,+0.003
71,72,72,Sean O'Hair,100,32.93,351,1066,-0.063
72,T73,T73,Brian Bateman,69,32.76,269,821,+0.015
73,T73,T73,Ryan Moore,68,32.76,265,809,-0.064
74,75,75,Kenny Perry,73,32.74,275,840,-0.120
75,76,76,Patrick Sheehan,104,32.65,396,1213,-0.015
76,77,77,Bo Van Pelt,102,32.56,409,1256,-0.034
77,78,78,Steve Lowery,99,32.53,376,1156,-0.144
78,79,79,David Branshaw,98,32.4,392,1210,-0.056
