,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
0,1,1,Bubba Watson,83,319.6,50490,158
1,2,2,J.B. Holmes,81,318.8,49098,154
2,3,3,Robert Garrigus,85,309.8,51426,166
3,4,4,Brett Wetterich,82,307.8,50472,164
4,5,5,John Daly,51,307.1,30099,98
5,6,6,Tiger Woods,55,306.4,31865,104
6,7,7,Ryan Hietala,61,305.9,36096,118
7,8,8,Tag Ridings,103,305.3,61054,200
8,9,9,Harrison Frazar,95,304.6,55439,182
9,10,10,Charley Hoffman,100,304.4,59657,196
10,11,11,Scott Gutschewski,53,303.3,30933,102
11,12,12,Alex Aragon,63,302.6,36914,122
12,13,13,Camilo Villegas,95,302.1,56183,186
13,14,14,Davis Love III,85,301.9,45884,152
14,15,15,Fred Couples,52,301.5,30150,100
15,16,16,Adam Scott,70,301.1,40949,136
16,17,17,Phil Mickelson,74,300.7,41498,138
17,18,18,Nick Watney,97,300.6,57113,190
18,19,19,Matt Hansen,68,300.5,39670,132
19,20,20,Charles Warren,93,300.1,54018,180
20,21,21,Chris Couch,75,299.7,44959,150
21,22,22,Jason Gore,86,299.6,50333,168
22,23,23,Lucas Glover,105,299.4,60477,202
23,T24,T24,Chris Smith,67,299.2,40095,134
24,T24,T24,Roger Tambellini,64,299.2,36501,122
25,26,26,Jeff Overton,95,299.1,55629,186
26,27,27,Bubba Dickerson,98,298.8,57369,192
27,28,28,Troy Matteson,101,298.7,60346,202
28,29,29,Daniel Chopra,110,298.5,63885,214
29,T30,T30,Kris Cox,83,298.4,48348,162
30,T30,T30,Pat Perez,50,298.4,29844,100
31,32,32,Jon Mills,68,298.2,39362,132
32,33,33,Jonathan Byrd,66,298.1,39350,132
33,34,34,Retief Goosen,68,297.6,35711,120
34,T35,T35,David Duval,71,297.4,41035,138
35,T35,T35,Bo Van Pelt,102,297.4,60663,204
36,37,37,Brandt Jobe,91,297.2,52303,176
37,38,38,Jimmy Walker,60,296.9,34441,116
38,39,39,Henrik Bjornstad,97,296.8,56392,190
39,T40,T40,Brian Bateman,69,296.7,38573,130
40,T40,T40,Bill Haas,99,296.7,56973,192
41,T40,T40,Will MacKenzie,91,296.7,52226,176
42,43,43,James Driscoll,80,296.4,47418,160
43,44,44,John Senden,96,296.2,55096,186
44,45,45,Mathew Goggin,72,296.0,41438,140
45,46,46,J.J. Henry,96,295.9,55032,186
46,47,47,Ryan Palmer,101,295.8,58568,198
47,T48,T48,Rich Beem,85,295.6,49077,166
48,T48,T48,Nicholas Thompson,96,295.6,54984,186
49,50,50,John Rollins,93,295.5,53786,182
50,T51,T51,Charles Howell III,96,295.4,54939,186
51,T51,T51,Paul Stankowski,70,295.4,41360,140
52,53,53,Geoff Ogilvy,76,295.3,41336,140
53,T54,T54,Ernie Els,69,295.1,37768,128
54,T54,T54,Mathias Grönberg,92,295.1,52528,178
55,T54,T54,Greg Owen,79,295.1,45441,154
56,57,57,Hunter Mahan,98,295.0,57812,196
57,58,58,Trevor Immelman,86,294.9,50715,172
58,59,59,Tim Herron,82,294.8,47753,162
59,60,60,Padraig Harrington,54,294.7,29466,100
60,T61,T61,Eric Axley,91,294.6,52441,178
61,T61,T61,Jonathan Kaye,95,294.6,54199,184
62,63,63,Craig Barlow,77,294.1,42936,146
63,64,64,Robert Allenby,79,293.9,45253,154
64,65,65,Vijay Singh,103,293.7,58748,200
65,66,66,Danny Ellis,68,293.6,37587,128
66,67,67,Kevin Sutherland,100,293.5,56347,192
67,68,68,Carlos Franco,86,293.4,50472,172
68,T69,T69,Kenny Perry,73,293.1,42206,144
69,T69,T69,Jason Schultz,77,293.1,43970,150
70,T71,T71,Sergio Garcia,59,292.7,32198,110
71,T71,T71,Bob May,65,292.7,36291,124
72,T71,T71,Sean O'Hair,100,292.7,57378,196
73,74,74,Ryan Moore,68,292.2,37988,130
74,T75,T75,Stewart Cink,93,292.0,51399,176
75,T75,T75,John Huston,74,292.0,42055,144
76,T77,T77,Marco Dawson,87,291.9,50793,174
77,T77,T77,Ian Leggatt,80,291.9,44375,152
78,79,79,Michael Allen,84,291.8,49016,168
79,80,80,"Wes Short, Jr.",96,291.6,54814,188
80,81,81,D.J. Trahan,92,291.5,52473,180
81,82,82,Justin Rose,98,291.4,55367,190
82,83,83,Chad Campbell,91,290.9,50610,174
83,84,84,Freddie Jacobson,56,290.7,32554,112
84,85,85,Len Mattiace,59,290.6,34294,118
85,86,86,Jesper Parnevik,84,290.5,48806,168
86,87,87,Rory Sabbatini,84,290.4,48207,166
87,T88,T88,Stephen Ames,63,289.8,35941,124
88,T88,T88,Jeff Gove,91,289.8,50417,174
89,90,90,Stuart Appleby,83,289.7,45186,156
90,91,91,Brett Quigley,109,289.6,60808,210
91,92,92,D.A. Points,82,289.4,46310,160
92,T93,T93,Joe Durant,101,289.1,58408,202
93,T93,T93,David Howell,52,289.1,26018,90
94,95,95,Jason Bohn,104,289.0,60106,208
95,96,96,Alex Cejka,93,288.8,52565,182
96,97,97,Shaun Micheel,96,288.4,53647,186
97,98,98,Aaron Baddeley,78,288.3,43819,152
98,99,99,Rod Pampling,89,288.2,48421,168
99,100,100,Ian Poulter,53,287.9,29941,104
100,101,101,Ted Purdy,103,287.8,58137,202
101,T102,T102,Arjun Atwal,97,287.7,54659,190
102,T102,T102,Woody Austin,107,287.7,61562,214
103,T102,T102,David Branshaw,98,287.7,56391,196
104,105,105,Patrick Sheehan,104,287.5,57207,199
105,106,106,"John Engler, Jr.",69,287.4,38513,134
106,107,107,Joe Ogilvie,95,287.3,52287,182
107,T108,T108,J.P. Hayes,55,287.2,31590,110
108,T108,T108,José María Olazábal,62,287.2,33316,116
109,T110,T110,Kent Jones,103,287.1,58001,202
110,T110,T110,Steve Lowery,99,287.1,55689,194
111,112,112,K.J. Choi,93,287.0,52813,184
112,T113,T113,Brent Geiberger,99,286.9,55668,194
113,T113,T113,Thomas Levet,53,286.9,29268,102
114,T115,T115,Brian Davis,92,286.6,51591,180
115,T115,T115,Tom Lehman,70,286.6,34386,120
116,T115,T115,Carl Pettersson,95,286.6,53305,186
117,T115,T115,Vaughn Taylor,88,286.6,50449,176
118,T115,T115,Duffy Waldorf,96,286.6,52737,184
119,T120,T120,Greg Chalmers,71,286.4,38376,134
120,T120,T120,Bob Estes,85,286.4,48689,170
121,T122,T122,Dudley Hart,83,286.3,47527,166
122,T122,T122,Shigeki Maruyama,94,286.3,52679,184
123,124,124,Steve Flesch,119,286.2,65835,230
124,T125,T125,Jeff Brehaut,100,286.1,54929,192
125,T125,T125,Frank Lickliter II,99,286.1,55501,194
126,T127,T127,Paul Azinger,87,285.8,49727,174
127,T127,T127,Ben Crane,85,285.8,45726,160
128,T127,T127,Steve Elkington,52,285.8,29156,102
129,T127,T127,Bernhard Langer,77,285.8,41154,144
130,T127,T127,Vance Veazey,59,285.8,33724,118
131,132,132,Billy Andrade,78,285.6,42274,148
132,133,133,David Toms,76,285.4,39390,138
133,134,134,Steve Stricker,64,285.3,35372,124
134,135,135,Briny Baird,81,285.1,43913,154
135,136,136,Arron Oberholser,82,285.0,45032,158
136,137,137,Ryuji Imada,105,284.9,58122,204
137,138,138,Mike Sposa,68,284.8,37025,130
138,T139,T139,Daisuke Maruyama,83,284.5,44946,158
139,T139,T139,Chris Riley,86,284.5,46660,164
140,T139,T139,Bob Tway,81,284.5,44389,156
141,142,142,David McKenzie,82,284.4,45510,160
142,143,143,Joey Sindelar,90,284.2,51158,180
143,144,144,Tom Pernice Jr.,108,283.9,59051,208
144,T145,T145,Luke Donald,66,283.7,35748,126
145,T145,T145,Zach Johnson,98,283.7,49929,176
146,147,147,Todd Hamilton,72,283.6,40834,144
147,148,148,Richard Johnson,94,283.4,53272,188
148,149,149,Dean Wilson,115,282.9,62810,222
149,T150,T150,Lee Janzen,79,282.7,44665,158
150,T150,T150,Tjaart van der Walt,60,282.7,32226,114
151,T152,T152,Tommy Armour III,65,282.4,36712,130
152,T152,T152,Mark Calcavecchia,94,282.4,52524,186
153,T154,T154,Justin Leonard,83,282.3,44601,158
154,T154,T154,Billy Mayfair,94,282.3,53073,188
155,156,156,Bart Bryant,87,282.2,48540,172
156,T157,T157,Nathan Green,108,282.0,58372,207
157,T157,T157,Mark Wilson,79,282.0,42863,152
158,T159,T159,Michael Connell,51,281.9,27059,96
159,T159,T159,Jim Furyk,89,281.9,49621,176
160,161,161,Ron Whittaker,81,281.8,44526,158
161,T162,T162,Robert Damron,91,281.7,51261,182
162,T162,T162,Hidemichi Tanaka,74,281.7,41129,146
163,164,164,Jeff Maggert,81,281.5,45606,162
164,T165,T165,Skip Kendall,72,281.2,40495,144
165,T165,T165,Heath Slocum,96,281.2,52301,186
166,T165,T165,Mike Weir,88,281.2,47809,170
167,T168,T168,Tim Petrovic,95,281.0,51138,182
168,T168,T168,Kirk Triplett,58,281.0,31473,112
169,170,170,Peter Lonard,77,280.6,42652,152
170,171,171,Omar Uresti,61,280.5,33094,118
171,172,172,Jeff Sluman,101,279.8,56515,202
172,173,173,J.L. Lewis,57,279.6,31880,114
173,174,174,Robert Gamez,94,279.5,52541,188
174,175,175,Chris DiMarco,83,279.3,43573,156
175,176,176,Shane Bertsch,104,279.1,56937,204
176,177,177,Ben Curtis,86,278.8,47947,172
177,178,178,Larry Mize,53,278.3,28386,102
178,179,179,Jerry Kelly,100,278.1,55620,200
179,180,180,Jerry Smith,94,277.9,51134,184
180,181,181,Steve Jones,83,277.1,45437,164
181,182,182,John Cook,67,277.0,37121,134
182,183,183,Tim Clark,80,276.7,43717,158
183,184,184,Olin Browne,108,276.6,57523,208
184,185,185,Stephen Leaney,84,276.4,46439,168
185,186,186,Scott Verplank,88,276.1,47497,172
186,187,187,Greg Kraft,79,275.8,41376,150
187,188,188,Doug Barron,74,275.5,40221,146
188,189,189,Brian Gay,107,274.8,58804,214
189,190,190,Todd Fischer,101,274.6,54374,198
190,191,191,Mark O'Meara,52,274.4,27443,100
191,T192,T192,Mark Brooks,90,274.3,48832,178
192,T192,T192,Paul Goydos,72,274.3,39505,144
193,194,194,Fred Funk,106,272.8,57280,210
194,195,195,Brad Faxon,78,270.3,42161,156
195,196,196,Corey Pavin,74,265.9,37227,140
