,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Jason Day,76,2.93,855,292
1,2,2,Luke Donald,73,2.97,797,268
2,T3,T3,Jim Furyk,87,2.98,1029,345
3,T3,T3,David Toms,78,2.98,950,319
4,T5,T5,Robert Allenby,84,3.0,997,332
5,T5,T5,Michael Thompson,79,3.0,951,317
6,T5,T5,Nick Watney,80,3.0,939,313
7,T8,T8,Briny Baird,60,3.01,725,241
8,T8,T8,Michael Bradley,74,3.01,906,301
9,T8,T8,Brian Gay,90,3.01,1105,367
10,T8,T8,Kevin Na,84,3.01,1034,343
11,T8,T8,Gary Woodland,93,3.01,1142,379
12,T13,T13,D.J. Brigman,67,3.02,812,269
13,T13,T13,Jerry Kelly,85,3.02,1039,344
14,T13,T13,Martin Laird,77,3.02,936,310
15,T13,T13,Matt McQuillan,59,3.02,719,238
16,T13,T13,Ian Poulter,52,3.02,603,200
17,T13,T13,Chris Riley,76,3.02,933,309
18,T13,T13,Webb Simpson,98,3.02,1200,398
19,T13,T13,Heath Slocum,89,3.02,1062,352
20,T13,T13,Mark Wilson,89,3.02,1073,355
21,T22,T22,Shane Bertsch,62,3.03,755,249
22,T22,T22,Jason Bohn,74,3.03,885,292
23,T22,T22,Charles Howell III,108,3.03,1323,436
24,T22,T22,Freddie Jacobson,92,3.03,1120,370
25,T22,T22,Brandt Jobe,100,3.03,1226,405
26,T22,T22,Richard Johnson,64,3.03,783,258
27,T22,T22,Bryce Molder,82,3.03,1010,333
28,T22,T22,Aron Price,58,3.03,706,233
29,T22,T22,Michael Putnam,67,3.03,821,271
30,T22,T22,Chez Reavie,92,3.03,1134,374
31,T22,T22,Alexandre Rocha,65,3.03,792,261
32,T22,T22,John Senden,94,3.03,1153,381
33,T22,T22,Steve Stricker,70,3.03,823,272
34,T22,T22,Jimmy Walker,79,3.03,965,319
35,T22,T22,Y.E. Yang,63,3.03,715,236
36,T37,T37,Chad Campbell,99,3.04,1221,402
37,T37,T37,K.J. Choi,77,3.04,920,303
38,T37,T37,Tommy Gainey,104,3.04,1283,422
39,T37,T37,Scott Gutschewski,67,3.04,817,269
40,T37,T37,Trevor Immelman,84,3.04,1038,341
41,T37,T37,Zach Johnson,79,3.04,950,312
42,T37,T37,Chris Kirk,87,3.04,1073,353
43,T37,T37,Colt Knost,80,3.04,982,323
44,T37,T37,Matt Kuchar,94,3.04,1063,350
45,T37,T37,Spencer Levin,113,3.04,1394,459
46,T37,T37,Hunter Mahan,92,3.04,1074,353
47,T37,T37,Shaun Micheel,77,3.04,954,314
48,T37,T37,Ryan Moore,79,3.04,925,304
49,T37,T37,Scott Piercy,78,3.04,951,313
50,T37,T37,Charl Schwartzel,58,3.04,682,224
51,T37,T37,Scott Stallings,84,3.04,1039,342
52,T37,T37,Vaughn Taylor,89,3.04,1097,361
53,T37,T37,D.J. Trahan,91,3.04,1123,369
54,T55,T55,Kris Blanks,92,3.05,1138,373
55,T55,T55,Stewart Cink,72,3.05,868,285
56,T55,T55,Brendon de Jonge,105,3.05,1303,427
57,T55,T55,James Driscoll,71,3.05,875,287
58,T55,T55,Steve Elkington,50,3.05,619,203
59,T55,T55,Tim Herron,85,3.05,1046,343
60,T55,T55,Billy Horschel,75,3.05,926,304
61,T55,T55,Bill Lunde,92,3.05,1133,371
62,T55,T55,Ben Martin,74,3.05,906,297
63,T55,T55,David Mathis,83,3.05,1018,334
64,T55,T55,Billy Mayfair,94,3.05,1155,379
65,T55,T55,John Merrick,71,3.05,868,285
66,T55,T55,Pat Perez,76,3.05,943,309
67,T55,T55,Tim Petrovic,88,3.05,1088,357
68,T55,T55,D.A. Points,89,3.05,1095,359
69,T55,T55,Jim Renner,65,3.05,795,261
70,T55,T55,Paul Stankowski,78,3.05,959,314
71,T55,T55,Cameron Tringale,110,3.05,1357,445
72,T55,T55,Boo Weekley,66,3.05,811,266
73,T74,T74,Blake Adams,116,3.06,1442,471
74,T74,T74,Keegan Bradley,91,3.06,1129,369
75,T74,T74,Chris DiMarco,93,3.06,1151,376
76,T74,T74,Andres Gonzales,60,3.06,737,241
77,T74,T74,Retief Goosen,50,3.06,612,200
78,T74,T74,David Hearn,88,3.06,1079,353
79,T74,T74,George McNeill,69,3.06,860,281
80,T74,T74,Nate Smith,66,3.06,815,266
81,T74,T74,Brandt Snedeker,85,3.06,1058,346
82,T74,T74,Brendan Steele,89,3.06,1100,360
83,T74,T74,Johnson Wagner,81,3.06,1000,327
84,T74,T74,Charlie Wi,83,3.06,1025,335
85,T74,T74,Dean Wilson,62,3.06,780,255
86,T87,T87,Stephen Ames,69,3.07,859,280
87,T87,T87,Arjun Atwal,91,3.07,1113,363
88,T87,T87,Ricky Barnes,78,3.07,970,316
89,T87,T87,Greg Chalmers,88,3.07,1094,356
90,T87,T87,Ben Curtis,66,3.07,817,266
91,T87,T87,Brian Davis,105,3.07,1312,427
92,T87,T87,Tom Gillis,55,3.07,678,221
93,T87,T87,Hunter Haas,96,3.07,1193,389
94,T87,T87,Bill Haas,93,3.07,1128,368
95,T87,T87,Padraig Harrington,60,3.07,734,239
96,T87,T87,J.J. Henry,96,3.07,1200,391
97,T87,T87,Jim Herman,69,3.07,850,277
98,T87,T87,Ryuji Imada,83,3.07,1031,336
99,T87,T87,Lee Janzen,62,3.07,767,250
100,T87,T87,Bio Kim,71,3.07,884,288
101,T87,T87,Marc Leishman,87,3.07,1085,353
102,T87,T87,Nick O'Hern,89,3.07,1104,360
103,T87,T87,Marc Turnesa,54,3.07,679,221
104,T105,T105,Alex Cejka,59,3.08,749,243
105,T105,T105,Michael Connell,76,3.08,945,307
106,T105,T105,Ben Crane,76,3.08,886,288
107,T105,T105,Ernie Els,71,3.08,837,272
108,T105,T105,J.B. Holmes,57,3.08,655,213
109,T105,T105,Steve Marino,76,3.08,946,307
110,T105,T105,Troy Merritt,63,3.08,786,255
111,T105,T105,Carl Pettersson,95,3.08,1172,380
112,T105,T105,Kevin Stadler,88,3.08,1105,359
113,T105,T105,Kyle Stanley,98,3.08,1222,397
114,T105,T105,Garrett Willis,71,3.08,889,289
115,T116,T116,Kevin Chappell,78,3.09,972,315
116,T116,T116,Chris Couch,73,3.09,922,298
117,T116,T116,Steve Flesch,88,3.09,1099,356
118,T116,T116,Sergio Garcia,61,3.09,767,248
119,T116,T116,Lucas Glover,74,3.09,927,300
120,T116,T116,Fabián Gómez,84,3.09,1053,341
121,T116,T116,Nathan Green,81,3.09,1010,327
122,T116,T116,Charley Hoffman,93,3.09,1143,370
123,T116,T116,Derek Lamely,65,3.09,803,260
124,T116,T116,Davis Love III,70,3.09,869,281
125,T116,T116,Jarrod Lyle,83,3.09,1040,337
126,T116,T116,Troy Matteson,91,3.09,1143,370
127,T116,T116,William McGirt,103,3.09,1286,416
128,T116,T116,Phil Mickelson,79,3.09,956,309
129,T116,T116,Geoff Ogilvy,69,3.09,830,269
130,T116,T116,Ryan Palmer,82,3.09,994,322
131,T116,T116,Andres Romero,77,3.09,966,313
132,T116,T116,Justin Rose,79,3.09,951,308
133,T116,T116,Vijay Singh,79,3.09,993,321
134,T116,T116,Kevin Streelman,90,3.09,1123,363
135,T136,T136,Aaron Baddeley,77,3.1,959,309
136,T136,T136,Steven Bowditch,86,3.1,1082,349
137,T136,T136,Jonathan Byrd,83,3.1,1019,329
138,T136,T136,Ángel Cabrera,50,3.1,620,200
139,T136,T136,Jason Dufner,78,3.1,988,319
140,T136,T136,Joe Durant,71,3.1,895,289
141,T136,T136,Rickie Fowler,84,3.1,1006,324
142,T136,T136,Kent Jones,76,3.1,958,309
143,T136,T136,Sung Kang,63,3.1,784,253
