,First_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_2_Scoring_Average_AVG,First_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Ernie Els,64.0,64,1
1,T2,T2,Shane Bertsch,67.67,203,3
2,T2,T2,Aron Price,67.67,203,3
3,4,4,Heath Slocum,67.75,271,4
4,T5,T5,Aaron Baddeley,68.0,340,5
5,T5,T5,Brendon de Jonge,68.0,340,5
6,T5,T5,Sergio Garcia,68.0,68,1
7,T5,T5,George McNeill,68.0,408,6
8,9,9,Rickie Fowler,68.43,479,7
9,10,10,Johnson Wagner,68.5,411,6
10,11,11,Dustin Johnson,68.6,343,5
11,12,12,Bill Haas,68.71,481,7
12,13,13,Bryce Molder,68.8,344,5
13,14,14,Steven Bowditch,68.86,482,7
14,15,15,Jerry Kelly,68.88,551,8
15,T16,T16,Phil Mickelson,69.0,345,5
16,T16,T16,Adam Scott,69.0,207,3
17,T16,T16,Chris Stroud,69.0,690,10
18,T16,T16,Michael Thompson,69.0,276,4
19,T16,T16,Bubba Watson,69.0,345,5
20,21,21,Kevin Na,69.1,691,10
21,22,22,Freddie Jacobson,69.11,622,9
22,23,23,Joseph Bramlett,69.2,346,5
23,24,24,Spencer Levin,69.22,623,9
24,T25,T25,William McGirt,69.25,554,8
25,T25,T25,Vijay Singh,69.25,277,4
26,T25,T25,Steve Stricker,69.25,277,4
27,T25,T25,David Toms,69.25,277,4
28,T29,T29,James Driscoll,69.33,208,3
29,T29,T29,Jim Herman,69.33,416,6
30,T29,T29,Andres Romero,69.33,208,3
31,32,32,Kevin Chappell,69.44,625,9
32,T33,T33,Blake Adams,69.5,695,10
33,T33,T33,Tim Herron,69.5,278,4
34,T33,T33,Ian Poulter,69.5,417,6
35,T33,T33,Rory Sabbatini,69.5,695,10
36,37,37,D.J. Trahan,69.57,487,7
37,38,38,Scott Gutschewski,69.6,348,5
38,T39,T39,Zach Johnson,69.67,627,9
39,T39,T39,Michael Putnam,69.67,209,3
40,41,41,Charles Howell III,69.71,488,7
41,42,42,Webb Simpson,69.75,279,4
42,T43,T43,David Mathis,69.8,698,10
43,T43,T43,Troy Matteson,69.8,349,5
44,T43,T43,Kevin Streelman,69.8,349,5
45,T46,T46,Davis Love III,69.83,419,6
46,T46,T46,Bill Lunde,69.83,419,6
47,T46,T46,Hunter Mahan,69.83,419,6
48,T46,T46,Rod Pampling,69.83,419,6
49,T50,T50,John Rollins,69.86,489,7
50,T50,T50,Charl Schwartzel,69.86,489,7
51,T50,T50,Charlie Wi,69.86,489,7
52,T53,T53,J.J. Henry,70.0,350,5
53,T53,T53,Justin Rose,70.0,630,9
54,T53,T53,Nick Watney,70.0,140,2
55,T53,T53,Gary Woodland,70.0,210,3
56,57,57,Scott Piercy,70.1,701,10
57,58,58,Brandt Snedeker,70.13,561,8
58,59,59,Scott Stallings,70.14,491,7
59,60,60,Martin Laird,70.17,421,6
60,T61,T61,Bobby Gates,70.2,702,10
61,T61,T61,Camilo Villegas,70.2,351,5
62,T63,T63,Brandt Jobe,70.22,632,9
63,T63,T63,Bio Kim,70.22,632,9
64,T63,T63,Marc Leishman,70.22,632,9
65,T66,T66,Nathan Green,70.25,281,4
66,T66,T66,J.P. Hayes,70.25,281,4
67,T66,T66,David Hearn,70.25,281,4
68,T66,T66,Ryan Palmer,70.25,281,4
69,T66,T66,Carl Pettersson,70.25,281,4
70,T71,T71,Sung Kang,70.29,492,7
71,T71,T71,Geoff Ogilvy,70.29,492,7
72,73,73,John Senden,70.3,703,10
73,T74,T74,Retief Goosen,70.33,211,3
74,T74,T74,Chris Riley,70.33,211,3
75,T74,T74,Bo Van Pelt,70.33,633,9
76,T77,T77,Michael Connell,70.4,352,5
77,T77,T77,Chris Couch,70.4,352,5
78,T77,T77,Ben Curtis,70.4,352,5
79,T77,T77,Boo Weekley,70.4,352,5
80,T81,T81,D.J. Brigman,70.43,493,7
81,T81,T81,Josh Teater,70.43,493,7
82,T83,T83,Kent Jones,70.44,634,9
83,T83,T83,Joe Ogilvie,70.44,634,9
84,T85,T85,Jason Day,70.5,282,4
85,T85,T85,Tommy Gainey,70.5,564,8
86,T85,T85,Nate Smith,70.5,423,6
87,88,88,Steve Marino,70.56,635,9
88,89,89,Justin Leonard,70.57,494,7
89,T90,T90,Justin Hicks,70.6,353,5
90,T90,T90,Rocco Mediate,70.6,353,5
91,T92,T92,Chris Kirk,70.63,565,8
92,T92,T92,Pat Perez,70.63,565,8
93,94,94,Cameron Beckman,70.67,424,6
94,95,95,Anthony Kim,70.71,495,7
95,T96,T96,J.B. Holmes,70.75,283,4
96,T96,T96,Y.E. Yang,70.75,566,8
97,98,98,Alex Prugh,70.78,637,9
98,T99,T99,Andres Gonzales,70.8,354,5
99,T99,T99,Padraig Harrington,70.8,354,5
100,T99,T99,Will Strickler,70.8,354,5
101,T102,T102,Arjun Atwal,70.86,496,7
102,T102,T102,Keegan Bradley,70.86,496,7
103,104,104,Lucas Glover,70.88,567,8
104,105,105,Cameron Tringale,70.89,638,9
105,106,106,D.A. Points,70.93,993,14
106,T107,T107,Robert Allenby,71.0,568,8
107,T107,T107,Ricky Barnes,71.0,568,8
108,T107,T107,Ángel Cabrera,71.0,284,4
109,T107,T107,Chad Campbell,71.0,497,7
110,T107,T107,Brian Davis,71.0,284,4
111,T107,T107,Brian Gay,71.0,568,8
112,T107,T107,Tag Ridings,71.0,639,9
113,T107,T107,Kevin Stadler,71.0,355,5
114,T107,T107,Paul Stankowski,71.0,142,2
115,116,116,Ryuji Imada,71.1,711,10
116,117,117,Charley Hoffman,71.13,569,8
117,118,118,Fabián Gómez,71.14,498,7
118,119,119,Tom Gillis,71.17,427,6
119,T120,T120,Stuart Appleby,71.2,356,5
120,T120,T120,Greg Chalmers,71.2,356,5
121,T120,T120,Richard Johnson,71.2,356,5
122,T123,T123,Shaun Micheel,71.25,285,4
123,T123,T123,Mark Wilson,71.25,570,8
124,T125,T125,Troy Merritt,71.29,499,7
125,T125,T125,Alexandre Rocha,71.29,499,7
126,127,127,Billy Mayfair,71.3,713,10
127,T128,T128,Jason Dufner,71.33,214,3
128,T128,T128,Graeme McDowell,71.33,214,3
129,T128,T128,Tim Petrovic,71.33,428,6
130,T128,T128,Brendan Steele,71.33,428,6
131,T128,T128,Jhonattan Vegas,71.33,428,6
132,T133,T133,Michael Bradley,71.38,571,8
133,T133,T133,Jimmy Walker,71.38,571,8
134,T135,T135,Harrison Frazar,71.43,500,7
135,T135,T135,Nick O'Hern,71.43,500,7
136,T135,T135,Jim Renner,71.43,500,7
137,138,138,Chris DiMarco,71.45,786,11
138,T139,T139,Woody Austin,71.5,286,4
139,T139,T139,Matt Jones,71.5,429,6
140,T141,T141,Jonathan Byrd,71.57,501,7
141,T141,T141,Ben Crane,71.57,501,7
142,T141,T141,Vaughn Taylor,71.57,501,7
143,T144,T144,Robert Garrigus,71.6,358,5
144,T144,T144,Colt Knost,71.6,358,5
145,146,146,Daniel Summerhays,71.63,573,8
146,T147,T147,Stephen Ames,71.67,215,3
147,T147,T147,K.J. Choi,71.67,215,3
148,T149,T149,Hunter Haas,71.71,502,7
149,T149,T149,Martin Piller,71.71,502,7
150,T151,T151,Matt Bettencourt,71.75,574,8
151,T151,T151,Trevor Immelman,71.75,574,8
152,T151,T151,John Merrick,71.75,287,4
153,T154,T154,Jim Furyk,71.8,359,5
154,T154,T154,Garrett Willis,71.8,359,5
155,T156,T156,Joe Durant,71.83,431,6
156,T156,T156,Marc Turnesa,71.83,431,6
157,T158,T158,Lee Janzen,71.86,503,7
158,T158,T158,Kevin Kisner,71.86,503,7
159,T160,T160,Briny Baird,72.0,432,6
160,T160,T160,Kris Blanks,72.0,648,9
161,T160,T160,Steve Flesch,72.0,360,5
162,T160,T160,Ryan Moore,72.0,360,5
163,T160,T160,Chez Reavie,72.0,360,5
164,T160,T160,Kyle Stanley,72.0,648,9
165,166,166,David Duval,72.13,577,8
166,T167,T167,Paul Goydos,72.17,433,6
167,T167,T167,Billy Horschel,72.17,433,6
168,T167,T167,Scott McCarron,72.17,433,6
169,170,170,Stewart Cink,72.2,361,5
170,171,171,Dean Wilson,72.25,289,4
171,172,172,Jason Bohn,72.29,506,7
172,173,173,Sean O'Hair,72.44,652,9
173,174,174,Jeff Overton,72.5,290,4
174,175,175,Jarrod Lyle,72.63,581,8
175,176,176,Ben Martin,72.71,509,7
176,177,177,Robert Karlsson,72.75,291,4
177,T178,T178,Steve Elkington,73.0,292,4
178,T178,T178,Matt McQuillan,73.0,584,8
179,180,180,Rich Beem,73.2,366,5
180,T181,T181,Luke Donald,73.33,220,3
181,T181,T181,Derek Lamely,73.33,440,6
182,183,183,Alex Cejka,73.5,147,2
183,184,184,Matt Kuchar,73.67,221,3
184,185,185,Roland Thatcher,74.5,298,4
185,186,186,Zack Miller,75.13,601,8
