,Early_Lowest_Round_RANK THIS WEEK,Early_Lowest_Round_RANK LAST WEEK,Early_Lowest_Round_PLAYER NAME,Early_Lowest_Round_LOW RND
0,1,1,Patrick Cantlay,60
1,T2,T2,Hunter Haas,61
2,T2,T2,Scott Piercy,61
3,T2,T2,Brandt Snedeker,61
4,T5,T5,Blake Adams,62
5,T5,T5,Steven Bowditch,62
6,T5,T5,Rickie Fowler,62
7,T5,T5,Brian Gay,62
8,T5,T5,Bill Haas,62
9,T5,T5,Jeff Maggert,62
10,T5,T5,Chez Reavie,62
11,T5,T5,Jim Renner,62
12,T5,T5,David Toms,62
13,T5,T5,D.J. Trahan,62
14,T5,T5,Jimmy Walker,62
15,T16,T16,Jason Day,63
16,T16,T16,James Driscoll,63
17,T16,T16,Steve Flesch,63
18,T16,T16,Robert Garrigus,63
19,T16,T16,Dustin Johnson,63
20,T16,T16,Chris Kirk,63
21,T16,T16,Justin Leonard,63
22,T16,T16,Phil Mickelson,63
23,T16,T16,Kevin Na,63
24,T16,T16,Carl Pettersson,63
25,T16,T16,Jeff Quinney,63
26,T16,T16,Justin Rose,63
27,T16,T16,Webb Simpson,63
28,T16,T16,Heath Slocum,63
29,T16,T16,Kevin Streelman,63
30,T16,T16,Steve Stricker,63
31,T16,T16,Chris Stroud,63
32,T16,T16,Roland Thatcher,63
33,T16,T16,Chris Tidland,63
34,T16,T16,Y.E. Yang,63
35,T36,T36,Stuart Appleby,64
36,T36,T36,Briny Baird,64
37,T36,T36,Keegan Bradley,64
38,T36,T36,Paul Casey,64
39,T36,T36,Alex Cejka,64
40,T36,T36,K.J. Choi,64
41,T36,T36,Stewart Cink,64
42,T36,T36,Tim Clark,64
43,T36,T36,Michael Connell,64
44,T36,T36,Brian Davis,64
45,T36,T36,Brendon de Jonge,64
46,T36,T36,Chris DiMarco,64
47,T36,T36,Luke Donald,64
48,T36,T36,David Duval,64
49,T36,T36,Steve Elkington,64
50,T36,T36,Ernie Els,64
51,T36,T36,Harrison Frazar,64
52,T36,T36,Bobby Gates,64
53,T36,T36,Lucas Glover,64
54,T36,T36,Retief Goosen,64
55,T36,T36,Nathan Green,64
56,T36,T36,Adam Hadwin,64
57,T36,T36,J.J. Henry,64
58,T36,T36,Jim Herman,64
59,T36,T36,Billy Horschel,64
60,T36,T36,Trevor Immelman,64
61,T36,T36,Zach Johnson,64
62,T36,T36,Sung Kang,64
63,T36,T36,Robert Karlsson,64
64,T36,T36,Anthony Kim,64
65,T36,T36,Colt Knost,64
66,T36,T36,Spencer Levin,64
67,T36,T36,Frank Lickliter II,64
68,T36,T36,Davis Love III,64
69,T36,T36,Scott McCarron,64
70,T36,T36,Graeme McDowell,64
71,T36,T36,William McGirt,64
72,T36,T36,Matt McQuillan,64
73,T36,T36,Ryan Moore,64
74,T36,T36,Ryan Palmer,64
75,T36,T36,Rory Sabbatini,64
76,T36,T36,Kevin Stadler,64
77,T36,T36,Kyle Stanley,64
78,T36,T36,Brendan Steele,64
79,T36,T36,Daniel Summerhays,64
80,T36,T36,Josh Teater,64
81,T36,T36,Cameron Tringale,64
82,T36,T36,Jhonattan Vegas,64
83,T36,T36,Nick Watney,64
84,T36,T36,Bubba Watson,64
85,T36,T36,Charlie Wi,64
86,T36,T36,Garrett Willis,64
87,T36,T36,Mark Wilson,64
88,T89,T89,Robert Allenby,65
89,T89,T89,Arjun Atwal,65
90,T89,T89,Woody Austin,65
91,T89,T89,Aaron Baddeley,65
92,T89,T89,Ricky Barnes,65
93,T89,T89,Matt Bettencourt,65
94,T89,T89,Thomas Bjørn,65
95,T89,T89,Kris Blanks,65
96,T89,T89,Jason Bohn,65
97,T89,T89,Craig Bowden,65
98,T89,T89,Michael Bradley,65
99,T89,T89,Jonathan Byrd,65
100,T89,T89,Ángel Cabrera,65
101,T89,T89,Chad Campbell,65
102,T89,T89,Bud Cauley,65
103,T89,T89,Greg Chalmers,65
104,T89,T89,Chris Couch,65
105,T89,T89,Ben Crane,65
106,T89,T89,Joe Durant,65
107,T89,T89,Bob Estes,65
108,T89,T89,Tommy Gainey,65
109,T89,T89,Sergio Garcia,65
110,T89,T89,Tom Gillis,65
111,T89,T89,Paul Goydos,65
112,T89,T89,J.P. Hayes,65
113,T89,T89,David Hearn,65
114,T89,T89,Tim Herron,65
115,T89,T89,Charley Hoffman,65
116,T89,T89,Charles Howell III,65
117,T89,T89,Freddie Jacobson,65
118,T89,T89,Lee Janzen,65
119,T89,T89,Brandt Jobe,65
120,T89,T89,Richard Johnson,65
121,T89,T89,Matt Jones,65
122,T89,T89,Jerry Kelly,65
123,T89,T89,K.T. Kim,65
124,T89,T89,Bio Kim,65
125,T89,T89,Matt Kuchar,65
126,T89,T89,Derek Lamely,65
127,T89,T89,Tom Lehman,65
128,T89,T89,Michael Letzig,65
129,T89,T89,Peter Lonard,65
130,T89,T89,Jarrod Lyle,65
131,T89,T89,Will MacKenzie,65
132,T89,T89,John Mallinger,65
133,T89,T89,Steve Marino,65
134,T89,T89,Shigeki Maruyama,65
135,T89,T89,David Mathis,65
136,T89,T89,Troy Matteson,65
137,T89,T89,Billy Mayfair,65
138,T89,T89,Rory McIlroy,65
139,T89,T89,George McNeill,65
140,T89,T89,John Merrick,65
141,T89,T89,Shaun Micheel,65
142,T89,T89,Bryce Molder,65
143,T89,T89,Nick O'Hern,65
144,T89,T89,Joe Ogilvie,65
145,T89,T89,Rod Pampling,65
146,T89,T89,Jesper Parnevik,65
147,T89,T89,Pat Perez,65
148,T89,T89,Tim Petrovic,65
149,T89,T89,Aron Price,65
150,T89,T89,Tag Ridings,65
151,T89,T89,Alexandre Rocha,65
152,T89,T89,John Rollins,65
153,T89,T89,John Senden,65
154,T89,T89,Vijay Singh,65
155,T89,T89,Nate Smith,65
156,T89,T89,Scott Stallings,65
157,T89,T89,Vaughn Taylor,65
158,T89,T89,Michael Thompson,65
159,T89,T89,Kirk Triplett,65
160,T89,T89,Bo Van Pelt,65
161,T89,T89,Scott Verplank,65
162,T89,T89,Camilo Villegas,65
163,T89,T89,Johnson Wagner,65
164,T89,T89,Charles Warren,65
165,T89,T89,Boo Weekley,65
166,T89,T89,Gary Woodland,65
167,T168,T168,Michael Allen,66
168,T168,T168,Stephen Ames,66
169,T168,T168,Cameron Beckman,66
170,T168,T168,Shane Bertsch,66
171,T168,T168,Joseph Bramlett,66
172,T168,T168,D.J. Brigman,66
173,T168,T168,Kevin Chappell,66
174,T168,T168,John Cook,66
175,T168,T168,Fred Couples,66
176,T168,T168,Marco Dawson,66
177,T168,T168,Jason Dufner,66
178,T168,T168,Simon Dyson,66
179,T168,T168,Jim Furyk,66
180,T168,T168,Fabián Gómez,66
181,T168,T168,Andres Gonzales,66
182,T168,T168,Scott Gordon,66
183,T168,T168,Mathias Grönberg,66
184,T168,T168,Scott Gutschewski,66
185,T168,T168,Todd Hamilton,66
186,T168,T168,Peter Hanson,66
187,T168,T168,Ryuji Imada,66
188,T168,T168,Miguel Angel Jiménez,66
189,T168,T168,Kent Jones,66
190,T168,T168,Kevin Kisner,66
191,T168,T168,Martin Laird,66
192,T168,T168,Pablo Larrazabal,66
193,T168,T168,Marc Leishman,66
194,T168,T168,Bill Lunde,66
195,T168,T168,Hunter Mahan,66
196,T168,T168,Ben Martin,66
197,T168,T168,Zack Miller,66
198,T168,T168,Edoardo Molinari,66
199,T168,T168,Sean O'Hair,66
200,T168,T168,Hennie Otto,66
201,T168,T168,Jeff Overton,66
202,T168,T168,Cameron Percy,66
203,T168,T168,Martin Piller,66
204,T168,T168,D.A. Points,66
205,T168,T168,Dicky Pride,66
206,T168,T168,Alex Prugh,66
207,T168,T168,Michael Putnam,66
208,T168,T168,Chris Riley,66
209,T168,T168,Andres Romero,66
210,T168,T168,Charl Schwartzel,66
211,T168,T168,Adam Scott,66
212,T168,T168,Paul Stankowski,66
213,T168,T168,Henrik Stenson,66
214,T168,T168,Will Strickler,66
215,T168,T168,Peter Tomasulo,66
216,T168,T168,Omar Uresti,66
217,T218,T218,Sangmoon Bae,67
218,T218,T218,Chris Baryla,67
219,T218,T218,Rich Beem,67
220,T218,T218,Notah Begay III,67
221,T218,T218,Tom Byrum,67
222,T218,T218,Erik Compton,67
223,T218,T218,Ben Curtis,67
224,T218,T218,John Daly,67
225,T218,T218,Robert Damron,67
226,T218,T218,Christopher DeForest,67
227,T218,T218,Johan Edfors,67
228,T218,T218,Anders Hansen,67
229,T218,T218,Padraig Harrington,67
230,T218,T218,Justin Hicks,67
231,T218,T218,Morgan Hoffmann,67
232,T218,T218,J.B. Holmes,67
233,T218,T218,Raphael Jacquelin,67
234,T218,T218,Erick Justesen,67
235,T218,T218,Martin Kaymer,67
236,T218,T218,Matteo Manassero,67
237,T218,T218,Troy Merritt,67
238,T218,T218,Francesco Molinari,67
239,T218,T218,Garth Mulroy,67
240,T218,T218,Alex Noren,67
241,T218,T218,Geoff Ogilvy,67
242,T218,T218,Louis Oosthuizen,67
243,T218,T218,Tom Pernice Jr.,67
244,T218,T218,Kenny Perry,67
245,T218,T218,Ian Poulter,67
246,T218,T218,Sam Saunders,67
247,T218,T218,Michael Sim,67
248,T218,T218,Marc Turnesa,67
249,T218,T218,Lee Westwood,67
250,T218,T218,Brett Wetterich,67
251,T218,T218,Dean Wilson,67
252,T253,T253,Thomas Aiken,68
253,T253,T253,Steve Allan,68
254,T253,T253,Craig Barlow,68
255,T253,T253,Guy Boros,68
256,T253,T253,Josh Broadaway,68
257,T253,T253,Mark Calcavecchia,68
258,T253,T253,Darren Clarke,68
259,T253,T253,Chad Collins,68
260,T253,T253,Matt Every,68
261,T253,T253,Robert Gamez,68
262,T253,T253,Jason Gore,68
263,T253,T253,John Huston,68
264,T253,T253,Yuta Ikeda,68
265,T253,T253,Ryo Ishikawa,68
266,T253,T253,Jonathan Kaye,68
267,T253,T253,Jeff Klauk,68
268,T253,T253,Olafur Loftsson,68
269,T253,T253,Steve Lowery,68
270,T253,T253,Hideki Matsuyama,68
271,T253,T253,Len Mattiace,68
272,T253,T253,Rocco Mediate,68
273,T253,T253,John Morse,68
274,T253,T253,Savio Nazareth,68
275,T253,T253,José María Olazábal,68
276,T253,T253,Carl Paulson,68
277,T253,T253,Brett Quigley,68
278,T253,T253,Patrick Reed,68
279,T253,T253,Robert Rock,68
280,T253,T253,Sal Spallone,68
281,T253,T253,Jordan Spieth,68
282,T253,T253,Andre Stolz,68
283,T253,T253,Kevin Sutherland,68
284,T253,T253,Jerod Turner,68
285,T253,T253,Kevin Tway,68
286,T253,T253,Duffy Waldorf,68
287,T253,T253,Mike Weir,68
288,T253,T253,Jay Williamson,68
289,T253,T253,Tiger Woods,68
290,T291,T291,Mark Brooks,69
291,T291,T291,Alex Carpenter,69
292,T291,T291,Phillip Choi,69
293,T291,T291,Will Claxton,69
294,T291,T291,George Coetzee,69
295,T291,T291,Julián Etulain,69
296,T291,T291,Ross Fisher,69
297,T291,T291,Fred Funk,69
298,T291,T291,Mathew Goggin,69
299,T291,T291,Richard Green,69
300,T291,T291,Grégory Havret,69
301,T291,T291,Mark Hensby,69
302,T291,T291,Billy Hurley III,69
303,T291,T291,Skip Kendall,69
304,T291,T291,Jamie Lovemark,69
305,T291,T291,Joost Luiten,69
306,T291,T291,Michio Matsumura,69
307,T291,T291,Richard McEvoy,69
308,T291,T291,Parker McLachlin,69
309,T291,T291,Seung-Yul Noh,69
310,T291,T291,Corey Pavin,69
311,T291,T291,Fran Quinn,69
312,T291,T291,Jonathan Randolph,69
313,T291,T291,"Jerry Richardson, Jr.",69
314,T291,T291,Richard Scott,69
315,T291,T291,Mike Small,69
316,T291,T291,Bob Sowards,69
317,T291,T291,Tim Weinhart,69
318,T291,T291,Danny Willett,69
319,T320,T320,Joe Affrunti,70
320,T320,T320,Gary Boyd,70
321,T320,T320,Tommy Cocha,70
322,T320,T320,Graham DeLaet,70
