,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Robert Allenby,25,100.0,2.0
1,T1,T1,Briny Baird,19,100.0,2.0
2,T1,T1,Matt Bettencourt,30,100.0,2.0
3,T1,T1,Michael Bradley,24,100.0,1.0
4,T1,T1,Ben Crane,23,100.0,2.0
5,T1,T1,James Driscoll,24,100.0,1.0
6,T1,T1,Steve Flesch,27,100.0,1.0
7,T1,T1,Bobby Gates,29,100.0,2.0
8,T1,T1,Tom Gillis,19,100.0,1.0
9,T1,T1,Hunter Haas,30,100.0,2.0
10,T1,T1,Tim Herron,28,100.0,1.0
11,T1,T1,Ryuji Imada,29,100.0,1.0
12,T1,T1,Zach Johnson,23,100.0,2.0
13,T1,T1,Dustin Johnson,21,100.0,4.0
14,T1,T1,Robert Karlsson,18,100.0,2.0
15,T1,T1,Justin Leonard,26,100.0,1.0
16,T1,T1,Jarrod Lyle,29,100.0,1.0
17,T1,T1,Billy Mayfair,29,100.0,1.0
18,T1,T1,Scott McCarron,22,100.0,1.0
19,T1,T1,Kevin Na,26,100.0,4.0
20,T1,T1,Sean O'Hair,24,100.0,1.0
21,T1,T1,Joe Ogilvie,24,100.0,1.0
22,T1,T1,Ryan Palmer,24,100.0,1.0
23,T1,T1,Ian Poulter,16,100.0,1.0
24,T1,T1,Vijay Singh,25,100.0,2.0
25,T1,T1,Scott Stallings,28,100.0,2.0
26,T1,T1,Kevin Streelman,26,100.0,2.0
27,T1,T1,David Toms,23,100.0,4.0
28,T1,T1,Jhonattan Vegas,25,100.0,3.0
29,30,30,Luke Donald,19,87.5,7.0
30,31,31,Tommy Gainey,34,85.7,6.0
31,32,32,K.J. Choi,22,80.0,4.0
32,T33,T33,Steve Marino,23,75.0,3.0
33,T33,T33,Phil Mickelson,21,75.0,3.0
34,T33,T33,Geoff Ogilvy,21,75.0,3.0
35,T33,T33,Jeff Overton,26,75.0,3.0
36,T33,T33,Pat Perez,24,75.0,3.0
37,T33,T33,Carl Pettersson,27,75.0,3.0
38,T33,T33,John Rollins,27,75.0,3.0
39,T33,T33,Jimmy Walker,24,75.0,3.0
40,T33,T33,Nick Watney,22,75.0,6.0
41,42,42,Webb Simpson,26,70.0,7.0
42,T43,T43,Aaron Baddeley,22,66.7,4.0
43,T43,T43,Ricky Barnes,23,66.7,2.0
44,T43,T43,Kevin Chappell,26,66.7,2.0
45,T43,T43,Robert Garrigus,26,66.7,2.0
46,T43,T43,Paul Goydos,25,66.7,2.0
47,T43,T43,Trevor Immelman,25,66.7,2.0
48,T43,T43,George McNeill,21,66.7,2.0
49,T43,T43,Ryan Moore,22,66.7,2.0
50,T43,T43,D.A. Points,26,66.7,2.0
51,T43,T43,Chez Reavie,27,66.7,2.0
52,T43,T43,Brandt Snedeker,26,66.7,2.0
53,T43,T43,Chris Stroud,28,66.7,2.0
54,T43,T43,Y.E. Yang,18,66.7,2.0
55,56,56,Matt Kuchar,24,62.5,5.0
56,T57,T57,Jonathan Byrd,26,60.0,3.0
57,T57,T57,Spencer Levin,31,60.0,3.0
58,T59,T59,Jason Day,21,57.1,4.0
59,T59,T59,Gary Woodland,25,57.1,4.0
60,61,61,Adam Scott,18,55.6,5.0
