,Early_Par_3_Scoring_Average_RANK THIS WEEK,Early_Par_3_Scoring_Average_RANK LAST WEEK,Early_Par_3_Scoring_Average_PLAYER NAME,Early_Par_3_Scoring_Average_ROUNDS,Early_Par_3_Scoring_Average_AVG,Early_Par_3_Scoring_Average_TOTAL STROKES,Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Jason Day,76,2.89,408,141
1,2,2,Martin Laird,77,2.95,404,137
2,T3,T3,D.J. Brigman,67,2.96,461,156
3,T3,T3,Luke Donald,73,2.96,296,100
4,T5,T5,Bill Haas,93,2.97,490,165
5,T5,T5,David Toms,78,2.97,464,156
6,T5,T5,Nick Watney,80,2.97,351,118
7,T5,T5,Mark Wilson,89,2.97,523,176
8,T9,T9,Chris Riley,76,2.98,521,175
9,T9,T9,Brendan Steele,89,2.98,518,174
10,T9,T9,Steve Stricker,70,2.98,262,88
11,T9,T9,Michael Thompson,79,2.98,444,149
12,T13,T13,Robert Allenby,84,2.99,574,192
13,T13,T13,James Driscoll,71,2.99,494,165
14,T13,T13,Jim Furyk,87,2.99,422,141
15,T13,T13,Charles Howell III,108,2.99,533,178
16,T13,T13,Jerry Kelly,85,2.99,496,166
17,T13,T13,Phil Mickelson,79,2.99,457,153
18,T13,T13,Ryan Moore,79,2.99,449,150
19,T13,T13,John Senden,94,2.99,496,166
20,T21,T21,Chad Campbell,99,3.0,652,217
21,T21,T21,Stewart Cink,72,3.0,453,151
22,T21,T21,Brian Davis,105,3.0,631,210
23,T21,T21,Webb Simpson,98,3.0,441,147
24,T21,T21,Y.E. Yang,63,3.0,360,120
25,T26,T26,Ben Crane,76,3.01,464,154
26,T26,T26,Chris DiMarco,93,3.01,632,210
27,T26,T26,Scott Gutschewski,67,3.01,446,148
28,T26,T26,Colt Knost,80,3.01,518,172
29,T26,T26,Matt Kuchar,94,3.01,409,136
30,T26,T26,John Merrick,71,3.01,397,132
31,T26,T26,Scott Piercy,78,3.01,484,161
32,T26,T26,Ian Poulter,52,3.01,322,107
33,T26,T26,Aron Price,58,3.01,361,120
34,T35,T35,Briny Baird,60,3.02,389,129
35,T35,T35,Michael Bradley,74,3.02,513,170
36,T35,T35,K.J. Choi,77,3.02,405,134
37,T35,T35,Brian Gay,90,3.02,546,181
38,T35,T35,Billy Horschel,75,3.02,477,158
39,T35,T35,Freddie Jacobson,92,3.02,519,172
40,T35,T35,Zach Johnson,79,3.02,489,162
