,Par_5_Performance_RANK THIS WEEK,Par_5_Performance_RANK LAST WEEK,Par_5_Performance_PLAYER NAME,Par_5_Performance_ROUNDS,Par_5_Performance_STATUS,Par_5_Performance_PAR 5 AVG,Par_5_Performance_TOTAL PAR
0,1,1,Webb Simpson,98,-152,4.48,1475
1,T2,T2,Charles Howell III,108,-143,4.56,1615
2,T2,T2,Spencer Levin,113,-143,4.57,1665
3,4,4,Kyle Stanley,98,-138,4.54,1500
4,5,5,Bubba Watson,85,-132,4.49,1290
5,6,6,Josh Teater,104,-130,4.6,1605
6,7,7,Brendon de Jonge,105,-127,4.61,1630
7,8,8,Blake Adams,116,-122,4.67,1825
8,9,9,Cameron Tringale,110,-121,4.63,1655
9,T10,T10,Brendan Steele,89,-119,4.58,1400
10,T10,T10,Bo Van Pelt,92,-119,4.56,1345
11,12,12,Hunter Mahan,92,-116,4.58,1370
12,13,13,Phil Mickelson,79,-115,4.54,1240
13,14,14,Bill Haas,93,-113,4.6,1415
14,15,15,Brandt Jobe,100,-112,4.65,1585
15,T16,T16,Kevin Na,84,-110,4.58,1325
16,T16,T16,Steve Stricker,70,-110,4.49,1075
17,T18,T18,Matt Kuchar,94,-109,4.58,1295
18,T18,T18,Billy Mayfair,94,-109,4.63,1475
19,20,20,Charley Hoffman,93,-108,4.65,1525
20,21,21,Carl Pettersson,95,-107,4.62,1405
21,T22,T22,Robert Garrigus,83,-106,4.6,1315
22,T22,T22,Bill Lunde,92,-106,4.65,1520
23,24,24,Gary Woodland,93,-105,4.63,1430
24,25,25,Brian Davis,105,-104,4.68,1650
25,T26,T26,Keegan Bradley,91,-103,4.63,1385
26,T26,T26,Chris Couch,73,-103,4.56,1165
27,T26,T26,John Rollins,85,-103,4.61,1315
28,T26,T26,John Senden,94,-103,4.65,1485
29,30,30,Steven Bowditch,86,-102,4.61,1305
30,T31,T31,Brandt Snedeker,85,-101,4.6,1265
31,T31,T31,Jhonattan Vegas,84,-101,4.61,1285
32,T31,T31,Nick Watney,80,-101,4.57,1170
33,34,34,Bobby Gates,82,-100,4.62,1330
34,T35,T35,Lucas Glover,74,-99,4.54,1080
35,T35,T35,Fabián Gómez,84,-99,4.63,1355
36,T35,T35,Chris Stroud,88,-99,4.63,1350
37,T35,T35,David Toms,78,-99,4.59,1195
38,T35,T35,D.J. Trahan,91,-99,4.64,1380
39,T40,T40,Aaron Baddeley,77,-98,4.59,1200
40,T40,T40,Jonathan Byrd,83,-98,4.6,1240
41,T40,T40,Hunter Haas,96,-98,4.69,1565
42,43,43,Jeff Overton,92,-97,4.64,1350
43,44,44,Rickie Fowler,84,-95,4.61,1225
44,T45,T45,Tommy Gainey,104,-94,4.7,1580
45,T45,T45,J.J. Henry,96,-94,4.69,1530
46,T45,T45,Ryan Palmer,82,-94,4.63,1285
47,T45,T45,Kevin Stadler,88,-94,4.67,1430
48,T49,T49,Chad Campbell,99,-93,4.68,1475
49,T49,T49,Zach Johnson,79,-93,4.6,1160
50,T49,T49,Jarrod Lyle,83,-93,4.64,1305
51,T49,T49,D.A. Points,89,-93,4.67,1405
52,T49,T49,Justin Rose,79,-93,4.62,1235
53,T54,T54,Jason Day,76,-92,4.57,1075
54,T54,T54,Luke Donald,73,-92,4.55,1015
55,T54,T54,Rory Sabbatini,85,-92,4.65,1305
56,T57,T57,Brian Gay,90,-91,4.67,1365
57,T57,T57,Tag Ridings,87,-91,4.66,1330
58,T59,T59,Greg Chalmers,88,-90,4.67,1345
59,T59,T59,Jerry Kelly,85,-90,4.62,1195
60,T59,T59,Martin Laird,77,-90,4.64,1245
61,T62,T62,Kris Blanks,92,-89,4.69,1440
62,T62,T62,Jim Furyk,87,-89,4.65,1270
63,T62,T62,Kevin Streelman,90,-89,4.68,1400
64,T62,T62,Mark Wilson,89,-89,4.66,1320
65,T66,T66,William McGirt,103,-88,4.72,1545
