,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Stricker,68.14,477,7
1,2,2,Bubba Watson,68.33,820,12
2,3,3,Blake Adams,68.63,1304,19
3,4,4,Sergio Garcia,68.71,481,7
4,5,5,Shane Bertsch,68.75,550,8
5,6,6,Brandt Snedeker,68.82,1170,17
6,7,7,George McNeill,68.92,896,13
7,T8,T8,Aaron Baddeley,69.0,552,8
8,T8,T8,Jason Day,69.0,690,10
9,T8,T8,Michael Thompson,69.0,828,12
10,11,11,Heath Slocum,69.21,969,14
11,12,12,Jerry Kelly,69.27,762,11
12,13,13,William McGirt,69.31,1109,16
13,14,14,Scott Piercy,69.33,832,12
14,T15,T15,Bill Haas,69.38,902,13
15,T15,T15,Vijay Singh,69.38,902,13
16,17,17,Rickie Fowler,69.4,1041,15
17,18,18,David Toms,69.43,972,14
18,T19,T19,Brian Davis,69.46,903,13
19,T19,T19,Rory Sabbatini,69.46,903,13
20,T21,T21,Charles Howell III,69.5,973,14
21,T21,T21,Johnson Wagner,69.5,834,12
22,23,23,Freddie Jacobson,69.54,904,13
23,24,24,Anthony Kim,69.55,765,11
24,25,25,Chris Couch,69.58,835,12
25,T26,T26,Lucas Glover,69.6,1044,15
26,T26,T26,Kevin Na,69.6,1044,15
27,T26,T26,Chris Stroud,69.6,1044,15
28,T29,T29,Zach Johnson,69.62,905,13
29,T29,T29,Gary Woodland,69.62,905,13
30,31,31,Ernie Els,69.63,557,8
31,T32,T32,Phil Mickelson,69.75,837,12
32,T32,T32,Webb Simpson,69.75,837,12
33,34,34,Tommy Gainey,69.83,838,12
34,35,35,David Mathis,69.87,1048,15
35,36,36,Andres Romero,69.89,629,9
36,37,37,John Senden,69.92,909,13
37,T38,T38,Chad Campbell,69.93,979,14
38,T38,T38,Brendon de Jonge,69.93,979,14
39,T38,T38,Brendan Steele,69.93,1049,15
40,T41,T41,Padraig Harrington,70.0,490,7
41,T41,T41,Nick Watney,70.0,420,6
42,43,43,Cameron Tringale,70.05,1401,20
43,44,44,Bryce Molder,70.07,981,14
44,45,45,Tim Herron,70.08,911,13
45,46,46,Jim Herman,70.09,771,11
46,T47,T47,Stephen Ames,70.1,701,10
47,T47,T47,John Merrick,70.1,701,10
48,T47,T47,Ian Poulter,70.1,701,10
49,50,50,James Driscoll,70.11,631,9
50,T51,T51,K.J. Choi,70.13,561,8
51,T51,T51,Hunter Haas,70.13,1122,16
52,T51,T51,Robert Karlsson,70.13,561,8
53,T51,T51,Spencer Levin,70.13,1122,16
54,T55,T55,Ben Curtis,70.14,491,7
55,T55,T55,J.B. Holmes,70.14,491,7
56,T55,T55,Justin Rose,70.14,982,14
57,58,58,Paul Stankowski,70.15,912,13
58,T59,T59,Keegan Bradley,70.17,842,12
59,T59,T59,Bill Lunde,70.17,842,12
60,T59,T59,Charlie Wi,70.17,842,12
61,T62,T62,Jim Furyk,70.18,772,11
62,T62,T62,Billy Mayfair,70.18,1193,17
63,64,64,Josh Teater,70.19,1123,16
64,65,65,Sung Kang,70.2,702,10
65,T66,T66,Steve Marino,70.21,983,14
66,T66,T66,Kevin Streelman,70.21,983,14
67,68,68,Charl Schwartzel,70.22,632,9
68,T69,T69,Chris Kirk,70.25,843,12
69,T69,T69,Martin Laird,70.25,843,12
70,T71,T71,Rod Pampling,70.33,844,12
71,T71,T71,Adam Scott,70.33,422,6
72,T71,T71,Bo Van Pelt,70.33,844,12
73,74,74,D.J. Trahan,70.36,985,14
74,75,75,Brandt Jobe,70.38,915,13
75,76,76,Hunter Mahan,70.4,704,10
76,77,77,Jason Dufner,70.43,493,7
77,78,78,Jhonattan Vegas,70.44,1127,16
78,79,79,Geoff Ogilvy,70.45,775,11
79,T80,T80,Arjun Atwal,70.46,916,13
80,T80,T80,Ricky Barnes,70.46,916,13
81,T80,T80,Greg Chalmers,70.46,916,13
82,T80,T80,Pat Perez,70.46,916,13
83,T84,T84,Steven Bowditch,70.5,987,14
84,T84,T84,Retief Goosen,70.5,282,4
85,T84,T84,Joe Ogilvie,70.5,846,12
86,T87,T87,Joseph Bramlett,70.53,1058,15
87,T87,T87,Kevin Chappell,70.53,1058,15
88,T89,T89,Marc Leishman,70.54,917,13
89,T89,T89,Tim Petrovic,70.54,917,13
90,T91,T91,Matt Kuchar,70.55,776,11
91,T91,T91,Troy Matteson,70.55,776,11
92,93,93,Kent Jones,70.57,988,14
93,94,94,Mark Wilson,70.58,847,12
94,T95,T95,Luke Donald,70.63,565,8
95,T95,T95,Colt Knost,70.63,1130,16
96,T95,T95,Ryan Moore,70.63,565,8
97,98,98,Billy Horschel,70.64,777,11
98,99,99,Y.E. Yang,70.67,848,12
99,T100,T100,Jim Renner,70.69,919,13
100,T100,T100,Scott Stallings,70.69,919,13
101,T102,T102,J.J. Henry,70.73,778,11
102,T102,T102,Aron Price,70.73,778,11
103,104,104,Michael Connell,70.79,991,14
104,T105,T105,David Hearn,70.8,708,10
105,T105,T105,Chez Reavie,70.8,708,10
106,T105,T105,Roland Thatcher,70.8,708,10
107,T108,T108,Chris DiMarco,70.82,1204,17
108,T108,T108,Dustin Johnson,70.82,779,11
109,T108,T108,Alex Prugh,70.82,1204,17
110,T108,T108,John Rollins,70.82,779,11
111,112,112,Stuart Appleby,70.86,496,7
112,T113,T113,Justin Leonard,70.87,1063,15
113,T113,T113,D.A. Points,70.87,1063,15
114,T113,T113,Kyle Stanley,70.87,1063,15
115,116,116,Paul Goydos,70.88,1205,17
116,117,117,Will Strickler,70.9,709,10
117,T118,T118,Brian Gay,70.92,851,12
118,T118,T118,Chris Riley,70.92,922,13
119,T118,T118,Alexandre Rocha,70.92,851,12
120,T118,T118,Kevin Stadler,70.92,851,12
121,122,122,Trevor Immelman,70.94,1135,16
122,T123,T123,Stewart Cink,71.0,781,11
123,T123,T123,Joe Durant,71.0,994,14
124,T123,T123,Bobby Gates,71.0,1136,16
125,T123,T123,Bio Kim,71.0,852,12
126,T123,T123,Rocco Mediate,71.0,568,8
127,T123,T123,Carl Pettersson,71.0,710,10
128,129,129,Scott Gutschewski,71.07,995,14
129,T130,T130,Robert Allenby,71.08,853,12
130,T130,T130,Davis Love III,71.08,924,13
131,T130,T130,Nick O'Hern,71.08,924,13
132,133,133,Ryan Palmer,71.1,711,10
133,134,134,Woody Austin,71.11,640,9
134,T135,T135,Steve Elkington,71.2,712,10
135,T135,T135,Harrison Frazar,71.2,712,10
136,T135,T135,Charley Hoffman,71.2,712,10
137,T135,T135,Tag Ridings,71.2,1068,15
138,139,139,Nate Smith,71.21,997,14
139,140,140,Richard Johnson,71.22,641,9
140,141,141,Michael Bradley,71.25,855,12
141,142,142,Ben Crane,71.27,784,11
142,143,143,Kris Blanks,71.29,1212,17
143,T144,T144,Tom Gillis,71.33,642,9
144,T144,T144,Andres Gonzales,71.33,856,12
145,T146,T146,Steve Flesch,71.36,785,11
146,T146,T146,Troy Merritt,71.36,785,11
147,T146,T146,Jimmy Walker,71.36,999,14
148,149,149,Camilo Villegas,71.4,714,10
149,150,150,Jeff Overton,71.45,786,11
150,T151,T151,Matt Bettencourt,71.46,929,13
151,T151,T151,David Duval,71.46,929,13
152,T151,T151,Robert Garrigus,71.46,929,13
153,T154,T154,Ángel Cabrera,71.5,572,8
154,T154,T154,Boo Weekley,71.5,858,12
155,156,156,Marc Turnesa,71.56,644,9
156,157,157,Kevin Kisner,71.58,859,12
157,158,158,Vaughn Taylor,71.62,931,13
158,159,159,Garrett Willis,71.63,573,8
159,160,160,Jonathan Byrd,71.69,932,13
160,161,161,Justin Hicks,71.7,717,10
161,162,162,Alex Cejka,71.71,502,7
162,163,163,Jason Bohn,71.73,789,11
163,T164,T164,Cameron Beckman,71.75,861,12
164,T164,T164,Graeme McDowell,71.75,574,8
165,166,166,J.P. Hayes,71.78,646,9
166,167,167,D.J. Brigman,71.82,790,11
167,168,168,Fabián Gómez,71.85,934,13
168,169,169,Ryuji Imada,71.88,1150,16
169,T170,T170,Briny Baird,71.9,719,10
170,T170,T170,Dean Wilson,71.9,719,10
171,172,172,Ben Martin,72.0,720,10
172,173,173,Sean O'Hair,72.18,794,11
173,174,174,Matt Jones,72.27,795,11
174,175,175,Scott McCarron,72.31,940,13
175,T176,T176,Lee Janzen,72.33,651,9
176,T176,T176,Michael Putnam,72.33,651,9
177,178,178,Nathan Green,72.42,869,12
178,179,179,Matt McQuillan,72.5,725,10
179,180,180,Daniel Summerhays,72.53,1233,17
180,181,181,Jarrod Lyle,72.62,944,13
181,182,182,Zack Miller,72.73,1091,15
182,183,183,Martin Piller,72.92,875,12
183,184,184,Shaun Micheel,73.1,731,10
184,185,185,Rich Beem,73.33,880,12
185,186,186,Derek Lamely,75.45,830,11
