,Late_Round_1_Scoring_Average_RANK THIS WEEK,Late_Round_1_Scoring_Average_RANK LAST WEEK,Late_Round_1_Scoring_Average_PLAYER NAME,Late_Round_1_Scoring_Average_AVG,Late_Round_1_Scoring_Average_TOTAL STROKES,Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Matt Kuchar,68.54,891,13
1,2,2,Adam Scott,68.67,412,6
2,T3,T3,Luke Donald,69.11,622,9
3,T3,T3,J.B. Holmes,69.11,622,9
4,T5,T5,Padraig Harrington,69.33,416,6
5,T5,T5,Carl Pettersson,69.33,624,9
6,7,7,Charlie Wi,69.5,695,10
7,8,8,Chris Couch,69.55,765,11
8,9,9,Brandt Jobe,69.58,835,12
9,10,10,Alex Cejka,69.63,557,8
10,T11,T11,Jerry Kelly,69.64,766,11
11,T11,T11,Hunter Mahan,69.64,766,11
12,13,13,Fabián Gómez,69.73,1046,15
13,14,14,Tommy Gainey,69.77,907,13
14,15,15,Ryan Moore,69.78,628,9
15,16,16,Alexandre Rocha,69.82,768,11
16,17,17,Bill Haas,69.83,838,12
17,18,18,Tim Petrovic,69.87,1048,15
18,19,19,Chris Riley,69.91,769,11
19,T20,T20,Martin Laird,69.92,839,12
20,T20,T20,Phil Mickelson,69.92,839,12
21,T22,T22,K.J. Choi,70.0,700,10
22,T22,T22,David Hearn,70.0,770,11
23,T22,T22,Steve Marino,70.0,840,12
24,T22,T22,Scott Stallings,70.0,910,13
25,T22,T22,Y.E. Yang,70.0,700,10
26,27,27,John Rollins,70.08,911,13
27,T28,T28,Aron Price,70.09,771,11
28,T28,T28,David Toms,70.09,771,11
29,30,30,Chris DiMarco,70.13,1122,16
30,31,31,Sergio Garcia,70.14,491,7
31,32,32,Brendon de Jonge,70.15,912,13
32,33,33,Bubba Watson,70.18,772,11
33,T34,T34,Kris Blanks,70.2,1053,15
34,T34,T34,Stewart Cink,70.2,702,10
35,T34,T34,John Merrick,70.2,702,10
36,T34,T34,Chez Reavie,70.2,702,10
37,T34,T34,Kyle Stanley,70.2,1053,15
38,39,39,Jim Herman,70.21,983,14
39,40,40,Steve Stricker,70.22,632,9
40,41,41,Freddie Jacobson,70.23,913,13
41,42,42,Aaron Baddeley,70.3,703,10
42,43,43,Robert Garrigus,70.31,914,13
43,T44,T44,Webb Simpson,70.33,844,12
44,T44,T44,Mark Wilson,70.33,844,12
45,46,46,Ryuji Imada,70.35,1196,17
46,T47,T47,D.A. Points,70.36,985,14
47,T47,T47,Rory Sabbatini,70.36,774,11
48,T49,T49,Charles Howell III,70.4,1056,15
49,T49,T49,Vijay Singh,70.4,704,10
50,T51,T51,Ángel Cabrera,70.43,493,7
51,T51,T51,Bryce Molder,70.43,986,14
52,53,53,Woody Austin,70.44,634,9
53,T54,T54,Jason Day,70.45,775,11
54,T54,T54,Kent Jones,70.45,775,11
55,T54,T54,George McNeill,70.45,775,11
56,57,57,Marc Leishman,70.46,916,13
57,T58,T58,Robert Karlsson,70.5,564,8
58,T58,T58,Chris Kirk,70.5,1128,16
59,60,60,Zach Johnson,70.54,917,13
60,61,61,Nick Watney,70.57,494,7
61,62,62,David Mathis,70.6,1059,15
62,63,63,Ben Martin,70.62,918,13
63,64,64,Jason Dufner,70.63,565,8
64,T65,T65,Brian Gay,70.64,777,11
65,T65,T65,Scott Piercy,70.64,777,11
66,67,67,William McGirt,70.65,1201,17
67,T68,T68,Briny Baird,70.67,636,9
68,T68,T68,Josh Teater,70.67,1060,15
69,T68,T68,Michael Thompson,70.67,848,12
70,71,71,Geoff Ogilvy,70.7,707,10
71,72,72,Jimmy Walker,70.71,990,14
72,73,73,Billy Mayfair,70.73,1061,15
73,74,74,Gary Woodland,70.79,991,14
74,75,75,Ricky Barnes,70.83,850,12
75,T76,T76,Bill Lunde,70.85,921,13
76,T76,T76,John Senden,70.85,921,13
77,78,78,Blake Adams,70.87,1063,15
78,79,79,Hunter Haas,70.88,1134,16
79,80,80,Sung Kang,70.9,709,10
80,81,81,J.J. Henry,70.91,780,11
81,82,82,Paul Stankowski,70.92,851,12
82,T83,T83,Trevor Immelman,70.93,1064,15
83,T83,T83,Tag Ridings,70.93,1064,15
84,85,85,Cameron Tringale,70.95,1348,19
85,T86,T86,Michael Bradley,71.0,852,12
86,T86,T86,Jim Furyk,71.0,852,12
87,T86,T86,Paul Goydos,71.0,1136,16
88,T86,T86,Dustin Johnson,71.0,923,13
89,T86,T86,Graeme McDowell,71.0,568,8
90,T86,T86,Andres Romero,71.0,639,9
91,92,92,Spencer Levin,71.06,1137,16
92,93,93,Matt Jones,71.07,995,14
93,T94,T94,Chad Campbell,71.08,924,13
94,T94,T94,Johnson Wagner,71.08,853,12
95,T96,T96,Arjun Atwal,71.09,782,11
96,T96,T96,Joe Ogilvie,71.09,782,11
97,T96,T96,Ryan Palmer,71.09,782,11
98,99,99,Steve Elkington,71.13,569,8
99,100,100,Nick O'Hern,71.15,925,13
100,101,101,Kevin Stadler,71.18,783,11
101,102,102,Justin Rose,71.21,997,14
102,T103,T103,Ernie Els,71.25,570,8
103,T103,T103,Shaun Micheel,71.25,855,12
104,T105,T105,Brian Davis,71.27,784,11
105,T105,T105,Steve Flesch,71.27,784,11
106,T105,T105,J.P. Hayes,71.27,784,11
107,108,108,Chris Stroud,71.29,998,14
108,T109,T109,Stephen Ames,71.33,642,9
109,T109,T109,Marc Turnesa,71.33,642,9
110,T109,T109,Bo Van Pelt,71.33,856,12
111,112,112,Charley Hoffman,71.36,785,11
112,T113,T113,Michael Connell,71.38,928,13
113,T113,T113,Martin Piller,71.38,928,13
114,T113,T113,Brandt Snedeker,71.38,1142,16
115,T113,T113,Garrett Willis,71.38,571,8
116,117,117,Joseph Bramlett,71.4,1071,15
117,118,118,Cameron Beckman,71.42,857,12
118,T119,T119,Kevin Chappell,71.44,1143,16
119,T119,T119,Lee Janzen,71.44,643,9
120,121,121,Kevin Streelman,71.46,929,13
121,T122,T122,Ben Crane,71.5,715,10
122,T122,T122,Ben Curtis,71.5,572,8
123,T122,T122,Rickie Fowler,71.5,1001,14
124,T122,T122,Jhonattan Vegas,71.5,1001,14
125,126,126,Colt Knost,71.53,1073,15
126,127,127,David Duval,71.54,930,13
127,T128,T128,Keegan Bradley,71.55,787,11
128,T128,T128,Rod Pampling,71.55,787,11
129,130,130,Jason Bohn,71.56,644,9
130,T131,T131,Kevin Na,71.58,859,12
131,T131,T131,Vaughn Taylor,71.58,859,12
132,133,133,Davis Love III,71.62,931,13
133,T134,T134,Joe Durant,71.64,1003,14
134,T134,T134,Michael Putnam,71.64,788,11
135,T136,T136,Jarrod Lyle,71.67,1075,15
136,T136,T136,Jeff Overton,71.67,645,9
137,T136,T136,Jim Renner,71.67,860,12
138,T136,T136,Charl Schwartzel,71.67,645,9
139,140,140,Lucas Glover,71.71,1004,14
140,T141,T141,Robert Allenby,71.73,789,11
141,T141,T141,D.J. Brigman,71.73,789,11
142,143,143,Matt McQuillan,71.75,861,12
143,144,144,Zack Miller,71.8,1077,15
144,145,145,Anthony Kim,71.82,790,11
145,146,146,Pat Perez,71.85,934,13
146,T147,T147,Ian Poulter,71.89,647,9
147,T147,T147,Boo Weekley,71.89,647,9
148,149,149,Scott Gutschewski,71.92,935,13
149,T150,T150,Greg Chalmers,72.0,936,13
150,T150,T150,Bobby Gates,72.0,1152,16
151,T150,T150,Justin Leonard,72.0,1080,15
152,T150,T150,D.J. Trahan,72.0,1008,14
153,T154,T154,Troy Matteson,72.09,793,11
154,T154,T154,Sean O'Hair,72.09,793,11
155,156,156,Camilo Villegas,72.1,721,10
156,157,157,Shane Bertsch,72.11,649,9
157,158,158,Heath Slocum,72.17,866,12
158,159,159,Daniel Summerhays,72.19,1155,16
159,160,160,Derek Lamely,72.2,722,10
160,161,161,Harrison Frazar,72.22,650,9
161,162,162,Troy Merritt,72.27,795,11
162,163,163,Jonathan Byrd,72.3,723,10
163,T164,T164,Kevin Kisner,72.33,1085,15
164,T164,T164,Scott McCarron,72.33,868,12
165,166,166,Bio Kim,72.36,1013,14
166,167,167,Retief Goosen,72.4,362,5
167,168,168,Rocco Mediate,72.5,580,8
168,T169,T169,Steven Bowditch,72.6,1089,15
169,T169,T169,Billy Horschel,72.6,726,10
170,T171,T171,James Driscoll,72.67,654,9
171,T171,T171,Richard Johnson,72.67,654,9
172,173,173,Roland Thatcher,72.7,727,10
173,174,174,Will Strickler,72.78,655,9
174,175,175,Tim Herron,72.79,1019,14
175,176,176,Nathan Green,72.82,801,11
176,177,177,Andres Gonzales,72.83,874,12
177,178,178,Brendan Steele,72.92,948,13
178,179,179,Alex Prugh,73.0,1022,14
179,180,180,Dean Wilson,73.13,585,8
180,181,181,Justin Hicks,73.17,878,12
181,182,182,Stuart Appleby,73.22,659,9
182,183,183,Nate Smith,73.36,1027,14
183,184,184,Rich Beem,73.38,954,13
184,T185,T185,Matt Bettencourt,73.5,882,12
185,T185,T185,Tom Gillis,73.5,588,8
