,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,1,Webb Simpson,98,-29,3.97,4284
1,T2,T2,Matt Kuchar,94,-24,3.98,3900
2,T2,T2,Steve Stricker,70,-24,3.97,3020
3,4,4,Luke Donald,73,-17,3.98,2940
4,5,5,Bryce Molder,82,-9,3.99,3540
5,6,6,Nick Watney,80,-7,3.99,3356
6,7,7,David Toms,78,-5,3.99,3384
7,T8,T8,Aaron Baddeley,77,-2,4.0,3348
8,T8,T8,Ben Crane,76,-2,4.0,3256
9,10,10,Brandt Snedeker,85,-1,4.0,3724
10,T11,T11,Bill Haas,93,E,4.0,4020
11,T11,T11,Hunter Mahan,92,E,4.0,3900
12,T11,T11,Rod Pampling,72,E,4.0,3152
13,14,14,David Hearn,88,+1,4.0,3884
14,T15,T15,Brian Davis,105,+2,4.0,4532
15,T15,T15,Adam Scott,60,+2,4.0,2652
16,17,17,Briny Baird,60,+3,4.0,2648
17,18,18,Geoff Ogilvy,69,+5,4.01,2912
18,19,19,Martin Laird,77,+6,4.01,3236
19,T20,T20,Chris Couch,73,+7,4.01,3132
20,T20,T20,Sergio Garcia,61,+7,4.01,2692
21,T22,T22,Jason Dufner,78,+8,4.01,3416
22,T22,T22,Freddie Jacobson,92,+8,4.01,4068
23,T22,T22,John Merrick,71,+8,4.01,3148
24,T22,T22,Carl Pettersson,95,+8,4.01,4196
25,T22,T22,Justin Rose,79,+8,4.01,3324
26,T27,T27,Retief Goosen,50,+9,4.02,2116
27,T27,T27,Charles Howell III,108,+9,4.01,4740
28,T27,T27,Zach Johnson,79,+9,4.01,3440
29,T27,T27,Phil Mickelson,79,+9,4.01,3316
30,31,31,Charl Schwartzel,58,+10,4.02,2448
31,T32,T32,Chris Kirk,87,+12,4.01,3792
32,T32,T32,Chris Stroud,88,+12,4.01,3828
33,34,34,William McGirt,103,+13,4.01,4516
34,35,35,John Rollins,85,+14,4.02,3680
35,36,36,John Senden,94,+15,4.01,4056
36,T37,T37,Blake Adams,116,+16,4.01,5008
37,T37,T37,Woody Austin,59,+16,4.03,2536
38,T37,T37,Brendon de Jonge,105,+16,4.01,4548
39,T40,T40,Hunter Haas,96,+17,4.02,4104
40,T40,T40,Gary Woodland,93,+17,4.02,4036
41,T42,T42,Rickie Fowler,84,+19,4.02,3556
42,T42,T42,Dustin Johnson,72,+19,4.02,3084
43,T44,T44,Stephen Ames,69,+20,4.03,2984
44,T44,T44,Kevin Streelman,90,+20,4.02,3908
45,T46,T46,Shane Bertsch,62,+22,4.03,2728
46,T46,T46,Brandt Jobe,100,+22,4.02,4312
47,48,48,Bo Van Pelt,92,+23,4.02,3956
48,T49,T49,Padraig Harrington,60,+24,4.04,2588
49,T49,T49,Robert Karlsson,61,+24,4.04,2596
50,T49,T49,Ryan Moore,79,+24,4.03,3264
