,Tenth_Tee_Early_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_3_Scoring_Average_AVG,Tenth_Tee_Early_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Jim Renner,62.0,62,1
1,T2,T2,Steve Elkington,64.0,64,1
2,T2,T2,Nick Watney,64.0,64,1
3,4,4,Harrison Frazar,65.0,65,1
4,5,5,Colt Knost,65.33,196,3
5,T6,T6,Brian Gay,66.0,66,1
6,T6,T6,Martin Laird,66.0,132,2
7,T6,T6,Nate Smith,66.0,66,1
8,T6,T6,Kevin Streelman,66.0,132,2
9,T10,T10,David Duval,66.5,133,2
10,T10,T10,Trevor Immelman,66.5,133,2
11,T12,T12,Robert Allenby,67.0,67,1
12,T12,T12,Alex Cejka,67.0,134,2
13,T12,T12,Jason Dufner,67.0,67,1
14,T12,T12,Robert Garrigus,67.0,67,1
15,T12,T12,Nathan Green,67.0,67,1
16,T12,T12,Brandt Jobe,67.0,134,2
17,T12,T12,Matt Kuchar,67.0,268,4
18,T12,T12,Davis Love III,67.0,67,1
19,T12,T12,John Merrick,67.0,67,1
20,T12,T12,Kevin Na,67.0,134,2
21,T12,T12,Chris Stroud,67.0,67,1
22,T12,T12,Dean Wilson,67.0,67,1
23,24,24,Tommy Gainey,67.33,202,3
24,T25,T25,Brendon de Jonge,67.5,135,2
25,T25,T25,Bo Van Pelt,67.5,135,2
26,27,27,Jason Bohn,67.67,203,3
27,T28,T28,Greg Chalmers,68.0,272,4
28,T28,T28,Ben Crane,68.0,68,1
29,T28,T28,Jim Furyk,68.0,136,2
30,T28,T28,Bill Haas,68.0,68,1
31,T28,T28,J.J. Henry,68.0,204,3
32,T28,T28,Jerry Kelly,68.0,204,3
33,T28,T28,Anthony Kim,68.0,68,1
34,T28,T28,Graeme McDowell,68.0,68,1
35,T28,T28,William McGirt,68.0,68,1
36,T28,T28,John Senden,68.0,136,2
37,T28,T28,Mark Wilson,68.0,68,1
38,39,39,Tom Gillis,68.33,205,3
39,T40,T40,Chad Campbell,68.5,137,2
40,T40,T40,Michael Connell,68.5,137,2
41,T40,T40,D.J. Trahan,68.5,137,2
42,T40,T40,Y.E. Yang,68.5,137,2
43,T44,T44,Derek Lamely,68.67,206,3
44,T44,T44,Scott McCarron,68.67,206,3
45,T44,T44,Pat Perez,68.67,206,3
46,T47,T47,Stephen Ames,69.0,69,1
47,T47,T47,Stewart Cink,69.0,69,1
48,T47,T47,Joe Durant,69.0,207,3
49,T47,T47,Rickie Fowler,69.0,69,1
50,T47,T47,Bobby Gates,69.0,69,1
51,T47,T47,Jim Herman,69.0,69,1
52,T47,T47,Ryuji Imada,69.0,207,3
53,T47,T47,Freddie Jacobson,69.0,69,1
54,T47,T47,Lee Janzen,69.0,138,2
55,T47,T47,Zach Johnson,69.0,138,2
56,T47,T47,Troy Matteson,69.0,69,1
57,T47,T47,Joe Ogilvie,69.0,69,1
58,T47,T47,Chris Riley,69.0,69,1
59,T47,T47,Alexandre Rocha,69.0,69,1
60,T47,T47,Vijay Singh,69.0,69,1
61,T47,T47,Bubba Watson,69.0,69,1
62,T47,T47,Boo Weekley,69.0,69,1
63,T47,T47,Gary Woodland,69.0,69,1
64,65,65,Chris Couch,69.2,346,5
65,T66,T66,Arjun Atwal,69.25,277,4
66,T66,T66,Woody Austin,69.25,277,4
67,T66,T66,Paul Stankowski,69.25,277,4
68,69,69,Spencer Levin,69.33,208,3
69,T70,T70,Joseph Bramlett,69.5,139,2
70,T70,T70,Brian Davis,69.5,139,2
71,T70,T70,Sergio Garcia,69.5,139,2
72,T70,T70,Zack Miller,69.5,139,2
73,T70,T70,Geoff Ogilvy,69.5,139,2
74,T70,T70,Cameron Tringale,69.5,139,2
75,T76,T76,Kris Blanks,69.67,209,3
76,T76,T76,Keegan Bradley,69.67,209,3
77,T76,T76,D.J. Brigman,69.67,209,3
78,79,79,Tim Petrovic,69.75,279,4
79,T80,T80,Cameron Beckman,70.0,210,3
80,T80,T80,K.J. Choi,70.0,210,3
81,T80,T80,Dustin Johnson,70.0,140,2
82,T80,T80,Kent Jones,70.0,70,1
83,T80,T80,Chris Kirk,70.0,70,1
84,T80,T80,Justin Leonard,70.0,210,3
85,T80,T80,Phil Mickelson,70.0,210,3
86,T80,T80,Ryan Moore,70.0,210,3
87,T80,T80,Nick O'Hern,70.0,140,2
88,T80,T80,Jeff Overton,70.0,140,2
89,T80,T80,Ryan Palmer,70.0,70,1
90,T80,T80,Rod Pampling,70.0,140,2
91,T80,T80,Scott Piercy,70.0,280,4
92,T80,T80,Marc Turnesa,70.0,70,1
93,T80,T80,Johnson Wagner,70.0,70,1
94,T95,T95,Michael Putnam,70.25,281,4
95,T95,T95,Rory Sabbatini,70.25,281,4
96,T97,T97,Kevin Kisner,70.33,211,3
97,T97,T97,Charlie Wi,70.33,211,3
98,T99,T99,Rich Beem,70.5,141,2
99,T99,T99,Rocco Mediate,70.5,141,2
100,T99,T99,Aron Price,70.5,141,2
101,T99,T99,Kevin Stadler,70.5,141,2
102,T99,T99,Will Strickler,70.5,141,2
103,104,104,Tag Ridings,70.6,353,5
