,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
0,1,1,Steve Stricker,70,28.1,43,153
1,2,2,Matt Kuchar,94,26.8,52,194
2,3,3,Nathan Green,81,25.25,51,202
3,4,4,Hunter Mahan,92,25.11,57,227
4,5,5,Brian Gay,90,25.0,49,196
5,6,6,Brendon de Jonge,105,24.64,69,280
6,7,7,Arjun Atwal,91,24.35,66,271
7,8,8,Charlie Wi,83,24.19,52,215
8,9,9,Justin Rose,79,24.02,43,179
9,10,10,Shane Bertsch,62,23.98,41,171
10,11,11,Aron Price,58,23.78,39,164
11,12,12,Ian Poulter,52,23.73,28,118
12,13,13,Chez Reavie,92,23.6,63,267
13,14,14,Zach Johnson,79,23.38,36,154
14,15,15,Gary Woodland,93,23.32,52,223
15,16,16,Rod Pampling,72,23.29,51,219
16,17,17,Retief Goosen,50,23.26,30,129
17,18,18,Robert Allenby,84,23.0,49,213
18,19,19,John Rollins,85,22.98,57,248
19,20,20,Bill Haas,93,22.67,51,225
20,21,21,Nick Watney,80,22.65,41,181
21,22,22,Lee Janzen,62,22.16,37,167
22,23,23,Nick O'Hern,89,22.12,46,208
23,24,24,Briny Baird,60,22.09,36,163
24,25,25,David Toms,78,21.98,40,182
25,26,26,Freddie Jacobson,92,21.72,48,221
26,27,27,William McGirt,103,21.66,68,314
27,28,28,Anthony Kim,72,21.6,35,162
28,29,29,John Senden,94,21.54,56,260
29,T30,T30,Rocco Mediate,53,21.49,26,121
30,T30,T30,Vijay Singh,79,21.49,49,228
31,32,32,Adam Scott,60,21.48,32,149
32,33,33,Aaron Baddeley,77,21.47,38,177
33,34,34,Kevin Stadler,88,21.43,48,224
34,35,35,Brandt Snedeker,85,21.39,43,201
35,36,36,Rickie Fowler,84,21.36,44,206
36,37,37,Carl Pettersson,95,21.3,59,277
37,38,38,Bill Lunde,92,21.26,54,254
38,39,39,Richard Johnson,64,21.25,34,160
39,40,40,Charl Schwartzel,58,21.17,29,137
40,T41,T41,Woody Austin,59,21.13,30,142
41,T41,T41,Garrett Willis,71,21.13,41,194
42,T43,T43,Ryuji Imada,83,21.05,48,228
43,T43,T43,David Mathis,83,21.05,48,228
44,45,45,Webb Simpson,98,21.01,54,257
45,46,46,Tommy Gainey,104,20.94,67,320
46,T47,T47,Cameron Beckman,71,20.87,43,206
47,T47,T47,Andres Romero,77,20.87,43,206
48,49,49,Jason Dufner,78,20.75,44,212
49,50,50,Chris DiMarco,93,20.63,46,223
50,51,51,Chris Couch,73,20.61,47,228
51,52,52,Derek Lamely,65,20.57,36,175
52,53,53,Dustin Johnson,72,20.54,38,185
53,54,54,Luke Donald,73,20.51,32,156
54,55,55,Lucas Glover,74,20.48,43,210
55,T56,T56,Paul Stankowski,78,20.45,45,220
56,T56,T56,Dean Wilson,62,20.45,36,176
57,T58,T58,Jonathan Byrd,83,20.43,47,230
58,T58,T58,Vaughn Taylor,89,20.43,47,230
59,60,60,Mark Wilson,89,20.31,39,192
60,T61,T61,Joseph Bramlett,73,20.28,44,217
61,T61,T61,Robert Karlsson,61,20.28,29,143
62,63,63,Rory Sabbatini,85,20.23,35,173
63,64,64,Blake Adams,116,20.13,64,318
64,65,65,Ben Crane,76,20.1,39,194
65,T66,T66,John Merrick,71,20.0,46,230
66,T66,T66,Troy Merritt,63,20.0,31,155
67,68,68,Hunter Haas,96,19.84,51,257
68,69,69,Joe Ogilvie,75,19.82,43,217
69,70,70,Martin Laird,77,19.81,41,207
70,71,71,Kevin Chappell,78,19.79,38,192
71,72,72,Spencer Levin,113,19.72,57,289
72,73,73,Sergio Garcia,61,19.71,27,137
73,74,74,Alex Cejka,59,19.67,24,122
74,75,75,Bryce Molder,82,19.61,40,204
75,76,76,Paul Goydos,81,19.59,38,194
76,77,77,Chris Stroud,88,19.38,44,227
77,T78,T78,Brandt Jobe,100,19.34,53,274
78,T78,T78,Jeff Overton,92,19.34,41,212
79,80,80,Phil Mickelson,79,19.3,33,171
80,81,81,Ben Curtis,66,19.19,33,172
81,82,82,Billy Horschel,75,19.14,40,209
82,83,83,Josh Teater,104,19.06,57,299
83,84,84,D.A. Points,89,19.05,44,231
84,T85,T85,Jason Day,76,18.92,35,185
85,T85,T85,Harrison Frazar,58,18.92,28,148
86,87,87,Steve Marino,76,18.89,34,180
87,88,88,Matt McQuillan,59,18.88,27,143
88,89,89,Brian Davis,105,18.87,50,265
