,Back_9_Round_5_Scoring_Average_RANK THIS WEEK,Back_9_Round_5_Scoring_Average_RANK LAST WEEK,Back_9_Round_5_Scoring_Average_PLAYER NAME,Back_9_Round_5_Scoring_Average_AVG,Back_9_Round_5_Scoring_Average_TOTAL STROKES,Back_9_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Brian Gay,31.0,31,1
1,T2,T2,Chris Couch,32.0,32,1
2,T2,T2,Zack Miller,32.0,32,1
3,T2,T2,Kevin Streelman,32.0,32,1
4,T5,T5,Alex Cejka,33.0,33,1
5,T5,T5,Bill Haas,33.0,33,1
6,T5,T5,Freddie Jacobson,33.0,33,1
7,T5,T5,Matt Jones,33.0,33,1
8,T5,T5,Chris Kirk,33.0,33,1
9,T5,T5,Derek Lamely,33.0,33,1
10,T5,T5,Justin Leonard,33.0,33,1
11,T5,T5,Spencer Levin,33.0,33,1
12,T5,T5,Bill Lunde,33.0,33,1
13,T5,T5,Ryan Palmer,33.0,33,1
14,T5,T5,Webb Simpson,33.0,33,1
15,T5,T5,Kyle Stanley,33.0,33,1
16,T5,T5,Vaughn Taylor,33.0,33,1
17,T18,T18,Chad Campbell,34.0,34,1
18,T18,T18,Greg Chalmers,34.0,34,1
19,T18,T18,Brendon de Jonge,34.0,34,1
20,T18,T18,Jerry Kelly,34.0,34,1
21,T18,T18,Colt Knost,34.0,34,1
22,T18,T18,Bryce Molder,34.0,34,1
23,T18,T18,Kevin Na,34.0,34,1
24,T18,T18,David Toms,34.0,34,1
25,T18,T18,Dean Wilson,34.0,34,1
26,T27,T27,Matt Bettencourt,35.0,35,1
27,T27,T27,Kris Blanks,35.0,35,1
28,T27,T27,Michael Bradley,35.0,35,1
29,T27,T27,Keegan Bradley,35.0,35,1
30,T27,T27,Brian Davis,35.0,35,1
31,T27,T27,Jason Dufner,35.0,35,1
32,T27,T27,David Duval,35.0,35,1
33,T27,T27,Steve Elkington,35.0,35,1
34,T27,T27,Paul Goydos,35.0,35,1
35,T27,T27,J.J. Henry,35.0,35,1
36,T27,T27,Charles Howell III,35.0,35,1
37,T27,T27,Brandt Jobe,35.0,35,1
38,T27,T27,Matt Kuchar,35.0,35,1
39,T27,T27,Jarrod Lyle,35.0,35,1
40,T27,T27,Pat Perez,35.0,35,1
41,T27,T27,D.A. Points,35.0,35,1
42,T27,T27,Kevin Stadler,35.0,35,1
43,T27,T27,Gary Woodland,35.0,35,1
44,T45,T45,Ryuji Imada,36.0,36,1
45,T45,T45,Shaun Micheel,36.0,36,1
46,T45,T45,Jeff Overton,36.0,36,1
47,T45,T45,Chris Stroud,36.0,36,1
48,T45,T45,Daniel Summerhays,36.0,36,1
49,T45,T45,Boo Weekley,36.0,36,1
50,T45,T45,Mark Wilson,36.0,36,1
51,T52,T52,Blake Adams,37.0,37,1
52,T52,T52,Stephen Ames,37.0,37,1
53,T52,T52,Kevin Chappell,37.0,37,1
54,T52,T52,Fabián Gómez,37.0,37,1
55,T52,T52,Hunter Haas,37.0,37,1
56,T52,T52,Martin Laird,37.0,37,1
57,T52,T52,Steve Marino,37.0,37,1
58,T52,T52,Michael Putnam,37.0,37,1
59,T52,T52,John Rollins,37.0,37,1
60,T52,T52,Jhonattan Vegas,37.0,37,1
61,T62,T62,Harrison Frazar,38.0,38,1
62,T62,T62,Tim Petrovic,38.0,38,1
63,T62,T62,D.J. Trahan,38.0,38,1
64,65,65,Cameron Tringale,39.0,39,1
65,66,66,Scott McCarron,41.0,41,1
