,Tenth_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_3_Scoring_Average_AVG,Tenth_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Martin Laird,77,2.77,133,48
1,2,2,Y.E. Yang,63,2.86,103,36
2,3,3,Jim Furyk,87,2.87,175,61
3,4,4,Dustin Johnson,72,2.88,138,48
4,T5,T5,Michael Bradley,74,2.89,104,36
5,T5,T5,Jason Day,76,2.89,162,56
6,T7,T7,Tom Gillis,55,2.9,116,40
7,T7,T7,Jim Renner,65,2.9,139,48
8,T9,T9,D.J. Brigman,67,2.91,186,64
9,T9,T9,Retief Goosen,50,2.91,93,32
10,T9,T9,Nick Watney,80,2.91,192,66
11,T12,T12,Robert Allenby,84,2.92,105,36
12,T12,T12,David Duval,67,2.92,146,50
13,T12,T12,Charles Howell III,108,2.92,178,61
14,T12,T12,Brendan Steele,89,2.92,213,73
15,16,16,James Driscoll,71,2.93,202,69
16,T17,T17,Ryuji Imada,83,2.94,153,52
17,T17,T17,Webb Simpson,98,2.94,241,82
18,T17,T17,Nate Smith,66,2.94,141,48
19,T20,T20,D.A. Points,89,2.95,109,37
20,T20,T20,Roland Thatcher,67,2.95,183,62
21,T20,T20,Michael Thompson,79,2.95,215,73
22,T23,T23,Chris DiMarco,93,2.96,240,81
23,T23,T23,Tommy Gainey,104,2.96,228,77
24,T23,T23,Sergio Garcia,61,2.96,145,49
25,T23,T23,Bill Haas,93,2.96,154,52
26,T23,T23,Pat Perez,76,2.96,201,68
27,T23,T23,David Toms,78,2.96,219,74
28,T23,T23,Mark Wilson,89,2.96,160,54
29,T30,T30,Cameron Beckman,71,2.97,190,64
30,T30,T30,Luke Donald,73,2.97,178,60
31,T30,T30,Lee Janzen,62,2.97,95,32
32,T30,T30,Phil Mickelson,79,2.97,214,72
33,T34,T34,Stewart Cink,72,2.98,170,57
34,T34,T34,Brian Gay,90,2.98,167,56
35,T34,T34,Freddie Jacobson,92,2.98,155,52
36,T34,T34,Zach Johnson,79,2.98,146,49
37,T34,T34,George McNeill,69,2.98,158,53
38,T34,T34,Troy Merritt,63,2.98,146,49
39,T34,T34,Ryan Moore,79,2.98,158,53
40,T34,T34,Kevin Na,84,2.98,167,56
41,T34,T34,Steve Stricker,70,2.98,119,40
42,T34,T34,Josh Teater,104,2.98,241,81
43,T44,T44,Brian Davis,105,2.99,278,93
44,T44,T44,Hunter Haas,96,2.99,242,81
45,T44,T44,Colt Knost,80,2.99,287,96
46,T44,T44,Matt Kuchar,94,2.99,215,72
47,T44,T44,Tim Petrovic,88,2.99,254,85
48,T44,T44,Paul Stankowski,78,2.99,251,84
49,T50,T50,Blake Adams,116,3.0,228,76
50,T50,T50,Alex Cejka,59,3.0,153,51
51,T50,T50,Ben Crane,76,3.0,108,36
52,T50,T50,Jim Herman,69,3.0,120,40
53,T50,T50,Spencer Levin,113,3.0,195,65
54,T50,T50,David Mathis,83,3.0,180,60
55,T50,T50,Ian Poulter,52,3.0,84,28
56,T50,T50,Michael Putnam,67,3.0,180,60
57,T50,T50,Chris Riley,76,3.0,255,85
58,T50,T50,Rory Sabbatini,85,3.0,171,57
59,T50,T50,Vijay Singh,79,3.0,210,70
60,T50,T50,Daniel Summerhays,75,3.0,207,69
61,T62,T62,Arjun Atwal,91,3.01,205,68
62,T62,T62,Justin Leonard,82,3.01,256,85
63,T62,T62,Jarrod Lyle,83,3.01,259,86
64,T62,T62,Zack Miller,86,3.01,235,78
65,T62,T62,Cameron Tringale,110,3.01,280,93
66,T67,T67,Padraig Harrington,60,3.02,172,57
67,T67,T67,Chris Kirk,87,3.02,160,53
68,T67,T67,John Merrick,71,3.02,181,60
69,T67,T67,Chez Reavie,92,3.02,169,56
70,T67,T67,John Senden,94,3.02,169,56
71,T67,T67,Scott Stallings,84,3.02,136,45
72,T67,T67,Marc Turnesa,54,3.02,133,44
73,T67,T67,Garrett Willis,71,3.02,148,49
74,T75,T75,Stuart Appleby,65,3.03,109,36
75,T75,T75,Ricky Barnes,78,3.03,185,61
76,T75,T75,Keegan Bradley,91,3.03,233,77
77,T75,T75,Chad Campbell,99,3.03,233,77
78,T75,T75,Greg Chalmers,88,3.03,267,88
79,T75,T75,Troy Matteson,91,3.03,185,61
80,T75,T75,Ryan Palmer,82,3.03,121,40
81,T75,T75,Jhonattan Vegas,84,3.03,279,92
82,T83,T83,Lucas Glover,74,3.04,149,49
83,T83,T83,Paul Goydos,81,3.04,286,94
84,T83,T83,Trevor Immelman,84,3.04,246,81
85,T83,T83,Rod Pampling,72,3.04,170,56
86,T83,T83,Aron Price,58,3.04,146,48
87,T83,T83,Boo Weekley,66,3.04,158,52
88,T89,T89,Kris Blanks,92,3.05,244,80
89,T89,T89,K.J. Choi,77,3.05,226,74
90,T89,T89,Brendon de Jonge,105,3.05,262,86
91,T89,T89,Bobby Gates,82,3.05,174,57
92,T89,T89,Tim Herron,85,3.05,259,85
93,T89,T89,Sung Kang,63,3.05,183,60
94,T89,T89,Sean O'Hair,71,3.05,125,41
95,T89,T89,Geoff Ogilvy,69,3.05,134,44
96,T89,T89,Jeff Overton,92,3.05,244,80
97,T89,T89,Scott Piercy,78,3.05,186,61
98,T89,T89,Adam Scott,60,3.05,134,44
99,T89,T89,Bo Van Pelt,92,3.05,113,37
100,T101,T101,Shane Bertsch,62,3.06,196,64
101,T101,T101,Steve Flesch,88,3.06,337,110
102,T101,T101,Andres Gonzales,60,3.06,147,48
103,T101,T101,Jerry Kelly,85,3.06,159,52
104,T101,T101,Hunter Mahan,92,3.06,236,77
105,T101,T101,Alexandre Rocha,65,3.06,199,65
106,T101,T101,Charlie Wi,83,3.06,275,90
107,T108,T108,Matt Bettencourt,84,3.07,172,56
108,T108,T108,Ernie Els,71,3.07,233,76
109,T108,T108,J.P. Hayes,56,3.07,175,57
110,T108,T108,Richard Johnson,64,3.07,138,45
111,T108,T108,Joe Ogilvie,75,3.07,184,60
112,T108,T108,Kevin Streelman,90,3.07,255,83
113,T108,T108,Chris Stroud,88,3.07,175,57
114,T108,T108,Vaughn Taylor,89,3.07,224,73
115,T116,T116,Woody Austin,59,3.08,185,60
116,T116,T116,Jason Bohn,74,3.08,197,64
117,T116,T116,Fabián Gómez,84,3.08,222,72
118,T116,T116,Steve Marino,76,3.08,200,65
119,T116,T116,William McGirt,103,3.08,311,101
120,T116,T116,Matt McQuillan,59,3.08,74,24
121,T116,T116,Nick O'Hern,89,3.08,222,72
122,T116,T116,Alex Prugh,82,3.08,188,61
123,T116,T116,Bubba Watson,85,3.08,240,78
124,T125,T125,Briny Baird,60,3.09,139,45
125,T125,T125,Charley Hoffman,93,3.09,173,56
126,T125,T125,Billy Horschel,75,3.09,213,69
127,T125,T125,Kyle Stanley,98,3.09,164,53
128,T125,T125,D.J. Trahan,91,3.09,173,56
129,T125,T125,Dean Wilson,62,3.09,179,58
130,T131,T131,Stephen Ames,69,3.1,276,89
131,T131,T131,Aaron Baddeley,77,3.1,152,49
132,T131,T131,Jonathan Byrd,83,3.1,211,68
133,T131,T131,Rickie Fowler,84,3.1,186,60
134,T131,T131,J.J. Henry,96,3.1,245,79
135,T131,T131,Bio Kim,71,3.1,127,41
136,T131,T131,Billy Mayfair,94,3.1,223,72
137,T131,T131,Graeme McDowell,50,3.1,124,40
138,T131,T131,Shaun Micheel,77,3.1,214,69
139,T131,T131,Andres Romero,77,3.1,189,61
140,T131,T131,Heath Slocum,89,3.1,242,78
141,T131,T131,Will Strickler,51,3.1,124,40
142,T131,T131,Jimmy Walker,79,3.1,161,52
143,T144,T144,Scott Gutschewski,67,3.11,199,64
144,T144,T144,David Hearn,88,3.11,302,97
145,T144,T144,Kent Jones,76,3.11,199,64
146,T144,T144,Anthony Kim,72,3.11,174,56
147,T144,T144,Kevin Kisner,70,3.11,165,53
148,T144,T144,Scott McCarron,65,3.11,227,73
149,T144,T144,Carl Pettersson,95,3.11,202,65
150,T144,T144,Tag Ridings,87,3.11,264,85
151,T144,T144,Brandt Snedeker,85,3.11,224,72
152,T144,T144,Camilo Villegas,69,3.11,174,56
153,T154,T154,Joe Durant,71,3.12,240,77
154,T154,T154,Bill Lunde,92,3.12,231,74
155,T154,T154,Gary Woodland,93,3.12,231,74
156,T157,T157,Matt Jones,71,3.13,125,40
157,T157,T157,Johnson Wagner,81,3.13,166,53
158,T159,T159,Michael Connell,76,3.14,239,76
159,T159,T159,Bryce Molder,82,3.14,217,69
160,T161,T161,Steven Bowditch,86,3.15,214,68
161,T161,T161,Joseph Bramlett,73,3.15,233,74
162,T161,T161,Derek Lamely,65,3.15,205,65
163,T161,T161,Ben Martin,74,3.15,164,52
164,T161,T161,Charl Schwartzel,58,3.15,63,20
165,T161,T161,Kevin Stadler,88,3.15,227,72
166,T167,T167,Jason Dufner,78,3.16,155,49
167,T167,T167,Harrison Frazar,58,3.16,117,37
168,T167,T167,Brandt Jobe,100,3.16,183,58
169,T170,T170,Chris Couch,73,3.17,260,82
170,T170,T170,Steve Elkington,50,3.17,165,52
171,T170,T170,Justin Rose,79,3.17,165,52
172,T173,T173,Robert Garrigus,83,3.18,156,49
173,T173,T173,Davis Love III,70,3.18,191,60
174,175,175,John Rollins,85,3.19,172,54
175,T176,T176,Rich Beem,53,3.2,141,44
176,T176,T176,Rocco Mediate,53,3.2,173,54
177,T178,T178,Kevin Chappell,78,3.21,247,77
