,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
50,T49,T49,Brian Gay,26,33
51,T49,T49,Marc Leishman,27,33
52,T49,T49,Bill Lunde,28,33
53,T49,T49,John Merrick,21,33
54,T49,T49,John Senden,26,33
55,T49,T49,Kevin Stadler,27,33
56,T49,T49,Brendan Steele,27,33
57,T58,T58,Steven Bowditch,28,32
58,T58,T58,Martin Laird,23,32
59,T58,T58,David Mathis,25,32
60,T58,T58,Troy Matteson,28,32
61,T58,T58,Jeff Overton,26,32
62,T58,T58,Vaughn Taylor,27,32
63,T58,T58,Michael Thompson,25,32
64,T58,T58,Mark Wilson,26,32
65,T66,T66,Keegan Bradley,28,31
66,T66,T66,Ryan Moore,22,31
67,T66,T66,Nick O'Hern,29,31
68,T66,T66,Pat Perez,24,31
69,T66,T66,Bubba Watson,22,31
70,T71,T71,Robert Allenby,25,30
71,T71,T71,Greg Chalmers,28,30
72,T71,T71,Chris Couch,21,30
73,T71,T71,Ryuji Imada,29,30
74,T71,T71,D.A. Points,26,30
75,T71,T71,Tag Ridings,28,30
76,T71,T71,D.J. Trahan,30,30
77,T71,T71,Jimmy Walker,24,30
78,T79,T79,Michael Bradley,24,29
79,T79,T79,Sergio Garcia,16,29
80,T79,T79,Robert Garrigus,26,29
81,T79,T79,Tim Herron,28,29
82,T79,T79,Trevor Immelman,25,29
83,T79,T79,Heath Slocum,29,29
84,T79,T79,Charlie Wi,25,29
85,T86,T86,Matt Bettencourt,30,28
86,T86,T86,Phil Mickelson,21,28
87,T86,T86,Rod Pampling,21,28
88,T86,T86,Andres Romero,22,28
89,T86,T86,Johnson Wagner,25,28
90,T91,T91,Stephen Ames,22,27
91,T91,T91,Arjun Atwal,29,27
92,T91,T91,Briny Baird,19,27
93,T91,T91,Lucas Glover,23,27
94,T91,T91,Paul Goydos,25,27
95,T91,T91,Hunter Haas,30,27
96,T91,T91,Joe Ogilvie,24,27
97,T91,T91,Geoff Ogilvy,21,27
98,T91,T91,Scott Piercy,23,27
99,T91,T91,Chris Riley,25,27
100,T91,T91,Justin Rose,23,27
101,T91,T91,Paul Stankowski,24,27
102,T91,T91,Roland Thatcher,22,27
103,T104,T104,Kevin Chappell,26,26
104,T104,T104,Ben Crane,23,26
105,T104,T104,Nathan Green,26,26
106,T104,T104,Kent Jones,25,26
107,T108,T108,Cameron Beckman,25,25
108,T108,T108,Shane Bertsch,20,25
109,T108,T108,Jason Bohn,22,25
110,T108,T108,Michael Connell,26,25
111,T108,T108,Bobby Gates,29,25
112,T108,T108,George McNeill,21,25
113,T108,T108,Adam Scott,18,25
114,T108,T108,Scott Stallings,28,25
115,T116,T116,K.J. Choi,22,24
116,T116,T116,Dustin Johnson,21,24
117,T118,T118,Ricky Barnes,23,23
118,T118,T118,Steve Flesch,27,23
119,T118,T118,Padraig Harrington,18,23
120,T118,T118,Anthony Kim,26,23
121,T118,T118,Davis Love III,22,23
122,T118,T118,Ben Martin,25,23
123,T118,T118,Ryan Palmer,24,23
124,T125,T125,Lee Janzen,19,22
125,T125,T125,Matt Jones,25,22
126,T125,T125,Bio Kim,25,22
127,T125,T125,Jarrod Lyle,29,22
128,T125,T125,Steve Marino,23,22
129,T125,T125,Aron Price,18,22
130,T125,T125,Alex Prugh,29,22
131,T125,T125,Garrett Willis,24,22
132,T133,T133,Woody Austin,18,21
133,T133,T133,Sung Kang,21,21
134,T133,T133,Matt McQuillan,21,21
135,T133,T133,Tom Pernice Jr.,12,21
136,T137,T137,Joseph Bramlett,25,20
137,T137,T137,Bud Cauley,8,20
138,T137,T137,Stewart Cink,22,20
139,T137,T137,Ernie Els,21,20
140,T137,T137,Tom Gillis,19,20
141,T137,T137,Fabián Gómez,26,20
142,T137,T137,Retief Goosen,16,20
143,T137,T137,Jim Herman,22,20
144,T137,T137,Billy Horschel,25,20
145,T137,T137,Robert Karlsson,18,20
146,T137,T137,Justin Leonard,26,20
147,T148,T148,Alex Cejka,21,19
148,T148,T148,Ben Curtis,23,19
149,T148,T148,Joe Durant,25,19
150,T148,T148,J.B. Holmes,16,19
151,T148,T148,Kevin Kisner,24,19
152,T148,T148,Colt Knost,27,19
153,T148,T148,Scott McCarron,22,19
154,T148,T148,Zack Miller,30,19
155,T148,T148,Michael Putnam,21,19
156,T148,T148,Charl Schwartzel,15,19
157,T148,T148,Scott Verplank,15,19
158,T148,T148,Camilo Villegas,25,19
159,T148,T148,Dean Wilson,22,19
160,T161,T161,Harrison Frazar,19,18
161,T161,T161,Andres Gonzales,21,18
162,T161,T161,Shaun Micheel,27,18
163,T161,T161,Boo Weekley,23,18
164,T165,T165,D.J. Brigman,23,17
165,T165,T165,James Driscoll,24,17
166,T165,T165,Steve Elkington,17,17
167,T165,T165,Scott Gutschewski,23,17
168,T165,T165,Sean O'Hair,24,17
169,T165,T165,Ian Poulter,16,17
170,T165,T165,Jim Renner,22,17
171,T165,T165,Alexandre Rocha,22,17
172,T165,T165,Daniel Summerhays,29,17
173,T165,T165,Y.E. Yang,18,17
174,T175,T175,Stuart Appleby,24,16
175,T175,T175,David Duval,24,16
176,T175,T175,Will MacKenzie,14,16
177,T175,T175,Rory McIlroy,10,16
178,T175,T175,Cameron Percy,12,16
179,T180,T180,J.P. Hayes,19,15
180,T180,T180,Graeme McDowell,16,15
181,T180,T180,Nate Smith,24,15
182,T180,T180,Lee Westwood,10,15
183,T184,T184,Ángel Cabrera,17,14
184,T184,T184,Richard Johnson,23,14
185,T184,T184,Troy Merritt,23,14
186,T184,T184,Brett Wetterich,8,14
187,T188,T188,Paul Casey,15,13
188,T188,T188,John Mallinger,15,13
189,190,190,Bob Estes,12,12
190,T191,T191,John Daly,18,11
191,T191,T191,Derek Lamely,26,11
192,T191,T191,Louis Oosthuizen,15,11
193,T191,T191,Jeff Quinney,14,11
194,T191,T191,Henrik Stenson,15,11
195,T191,T191,Will Strickler,19,11
196,T191,T191,Kevin Sutherland,11,11
197,T191,T191,Peter Tomasulo,12,11
198,T199,T199,Chris Baryla,20,10
199,T199,T199,Chad Collins,16,10
200,T199,T199,Justin Hicks,23,10
201,T199,T199,K.T. Kim,9,10
202,T199,T199,Michael Letzig,13,10
203,T199,T199,Frank Lickliter II,12,10
204,T199,T199,Francesco Molinari,11,10
205,T199,T199,Kirk Triplett,8,10
206,T199,T199,Tiger Woods,9,10
207,T208,T208,Anders Hansen,7,9
208,T208,T208,Tom Lehman,5,9
209,T208,T208,Jeff Maggert,18,9
210,T208,T208,Martin Piller,23,9
211,T208,T208,Marc Turnesa,20,9
212,T208,T208,Duffy Waldorf,14,9
213,T208,T208,Charles Warren,10,9
214,T215,T215,Patrick Cantlay,5,8
215,T215,T215,Marco Dawson,3,8
216,T215,T215,Adam Hadwin,5,8
217,T215,T215,Martin Kaymer,10,8
218,T219,T219,Rich Beem,21,7
219,T219,T219,Mark Calcavecchia,6,7
220,T219,T219,Peter Hanson,12,7
221,T219,T219,Rocco Mediate,23,7
222,T219,T219,Edoardo Molinari,12,7
223,T219,T219,Kenny Perry,13,7
224,T219,T219,Michael Sim,19,7
225,T219,T219,Chris Tidland,12,7
226,T227,T227,Tim Clark,4,6
227,T227,T227,Todd Hamilton,11,6
228,T227,T227,Morgan Hoffmann,4,6
229,T227,T227,Ryo Ishikawa,10,6
230,T227,T227,Carl Paulson,11,6
231,T232,T232,Michael Allen,5,5
232,T232,T232,Fred Couples,5,5
233,T232,T232,Simon Dyson,3,5
234,T232,T232,Ross Fisher,8,5
235,T232,T232,Robert Gamez,9,5
236,T232,T232,Jeff Klauk,8,5
237,T232,T232,Sam Saunders,8,5
238,T232,T232,Jay Williamson,6,5
239,T240,T240,Darren Clarke,3,4
240,T240,T240,Scott Gordon,19,4
241,T240,T240,Mark Hensby,6,4
242,T240,T240,Yuta Ikeda,9,4
243,T240,T240,Jamie Lovemark,9,4
244,T240,T240,Matteo Manassero,8,4
245,T240,T240,Alex Noren,4,4
246,T240,T240,Jesper Parnevik,10,4
247,T240,T240,Fran Quinn,10,4
248,T240,T240,Alvaro Quiros,8,4
249,T240,T240,Omar Uresti,5,4
250,T251,T251,Craig Bowden,4,3
251,T251,T251,Erik Compton,6,3
252,T251,T251,John Cook,1,3
253,T251,T251,Matt Every,5,3
254,T251,T251,Jason Gore,6,3
255,T251,T251,Pablo Larrazabal,3,3
256,T251,T251,Peter Lonard,2,3
257,T251,T251,Shigeki Maruyama,2,3
258,T251,T251,Hennie Otto,1,3
259,T251,T251,Brett Quigley,10,3
260,T251,T251,Andre Stolz,2,3
261,T262,T262,Craig Barlow,5,2
262,T262,T262,Notah Begay III,4,2
263,T262,T262,Thomas Bjørn,5,2
264,T262,T262,Guy Boros,1,2
265,T262,T262,Josh Broadaway,1,2
266,T262,T262,Mark Brooks,5,2
267,T262,T262,Tom Byrum,1,2
268,T262,T262,Alejandro Cañizares,2,2
269,T262,T262,George Coetzee,1,2
270,T262,T262,Robert Damron,3,2
271,T262,T262,Brad Faxon,12,2
272,T262,T262,Hiroyuki Fujita,7,2
273,T262,T262,Fred Funk,7,2
274,T262,T262,Richard Green,4,2
275,T262,T262,Mathias Grönberg,1,2
276,T262,T262,Grégory Havret,3,2
277,T262,T262,Raphael Jacquelin,2,2
278,T262,T262,Miguel Angel Jiménez,7,2
279,T262,T262,Steve Lowery,2,2
280,T262,T262,Len Mattiace,5,2
281,T262,T262,Seung-Yul Noh,6,2
282,T262,T262,Corey Pavin,4,2
283,T262,T262,Dicky Pride,8,2
284,T262,T262,Jonathan Randolph,1,2
285,T262,T262,Patrick Reed,3,2
286,T262,T262,Robert Rock,2,2
287,T262,T262,Richard Scott,1,2
288,T262,T262,Jordan Spieth,1,2
289,T262,T262,Peter Uihlein,5,2
290,T262,T262,Matt Weibring,5,2
291,T292,T292,Joe Affrunti,6,1
292,T292,T292,Thomas Aiken,4,1
293,T292,T292,Steve Allan,1,1
294,T292,T292,Fredrik Andersson Hed,2,1
295,T292,T292,Sangmoon Bae,2,1
296,T292,T292,Kurt Barnes,1,1
297,T292,T292,Brian Bateman,1,1
298,T292,T292,Alex Carpenter,1,1
299,T292,T292,Phillip Choi,1,1
300,T292,T292,Will Claxton,1,1
301,T292,T292,Christopher DeForest,2,1
302,T292,T292,Graham DeLaet,2,1
303,T292,T292,Johan Edfors,2,1
304,T292,T292,Julián Etulain,1,1
305,T292,T292,Todd Fischer,3,1
306,T292,T292,Marcus Fraser,1,1
307,T292,T292,Mathew Goggin,1,1
308,T292,T292,Scott Hend,1,1
309,T292,T292,Russell Henley,1,1
310,T292,T292,Matt Hill,2,1
311,T292,T292,Bobby Hudson,1,1
312,T292,T292,Billy Hurley III,3,1
313,T292,T292,John Huston,3,1
314,T292,T292,Jung-gon Hwang,1,1
315,T292,T292,Steve Jones,1,1
316,T292,T292,Erick Justesen,1,1
317,T292,T292,Jonathan Kaye,2,1
318,T292,T292,Troy Kelly,1,1
319,T292,T292,Skip Kendall,6,1
320,T292,T292,Drew Kittleson,1,1
321,T292,T292,Greg Kraft,1,1
322,T292,T292,José Manuel Lara,1,1
323,T292,T292,J.L. Lewis,1,1
324,T292,T292,Tom Lewis,1,1
325,T292,T292,WC Liang,2,1
326,T292,T292,Olafur Loftsson,1,1
327,T292,T292,Joost Luiten,2,1
328,T292,T292,Michio Matsumura,1,1
329,T292,T292,Hideki Matsuyama,2,1
330,T292,T292,Bob May,2,1
331,T292,T292,Richard McEvoy,1,1
332,T292,T292,Parker McLachlin,3,1
333,T292,T292,Kevin Messer,1,1
334,T292,T292,John Morse,1,1
335,T292,T292,Garth Mulroy,4,1
336,T292,T292,Savio Nazareth,1,1
337,T292,T292,Mark O'Meara,3,1
338,T292,T292,José María Olazábal,6,1
339,T292,T292,Leif Olson,1,1
340,T292,T292,Steve Pate,1,1
341,T292,T292,Ted Purdy,6,1
342,T292,T292,"Jerry Richardson, Jr.",1,1
343,T292,T292,Dustin Risdon,1,1
344,T292,T292,Marcel Siem,1,1
345,T292,T292,Mike Small,6,1
346,T292,T292,Chris Smith,4,1
347,T292,T292,Shunsuke Sonoda,1,1
348,T292,T292,Bob Sowards,1,1
349,T292,T292,Sal Spallone,1,1
350,T292,T292,Phil Tataurangi,1,1
351,T292,T292,Jerod Turner,5,1
352,T292,T292,Kevin Tway,4,1
353,T292,T292,Tim Weinhart,1,1
354,T292,T292,Mike Weir,15,1
355,T292,T292,Danny Willett,1,1
