,First_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_1_Scoring_Average_AVG,First_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Ryan Moore,67.6,338,5
1,2,2,Steve Flesch,68.0,68,1
2,3,3,Charl Schwartzel,68.33,205,3
3,4,4,John Senden,68.5,411,6
4,5,5,Jonathan Byrd,68.78,619,9
5,T6,T6,Ben Crane,68.8,688,10
6,T6,T6,Anthony Kim,68.8,344,5
7,8,8,Sergio Garcia,68.83,413,6
8,T9,T9,Scott Gutschewski,69.0,414,6
9,T9,T9,Scott Piercy,69.0,207,3
10,11,11,Bill Haas,69.14,484,7
11,T12,T12,Stewart Cink,69.2,346,5
12,T12,T12,Freddie Jacobson,69.2,346,5
13,14,14,Spencer Levin,69.22,623,9
14,15,15,Rickie Fowler,69.25,277,4
15,16,16,Brian Gay,69.3,693,10
16,T17,T17,Kevin Chappell,69.33,208,3
17,T17,T17,Davis Love III,69.33,208,3
18,T17,T17,Brandt Snedeker,69.33,208,3
19,T17,T17,Steve Stricker,69.33,208,3
20,21,21,Matt Kuchar,69.4,347,5
21,T22,T22,Lucas Glover,69.5,278,4
22,T22,T22,Chris Riley,69.5,556,8
23,T24,T24,Chad Campbell,69.56,626,9
24,T24,T24,Chez Reavie,69.56,626,9
25,26,26,Brian Davis,69.6,696,10
26,T27,T27,Keegan Bradley,69.67,418,6
27,T27,T27,Nathan Green,69.67,836,12
28,T27,T27,Tim Herron,69.67,418,6
29,T27,T27,David Toms,69.67,418,6
30,31,31,Ryan Palmer,69.7,697,10
31,32,32,Kyle Stanley,69.71,488,7
32,33,33,Steve Elkington,69.75,279,4
33,34,34,Tag Ridings,69.8,349,5
34,35,35,Boo Weekley,69.9,699,10
35,36,36,Matt Bettencourt,69.91,769,11
36,T37,T37,Robert Allenby,70.0,630,9
37,T37,T37,Chris Couch,70.0,350,5
38,T37,T37,Jason Dufner,70.0,770,11
39,T37,T37,David Hearn,70.0,140,2
40,T37,T37,Charley Hoffman,70.0,490,7
41,T37,T37,Charles Howell III,70.0,700,10
42,T37,T37,Trevor Immelman,70.0,210,3
43,T37,T37,Ian Poulter,70.0,280,4
44,T37,T37,Josh Teater,70.0,490,7
45,46,46,Blake Adams,70.07,981,14
46,47,47,Nick O'Hern,70.13,561,8
47,T48,T48,Bill Lunde,70.14,491,7
48,T48,T48,Ben Martin,70.14,491,7
49,50,50,Geoff Ogilvy,70.17,421,6
50,51,51,Brendon de Jonge,70.18,772,11
51,T52,T52,Ángel Cabrera,70.2,351,5
52,T52,T52,Steve Marino,70.2,351,5
53,T52,T52,Scott McCarron,70.2,351,5
54,T52,T52,Bo Van Pelt,70.2,702,10
55,T52,T52,Camilo Villegas,70.2,351,5
56,T52,T52,Gary Woodland,70.2,351,5
57,T58,T58,Justin Rose,70.25,281,4
58,T58,T58,Rory Sabbatini,70.25,562,8
59,60,60,Brandt Jobe,70.27,773,11
60,T61,T61,Justin Leonard,70.33,211,3
61,T61,T61,Nick Watney,70.33,211,3
62,63,63,Robert Karlsson,70.43,493,7
63,64,64,Heath Slocum,70.45,775,11
64,T65,T65,Shane Bertsch,70.5,282,4
65,T65,T65,Sung Kang,70.5,141,2
66,T67,T67,Tom Gillis,70.57,494,7
67,T67,T67,Retief Goosen,70.57,494,7
68,T67,T67,Johnson Wagner,70.57,494,7
69,70,70,Charlie Wi,70.6,353,5
70,71,71,Robert Garrigus,70.7,707,10
71,T72,T72,Hunter Haas,70.75,566,8
72,T72,T72,J.J. Henry,70.75,566,8
73,T72,T72,Joe Ogilvie,70.75,283,4
74,T72,T72,Y.E. Yang,70.75,283,4
75,T76,T76,Hunter Mahan,70.8,354,5
76,T76,T76,John Merrick,70.8,354,5
77,78,78,Carl Pettersson,70.85,921,13
78,T79,T79,Andres Romero,70.86,496,7
79,T79,T79,Dean Wilson,70.86,496,7
80,81,81,D.A. Points,70.89,638,9
81,T82,T82,Stephen Ames,71.0,213,3
82,T82,T82,Kris Blanks,71.0,497,7
83,T82,T82,Michael Bradley,71.0,710,10
84,T82,T82,Jason Day,71.0,213,3
85,T82,T82,Luke Donald,71.0,71,1
86,T82,T82,Phil Mickelson,71.0,71,1
87,T82,T82,Alexandre Rocha,71.0,142,2
88,T82,T82,Bubba Watson,71.0,71,1
89,T90,T90,Arjun Atwal,71.13,1067,15
90,T90,T90,Matt Jones,71.13,569,8
91,T90,T90,Derek Lamely,71.13,569,8
92,T93,T93,D.J. Brigman,71.14,498,7
93,T93,T93,Nate Smith,71.14,498,7
94,95,95,D.J. Trahan,71.15,925,13
95,96,96,Harrison Frazar,71.17,427,6
96,97,97,Troy Matteson,71.18,783,11
97,T98,T98,Stuart Appleby,71.22,641,9
98,T98,T98,Chris Kirk,71.22,641,9
99,T98,T98,John Rollins,71.22,641,9
100,T101,T101,Pat Perez,71.25,285,4
101,T101,T101,Adam Scott,71.25,285,4
102,T101,T101,Scott Stallings,71.25,855,12
103,T104,T104,Cameron Beckman,71.29,499,7
104,T104,T104,Steven Bowditch,71.29,499,7
105,T104,T104,Garrett Willis,71.29,499,7
106,T107,T107,Briny Baird,71.33,428,6
107,T107,T107,Jason Bohn,71.33,428,6
108,T107,T107,Colt Knost,71.33,214,3
109,T107,T107,Billy Mayfair,71.33,642,9
110,T111,T111,Greg Chalmers,71.38,571,8
111,T111,T111,Jeff Overton,71.38,571,8
112,T111,T111,Brendan Steele,71.38,571,8
113,T114,T114,Zack Miller,71.4,357,5
114,T114,T114,Rod Pampling,71.4,357,5
115,T116,T116,Vaughn Taylor,71.43,500,7
116,T116,T116,Michael Thompson,71.43,500,7
117,T118,T118,Ricky Barnes,71.5,143,2
118,T118,T118,Andres Gonzales,71.5,429,6
119,T118,T118,Dustin Johnson,71.5,286,4
120,121,121,Kevin Stadler,71.56,644,9
121,122,122,Bryce Molder,71.57,501,7
122,T123,T123,Martin Piller,71.6,358,5
123,T123,T123,Aron Price,71.6,358,5
124,T123,T123,Vijay Singh,71.6,716,10
125,126,126,Cameron Tringale,71.63,573,8
126,T127,T127,K.J. Choi,71.67,215,3
127,T127,T127,Lee Janzen,71.67,430,6
128,T127,T127,Jarrod Lyle,71.67,430,6
129,T127,T127,Graeme McDowell,71.67,215,3
130,T127,T127,George McNeill,71.67,430,6
131,T127,T127,Webb Simpson,71.67,215,3
132,T127,T127,Mark Wilson,71.67,430,6
133,T134,T134,Michael Connell,71.71,502,7
134,T134,T134,Matt McQuillan,71.71,502,7
135,T134,T134,Shaun Micheel,71.71,502,7
136,T137,T137,Woody Austin,71.75,287,4
137,T137,T137,Michael Putnam,71.75,574,8
138,139,139,Jim Herman,71.8,359,5
139,140,140,Ernie Els,71.86,503,7
140,141,141,Jerry Kelly,71.89,647,9
141,142,142,Ben Curtis,71.91,791,11
142,T143,T143,James Driscoll,72.0,360,5
143,T143,T143,Joe Durant,72.0,288,4
144,T143,T143,Marc Leishman,72.0,648,9
145,T143,T143,Sean O'Hair,72.0,504,7
146,T143,T143,Kevin Streelman,72.0,648,9
147,148,148,Chris Stroud,72.14,505,7
148,T149,T149,David Mathis,72.17,433,6
149,T149,T149,Tim Petrovic,72.17,433,6
150,151,151,Kevin Na,72.22,650,9
151,152,152,Justin Hicks,72.29,506,7
152,T153,T153,Rich Beem,72.33,434,6
153,T153,T153,Joseph Bramlett,72.33,434,6
154,155,155,Bobby Gates,72.38,579,8
155,156,156,Marc Turnesa,72.43,507,7
156,T157,T157,Jim Furyk,72.5,435,6
157,T157,T157,Fabián Gómez,72.5,435,6
158,159,159,Richard Johnson,72.56,653,9
159,T160,T160,Ryuji Imada,72.67,654,9
160,T160,T160,William McGirt,72.67,218,3
161,162,162,Troy Merritt,72.71,509,7
162,163,163,Aaron Baddeley,72.83,437,6
163,164,164,Bio Kim,72.86,510,7
164,T165,T165,J.B. Holmes,73.0,292,4
165,T165,T165,Martin Laird,73.0,511,7
166,T165,T165,Paul Stankowski,73.0,511,7
167,T165,T165,Roland Thatcher,73.0,365,5
