,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Dustin Johnson,72,20.49,158,771
1,2,2,Andres Romero,77,20.24,171,845
2,3,3,Rickie Fowler,84,19.91,177,889
3,4,4,Steve Stricker,70,19.47,147,755
4,5,5,Hunter Mahan,92,18.97,185,975
5,6,6,Scott Piercy,78,18.96,161,849
6,7,7,Webb Simpson,98,18.86,202,1071
7,8,8,Brandt Snedeker,85,18.8,175,931
8,9,9,Charley Hoffman,93,18.76,184,981
9,10,10,Kyle Stanley,98,18.74,200,1067
10,11,11,Retief Goosen,50,18.71,99,529
11,12,12,Freddie Jacobson,92,18.58,189,1017
12,13,13,David Toms,78,18.56,157,846
13,14,14,Bryce Molder,82,18.53,164,885
14,15,15,Aaron Baddeley,77,18.52,155,837
15,16,16,Nick Watney,80,18.47,155,839
16,17,17,Rory Sabbatini,85,18.42,170,923
17,18,18,Luke Donald,73,18.37,135,735
18,19,19,Brian Davis,105,18.36,208,1133
19,20,20,Adam Scott,60,18.25,121,663
20,T21,T21,Martin Laird,77,18.17,147,809
21,T21,T21,Pat Perez,76,18.17,147,809
22,23,23,Troy Matteson,91,18.14,176,970
23,24,24,Matt Kuchar,94,18.05,176,975
24,25,25,Robert Garrigus,83,18.0,162,900
25,26,26,Graeme McDowell,50,17.99,93,517
26,27,27,Lee Janzen,62,17.91,120,670
27,28,28,Geoff Ogilvy,69,17.86,130,728
28,T29,T29,Chez Reavie,92,17.84,177,992
29,T29,T29,Gary Woodland,93,17.84,180,1009
30,T31,T31,John Rollins,85,17.83,164,920
31,T31,T31,Bubba Watson,85,17.83,151,847
32,33,33,Ben Crane,76,17.81,145,814
33,34,34,Joe Ogilvie,75,17.75,145,817
34,35,35,Carl Pettersson,95,17.73,186,1049
35,36,36,Tommy Gainey,104,17.72,201,1134
36,37,37,Jason Dufner,78,17.68,151,854
37,38,38,Bill Haas,93,17.61,177,1005
38,39,39,Steven Bowditch,86,17.59,165,938
39,40,40,James Driscoll,71,17.52,134,765
40,41,41,Cameron Beckman,71,17.49,135,772
41,42,42,Ben Martin,74,17.46,139,796
42,43,43,Shane Bertsch,62,17.45,119,682
43,44,44,Paul Goydos,81,17.38,151,869
44,45,45,Briny Baird,60,17.37,115,662
45,46,46,Jhonattan Vegas,84,17.34,159,917
46,47,47,Ryan Moore,79,17.28,141,816
47,48,48,Blake Adams,116,17.25,216,1252
48,T49,T49,Brendon de Jonge,105,17.24,196,1137
49,T49,T49,Chris Stroud,88,17.24,165,957
50,51,51,J.B. Holmes,57,17.2,97,564
51,52,52,Chris Kirk,87,17.19,163,948
52,53,53,Steve Marino,76,17.17,141,821
53,T54,T54,Jason Bohn,74,17.16,138,804
54,T54,T54,Aron Price,58,17.16,110,641
55,T56,T56,John Merrick,71,17.15,135,787
56,T56,T56,Kevin Stadler,88,17.15,161,939
57,58,58,Keegan Bradley,91,17.14,170,992
58,59,59,Bill Lunde,92,17.13,168,981
59,60,60,Chris Couch,73,17.11,134,783
