,First_Tee_Early_Lowest_Round_RANK THIS WEEK,First_Tee_Early_Lowest_Round_RANK LAST WEEK,First_Tee_Early_Lowest_Round_PLAYER NAME,First_Tee_Early_Lowest_Round_ROUNDS,First_Tee_Early_Lowest_Round_LOW RND
0,1,1,Patrick Cantlay,20,60
1,T2,T2,Scott Piercy,78,61
2,T2,T2,Brandt Snedeker,85,61
3,T4,T4,Steven Bowditch,86,62
4,T4,T4,Rickie Fowler,84,62
5,T4,T4,Bill Haas,93,62
6,T4,T4,Chez Reavie,92,62
7,T4,T4,D.J. Trahan,91,62
8,T4,T4,Jimmy Walker,79,62
9,T10,T10,Steve Flesch,88,63
10,T10,T10,Robert Garrigus,83,63
11,T10,T10,Dustin Johnson,72,63
12,T10,T10,Chris Kirk,87,63
13,T10,T10,Justin Leonard,82,63
14,T10,T10,Phil Mickelson,79,63
15,T10,T10,Kevin Na,84,63
16,T10,T10,Carl Pettersson,95,63
17,T10,T10,Chris Stroud,88,63
18,T10,T10,Roland Thatcher,67,63
19,T10,T10,Y.E. Yang,63,63
20,T21,T21,Stuart Appleby,65,64
21,T21,T21,Briny Baird,60,64
22,T21,T21,Keegan Bradley,91,64
23,T21,T21,Stewart Cink,72,64
24,T21,T21,Michael Connell,76,64
25,T21,T21,Brian Davis,105,64
26,T21,T21,Chris DiMarco,93,64
27,T21,T21,Luke Donald,73,64
28,T21,T21,James Driscoll,71,64
29,T21,T21,Ernie Els,71,64
30,T21,T21,Harrison Frazar,58,64
31,T21,T21,Bobby Gates,82,64
32,T21,T21,Brian Gay,90,64
33,T21,T21,Retief Goosen,50,64
34,T21,T21,Nathan Green,81,64
35,T21,T21,Adam Hadwin,20,64
36,T21,T21,J.J. Henry,96,64
37,T21,T21,Jim Herman,69,64
38,T21,T21,Zach Johnson,79,64
39,T21,T21,Sung Kang,63,64
40,T21,T21,Robert Karlsson,61,64
41,T21,T21,Spencer Levin,113,64
42,T21,T21,Graeme McDowell,50,64
43,T21,T21,Matt McQuillan,59,64
44,T21,T21,Ryan Moore,79,64
45,T21,T21,Rory Sabbatini,85,64
46,T21,T21,Kevin Stadler,88,64
47,T21,T21,Brendan Steele,89,64
48,T21,T21,David Toms,78,64
49,T21,T21,Cameron Tringale,110,64
50,T21,T21,Bubba Watson,85,64
51,T21,T21,Charlie Wi,83,64
52,T21,T21,Garrett Willis,71,64
53,T21,T21,Mark Wilson,89,64
54,T55,T55,Blake Adams,116,65
55,T55,T55,Robert Allenby,84,65
56,T55,T55,Arjun Atwal,91,65
57,T55,T55,Aaron Baddeley,77,65
58,T55,T55,Ricky Barnes,78,65
59,T55,T55,Matt Bettencourt,84,65
60,T55,T55,Thomas Bjørn,16,65
61,T55,T55,Craig Bowden,9,65
62,T55,T55,Michael Bradley,74,65
63,T55,T55,Jonathan Byrd,83,65
64,T55,T55,Ángel Cabrera,50,65
65,T55,T55,Chad Campbell,99,65
66,T55,T55,Bud Cauley,30,65
67,T55,T55,Greg Chalmers,88,65
68,T55,T55,Chris Couch,73,65
69,T55,T55,Ben Crane,76,65
70,T55,T55,Jason Day,76,65
71,T55,T55,Brendon de Jonge,105,65
72,T55,T55,Joe Durant,71,65
73,T55,T55,Bob Estes,34,65
74,T55,T55,Tom Gillis,55,65
75,T55,T55,Lucas Glover,74,65
76,T55,T55,J.P. Hayes,56,65
77,T55,T55,David Hearn,88,65
78,T55,T55,Tim Herron,85,65
79,T55,T55,Charley Hoffman,93,65
80,T55,T55,Billy Horschel,75,65
81,T55,T55,Freddie Jacobson,92,65
82,T55,T55,Richard Johnson,64,65
83,T55,T55,Matt Jones,71,65
84,T55,T55,K.T. Kim,29,65
85,T55,T55,Bio Kim,71,65
86,T55,T55,Derek Lamely,65,65
87,T55,T55,Tom Lehman,18,65
88,T55,T55,Peter Lonard,8,65
89,T55,T55,Will MacKenzie,48,65
90,T55,T55,John Mallinger,42,65
91,T55,T55,Steve Marino,76,65
92,T55,T55,David Mathis,83,65
93,T55,T55,Scott McCarron,65,65
94,T55,T55,William McGirt,103,65
95,T55,T55,Rory McIlroy,36,65
96,T55,T55,George McNeill,69,65
97,T55,T55,John Merrick,71,65
98,T55,T55,Shaun Micheel,77,65
99,T55,T55,Bryce Molder,82,65
100,T55,T55,Nick O'Hern,89,65
101,T55,T55,Joe Ogilvie,75,65
102,T55,T55,Pat Perez,76,65
103,T55,T55,Aron Price,58,65
104,T55,T55,Jeff Quinney,42,65
105,T55,T55,Jim Renner,65,65
106,T55,T55,Alexandre Rocha,65,65
107,T55,T55,John Rollins,85,65
108,T55,T55,Justin Rose,79,65
109,T55,T55,John Senden,94,65
110,T55,T55,Webb Simpson,98,65
111,T55,T55,Vijay Singh,79,65
112,T55,T55,Heath Slocum,89,65
113,T55,T55,Nate Smith,66,65
114,T55,T55,Scott Stallings,84,65
115,T55,T55,Kyle Stanley,98,65
116,T55,T55,Kirk Triplett,26,65
117,T55,T55,Bo Van Pelt,92,65
118,T55,T55,Camilo Villegas,69,65
119,T55,T55,Johnson Wagner,81,65
120,T55,T55,Charles Warren,29,65
121,T55,T55,Nick Watney,80,65
122,T55,T55,Boo Weekley,66,65
123,T55,T55,Gary Woodland,93,65
124,T125,T125,Michael Allen,16,66
125,T125,T125,Stephen Ames,69,66
126,T125,T125,Cameron Beckman,71,66
127,T125,T125,Shane Bertsch,62,66
128,T125,T125,Kris Blanks,92,66
