,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
0,1,1,Graeme McDowell,50,20.28,29,143
1,2,2,Marc Turnesa,54,19.89,36,181
2,T3,T3,Stewart Cink,72,19.61,40,204
3,T3,T3,Luke Donald,73,19.61,40,204
4,5,5,Brandt Snedeker,85,19.16,50,261
5,6,6,Michael Thompson,79,19.08,54,283
6,7,7,Brendon de Jonge,105,19.05,72,378
7,8,8,Kevin Na,84,18.82,51,271
8,9,9,Hunter Mahan,92,18.73,56,299
9,10,10,Webb Simpson,98,18.69,57,305
10,11,11,Brian Gay,90,18.49,54,292
11,12,12,Michael Putnam,67,18.48,34,184
12,13,13,David Toms,78,18.43,40,217
13,T14,T14,Rickie Fowler,84,18.26,44,241
14,T14,T14,Martin Laird,77,18.26,42,230
15,16,16,Ernie Els,71,18.22,41,225
16,17,17,Lucas Glover,74,18.18,48,264
17,18,18,Garrett Willis,71,17.96,44,245
18,19,19,Brandt Jobe,100,17.95,56,312
19,20,20,Justin Hicks,60,17.86,30,168
20,21,21,Jason Dufner,78,17.72,42,237
21,22,22,Jerry Kelly,85,17.67,50,283
22,23,23,John Merrick,71,17.57,42,239
23,24,24,Carl Pettersson,95,17.54,60,342
24,T25,T25,Stuart Appleby,65,17.45,41,235
25,T25,T25,Jim Renner,65,17.45,37,212
26,27,27,Johnson Wagner,81,17.36,50,288
27,28,28,Padraig Harrington,60,17.32,31,179
28,29,29,Colt Knost,80,17.18,45,262
29,30,30,John Rollins,85,17.1,46,269
30,31,31,Alex Cejka,59,17.03,31,182
31,32,32,Gary Woodland,93,17.0,42,247
32,33,33,Nick Watney,80,16.97,37,218
33,T34,T34,Ricky Barnes,78,16.67,43,258
34,T34,T34,Kent Jones,76,16.67,47,282
35,T34,T34,Bryce Molder,82,16.67,51,306
36,37,37,Paul Stankowski,78,16.6,44,265
37,38,38,Bubba Watson,85,16.59,35,211
38,39,39,Brian Davis,105,16.47,56,340
39,T40,T40,Chad Campbell,99,16.44,60,365
40,T40,T40,Chris Kirk,87,16.44,49,298
41,42,42,Andres Romero,77,16.41,43,262
42,43,43,Hunter Haas,96,16.34,59,361
43,44,44,Stephen Ames,69,16.22,42,259
44,45,45,Charlie Wi,83,16.2,52,321
45,46,46,Camilo Villegas,69,16.17,38,235
46,47,47,Steve Marino,76,16.09,37,230
47,48,48,John Senden,94,16.05,48,299
48,T49,T49,Pat Perez,76,16.04,47,293
49,T49,T49,Martin Piller,63,16.04,34,212
50,51,51,K.J. Choi,77,16.02,37,231
51,52,52,David Mathis,83,16.01,45,281
52,53,53,Dustin Johnson,72,15.98,27,169
53,54,54,Matt McQuillan,59,15.96,34,213
54,55,55,Boo Weekley,66,15.87,33,208
55,56,56,Aaron Baddeley,77,15.85,39,246
56,57,57,Jeff Overton,92,15.81,43,272
57,58,58,Kyle Stanley,98,15.77,47,298
58,T59,T59,Andres Gonzales,60,15.76,29,184
59,T59,T59,Aron Price,58,15.76,32,203
60,61,61,J.B. Holmes,57,15.75,23,146
61,62,62,Bill Lunde,92,15.74,48,305
62,63,63,Chris DiMarco,93,15.72,50,318
63,64,64,Nick O'Hern,89,15.67,47,300
64,65,65,Lee Janzen,62,15.66,31,198
65,T66,T66,David Duval,67,15.65,36,230
66,T66,T66,Scott Piercy,78,15.65,36,230
67,68,68,Chris Stroud,88,15.63,45,288
68,69,69,Retief Goosen,50,15.58,24,154
69,T70,T70,Ryan Moore,79,15.57,38,244
70,T70,T70,Alexandre Rocha,65,15.57,33,212
71,72,72,Woody Austin,59,15.49,33,213
72,73,73,Kris Blanks,92,15.47,54,349
73,74,74,Jason Day,76,15.45,34,220
74,T75,T75,D.J. Brigman,67,15.38,38,247
75,T75,T75,Joe Durant,71,15.38,40,260
76,77,77,Paul Goydos,81,15.36,47,306
77,78,78,Ángel Cabrera,50,15.33,21,137
78,79,79,Jason Bohn,74,15.3,41,268
79,80,80,Kevin Stadler,88,15.16,42,277
80,81,81,Steve Stricker,70,15.12,26,172
81,82,82,Keegan Bradley,91,15.02,44,293
82,83,83,Jim Furyk,87,14.96,41,274
83,84,84,Sean O'Hair,71,14.92,37,248
84,85,85,Justin Rose,79,14.91,34,228
85,86,86,Ben Crane,76,14.86,37,249
86,87,87,Rory Sabbatini,85,14.78,34,230
87,88,88,Jhonattan Vegas,84,14.76,40,271
88,89,89,Zach Johnson,79,14.74,37,251
89,90,90,Geoff Ogilvy,69,14.67,33,225
90,91,91,Ben Curtis,66,14.62,38,260
91,92,92,Jonathan Byrd,83,14.6,40,274
92,93,93,Steven Bowditch,86,14.59,41,281
93,94,94,Tim Herron,85,14.56,45,309
94,95,95,Y.E. Yang,63,14.55,24,165
95,96,96,Tim Petrovic,88,14.51,47,324
96,97,97,David Hearn,88,14.47,45,311
97,98,98,Charley Hoffman,93,14.46,35,242
98,99,99,Billy Horschel,75,14.41,32,222
99,100,100,Matt Kuchar,94,14.39,39,271
100,101,101,Shane Bertsch,62,14.35,30,209
101,102,102,Robert Allenby,84,14.33,42,293
102,T103,T103,Anthony Kim,72,14.22,33,232
103,T103,T103,Joe Ogilvie,75,14.22,31,218
104,105,105,Roland Thatcher,67,14.1,32,227
105,106,106,Briny Baird,60,14.07,28,199
106,107,107,Vaughn Taylor,89,14.02,46,328
107,108,108,Chris Couch,73,14.01,36,257
108,109,109,Josh Teater,104,13.9,46,331
109,T110,T110,Sung Kang,63,13.86,28,202
110,T110,T110,William McGirt,103,13.86,51,368
111,T112,T112,Tag Ridings,87,13.83,39,282
112,T112,T112,Chris Riley,76,13.83,39,282
113,114,114,Chez Reavie,92,13.82,47,340
114,115,115,Bo Van Pelt,92,13.81,37,268
115,T116,T116,Scott Gutschewski,67,13.79,32,232
116,T116,T116,Ian Poulter,52,13.79,20,145
117,118,118,Derek Lamely,65,13.76,30,218
118,119,119,Kevin Kisner,70,13.73,32,233
119,120,120,Cameron Tringale,110,13.72,52,379
120,121,121,Jimmy Walker,79,13.71,41,299
121,122,122,Tommy Gainey,104,13.61,46,338
122,123,123,Blake Adams,116,13.59,56,412
123,124,124,Heath Slocum,89,13.57,38,280
124,125,125,Ryan Palmer,82,13.54,31,229
125,126,126,D.A. Points,89,13.53,36,266
126,127,127,Vijay Singh,79,13.5,37,274
127,128,128,Fabián Gómez,84,13.45,39,290
128,129,129,Troy Merritt,63,13.39,30,224
129,130,130,Will Strickler,51,13.38,21,157
130,131,131,Robert Karlsson,61,13.37,23,172
131,132,132,Nathan Green,81,13.36,37,277
132,T133,T133,Scott McCarron,65,13.33,30,225
133,T133,T133,Kevin Streelman,90,13.33,36,270
134,135,135,Matt Jones,71,13.31,33,248
135,136,136,Harrison Frazar,58,13.28,17,128
136,137,137,Marc Leishman,87,13.25,42,317
137,138,138,D.J. Trahan,91,13.19,43,326
138,139,139,Greg Chalmers,88,13.18,41,311
139,140,140,J.P. Hayes,56,13.17,27,205
140,141,141,Scott Stallings,84,13.13,34,259
141,142,142,Michael Connell,76,13.11,40,305
142,143,143,Charl Schwartzel,58,13.07,20,153
143,144,144,Arjun Atwal,91,13.03,43,330
144,145,145,Steve Flesch,88,13.02,41,315
145,146,146,Robert Garrigus,83,13.01,32,246
146,147,147,Cameron Beckman,71,12.97,31,239
147,148,148,Ben Martin,74,12.87,35,272
148,149,149,J.J. Henry,96,12.84,42,327
149,150,150,Phil Mickelson,79,12.8,27,211
150,151,151,George McNeill,69,12.77,30,235
151,152,152,James Driscoll,71,12.76,31,243
152,153,153,Charles Howell III,108,12.71,46,362
153,154,154,Bill Haas,93,12.69,33,260
154,T155,T155,Davis Love III,70,12.62,27,214
155,T155,T155,Jarrod Lyle,83,12.62,39,309
156,157,157,Rich Beem,53,12.57,22,175
157,158,158,Ryuji Imada,83,12.39,41,331
158,159,159,Troy Matteson,91,12.37,37,299
159,160,160,Billy Mayfair,94,12.22,43,352
160,161,161,Brendan Steele,89,12.08,40,331
161,162,162,Joseph Bramlett,73,12.02,31,258
162,T163,T163,Trevor Immelman,84,12.0,33,275
163,T163,T163,Freddie Jacobson,92,12.0,33,275
164,165,165,Jim Herman,69,11.95,27,226
165,T166,T166,Matt Bettencourt,84,11.82,35,296
166,T166,T166,Michael Bradley,74,11.82,26,220
167,168,168,Zack Miller,86,11.74,35,298
168,169,169,Nate Smith,66,11.63,25,215
169,170,170,Adam Scott,60,11.6,21,181
170,T171,T171,Rod Pampling,72,11.52,28,243
171,T171,T171,Mark Wilson,89,11.52,31,269
172,173,173,Sergio Garcia,61,11.48,21,183
173,174,174,Daniel Summerhays,75,11.41,30,263
174,175,175,Shaun Micheel,77,11.27,31,275
175,176,176,Tom Gillis,55,11.17,21,188
176,T177,T177,Richard Johnson,64,10.9,23,211
177,T177,T177,Justin Leonard,82,10.9,34,312
178,T177,T177,Dean Wilson,62,10.9,23,211
179,180,180,Bobby Gates,82,10.79,26,241
180,181,181,Kevin Chappell,78,10.37,25,241
181,182,182,Spencer Levin,113,10.22,41,401
182,183,183,Bio Kim,71,9.91,22,222
183,184,184,Steve Elkington,50,9.44,17,180
184,185,185,Alex Prugh,82,9.2,23,250
185,186,186,Rocco Mediate,53,8.6,16,186
