,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
28,29,29,Jerry Kelly,85,70.241,5970,.448,85
29,30,30,Keegan Bradley,91,70.257,6427,- 33.642,91
30,31,31,Chad Campbell,99,70.273,6970,- 12.989,99
31,32,32,Y.E. Yang,63,70.277,4177,- 30.650,59
32,33,33,Robert Allenby,84,70.28399999999999,5867,- 33.460,83
33,34,34,Carl Pettersson,95,70.289,6674,3.473,95
34,35,35,Kyle Stanley,98,70.317,6891,.107,98
35,36,36,Justin Rose,79,70.332,5425,- 9.418,77
36,37,37,Brandt Jobe,100,70.334,7033,.365,100
37,38,38,Martin Laird,77,70.34100000000001,5333,12.888,76
38,39,39,Ryan Moore,79,70.345,5297,- 21.133,75
39,40,40,Jim Furyk,87,70.37,6069,- 17.180,86
40,41,41,Chris Kirk,87,70.414,6115,10.988,87
41,42,42,John Merrick,71,70.423,4978,22.064,71
42,43,43,Jimmy Walker,79,70.42399999999999,5582,- 18.534,79
43,44,44,Brendon de Jonge,105,70.429,7370,25.073,105
44,45,45,Kevin Na,84,70.432,5916,.273,84
45,T46,T46,Trevor Immelman,84,70.433,5932,- 15.622,84
46,T46,T46,Bryce Molder,82,70.433,5754,21.487,82
47,48,48,Ben Crane,76,70.434,5142,- .301,73
48,49,49,Briny Baird,60,70.435,4222,4.123,60
49,50,50,Lucas Glover,74,70.445,5235,- 22.106,74
50,51,51,Dustin Johnson,72,70.457,5023,- 20.535,71
51,52,52,Rory Sabbatini,85,70.46,6010,- 20.875,85
52,53,53,Brian Davis,105,70.469,7392,7.242,105
53,54,54,Andres Romero,77,70.495,5442,- 13.878,77
54,55,55,J.B. Holmes,57,70.523,3751,- 13.306,53
55,56,56,Mark Wilson,89,70.52600000000001,6138,- 2.240,87
56,57,57,Kevin Streelman,90,70.54,6362,- 13.362,90
57,58,58,Davis Love III,70,70.548,4953,- 14.634,70
58,59,59,Ricky Barnes,78,70.572,5530,- 25.381,78
59,60,60,John Rollins,85,70.584,5984,15.668,85
60,61,61,Chris Couch,73,70.595,5123,30.446,73
61,62,62,Greg Chalmers,88,70.596,6212,.486,88
62,63,63,Vijay Singh,79,70.61,5584,- 5.799,79
63,64,64,D.A. Points,89,70.62100000000001,6302,- 16.772,89
64,65,65,Bubba Watson,85,70.625,5574,5.365,79
65,66,66,Tim Herron,85,70.634,6010,- 6.101,85
66,67,67,Johnson Wagner,81,70.654,5731,- 8.020,81
67,68,68,J.J. Henry,96,70.671,6789,- 4.581,96
68,69,69,Ángel Cabrera,50,70.696,3551,- 16.221,50
69,T70,T70,Blake Adams,116,70.7,8169,32.151,116
70,T70,T70,Stewart Cink,72,70.7,4970,- 21.029,70
71,72,72,David Hearn,88,70.709,6195,27.379,88
72,73,73,William McGirt,103,70.726,7272,12.766,103
73,74,74,Aron Price,58,70.729,4095,7.294,58
74,75,75,Retief Goosen,50,70.73100000000001,3467,- 1.175,49
75,76,76,Steve Marino,76,70.735,5374,1.867,76
76,77,77,Chez Reavie,92,70.744,6496,12.419,92
77,78,78,Billy Mayfair,94,70.747,6619,31.258,94
78,79,79,Cameron Tringale,110,70.751,7771,11.629,110
79,80,80,Charlie Wi,83,70.757,5873,- .183,83
80,81,81,Anthony Kim,72,70.775,5054,- 28.974,71
81,82,82,Jonathan Byrd,83,70.783,5787,17.207,82
82,83,83,Scott Piercy,78,70.792,5525,- 3.226,78
83,84,84,George McNeill,69,70.797,4871,14.002,69
84,85,85,Nick O'Hern,89,70.8,6294,7.211,89
85,86,86,Jeff Overton,92,70.80199999999999,6461,- 17.985,91
86,87,87,Rod Pampling,72,70.803,5075,22.808,72
87,88,88,Padraig Harrington,60,70.809,4182,- 4.244,59
88,89,89,Sean O'Hair,71,70.81,4990,- 33.314,70
89,90,90,Tommy Gainey,104,70.814,7362,2.668,104
90,91,91,Ian Poulter,52,70.824,3616,- 3.975,51
91,T92,T92,Hunter Haas,96,70.82600000000001,6781,18.304,96
92,T92,T92,Pat Perez,76,70.82600000000001,5380,2.767,76
93,94,94,Chris Stroud,88,70.83800000000001,6213,20.776,88
94,95,95,Ben Curtis,66,70.839,4680,- 4.627,66
95,96,96,Ryan Palmer,82,70.847,5672,- 4.275,80
96,97,97,Sung Kang,63,70.84899999999999,4467,- 3.522,63
97,98,98,Shane Bertsch,62,70.869,4374,19.885,62
98,99,99,D.J. Trahan,91,70.87,6434,15.151,91
99,100,100,Michael Bradley,74,70.877,5237,7.910,74
100,101,101,Harrison Frazar,58,70.891,4144,- 32.349,58
101,102,102,David Mathis,83,70.899,5879,5.611,83
102,T103,T103,Chris DiMarco,93,70.90899999999999,6587,7.571,93
103,T103,T103,Vaughn Taylor,89,70.90899999999999,6301,9.927,89
104,105,105,Robert Garrigus,83,70.931,5889,- 1.748,83
105,106,106,Michael Thompson,79,70.942,5585,19.397,79
106,107,107,Woody Austin,59,70.943,4168,17.613,59
107,108,108,Marc Leishman,87,70.94800000000001,6183,- 10.543,87
108,109,109,Kris Blanks,92,70.952,6500,27.596,92
109,110,110,Jhonattan Vegas,84,70.96600000000001,5954,7.168,84
110,111,111,Heath Slocum,89,70.988,6216,30.950,88
111,112,112,Michael Putnam,67,70.98899999999999,4767,- 10.764,67
112,113,113,Graeme McDowell,50,70.997,3346,- 9.149,47
113,114,114,Kent Jones,76,71.001,5399,- 2.913,76
114,115,115,Justin Leonard,82,71.002,5830,- 7.818,82
115,116,116,Brendan Steele,89,71.01899999999999,6317,3.693,89
116,117,117,Camilo Villegas,69,71.024,4855,- 25.352,68
117,118,118,Scott Stallings,84,71.036,5967,.030,84
118,119,119,Bill Lunde,92,71.046,6504,32.258,92
119,120,120,Josh Teater,104,71.057,7370,19.898,104
120,121,121,Ernie Els,71,71.062,4913,- 9.690,69
121,122,122,Charley Hoffman,93,71.097,6519,21.886,92
122,123,123,Ryuji Imada,83,71.115,5894,8.583,83
123,124,124,Steve Flesch,88,71.119,6266,- 7.539,88
124,125,125,Stephen Ames,69,71.12100000000001,4890,17.335,69
125,126,126,Scott McCarron,65,71.127,4621,2.233,65
126,127,127,Tom Gillis,55,71.134,3931,- 18.609,55
127,128,128,Chris Riley,76,71.143,5394,12.896,76
128,129,129,Paul Stankowski,78,71.165,5538,12.854,78
129,130,130,Boo Weekley,66,71.176,4673,24.591,66
130,131,131,Alex Cejka,59,71.178,4204,- 4.527,59
131,132,132,Troy Matteson,91,71.184,6456,21.730,91
132,133,133,Dean Wilson,62,71.195,4408,6.067,62
133,134,134,Joe Ogilvie,75,71.215,5310,31.158,75
134,T135,T135,Steven Bowditch,86,71.221,6123,2.040,86
135,T135,T135,Kevin Chappell,78,71.221,5549,6.244,78
136,137,137,Alexandre Rocha,65,71.262,4638,- 5.979,65
137,138,138,James Driscoll,71,71.277,5054,6.662,71
138,139,139,Kevin Stadler,88,71.295,6249,24.974,88
139,140,140,Nathan Green,81,71.298,5769,6.175,81
140,141,141,Tag Ridings,87,71.325,6191,14.308,87
141,T142,T142,Michael Connell,76,71.32600000000001,5416,4.740,76
142,T142,T142,Tim Petrovic,88,71.32600000000001,6256,20.652,88
143,144,144,Jason Bohn,74,71.336,5234,44.877,74
144,145,145,Jim Renner,65,71.372,4621,18.182,65
145,146,146,Jim Herman,69,71.377,4906,18.986,69
146,147,147,Ben Martin,74,71.419,5272,13.030,74
147,148,148,Joe Durant,71,71.428,5060,11.415,71
148,149,149,Arjun Atwal,91,71.444,6501,.432,91
149,150,150,Garrett Willis,71,71.458,5063,10.518,71
150,151,151,Roland Thatcher,67,71.47800000000001,4781,7.996,67
151,152,152,Billy Horschel,75,71.512,5340,23.391,75
152,153,153,Matt Jones,71,71.517,5059,18.716,71
153,154,154,Lee Janzen,62,71.525,4417,17.539,62
154,155,155,Marc Turnesa,54,71.533,3873,- 10.231,54
155,156,156,Stuart Appleby,65,71.554,4657,- 5.989,65
156,157,157,Scott Gutschewski,67,71.582,4796,- .026,67
157,158,158,Steve Elkington,50,71.598,3558,21.918,50
158,159,159,Bobby Gates,82,71.616,5857,15.494,82
159,160,160,Jarrod Lyle,83,71.617,5939,5.176,83
160,161,161,Andres Gonzales,60,71.634,4285,13.030,60
161,162,162,Matt McQuillan,59,71.635,4204,22.455,59
162,163,163,Fabián Gómez,84,71.639,5998,19.648,84
163,164,164,Cameron Beckman,71,71.642,5049,37.593,71
164,165,165,Shaun Micheel,77,71.675,5520,- 1.024,77
165,166,166,Matt Bettencourt,84,71.689,6008,13.873,84
166,167,167,Bio Kim,71,71.696,5089,1.441,71
167,168,168,Joseph Bramlett,73,71.714,5218,17.111,73
168,169,169,Paul Goydos,81,71.722,5801,8.455,81
169,170,170,Colt Knost,80,71.747,5732,7.722,80
170,171,171,D.J. Brigman,67,71.803,4805,5.821,67
171,172,172,Nate Smith,66,71.833,4721,19.974,66
172,173,173,Kevin Kisner,70,71.858,5015,15.049,70
173,174,174,David Duval,67,71.873,4814,1.466,67
174,175,175,Zack Miller,86,71.89,6178,4.544,86
175,176,176,Richard Johnson,64,71.902,4596,5.727,64
176,177,177,Alex Prugh,82,71.904,5892,4.154,82
177,178,178,Justin Hicks,60,72.008,4341,- 20.515,60
178,179,179,J.P. Hayes,56,72.048,4027,7.693,56
179,180,180,Troy Merritt,63,72.083,4528,13.248,63
180,181,181,Will Strickler,51,72.17699999999999,3674,7.036,51
181,182,182,Daniel Summerhays,75,72.487,5419,17.505,75
182,183,183,Martin Piller,63,72.542,4563,7.117,63
183,184,184,Derek Lamely,65,72.60600000000001,4689,30.408,65
184,185,185,Rich Beem,53,72.76,3862,- 5.709,53
185,186,186,Rocco Mediate,53,72.975,3852,15.677,53
