,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Jason Day,76,19.86,58,292
1,2,2,Rickie Fowler,84,18.21,59,324
2,3,3,David Toms,78,18.18,58,319
3,4,4,Webb Simpson,98,17.59,70,398
4,5,5,Kevin Na,84,17.2,59,343
5,6,6,Y.E. Yang,63,16.95,40,236
6,7,7,Chez Reavie,92,16.84,63,374
7,8,8,Luke Donald,73,16.79,45,268
8,9,9,Geoff Ogilvy,69,16.36,44,269
9,10,10,Brian Gay,90,16.35,60,367
10,11,11,Nick Watney,80,16.29,51,313
11,12,12,John Senden,94,16.27,62,381
12,13,13,Michael Thompson,79,16.09,51,317
13,14,14,J.B. Holmes,57,15.96,34,213
14,15,15,Chris Kirk,87,15.86,56,353
15,T16,T16,Stewart Cink,72,15.79,45,285
16,T16,T16,Boo Weekley,66,15.79,42,266
17,18,18,Tim Herron,85,15.74,54,343
18,19,19,Robert Allenby,84,15.66,52,332
19,20,20,Scott McCarron,65,15.59,41,263
20,21,21,Colt Knost,80,15.48,50,323
21,22,22,Freddie Jacobson,92,15.41,57,370
22,23,23,Tommy Gainey,104,15.4,65,422
23,24,24,Heath Slocum,89,15.34,54,352
24,T25,T25,D.J. Brigman,67,15.24,41,269
25,T25,T25,Vaughn Taylor,89,15.24,55,361
26,27,27,Ben Martin,74,15.15,45,297
27,28,28,Matt Kuchar,94,15.14,53,350
28,29,29,Matt McQuillan,59,15.13,36,238
29,30,30,Ernie Els,71,15.07,41,272
30,31,31,Gary Woodland,93,15.04,57,379
31,32,32,Aron Price,58,15.02,35,233
32,33,33,Hunter Mahan,92,15.01,53,353
33,T34,T34,Ángel Cabrera,50,15.0,30,200
34,T34,T34,Ian Poulter,52,15.0,30,200
35,36,36,Brendon de Jonge,105,14.99,64,427
36,37,37,Hunter Haas,96,14.91,58,389
37,38,38,Billy Horschel,75,14.8,45,304
38,39,39,Jim Furyk,87,14.78,51,345
39,40,40,D.A. Points,89,14.76,53,359
40,41,41,John Merrick,71,14.74,42,285
41,42,42,Charl Schwartzel,58,14.73,33,224
42,43,43,Chad Campbell,99,14.68,59,402
43,44,44,Michael Connell,76,14.66,45,307
44,T45,T45,Blake Adams,116,14.65,69,471
45,T45,T45,Paul Stankowski,78,14.65,46,314
46,47,47,George McNeill,69,14.59,41,281
47,48,48,Jim Renner,65,14.56,38,261
48,49,49,Marc Turnesa,54,14.48,32,221
49,50,50,Carl Pettersson,95,14.47,55,380
50,51,51,David Mathis,83,14.37,48,334
51,52,52,Keegan Bradley,91,14.36,53,369
52,53,53,Steve Stricker,70,14.34,39,272
53,T54,T54,Steve Marino,76,14.33,44,307
54,T54,T54,Shaun Micheel,77,14.33,45,314
55,56,56,David Duval,67,14.29,39,273
56,T57,T57,Aaron Baddeley,77,14.24,44,309
