,Front_9_Par_4_Scoring_Average_RANK THIS WEEK,Front_9_Par_4_Scoring_Average_RANK LAST WEEK,Front_9_Par_4_Scoring_Average_PLAYER NAME,Front_9_Par_4_Scoring_Average_ROUNDS,Front_9_Par_4_Scoring_Average_AVG,Front_9_Par_4_Scoring_Average_TOTAL STROKES,Front_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Matt Kuchar,94,3.94,1920,487
1,2,2,Luke Donald,73,3.95,1447,366
2,T3,T3,Retief Goosen,50,3.96,1070,270
3,T3,T3,Hunter Mahan,92,3.96,1940,490
4,T3,T3,Steve Stricker,70,3.96,1498,378
5,T6,T6,Webb Simpson,98,3.97,2158,543
6,T6,T6,Nick Watney,80,3.97,1691,426
7,T8,T8,Greg Chalmers,88,3.98,1939,487
8,T8,T8,Rickie Fowler,84,3.98,1782,448
9,T8,T8,Bryce Molder,82,3.98,1811,455
10,T8,T8,Rod Pampling,72,3.98,1598,402
11,T8,T8,Brandt Snedeker,85,3.98,1867,469
12,T13,T13,Aaron Baddeley,77,3.99,1674,420
13,T13,T13,Ben Crane,76,3.99,1618,406
14,T13,T13,Sergio Garcia,61,3.99,1366,342
15,T13,T13,David Hearn,88,3.99,1969,493
16,T13,T13,Chris Kirk,87,3.99,1940,486
17,T13,T13,Martin Laird,77,3.99,1654,415
18,T13,T13,John Senden,94,3.99,2060,516
19,T13,T13,Chris Stroud,88,3.99,1954,490
20,T21,T21,Briny Baird,60,4.0,1353,338
21,T21,T21,K.J. Choi,77,4.0,1648,412
22,T21,T21,Brian Davis,105,4.0,2318,580
23,T21,T21,Hunter Haas,96,4.0,2107,527
24,T21,T21,Charles Howell III,108,4.0,2409,603
25,T21,T21,Dustin Johnson,72,4.0,1545,386
26,T21,T21,William McGirt,103,4.0,2297,574
27,T21,T21,Phil Mickelson,79,4.0,1682,420
28,T21,T21,Pat Perez,76,4.0,1638,409
29,T30,T30,Blake Adams,116,4.01,2565,640
30,T30,T30,Stephen Ames,69,4.01,1519,379
31,T30,T30,Keegan Bradley,91,4.01,2024,505
32,T30,T30,Chris Couch,73,4.01,1610,401
33,T30,T30,Brendon de Jonge,105,4.01,2339,584
34,T30,T30,Jason Dufner,78,4.01,1739,434
35,T30,T30,J.J. Henry,96,4.01,2097,523
36,T30,T30,Geoff Ogilvy,69,4.01,1485,370
37,T30,T30,John Rollins,85,4.01,1893,472
38,T30,T30,Adam Scott,60,4.01,1324,330
39,T30,T30,Michael Thompson,79,4.01,1756,438
40,T30,T30,David Toms,78,4.01,1710,426
41,T30,T30,Bubba Watson,85,4.01,1708,426
42,T30,T30,Gary Woodland,93,4.01,2063,514
43,T44,T44,Chad Campbell,99,4.02,2219,552
44,T44,T44,Bill Haas,93,4.02,2044,509
45,T44,T44,Padraig Harrington,60,4.02,1301,324
46,T44,T44,Tim Herron,85,4.02,1895,471
47,T44,T44,Robert Karlsson,61,4.02,1310,326
48,T44,T44,Jerry Kelly,85,4.02,1913,476
49,T44,T44,Troy Matteson,91,4.02,2005,499
50,T44,T44,Nick O'Hern,89,4.02,1956,486
51,T44,T44,Joe Ogilvie,75,4.02,1682,418
52,T44,T44,Carl Pettersson,95,4.02,2139,532
53,T44,T44,Aron Price,58,4.02,1323,329
54,T44,T44,Justin Rose,79,4.02,1681,418
55,T44,T44,Kyle Stanley,98,4.02,2184,543
56,T44,T44,Vaughn Taylor,89,4.02,1998,497
57,T44,T44,Garrett Willis,71,4.02,1588,395
58,T59,T59,Kris Blanks,92,4.03,2037,505
59,T59,T59,Jason Bohn,74,4.03,1628,404
