,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Bubba Watson,68.8,1376,20
1,2,2,Aaron Baddeley,68.91,1516,22
2,T3,T3,Sergio Garcia,69.0,1104,16
3,T3,T3,Brandt Snedeker,69.0,1725,25
4,5,5,Webb Simpson,69.12,1797,26
5,6,6,Steve Stricker,69.17,1245,18
6,7,7,David Toms,69.27,1524,22
7,8,8,Chris Couch,69.32,1317,19
8,9,9,Jason Day,69.45,1389,20
9,10,10,Cameron Tringale,69.59,2227,32
10,11,11,Gary Woodland,69.6,1740,25
11,12,12,Hunter Mahan,69.67,1672,24
12,13,13,Lucas Glover,69.68,1533,22
13,T14,T14,J.B. Holmes,69.71,976,14
14,T14,T14,Charl Schwartzel,69.71,976,14
15,16,16,Chris Stroud,69.74,1883,27
16,17,17,Bill Haas,69.76,1744,25
17,18,18,John Senden,69.77,1814,26
18,T19,T19,Jim Furyk,69.8,1745,25
19,T19,T19,Freddie Jacobson,69.8,1745,25
20,21,21,Nick Watney,69.81,1466,21
21,22,22,Rickie Fowler,69.83,1606,23
22,23,23,William McGirt,69.84,2235,32
23,T24,T24,Shane Bertsch,69.9,1398,20
24,T24,T24,Charles Howell III,69.9,2097,30
25,T26,T26,Greg Chalmers,70.0,1890,27
26,T26,T26,Luke Donald,70.0,1260,18
27,T26,T26,Zach Johnson,70.0,1540,22
28,T26,T26,Bill Lunde,70.0,1820,26
29,T26,T26,George McNeill,70.0,1400,20
30,T26,T26,John Merrick,70.0,1470,21
31,T26,T26,Rod Pampling,70.0,1470,21
32,T33,T33,Brian Davis,70.03,2101,30
33,T33,T33,Spencer Levin,70.03,2171,31
34,35,35,Robert Karlsson,70.06,1191,17
35,T36,T36,Keegan Bradley,70.07,1962,28
36,T36,T36,Chad Campbell,70.07,2032,29
37,T36,T36,Ian Poulter,70.07,1051,15
38,39,39,David Mathis,70.08,1752,25
39,T40,T40,Hunter Haas,70.1,2103,30
