,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Stricker,68.06,1157,17
1,2,2,Martin Laird,68.31,1093,16
2,3,3,Bryce Molder,68.33,1025,15
3,4,4,Webb Simpson,68.52,1576,23
4,5,5,Matt Kuchar,68.86,1446,21
5,6,6,Bo Van Pelt,68.95,1379,20
6,T7,T7,Briny Baird,69.0,828,12
7,T7,T7,John Merrick,69.0,1035,15
8,9,9,Ángel Cabrera,69.13,553,8
9,10,10,Nick Watney,69.22,1246,18
10,11,11,Zach Johnson,69.24,1177,17
11,12,12,Ryan Palmer,69.29,1178,17
12,13,13,Freddie Jacobson,69.33,1456,21
13,14,14,Andres Romero,69.35,1179,17
14,15,15,Luke Donald,69.38,1110,16
15,T16,T16,Woody Austin,69.42,833,12
16,T16,T16,Charles Howell III,69.42,1666,24
17,18,18,Kevin Na,69.44,1111,16
18,19,19,Marc Leishman,69.47,1181,17
19,T20,T20,Cameron Beckman,69.5,834,12
20,T20,T20,D.J. Trahan,69.5,1112,16
21,22,22,Jason Day,69.53,1182,17
22,23,23,Roland Thatcher,69.58,835,12
23,T24,T24,Alex Cejka,69.6,696,10
24,T24,T24,Ben Curtis,69.6,696,10
25,T24,T24,Scott McCarron,69.6,696,10
26,27,27,Brendon de Jonge,69.61,1601,23
27,T28,T28,Chris Kirk,69.63,1114,16
28,T28,T28,Jimmy Walker,69.63,1114,16
29,30,30,Joe Ogilvie,69.64,975,14
30,31,31,Steve Marino,69.67,1045,15
31,32,32,Matt Jones,69.7,697,10
32,T33,T33,Tommy Gainey,69.72,1255,18
33,T33,T33,Brandt Snedeker,69.72,1255,18
34,T35,T35,Stephen Ames,69.75,837,12
35,T35,T35,Dustin Johnson,69.75,1116,16
36,T35,T35,John Rollins,69.75,1116,16
37,38,38,Hunter Mahan,69.76,1465,21
38,39,39,Dean Wilson,69.8,698,10
39,T40,T40,Vaughn Taylor,69.82,1187,17
40,T40,T40,David Toms,69.82,1187,17
41,42,42,Sean O'Hair,69.83,838,12
42,43,43,Pat Perez,69.87,1048,15
43,T44,T44,Jerry Kelly,69.88,1188,17
44,T44,T44,Nick O'Hern,69.88,1118,16
45,T44,T44,Kevin Stadler,69.88,1188,17
46,T44,T44,Charlie Wi,69.88,1188,17
47,T48,T48,Andres Gonzales,69.9,699,10
48,T48,T48,J.J. Henry,69.9,1398,20
49,50,50,Jim Renner,69.91,769,11
50,51,51,Michael Bradley,69.92,909,13
51,T52,T52,David Hearn,69.95,1329,19
52,T52,T52,Brandt Jobe,69.95,1539,22
53,T52,T52,Phil Mickelson,69.95,1329,19
54,55,55,Spencer Levin,69.96,1749,25
55,T56,T56,Greg Chalmers,70.0,1190,17
56,T56,T56,Brian Davis,70.0,1610,23
57,T56,T56,Steve Elkington,70.0,560,8
58,T56,T56,Bobby Gates,70.0,910,13
59,T56,T56,Brian Gay,70.0,1330,19
60,T56,T56,Billy Horschel,70.0,910,13
61,T62,T62,Robert Allenby,70.06,1261,18
62,T62,T62,Jonathan Byrd,70.06,1191,17
63,64,64,Davis Love III,70.08,911,13
64,65,65,Sung Kang,70.09,771,11
65,T66,T66,Bill Haas,70.1,1472,21
66,T66,T66,John Senden,70.1,1472,21
67,68,68,Trevor Immelman,70.11,1262,18
68,69,69,Justin Rose,70.12,1192,17
69,T70,T70,Blake Adams,70.13,1683,24
70,T70,T70,Tim Herron,70.13,1052,15
71,72,72,Kyle Stanley,70.14,1473,21
72,73,73,Colt Knost,70.15,912,13
73,74,74,Aaron Baddeley,70.18,1193,17
74,T75,T75,Kevin Chappell,70.23,913,13
75,T75,T75,Ryuji Imada,70.23,913,13
76,77,77,Michael Connell,70.25,843,12
77,78,78,Retief Goosen,70.27,773,11
78,79,79,Harrison Frazar,70.3,703,10
79,80,80,Gary Woodland,70.32,1547,22
80,T81,T81,Graeme McDowell,70.33,633,9
81,T81,T81,Vijay Singh,70.33,1055,15
82,T81,T81,Nate Smith,70.33,633,9
83,84,84,Kevin Streelman,70.37,1337,19
84,T85,T85,Cameron Tringale,70.38,1689,24
85,T85,T85,Y.E. Yang,70.38,915,13
86,87,87,Carl Pettersson,70.43,1479,21
87,T88,T88,Chris Couch,70.44,1127,16
88,T88,T88,Matt McQuillan,70.44,634,9
89,T90,T90,Kris Blanks,70.47,1198,17
90,T90,T90,Keegan Bradley,70.47,1198,17
91,92,92,Kent Jones,70.5,987,14
92,93,93,Charley Hoffman,70.52,1481,21
93,T94,T94,Chris DiMarco,70.53,1199,17
94,T94,T94,Rod Pampling,70.53,1058,15
95,T96,T96,Shane Bertsch,70.55,776,11
96,T96,T96,Bill Lunde,70.55,1411,20
97,98,98,Rickie Fowler,70.56,1270,18
98,99,99,Ben Martin,70.58,847,12
99,100,100,Matt Bettencourt,70.64,989,14
100,101,101,David Mathis,70.65,1201,17
101,T102,T102,Tom Gillis,70.67,636,9
102,T102,T102,J.B. Holmes,70.67,848,12
103,T102,T102,Alex Prugh,70.67,848,12
104,105,105,Jim Furyk,70.68,1343,19
105,T106,T106,Robert Karlsson,70.69,919,13
106,T106,T106,Adam Scott,70.69,919,13
107,108,108,Michael Thompson,70.73,1061,15
108,109,109,Rory Sabbatini,70.74,1344,19
109,T110,T110,William McGirt,70.75,1415,20
110,T110,T110,Aron Price,70.75,849,12
111,T110,T110,Johnson Wagner,70.75,1132,16
112,T113,T113,Jim Herman,70.77,920,13
113,T113,T113,Zack Miller,70.77,920,13
114,115,115,Arjun Atwal,70.78,1274,18
115,116,116,Paul Stankowski,70.8,1062,15
116,T117,T117,Kevin Kisner,70.82,779,11
117,T117,T117,Heath Slocum,70.82,1204,17
118,T117,T117,Boo Weekley,70.82,779,11
119,120,120,Chez Reavie,70.85,1417,20
120,121,121,George McNeill,70.88,1134,16
121,122,122,Mark Wilson,70.89,1347,19
122,123,123,Michael Putnam,70.92,922,13
123,T124,T124,Jason Bohn,70.93,1064,15
124,T124,T124,Nathan Green,70.93,1064,15
125,T124,T124,Justin Leonard,70.93,1064,15
126,T124,T124,Scott Stallings,70.93,1064,15
127,T128,T128,K.J. Choi,70.94,1206,17
128,T128,T128,Jason Dufner,70.94,1135,16
129,T128,T128,Billy Mayfair,70.94,1277,18
130,T128,T128,Chris Stroud,70.94,1206,17
131,T132,T132,Chad Campbell,71.0,1491,21
132,T132,T132,Ben Crane,71.0,1065,15
133,T132,T132,Anthony Kim,71.0,852,12
134,135,135,Troy Matteson,71.06,1279,18
135,136,136,Geoff Ogilvy,71.07,995,14
136,137,137,James Driscoll,71.08,853,12
137,138,138,Joe Durant,71.09,782,11
138,139,139,Derek Lamely,71.14,498,7
139,140,140,Camilo Villegas,71.17,854,12
140,141,141,Jhonattan Vegas,71.18,1210,17
141,142,142,Bubba Watson,71.21,1353,19
