,Tenth_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_5_Scoring_Average_AVG,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Chris Couch,73,4.27,94,22
1,2,2,Webb Simpson,98,4.35,135,31
2,3,3,Jhonattan Vegas,84,4.36,157,36
3,T4,T4,Luke Donald,73,4.4,22,5
4,T4,T4,Bubba Watson,85,4.4,44,10
5,6,6,Bill Haas,93,4.42,159,36
6,7,7,Boo Weekley,66,4.45,178,40
7,8,8,Phil Mickelson,79,4.46,58,13
8,9,9,J.B. Holmes,57,4.47,170,38
9,T10,T10,Jonathan Byrd,83,4.48,148,33
10,T10,T10,Rickie Fowler,84,4.48,139,31
11,T12,T12,Spencer Levin,113,4.5,297,66
12,T12,T12,Steve Stricker,70,4.5,108,24
13,T14,T14,Robert Garrigus,83,4.51,203,45
14,T14,T14,Steve Marino,76,4.51,158,35
15,T14,T14,Joe Ogilvie,75,4.51,221,49
16,T17,T17,Charles Howell III,108,4.52,271,60
17,T17,T17,Davis Love III,70,4.52,95,21
18,T17,T17,Chris Stroud,88,4.52,294,65
19,T20,T20,Aaron Baddeley,77,4.53,145,32
20,T20,T20,Joseph Bramlett,73,4.53,181,40
21,T20,T20,Ben Crane,76,4.53,172,38
22,T20,T20,Lucas Glover,74,4.53,154,34
23,T20,T20,Paul Stankowski,78,4.53,172,38
24,T25,T25,Jim Renner,65,4.54,277,61
25,T25,T25,Kyle Stanley,98,4.54,286,63
26,T27,T27,Steve Elkington,50,4.55,132,29
27,T27,T27,Trevor Immelman,84,4.55,91,20
28,T27,T27,Dustin Johnson,72,4.55,141,31
29,T30,T30,Jason Dufner,78,4.56,219,48
