,First_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_4_Scoring_Average_ROUNDS,First_Tee_Late_Par_4_Scoring_Average_AVG,First_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Michael Bradley,74,3.95,514,130
1,T1,T1,Webb Simpson,98,3.95,2254,571
2,T3,T3,Aaron Baddeley,77,3.96,1455,367
3,T3,T3,Matt Kuchar,94,3.96,2069,522
4,T3,T3,Chez Reavie,92,3.96,1164,294
5,T6,T6,Luke Donald,73,3.97,1723,434
6,T6,T6,Chris Kirk,87,3.97,901,227
7,T6,T6,Scott McCarron,65,3.97,651,164
8,T6,T6,Bryce Molder,82,3.97,1321,333
9,T10,T10,Shane Bertsch,62,3.98,956,240
10,T10,T10,K.J. Choi,77,3.98,1545,388
11,T10,T10,Carl Pettersson,95,3.98,1219,306
12,T10,T10,Andres Romero,77,3.98,1008,253
13,T14,T14,Briny Baird,60,3.99,659,165
14,T14,T14,Tommy Gainey,104,3.99,1494,374
15,T14,T14,J.B. Holmes,57,3.99,682,171
16,T14,T14,Dustin Johnson,72,3.99,1296,325
17,T14,T14,Phil Mickelson,79,3.99,1508,378
18,T14,T14,John Rollins,85,3.99,1089,273
19,T14,T14,Adam Scott,60,3.99,1571,394
20,T14,T14,Steve Stricker,70,3.99,1748,438
21,T22,T22,Blake Adams,116,4.0,1088,272
22,T22,T22,Ben Crane,76,4.0,837,209
23,T22,T22,Bill Haas,93,4.0,1770,442
24,T22,T22,Padraig Harrington,60,4.0,848,212
25,T22,T22,Robert Karlsson,61,4.0,897,224
26,T22,T22,Ryan Moore,79,4.0,1205,301
27,T22,T22,Pat Perez,76,4.0,824,206
28,T22,T22,Kevin Streelman,90,4.0,1077,269
29,T30,T30,Greg Chalmers,88,4.01,1135,283
30,T30,T30,Paul Goydos,81,4.01,1094,273
31,T30,T30,Zach Johnson,79,4.01,1194,298
32,T30,T30,Bill Lunde,92,4.01,1031,257
33,T30,T30,George McNeill,69,4.01,975,243
34,T30,T30,John Merrick,71,4.01,1175,293
35,T30,T30,Bo Van Pelt,92,4.01,1284,320
36,T30,T30,Nick Watney,80,4.01,1795,448
37,T38,T38,Robert Allenby,84,4.02,824,205
38,T38,T38,Brendon de Jonge,105,4.02,1645,409
39,T38,T38,Tom Gillis,55,4.02,394,98
40,T38,T38,David Hearn,88,4.02,1432,356
41,T38,T38,Ryuji Imada,83,4.02,832,207
42,T38,T38,Freddie Jacobson,92,4.02,1510,376
43,T38,T38,Brandt Jobe,100,4.02,1326,330
44,T38,T38,Hunter Mahan,92,4.02,1665,414
45,T38,T38,Steve Marino,76,4.02,1170,291
46,T38,T38,Matt McQuillan,59,4.02,711,177
47,T38,T38,Justin Rose,79,4.02,989,246
48,T38,T38,John Senden,94,4.02,1562,389
49,T38,T38,Garrett Willis,71,4.02,809,201
50,T51,T51,D.J. Brigman,67,4.03,431,107
51,T51,T51,Jason Day,76,4.03,1532,380
52,T51,T51,Ernie Els,71,4.03,1065,264
53,T51,T51,Brian Gay,90,4.03,1035,257
54,T51,T51,Charles Howell III,108,4.03,2006,498
55,T51,T51,Matt Jones,71,4.03,758,188
56,T51,T51,Martin Laird,77,4.03,1181,293
57,T51,T51,Graeme McDowell,50,4.03,794,197
58,T51,T51,William McGirt,103,4.03,1633,405
59,T51,T51,Geoff Ogilvy,69,4.03,968,240
60,T51,T51,Jeff Overton,92,4.03,1240,308
61,T51,T51,Vijay Singh,79,4.03,1205,299
62,T51,T51,Brandt Snedeker,85,4.03,1827,453
63,T51,T51,Chris Stroud,88,4.03,1145,284
64,T51,T51,Jimmy Walker,79,4.03,984,244
65,T51,T51,Bubba Watson,85,4.03,1462,363
66,T51,T51,Gary Woodland,93,4.03,2073,514
67,T68,T68,Jonathan Byrd,83,4.04,1241,307
