,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,1,1,Nick Watney,80,27
1,2,2,Chris Stroud,88,28
2,T3,T3,Chris Couch,73,29
3,T3,T3,Rickie Fowler,84,29
4,T3,T3,David Hearn,88,29
5,T3,T3,Trevor Immelman,84,29
6,T3,T3,Pat Perez,76,29
7,T3,T3,Jim Renner,65,29
8,T3,T3,Webb Simpson,98,29
9,T3,T3,Heath Slocum,89,29
10,T3,T3,Brandt Snedeker,85,29
11,T3,T3,Kevin Streelman,90,29
12,T3,T3,Michael Thompson,79,29
13,T3,T3,Bo Van Pelt,92,29
14,T15,T15,Stuart Appleby,65,30
15,T15,T15,Cameron Beckman,71,30
16,T15,T15,Jason Bohn,74,30
17,T15,T15,Steven Bowditch,86,30
18,T15,T15,Michael Bradley,74,30
19,T15,T15,Chad Campbell,99,30
20,T15,T15,Ben Crane,76,30
21,T15,T15,Brian Davis,105,30
22,T15,T15,Brendon de Jonge,105,30
23,T15,T15,Luke Donald,73,30
24,T15,T15,James Driscoll,71,30
25,T15,T15,Steve Flesch,88,30
26,T15,T15,Tommy Gainey,104,30
27,T15,T15,Sergio Garcia,61,30
28,T15,T15,Andres Gonzales,60,30
29,T15,T15,Nathan Green,81,30
30,T15,T15,Hunter Haas,96,30
31,T15,T15,Bill Haas,93,30
32,T15,T15,Billy Horschel,75,30
33,T15,T15,Ryuji Imada,83,30
34,T15,T15,Zach Johnson,79,30
35,T15,T15,Sung Kang,63,30
36,T15,T15,Martin Laird,77,30
37,T15,T15,Justin Leonard,82,30
38,T15,T15,Spencer Levin,113,30
39,T15,T15,Hunter Mahan,92,30
40,T15,T15,Steve Marino,76,30
41,T15,T15,Troy Matteson,91,30
42,T15,T15,Scott McCarron,65,30
43,T15,T15,John Merrick,71,30
44,T15,T15,Phil Mickelson,79,30
45,T15,T15,Zack Miller,86,30
46,T15,T15,Ryan Moore,79,30
47,T15,T15,Kevin Na,84,30
48,T15,T15,Nick O'Hern,89,30
49,T15,T15,Geoff Ogilvy,69,30
50,T15,T15,Jeff Overton,92,30
51,T15,T15,Martin Piller,63,30
52,T15,T15,Michael Putnam,67,30
53,T15,T15,Chez Reavie,92,30
54,T15,T15,John Rollins,85,30
55,T15,T15,Andres Romero,77,30
56,T15,T15,Justin Rose,79,30
57,T15,T15,Adam Scott,60,30
58,T15,T15,Nate Smith,66,30
59,T15,T15,Kevin Stadler,88,30
60,T15,T15,Paul Stankowski,78,30
61,T15,T15,Kyle Stanley,98,30
62,T15,T15,Steve Stricker,70,30
