,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
0,T1,T1,Will MacKenzie,48,62
1,T1,T1,Jim Renner,65,62
2,T3,T3,Kris Blanks,92,63
3,T3,T3,Derek Lamely,65,63
4,T3,T3,Zack Miller,86,63
5,T3,T3,Nick O'Hern,89,63
6,T3,T3,Fran Quinn,26,63
7,T3,T3,Adam Scott,60,63
8,T3,T3,Webb Simpson,98,63
9,T3,T3,Cameron Tringale,110,63
10,T3,T3,Johnson Wagner,81,63
11,T3,T3,Jimmy Walker,79,63
12,T3,T3,Nick Watney,80,63
13,T14,T14,Aaron Baddeley,77,64
14,T14,T14,Keegan Bradley,91,64
15,T14,T14,Erik Compton,21,64
16,T14,T14,Brian Gay,90,64
17,T14,T14,Nathan Green,81,64
18,T14,T14,Hunter Haas,96,64
19,T14,T14,Bill Haas,93,64
20,T14,T14,J.B. Holmes,57,64
21,T14,T14,Charles Howell III,108,64
22,T14,T14,Kevin Kisner,70,64
23,T14,T14,José Manuel Lara,4,64
24,T14,T14,Hunter Mahan,92,64
25,T14,T14,Francesco Molinari,31,64
26,T14,T14,Ian Poulter,52,64
27,T14,T14,Andres Romero,77,64
28,T14,T14,Vijay Singh,79,64
29,T14,T14,Daniel Summerhays,75,64
30,T14,T14,Scott Verplank,46,64
31,T14,T14,Charlie Wi,83,64
32,T14,T14,Dean Wilson,62,64
33,T14,T14,Mark Wilson,89,64
34,T35,T35,Blake Adams,116,65
35,T35,T35,Stephen Ames,69,65
36,T35,T35,Ricky Barnes,78,65
37,T35,T35,Cameron Beckman,71,65
38,T35,T35,Greg Chalmers,88,65
39,T35,T35,Jason Dufner,78,65
40,T35,T35,Rickie Fowler,84,65
41,T35,T35,Tommy Gainey,104,65
42,T35,T35,Bobby Gates,82,65
43,T35,T35,Andres Gonzales,60,65
44,T35,T35,Retief Goosen,50,65
45,T35,T35,Tim Herron,85,65
46,T35,T35,Richard Johnson,64,65
47,T35,T35,Matt Jones,71,65
48,T35,T35,Sung Kang,63,65
49,T35,T35,Robert Karlsson,61,65
50,T35,T35,Jerry Kelly,85,65
51,T35,T35,Martin Laird,77,65
52,T35,T35,Marc Leishman,87,65
53,T35,T35,Spencer Levin,113,65
54,T35,T35,Steve Lowery,4,65
55,T35,T35,David Mathis,83,65
56,T35,T35,Rory McIlroy,36,65
57,T35,T35,George McNeill,69,65
58,T35,T35,Matt McQuillan,59,65
59,T35,T35,Bryce Molder,82,65
60,T35,T35,Louis Oosthuizen,46,65
61,T35,T35,Ryan Palmer,82,65
62,T35,T35,Carl Pettersson,95,65
63,T35,T35,D.A. Points,89,65
64,T35,T35,Aron Price,58,65
65,T35,T35,Michael Putnam,67,65
66,T35,T35,Alexandre Rocha,65,65
67,T35,T35,John Rollins,85,65
68,T35,T35,Nate Smith,66,65
69,T35,T35,Kevin Stadler,88,65
70,T35,T35,Scott Stallings,84,65
71,T35,T35,Paul Stankowski,78,65
72,T35,T35,Steve Stricker,70,65
