,First_Tee_Early_Round_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_5_Scoring_Average_AVG,First_Tee_Early_Round_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Bill Lunde,66.0,66,1
1,T2,T2,Brian Davis,67.0,67,1
2,T2,T2,Derek Lamely,67.0,67,1
3,T2,T2,Justin Leonard,67.0,67,1
4,T2,T2,Webb Simpson,67.0,67,1
5,T2,T2,Vaughn Taylor,67.0,67,1
6,T7,T7,Alex Cejka,68.0,68,1
7,T7,T7,Matt Jones,68.0,68,1
8,T9,T9,Michael Bradley,69.0,69,1
9,T9,T9,David Duval,69.0,69,1
10,T11,T11,Stephen Ames,70.0,70,1
11,T11,T11,Steve Elkington,70.0,70,1
12,T13,T13,Blake Adams,71.0,71,1
13,T13,T13,Paul Goydos,71.0,71,1
14,15,15,Jeff Overton,73.0,73,1
15,16,16,D.J. Trahan,74.0,74,1
16,17,17,Kevin Stadler,75.0,75,1
17,18,18,Scott McCarron,78.0,78,1
