,Tenth_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_4_Scoring_Average_AVG,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,David Toms,78,3.84,234,61
1,T2,T2,Bill Haas,93,3.91,458,117
2,T2,T2,J.B. Holmes,57,3.91,450,115
3,T2,T2,Martin Laird,77,3.91,583,149
4,T2,T2,Charl Schwartzel,58,3.91,387,99
5,T2,T2,Steve Stricker,70,3.91,289,74
6,T2,T2,Nick Watney,80,3.91,297,76
7,8,8,Hunter Mahan,92,3.92,372,95
8,9,9,David Hearn,88,3.93,330,84
9,10,10,Aaron Baddeley,77,3.94,481,122
10,T11,T11,Kent Jones,76,3.95,522,132
11,T11,T11,Aron Price,58,3.95,435,110
12,T13,T13,Stephen Ames,69,3.96,297,75
13,T13,T13,Kris Blanks,92,3.96,678,171
14,T13,T13,Luke Donald,73,3.96,91,23
15,T13,T13,Jerry Kelly,85,3.96,827,209
16,T13,T13,Matt Kuchar,94,3.96,301,76
17,T13,T13,Webb Simpson,98,3.96,432,109
18,T19,T19,Geoff Ogilvy,69,3.97,393,99
19,T19,T19,Ian Poulter,52,3.97,397,100
20,T19,T19,Michael Putnam,67,3.97,560,141
21,T22,T22,Jason Dufner,78,3.98,636,160
22,T22,T22,Rickie Fowler,84,3.98,434,109
23,T22,T22,Marc Leishman,87,3.98,911,229
24,T25,T25,Stewart Cink,72,3.99,339,85
25,T25,T25,Chris Couch,73,3.99,303,76
26,T25,T25,Charles Howell III,108,3.99,821,206
27,T25,T25,Ryan Moore,79,3.99,443,111
28,T25,T25,Paul Stankowski,78,3.99,575,144
29,T25,T25,Jimmy Walker,79,3.99,654,164
30,T31,T31,Brian Davis,105,4.0,668,167
31,T31,T31,Tim Herron,85,4.0,564,141
32,T31,T31,Freddie Jacobson,92,4.0,656,164
33,T31,T31,Zach Johnson,79,4.0,440,110
34,T31,T31,David Mathis,83,4.0,772,193
35,T31,T31,Billy Mayfair,94,4.0,852,213
36,T31,T31,George McNeill,69,4.0,468,117
37,T31,T31,Mark Wilson,89,4.0,644,161
38,T39,T39,Chad Campbell,99,4.01,722,180
39,T39,T39,Greg Chalmers,88,4.01,633,158
40,T39,T39,Ben Crane,76,4.01,690,172
41,T39,T39,Chris DiMarco,93,4.01,714,178
42,T39,T39,Justin Leonard,82,4.01,617,154
43,T39,T39,Nick O'Hern,89,4.01,726,181
44,T39,T39,Rod Pampling,72,4.01,586,146
45,T39,T39,Justin Rose,79,4.01,433,108
46,T39,T39,Camilo Villegas,69,4.01,349,87
47,T39,T39,Boo Weekley,66,4.01,569,142
48,T49,T49,Briny Baird,60,4.02,583,145
49,T49,T49,David Duval,67,4.02,691,172
50,T49,T49,Ryuji Imada,83,4.02,872,217
51,T49,T49,Jeff Overton,92,4.02,514,128
52,T49,T49,Kevin Stadler,88,4.02,795,198
53,T49,T49,Dean Wilson,62,4.02,438,109
54,T49,T49,Gary Woodland,93,4.02,338,84
55,T56,T56,Cameron Beckman,71,4.03,604,150
56,T56,T56,Kevin Chappell,78,4.03,826,205
57,T56,T56,Hunter Haas,96,4.03,801,199
58,T56,T56,Lee Janzen,62,4.03,572,142
59,T56,T56,Sung Kang,63,4.03,479,119
60,T56,T56,Davis Love III,70,4.03,367,91
61,T56,T56,Ben Martin,74,4.03,874,217
62,T56,T56,Troy Matteson,91,4.03,785,195
63,T56,T56,Scott Piercy,78,4.03,706,175
64,T56,T56,Adam Scott,60,4.03,137,34
65,T56,T56,Heath Slocum,89,4.03,653,162
66,T56,T56,Cameron Tringale,110,4.03,958,238
67,T56,T56,Y.E. Yang,63,4.03,359,89
68,T69,T69,Woody Austin,59,4.04,513,127
69,T69,T69,Steven Bowditch,86,4.04,873,216
70,T69,T69,Ben Curtis,66,4.04,795,197
71,T69,T69,Joe Durant,71,4.04,578,143
72,T69,T69,Steve Elkington,50,4.04,392,97
73,T69,T69,Tommy Gainey,104,4.04,914,226
74,T69,T69,Retief Goosen,50,4.04,477,118
75,T69,T69,Kevin Kisner,70,4.04,703,174
76,T69,T69,Bill Lunde,92,4.04,744,184
77,T69,T69,John Merrick,71,4.04,517,128
78,T69,T69,Kevin Na,84,4.04,655,162
79,T69,T69,Ryan Palmer,82,4.04,663,164
80,T69,T69,Carl Pettersson,95,4.04,817,202
81,T69,T69,D.A. Points,89,4.04,1050,260
82,T69,T69,Kyle Stanley,98,4.04,816,202
83,T69,T69,Chris Stroud,88,4.04,918,227
84,T69,T69,Vaughn Taylor,89,4.04,647,160
85,T86,T86,Blake Adams,116,4.05,1123,277
86,T86,T86,Ricky Barnes,78,4.05,530,131
87,T86,T86,Keegan Bradley,91,4.05,587,145
88,T86,T86,Jonathan Byrd,83,4.05,429,106
89,T86,T86,Alex Cejka,59,4.05,300,74
90,T86,T86,Jason Day,76,4.05,162,40
91,T86,T86,Brendon de Jonge,105,4.05,753,186
92,T86,T86,Robert Garrigus,83,4.05,608,150
93,T86,T86,Chris Kirk,87,4.05,952,235
94,T86,T86,Spencer Levin,113,4.05,915,226
95,T86,T86,Steve Marino,76,4.05,591,146
96,T86,T86,William McGirt,103,4.05,713,176
97,T86,T86,Phil Mickelson,79,4.05,174,43
98,T86,T86,Jim Renner,65,4.05,831,205
99,T86,T86,Kevin Streelman,90,4.05,587,145
100,T86,T86,Charlie Wi,83,4.05,656,162
101,T102,T102,Sergio Garcia,61,4.06,219,54
102,T102,T102,Brian Gay,90,4.06,1006,248
103,T102,T102,Robert Karlsson,61,4.06,402,99
104,T102,T102,Shaun Micheel,77,4.06,625,154
105,T102,T102,Bryce Molder,82,4.06,645,159
