,First_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_2_Scoring_Average_AVG,First_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Robert Garrigus,67.25,269,4
1,2,2,D.J. Trahan,67.67,203,3
2,3,3,Chris Stroud,67.8,339,5
3,T4,T4,Michael Bradley,68.0,136,2
4,T4,T4,Robert Karlsson,68.0,204,3
5,6,6,Webb Simpson,68.1,681,10
6,7,7,Spencer Levin,68.14,477,7
7,8,8,J.B. Holmes,68.5,137,2
8,9,9,Jimmy Walker,68.6,343,5
9,10,10,Greg Chalmers,68.67,412,6
10,11,11,John Senden,68.71,481,7
11,T12,T12,Chris Couch,68.8,344,5
12,T12,T12,Sergio Garcia,68.8,344,5
13,T12,T12,Brandt Jobe,68.8,344,5
14,15,15,Hunter Mahan,68.82,757,11
15,T16,T16,Chad Campbell,69.0,414,6
16,T16,T16,John Merrick,69.0,414,6
17,18,18,Jim Furyk,69.13,553,8
18,T19,T19,John Rollins,69.2,346,5
19,T19,T19,David Toms,69.2,346,5
20,T21,T21,Kevin Kisner,69.25,277,4
21,T21,T21,Matt Kuchar,69.25,554,8
22,T21,T21,Bill Lunde,69.25,554,8
23,T21,T21,Matt McQuillan,69.25,277,4
24,25,25,Brandt Snedeker,69.29,485,7
25,T26,T26,Rich Beem,69.33,208,3
26,T26,T26,Lucas Glover,69.33,208,3
27,28,28,Andres Romero,69.43,486,7
28,29,29,Jeff Overton,69.44,625,9
29,T30,T30,Jason Day,69.5,556,8
30,T30,T30,Luke Donald,69.5,695,10
31,T30,T30,Brian Gay,69.5,278,4
32,T30,T30,Trevor Immelman,69.5,417,6
33,T30,T30,Lee Janzen,69.5,278,4
34,T30,T30,Troy Matteson,69.5,417,6
35,T30,T30,Nick O'Hern,69.5,417,6
36,T30,T30,Kyle Stanley,69.5,417,6
37,T30,T30,Bubba Watson,69.5,556,8
38,39,39,Adam Scott,69.56,626,9
39,40,40,Billy Mayfair,69.6,348,5
40,41,41,Steve Stricker,69.63,557,8
41,42,42,Jason Bohn,69.67,418,6
42,43,43,Aaron Baddeley,69.7,697,10
43,T44,T44,Hunter Haas,69.71,488,7
44,T44,T44,Ryan Moore,69.71,488,7
45,T44,T44,Sean O'Hair,69.71,488,7
46,T44,T44,Gary Woodland,69.71,488,7
47,48,48,Jim Renner,69.75,279,4
48,T49,T49,Carl Pettersson,69.86,489,7
49,T49,T49,Bo Van Pelt,69.86,489,7
50,T51,T51,Garrett Willis,69.88,559,8
51,T51,T51,Mark Wilson,69.88,559,8
52,T53,T53,Cameron Beckman,70.0,420,6
53,T53,T53,K.J. Choi,70.0,770,11
54,T53,T53,Scott McCarron,70.0,350,5
55,T53,T53,D.A. Points,70.0,140,2
56,T53,T53,Ian Poulter,70.0,280,4
57,T53,T53,Michael Putnam,70.0,210,3
58,T53,T53,Kevin Stadler,70.0,420,6
59,T53,T53,Boo Weekley,70.0,140,2
60,61,61,Nick Watney,70.07,981,14
61,T62,T62,Freddie Jacobson,70.11,631,9
62,T62,T62,Josh Teater,70.11,631,9
63,64,64,Jarrod Lyle,70.13,561,8
