,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Luke Donald,34.17,615,18
1,2,2,Matt Kuchar,34.22,787,23
2,T3,T3,Stewart Cink,34.52,725,21
3,T3,T3,Nick Watney,34.52,725,21
4,5,5,Brendon de Jonge,34.6,1038,30
5,6,6,Kyle Stanley,34.61,969,28
6,7,7,Brian Gay,34.62,900,26
7,8,8,Briny Baird,34.63,658,19
8,T9,T9,Chris Couch,34.67,728,21
9,T9,T9,Rod Pampling,34.67,728,21
10,11,11,Webb Simpson,34.69,902,26
11,12,12,Retief Goosen,34.73,521,15
12,13,13,Sergio Garcia,34.75,556,16
13,14,14,George McNeill,34.76,730,21
14,15,15,John Merrick,34.81,731,21
15,16,16,Y.E. Yang,34.82,592,17
16,T17,T17,Joe Ogilvie,34.88,837,24
17,T17,T17,D.A. Points,34.88,907,26
18,19,19,Aron Price,34.89,628,18
19,T20,T20,Ben Crane,34.91,768,22
20,T20,T20,Justin Rose,34.91,768,22
21,22,22,John Senden,34.92,908,26
22,23,23,Steve Stricker,34.94,629,18
23,T24,T24,Ricky Barnes,34.96,804,23
24,T24,T24,Rickie Fowler,34.96,804,23
25,T24,T24,Ben Martin,34.96,874,25
26,T27,T27,Aaron Baddeley,35.0,770,22
27,T27,T27,Chad Campbell,35.0,1015,29
28,T27,T27,Jim Furyk,35.0,875,25
29,T27,T27,Freddie Jacobson,35.0,875,25
30,T27,T27,Bill Lunde,35.0,945,27
31,T32,T32,Chez Reavie,35.04,946,27
32,T32,T32,John Rollins,35.04,946,27
33,T34,T34,K.J. Choi,35.05,736,21
34,T34,T34,Martin Laird,35.05,771,22
35,36,36,Padraig Harrington,35.06,596,17
36,T37,T37,Bill Haas,35.08,877,25
37,T37,T37,Jerry Kelly,35.08,912,26
38,T39,T39,Jason Dufner,35.09,807,23
39,T39,T39,Scott Piercy,35.09,807,23
40,T39,T39,Alexandre Rocha,35.09,772,22
41,42,42,Spencer Levin,35.1,1088,31
42,43,43,Tom Gillis,35.11,667,19
43,T44,T44,Fabián Gómez,35.12,913,26
44,T44,T44,Adam Scott,35.12,597,17
45,T46,T46,William McGirt,35.13,1124,32
46,T46,T46,Ryan Palmer,35.13,808,23
47,48,48,Sung Kang,35.14,738,21
48,49,49,Geoff Ogilvy,35.15,703,20
49,T50,T50,Lee Janzen,35.16,668,19
50,T50,T50,Chris Riley,35.16,879,25
51,T50,T50,Cameron Tringale,35.16,1125,32
52,53,53,Steve Marino,35.17,809,23
53,T54,T54,Brandt Jobe,35.18,985,28
54,T54,T54,Tag Ridings,35.18,985,28
55,56,56,Shaun Micheel,35.19,950,27
56,T57,T57,Jason Day,35.2,704,20
57,T57,T57,Charles Howell III,35.2,1056,30
58,T57,T57,David Mathis,35.2,880,25
59,T57,T57,Ian Poulter,35.2,528,15
60,T57,T57,Charlie Wi,35.2,880,25
61,T57,T57,Mark Wilson,35.2,880,25
62,T63,T63,Michael Bradley,35.21,845,24
63,T63,T63,Nick O'Hern,35.21,1021,29
64,65,65,Charley Hoffman,35.23,916,26
65,T66,T66,Kris Blanks,35.24,1022,29
66,T66,T66,Jhonattan Vegas,35.24,881,25
67,T68,T68,Tim Herron,35.25,987,28
68,T68,T68,Troy Matteson,35.25,987,28
69,T70,T70,Lucas Glover,35.27,776,22
70,T70,T70,David Hearn,35.27,917,26
71,T72,T72,Robert Allenby,35.29,847,24
72,T72,T72,J.J. Henry,35.29,988,28
73,T72,T72,Robert Karlsson,35.29,600,17
74,T72,T72,Chris Stroud,35.29,988,28
75,T76,T76,Brian Davis,35.3,1059,30
76,T76,T76,Carl Pettersson,35.3,953,27
77,T78,T78,Blake Adams,35.32,1201,34
78,T78,T78,Stephen Ames,35.32,777,22
79,T78,T78,Jim Herman,35.32,777,22
80,T78,T78,Chris Kirk,35.32,989,28
81,T78,T78,Michael Thompson,35.32,883,25
82,T78,T78,Johnson Wagner,35.32,883,25
83,84,84,James Driscoll,35.33,848,24
84,85,85,Tim Petrovic,35.34,1025,29
85,T86,T86,Dustin Johnson,35.35,707,20
86,T86,T86,Phil Mickelson,35.35,707,20
87,T88,T88,Jason Bohn,35.36,778,22
88,T88,T88,Davis Love III,35.36,778,22
89,T88,T88,Jeff Overton,35.36,884,25
90,91,91,Steve Flesch,35.37,955,27
91,T92,T92,Arjun Atwal,35.38,1026,29
92,T92,T92,Tommy Gainey,35.38,1203,34
93,T92,T92,Billy Mayfair,35.38,1026,29
94,T92,T92,Bubba Watson,35.38,743,21
95,T96,T96,Robert Garrigus,35.4,885,25
96,T96,T96,Paul Goydos,35.4,885,25
97,T96,T96,Marc Turnesa,35.4,708,20
98,T99,T99,Ángel Cabrera,35.41,602,17
99,T99,T99,David Toms,35.41,779,22
100,T101,T101,Michael Connell,35.42,921,26
101,T101,T101,Hunter Mahan,35.42,850,24
102,T103,T103,Hunter Haas,35.43,1063,30
103,T103,T103,Dean Wilson,35.43,744,21
104,105,105,Bio Kim,35.44,886,25
105,T106,T106,Chris DiMarco,35.45,1099,31
106,T106,T106,Ernie Els,35.45,709,20
107,108,108,D.J. Trahan,35.47,1064,30
108,T109,T109,Keegan Bradley,35.5,994,28
109,T109,T109,Justin Leonard,35.5,923,26
110,T109,T109,Bryce Molder,35.5,923,26
111,T109,T109,Andres Romero,35.5,781,22
112,T109,T109,Rory Sabbatini,35.5,852,24
113,T109,T109,Brandt Snedeker,35.5,923,26
114,T115,T115,Anthony Kim,35.52,888,25
115,T115,T115,Sean O'Hair,35.52,817,23
116,T117,T117,Paul Stankowski,35.54,853,24
117,T117,T117,Bo Van Pelt,35.54,924,26
118,119,119,Jonathan Byrd,35.56,889,25
119,T120,T120,Steven Bowditch,35.57,996,28
120,T120,T120,Alex Cejka,35.57,747,21
121,T120,T120,Scott Stallings,35.57,996,28
122,123,123,Josh Teater,35.58,1103,31
123,124,124,J.B. Holmes,35.6,534,15
124,125,125,Scott Gutschewski,35.61,819,23
125,126,126,Ryan Moore,35.62,748,21
126,127,127,Vaughn Taylor,35.63,962,27
127,T128,T128,Trevor Immelman,35.64,891,25
128,T128,T128,Matt Jones,35.64,891,25
129,T130,T130,Kevin Chappell,35.65,927,26
130,T130,T130,Steve Elkington,35.65,606,17
131,T130,T130,Nathan Green,35.65,927,26
132,133,133,Greg Chalmers,35.67,963,27
133,T134,T134,Joe Durant,35.68,892,25
134,T134,T134,Kent Jones,35.68,892,25
135,T136,T136,Pat Perez,35.71,857,24
136,T136,T136,Charl Schwartzel,35.71,500,14
137,T138,T138,Woody Austin,35.72,643,18
138,T138,T138,Bobby Gates,35.72,1036,29
139,T138,T138,Derek Lamely,35.72,893,25
140,T138,T138,Jarrod Lyle,35.72,1036,29
141,T138,T138,Gary Woodland,35.72,893,25
142,T143,T143,D.J. Brigman,35.74,822,23
143,T143,T143,Troy Merritt,35.74,822,23
144,T143,T143,Brendan Steele,35.74,965,27
145,T146,T146,Shane Bertsch,35.75,715,20
146,T146,T146,Nate Smith,35.75,858,24
147,T146,T146,Jimmy Walker,35.75,858,24
148,149,149,Garrett Willis,35.79,859,24
149,T150,T150,Joseph Bramlett,35.8,895,25
150,T150,T150,Vijay Singh,35.8,895,25
151,152,152,David Duval,35.83,860,24
152,153,153,Marc Leishman,35.85,968,27
153,T154,T154,Rich Beem,35.86,753,21
154,T154,T154,Zach Johnson,35.86,789,22
155,T154,T154,Heath Slocum,35.86,1004,28
156,157,157,J.P. Hayes,35.89,682,19
157,158,158,Ryuji Imada,35.9,1041,29
158,159,159,Matt Bettencourt,35.93,1042,29
159,T160,T160,Scott McCarron,35.95,791,22
160,T160,T160,Boo Weekley,35.95,791,22
161,162,162,Kevin Streelman,35.96,935,26
162,T163,T163,Colt Knost,36.0,972,27
163,T163,T163,Kevin Na,36.0,936,26
164,165,165,Camilo Villegas,36.04,829,23
165,T166,T166,Matt McQuillan,36.05,757,21
166,T166,T166,Rocco Mediate,36.05,793,22
167,T166,T166,Roland Thatcher,36.05,793,22
168,169,169,Graeme McDowell,36.07,541,15
169,T170,T170,Richard Johnson,36.09,830,23
170,T170,T170,Jim Renner,36.09,794,22
171,172,172,Michael Putnam,36.1,758,21
172,173,173,Harrison Frazar,36.11,686,19
173,174,174,Billy Horschel,36.12,903,25
174,T175,T175,Cameron Beckman,36.17,868,24
175,T175,T175,Ben Curtis,36.17,832,23
176,T175,T175,Daniel Summerhays,36.17,1049,29
177,178,178,Martin Piller,36.22,833,23
178,179,179,Kevin Kisner,36.25,870,24
179,180,180,Alex Prugh,36.34,1054,29
180,181,181,Justin Hicks,36.39,837,23
181,182,182,Zack Miller,36.4,1092,30
182,183,183,Kevin Stadler,36.41,983,27
183,184,184,Andres Gonzales,36.43,765,21
184,185,185,Stuart Appleby,36.5,876,24
185,186,186,Will Strickler,36.89,701,19
