,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
0,1,1,Bobby Gates,82,17.0
1,T2,T2,Sung Kang,63,15.0
2,T2,T2,Kyle Stanley,98,15.0
3,T2,T2,Bubba Watson,85,15.0
4,5,5,Greg Chalmers,88,14.0
5,T6,T6,Webb Simpson,98,13.0
6,T6,T6,D.J. Trahan,91,13.0
7,T8,T8,Rickie Fowler,84,12.0
8,T8,T8,Derek Lamely,65,12.0
9,T8,T8,Josh Teater,104,12.0
10,T8,T8,Bo Van Pelt,92,12.0
11,T12,T12,D.A. Points,89,11.0
12,T12,T12,John Rollins,85,11.0
13,T12,T12,Andres Romero,77,11.0
14,T12,T12,Brandt Snedeker,85,11.0
15,T12,T12,Kevin Stadler,88,11.0
16,T12,T12,Brendan Steele,89,11.0
17,T18,T18,Steven Bowditch,86,10.0
18,T18,T18,Keegan Bradley,91,10.0
19,T18,T18,Kevin Chappell,78,10.0
20,T18,T18,Chris Couch,73,10.0
21,T18,T18,Lucas Glover,74,10.0
22,T18,T18,Charley Hoffman,93,10.0
23,T18,T18,Hunter Mahan,92,10.0
24,T18,T18,Steve Marino,76,10.0
25,T18,T18,Troy Matteson,91,10.0
26,T18,T18,Billy Mayfair,94,10.0
27,T18,T18,Scott McCarron,65,10.0
28,T18,T18,Tag Ridings,87,10.0
29,T18,T18,Gary Woodland,93,10.0
30,T31,T31,Ricky Barnes,78,9.0
31,T31,T31,Matt Bettencourt,84,9.0
32,T31,T31,Kris Blanks,92,9.0
33,T31,T31,Michael Bradley,74,9.0
34,T31,T31,Sergio Garcia,61,9.0
35,T31,T31,Fabián Gómez,84,9.0
36,T31,T31,Bill Haas,93,9.0
37,T31,T31,Charles Howell III,108,9.0
38,T31,T31,Martin Laird,77,9.0
39,T31,T31,Jarrod Lyle,83,9.0
40,T31,T31,George McNeill,69,9.0
41,T31,T31,Zack Miller,86,9.0
42,T31,T31,Joe Ogilvie,75,9.0
43,T31,T31,Jeff Overton,92,9.0
44,T31,T31,Carl Pettersson,95,9.0
45,T31,T31,Scott Piercy,78,9.0
46,T31,T31,Nate Smith,66,9.0
