,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
47,T31,T31,Will Strickler,51,9.0
48,T31,T31,Chris Stroud,88,9.0
49,T31,T31,Daniel Summerhays,75,9.0
50,T31,T31,Cameron Tringale,110,9.0
51,T31,T31,Jimmy Walker,79,9.0
52,T31,T31,Nick Watney,80,9.0
53,T54,T54,Jonathan Byrd,83,8.0
54,T54,T54,Ángel Cabrera,50,8.0
55,T54,T54,Brendon de Jonge,105,8.0
56,T54,T54,Robert Garrigus,83,8.0
57,T54,T54,Zach Johnson,79,8.0
58,T54,T54,Dustin Johnson,72,8.0
59,T54,T54,Ben Martin,74,8.0
60,T54,T54,Phil Mickelson,79,8.0
61,T54,T54,Justin Rose,79,8.0
62,T54,T54,John Senden,94,8.0
63,T54,T54,David Toms,78,8.0
64,T65,T65,Jason Bohn,74,7.0
65,T65,T65,Jim Furyk,87,7.0
66,T65,T65,Tommy Gainey,104,7.0
67,T65,T65,Scott Gutschewski,67,7.0
68,T65,T65,Lee Janzen,62,7.0
69,T65,T65,Robert Karlsson,61,7.0
70,T65,T65,Chris Kirk,87,7.0
71,T65,T65,Kevin Kisner,70,7.0
72,T65,T65,Marc Leishman,87,7.0
73,T65,T65,Spencer Levin,113,7.0
74,T65,T65,John Merrick,71,7.0
75,T65,T65,Troy Merritt,63,7.0
76,T65,T65,Kevin Na,84,7.0
77,T65,T65,Adam Scott,60,7.0
78,T65,T65,Jhonattan Vegas,84,7.0
79,T80,T80,Blake Adams,116,6.0
80,T80,T80,Aaron Baddeley,77,6.0
81,T80,T80,Shane Bertsch,62,6.0
82,T80,T80,Joseph Bramlett,73,6.0
83,T80,T80,D.J. Brigman,67,6.0
84,T80,T80,K.J. Choi,77,6.0
85,T80,T80,Jason Day,76,6.0
86,T80,T80,Nathan Green,81,6.0
87,T80,T80,David Hearn,88,6.0
88,T80,T80,J.B. Holmes,57,6.0
89,T80,T80,Billy Horschel,75,6.0
90,T80,T80,Trevor Immelman,84,6.0
91,T80,T80,Jerry Kelly,85,6.0
92,T80,T80,William McGirt,103,6.0
93,T80,T80,Sean O'Hair,71,6.0
94,T80,T80,Pat Perez,76,6.0
95,T80,T80,Alex Prugh,82,6.0
96,T80,T80,Chez Reavie,92,6.0
97,T80,T80,Scott Stallings,84,6.0
98,T80,T80,Kevin Streelman,90,6.0
99,T80,T80,Steve Stricker,70,6.0
100,T80,T80,Vaughn Taylor,89,6.0
101,T80,T80,Camilo Villegas,69,6.0
102,T80,T80,Boo Weekley,66,6.0
103,T80,T80,Mark Wilson,89,6.0
104,T105,T105,Robert Allenby,84,5.0
105,T105,T105,Alex Cejka,59,5.0
106,T105,T105,Ben Crane,76,5.0
107,T105,T105,Brian Davis,105,5.0
108,T105,T105,Chris DiMarco,93,5.0
109,T105,T105,James Driscoll,71,5.0
110,T105,T105,Jason Dufner,78,5.0
111,T105,T105,Andres Gonzales,60,5.0
112,T105,T105,J.J. Henry,96,5.0
113,T105,T105,Freddie Jacobson,92,5.0
114,T105,T105,Brandt Jobe,100,5.0
115,T105,T105,Matt Jones,71,5.0
116,T105,T105,Anthony Kim,72,5.0
117,T105,T105,Bio Kim,71,5.0
118,T105,T105,Matt Kuchar,94,5.0
119,T105,T105,Bill Lunde,92,5.0
120,T105,T105,Graeme McDowell,50,5.0
121,T105,T105,Matt McQuillan,59,5.0
122,T105,T105,Nick O'Hern,89,5.0
123,T105,T105,Rod Pampling,72,5.0
124,T105,T105,Jim Renner,65,5.0
125,T105,T105,Heath Slocum,89,5.0
126,T105,T105,Roland Thatcher,67,5.0
127,T128,T128,Stuart Appleby,65,4.0
128,T128,T128,Cameron Beckman,71,4.0
129,T128,T128,Chad Campbell,99,4.0
130,T128,T128,Stewart Cink,72,4.0
131,T128,T128,David Duval,67,4.0
132,T128,T128,Hunter Haas,96,4.0
133,T128,T128,J.P. Hayes,56,4.0
134,T128,T128,Jim Herman,69,4.0
135,T128,T128,Kent Jones,76,4.0
136,T128,T128,Colt Knost,80,4.0
137,T128,T128,Justin Leonard,82,4.0
138,T128,T128,Shaun Micheel,77,4.0
139,T128,T128,Ryan Moore,79,4.0
140,T128,T128,Martin Piller,63,4.0
141,T128,T128,Charl Schwartzel,58,4.0
142,T128,T128,Vijay Singh,79,4.0
143,T128,T128,Michael Thompson,79,4.0
144,T128,T128,Dean Wilson,62,4.0
145,T146,T146,Arjun Atwal,91,3.0
146,T146,T146,Briny Baird,60,3.0
147,T146,T146,Luke Donald,73,3.0
148,T146,T146,Joe Durant,71,3.0
149,T146,T146,Ernie Els,71,3.0
150,T146,T146,Steve Flesch,88,3.0
151,T146,T146,Harrison Frazar,58,3.0
152,T146,T146,Brian Gay,90,3.0
153,T146,T146,Tom Gillis,55,3.0
154,T146,T146,Padraig Harrington,60,3.0
155,T146,T146,Ryuji Imada,83,3.0
156,T146,T146,Richard Johnson,64,3.0
157,T146,T146,David Mathis,83,3.0
158,T146,T146,Ryan Palmer,82,3.0
159,T146,T146,Ian Poulter,52,3.0
160,T146,T146,Chris Riley,76,3.0
161,T146,T146,Alexandre Rocha,65,3.0
162,T146,T146,Rory Sabbatini,85,3.0
163,T146,T146,Marc Turnesa,54,3.0
164,T146,T146,Charlie Wi,83,3.0
165,T146,T146,Y.E. Yang,63,3.0
166,T167,T167,Woody Austin,59,2.0
167,T167,T167,Michael Connell,76,2.0
168,T167,T167,Retief Goosen,50,2.0
169,T167,T167,Tim Herron,85,2.0
170,T167,T167,Justin Hicks,60,2.0
171,T167,T167,Davis Love III,70,2.0
172,T167,T167,Rocco Mediate,53,2.0
173,T167,T167,Bryce Molder,82,2.0
174,T167,T167,Aron Price,58,2.0
175,T167,T167,Paul Stankowski,78,2.0
176,T167,T167,Johnson Wagner,81,2.0
177,T178,T178,Stephen Ames,69,1.0
178,T178,T178,Ben Curtis,66,1.0
179,T178,T178,Steve Elkington,50,1.0
180,T178,T178,Paul Goydos,81,1.0
181,T178,T178,Geoff Ogilvy,69,1.0
182,T178,T178,Tim Petrovic,88,1.0
183,T178,T178,Michael Putnam,67,1.0
184,T178,T178,Garrett Willis,71,1.0
185,186,186,Rich Beem,53,
