,Par_4_Scoring_Average_RANK THIS WEEK,Par_4_Scoring_Average_RANK LAST WEEK,Par_4_Scoring_Average_PLAYER NAME,Par_4_Scoring_Average_ROUNDS,Par_4_Scoring_Average_AVG,Par_4_Scoring_Average_TOTAL STROKES,Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Webb Simpson,98,3.97,4255,1071
1,T1,T1,Steve Stricker,70,3.97,2996,755
2,T3,T3,Luke Donald,73,3.98,2923,735
3,T3,T3,Matt Kuchar,94,3.98,3876,975
4,T5,T5,Bryce Molder,82,3.99,3531,885
5,T5,T5,David Toms,78,3.99,3379,846
6,T5,T5,Nick Watney,80,3.99,3349,839
7,T8,T8,Aaron Baddeley,77,4.0,3346,837
8,T8,T8,Briny Baird,60,4.0,2651,662
9,T8,T8,Ben Crane,76,4.0,3254,814
10,T8,T8,Brian Davis,105,4.0,4534,1133
11,T8,T8,Bill Haas,93,4.0,4020,1005
12,T8,T8,David Hearn,88,4.0,3885,971
13,T8,T8,Hunter Mahan,92,4.0,3900,975
14,T8,T8,Rod Pampling,72,4.0,3152,788
15,T8,T8,Adam Scott,60,4.0,2654,663
16,T8,T8,Brandt Snedeker,85,4.0,3723,931
17,T18,T18,Blake Adams,116,4.01,5024,1252
18,T18,T18,Chris Couch,73,4.01,3139,783
19,T18,T18,Brendon de Jonge,105,4.01,4564,1137
20,T18,T18,Jason Dufner,78,4.01,3424,854
21,T18,T18,Sergio Garcia,61,4.01,2699,673
22,T18,T18,Charles Howell III,108,4.01,4749,1185
23,T18,T18,Freddie Jacobson,92,4.01,4076,1017
24,T18,T18,Zach Johnson,79,4.01,3449,860
25,T18,T18,Chris Kirk,87,4.01,3804,948
26,T18,T18,Martin Laird,77,4.01,3242,809
27,T18,T18,William McGirt,103,4.01,4529,1129
28,T18,T18,John Merrick,71,4.01,3156,787
29,T18,T18,Phil Mickelson,79,4.01,3325,829
30,T18,T18,Geoff Ogilvy,69,4.01,2917,728
31,T18,T18,Carl Pettersson,95,4.01,4204,1049
32,T18,T18,Justin Rose,79,4.01,3332,831
33,T18,T18,John Senden,94,4.01,4071,1014
34,T18,T18,Chris Stroud,88,4.01,3840,957
