,Late_Par_5_Scoring_Average_RANK THIS WEEK,Late_Par_5_Scoring_Average_RANK LAST WEEK,Late_Par_5_Scoring_Average_PLAYER NAME,Late_Par_5_Scoring_Average_ROUNDS,Late_Par_5_Scoring_Average_AVG,Late_Par_5_Scoring_Average_TOTAL STROKES,Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Bubba Watson,85,4.46,548,123
1,2,2,Luke Donald,73,4.5,590,131
2,T3,T3,J.B. Holmes,57,4.51,410,91
3,T3,T3,Andres Romero,77,4.51,505,112
4,T3,T3,Steve Stricker,70,4.51,676,150
5,T3,T3,Bo Van Pelt,92,4.51,631,140
6,T7,T7,Phil Mickelson,79,4.52,565,125
7,T7,T7,Webb Simpson,98,4.52,836,185
8,T7,T7,Kyle Stanley,98,4.52,638,141
9,T7,T7,Y.E. Yang,63,4.52,384,85
10,T11,T11,Jonathan Byrd,83,4.53,539,119
11,T11,T11,Robert Garrigus,83,4.53,575,127
12,T13,T13,Chris Couch,73,4.54,513,113
13,T13,T13,Jason Day,76,4.54,513,113
14,T15,T15,Fabián Gómez,84,4.55,642,141
15,T15,T15,Dustin Johnson,72,4.55,582,128
16,T17,T17,Bobby Gates,82,4.56,588,129
17,T17,T17,Lucas Glover,74,4.56,520,114
18,T17,T17,Charles Howell III,108,4.56,867,190
19,T17,T17,Hunter Mahan,92,4.56,684,150
20,T17,T17,Adam Scott,60,4.56,488,107
21,T22,T22,Robert Karlsson,61,4.57,379,83
22,T22,T22,Jhonattan Vegas,84,4.57,599,131
23,T22,T22,Nick Watney,80,4.57,663,145
24,T25,T25,Ángel Cabrera,50,4.58,385,84
25,T25,T25,Jim Furyk,87,4.58,683,149
26,T25,T25,Bill Haas,93,4.58,715,156
27,T25,T25,Matt Kuchar,94,4.58,732,160
28,T25,T25,Spencer Levin,113,4.58,829,181
29,T25,T25,George McNeill,69,4.58,463,101
30,T25,T25,Aron Price,58,4.58,380,83
31,T25,T25,John Rollins,85,4.58,591,129
32,T25,T25,Josh Teater,104,4.58,682,149
33,T34,T34,Steven Bowditch,86,4.59,587,128
34,T34,T34,Keegan Bradley,91,4.59,652,142
35,T34,T34,Hunter Haas,96,4.59,730,159
36,T34,T34,Martin Laird,77,4.59,647,141
37,T34,T34,Kevin Na,84,4.59,564,123
38,T34,T34,Joe Ogilvie,75,4.59,491,107
39,T34,T34,Kevin Stadler,88,4.59,606,132
40,T41,T41,Graeme McDowell,50,4.6,322,70
41,T41,T41,Sean O'Hair,71,4.6,428,93
42,T41,T41,Vijay Singh,79,4.6,580,126
43,T41,T41,Chris Stroud,88,4.6,663,144
44,T41,T41,Boo Weekley,66,4.6,373,81
45,T46,T46,Aaron Baddeley,77,4.61,650,141
46,T46,T46,Davis Love III,70,4.61,539,117
47,T46,T46,Steve Marino,76,4.61,558,121
48,T46,T46,Jim Renner,65,4.61,470,102
49,T50,T50,Steve Flesch,88,4.62,545,118
50,T50,T50,Padraig Harrington,60,4.62,393,85
51,T50,T50,Anthony Kim,72,4.62,430,93
52,T50,T50,Jarrod Lyle,83,4.62,614,133
53,T50,T50,Carl Pettersson,95,4.62,633,137
54,T50,T50,John Senden,94,4.62,776,168
55,T56,T56,Joseph Bramlett,73,4.63,440,95
56,T56,T56,Tommy Gainey,104,4.63,782,169
57,T56,T56,Jim Herman,69,4.63,555,120
58,T56,T56,Trevor Immelman,84,4.63,551,119
59,T56,T56,Matt Jones,71,4.63,570,123
60,T56,T56,Billy Mayfair,94,4.63,607,131
61,T56,T56,Rod Pampling,72,4.63,514,111
62,T56,T56,D.J. Trahan,91,4.63,643,139
63,T64,T64,Woody Austin,59,4.64,357,77
64,T64,T64,Jason Bohn,74,4.64,427,92
65,T64,T64,Jason Dufner,78,4.64,594,128
66,T64,T64,Jerry Kelly,85,4.64,566,122
67,T64,T64,Bill Lunde,92,4.64,622,134
68,T64,T64,David Mathis,83,4.64,547,118
69,T64,T64,Bryce Molder,82,4.64,636,137
70,T71,T71,K.J. Choi,77,4.65,609,131
71,T71,T71,Brendon de Jonge,105,4.65,800,172
72,T71,T71,Billy Horschel,75,4.65,526,113
73,T71,T71,Jeff Overton,92,4.65,507,109
74,T71,T71,Brendan Steele,89,4.65,656,141
75,T71,T71,Cameron Tringale,110,4.65,795,171
76,T77,T77,Greg Chalmers,88,4.66,606,130
77,T77,T77,Zach Johnson,79,4.66,503,108
78,T77,T77,Bio Kim,71,4.66,541,116
79,T77,T77,Ryan Palmer,82,4.66,620,133
80,T77,T77,Brandt Snedeker,85,4.66,675,145
81,T77,T77,David Toms,78,4.66,601,129
82,T83,T83,Ricky Barnes,78,4.67,570,122
83,T83,T83,Brian Davis,105,4.67,790,169
84,T83,T83,Sergio Garcia,61,4.67,462,99
85,T83,T83,Freddie Jacobson,92,4.67,673,144
86,T83,T83,Lee Janzen,62,4.67,355,76
87,T83,T83,Sung Kang,63,4.67,434,93
88,T83,T83,John Merrick,71,4.67,514,110
89,T83,T83,Zack Miller,86,4.67,575,123
90,T83,T83,Tim Petrovic,88,4.67,626,134
91,T83,T83,Mark Wilson,89,4.67,612,131
92,T93,T93,Blake Adams,116,4.68,763,163
93,T93,T93,Rickie Fowler,84,4.68,651,139
94,T93,T93,Charley Hoffman,93,4.68,623,133
95,T93,T93,Brandt Jobe,100,4.68,721,154
96,T93,T93,Justin Leonard,82,4.68,613,131
97,T93,T93,Martin Piller,63,4.68,473,101
98,T93,T93,Roland Thatcher,67,4.68,463,99
99,T93,T93,Michael Thompson,79,4.68,585,125
100,T93,T93,Camilo Villegas,69,4.68,496,106
101,T93,T93,Johnson Wagner,81,4.68,524,112
102,T103,T103,Chad Campbell,99,4.69,643,137
103,T103,T103,Chris DiMarco,93,4.69,572,122
104,T103,T103,William McGirt,103,4.69,741,158
105,T103,T103,Troy Merritt,63,4.69,394,84
106,T103,T103,Pat Perez,76,4.69,525,112
107,T103,T103,Charlie Wi,83,4.69,558,119
108,T109,T109,Stuart Appleby,65,4.7,461,98
109,T109,T109,Cameron Beckman,71,4.7,451,96
110,T109,T109,Alex Cejka,59,4.7,409,87
111,T109,T109,Joe Durant,71,4.7,451,96
112,T109,T109,Steve Elkington,50,4.7,385,82
113,T109,T109,Scott McCarron,65,4.7,357,76
114,T109,T109,Nick O'Hern,89,4.7,752,160
115,T109,T109,Scott Piercy,78,4.7,555,118
116,T109,T109,D.A. Points,89,4.7,635,135
117,T109,T109,Tag Ridings,87,4.7,531,113
118,T109,T109,Alexandre Rocha,65,4.7,390,83
119,T109,T109,Vaughn Taylor,89,4.7,686,146
120,T109,T109,Jimmy Walker,79,4.7,512,109
121,T109,T109,Gary Woodland,93,4.7,785,167
122,T123,T123,Matt Bettencourt,84,4.71,594,126
123,T123,T123,Ernie Els,71,4.71,424,90
124,T123,T123,Brian Gay,90,4.71,645,137
125,T123,T123,Derek Lamely,65,4.71,433,92
126,T123,T123,Ryan Moore,79,4.71,556,118
127,T123,T123,Alex Prugh,82,4.71,537,114
128,T129,T129,Ben Crane,76,4.72,458,97
129,T129,T129,Andres Gonzales,60,4.72,359,76
130,T129,T129,Ben Martin,74,4.72,599,127
131,T129,T129,Ian Poulter,52,4.72,368,78
132,T129,T129,Chris Riley,76,4.72,481,102
133,T129,T129,Scott Stallings,84,4.72,585,124
134,T135,T135,Arjun Atwal,91,4.73,553,117
135,T135,T135,Nathan Green,81,4.73,516,109
136,T135,T135,J.P. Hayes,56,4.73,473,100
137,T135,T135,Chris Kirk,87,4.73,643,136
138,T135,T135,Matt McQuillan,59,4.73,487,103
139,T135,T135,Chez Reavie,92,4.73,653,138
140,T135,T135,Justin Rose,79,4.73,501,106
141,T135,T135,Rory Sabbatini,85,4.73,525,111
142,T135,T135,Kevin Streelman,90,4.73,558,118
143,T144,T144,Kris Blanks,92,4.74,659,139
144,T144,T144,Michael Bradley,74,4.74,465,98
145,T144,T144,Harrison Frazar,58,4.74,365,77
146,T144,T144,Tom Gillis,55,4.74,270,57
147,T144,T144,J.J. Henry,96,4.74,683,144
148,T144,T144,Marc Leishman,87,4.74,583,123
149,T144,T144,Paul Stankowski,78,4.74,517,109
150,T144,T144,Marc Turnesa,54,4.74,365,77
151,T144,T144,Garrett Willis,71,4.74,554,117
152,T144,T144,Dean Wilson,62,4.74,465,98
153,T154,T154,Scott Gutschewski,67,4.75,437,92
154,T154,T154,Nate Smith,66,4.75,499,105
155,T156,T156,Briny Baird,60,4.76,390,82
156,T156,T156,Kevin Chappell,78,4.76,638,134
157,T156,T156,Stewart Cink,72,4.76,528,111
158,T156,T156,Michael Connell,76,4.76,552,116
159,T156,T156,Paul Goydos,81,4.76,605,127
160,T156,T156,Ryuji Imada,83,4.76,567,119
161,T156,T156,Kent Jones,76,4.76,438,92
162,T156,T156,Rocco Mediate,53,4.76,362,76
163,T156,T156,Daniel Summerhays,75,4.76,519,109
164,T165,T165,David Duval,67,4.77,477,100
165,T165,T165,Troy Matteson,91,4.77,735,154
166,T165,T165,Shaun Micheel,77,4.77,496,104
167,T165,T165,Geoff Ogilvy,69,4.77,439,92
168,T169,T169,D.J. Brigman,67,4.78,397,83
169,T169,T169,Tim Herron,85,4.78,573,120
170,T169,T169,Richard Johnson,64,4.78,387,81
171,T172,T172,Robert Allenby,84,4.79,508,106
172,T172,T172,Shane Bertsch,62,4.79,450,94
173,T172,T172,James Driscoll,71,4.79,465,97
174,T172,T172,Retief Goosen,50,4.79,302,63
175,T172,T172,Colt Knost,80,4.79,537,112
176,T172,T172,Charl Schwartzel,58,4.79,407,85
177,T178,T178,Ben Curtis,66,4.8,432,90
178,T178,T178,David Hearn,88,4.8,576,120
179,T180,T180,Rich Beem,53,4.81,404,84
180,T180,T180,Michael Putnam,67,4.81,428,89
181,T182,T182,Stephen Ames,69,4.82,443,92
182,T182,T182,Kevin Kisner,70,4.82,492,102
183,184,184,Heath Slocum,89,4.84,562,116
184,185,185,Will Strickler,51,4.85,315,65
185,186,186,Justin Hicks,60,4.91,511,104
