,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Webb Simpson,68.57,960,14
1,2,2,Charl Schwartzel,68.8,344,5
2,3,3,Jason Bohn,68.82,757,11
3,4,4,Cameron Tringale,68.83,826,12
4,T5,T5,Aaron Baddeley,68.86,964,14
5,T5,T5,Chris Couch,68.86,482,7
6,7,7,David Toms,69.0,552,8
7,8,8,Hunter Mahan,69.14,968,14
8,9,9,Jimmy Walker,69.2,692,10
9,10,10,Sergio Garcia,69.22,623,9
10,11,11,Trevor Immelman,69.25,554,8
11,12,12,J.B. Holmes,69.29,485,7
12,13,13,Brandt Snedeker,69.38,555,8
13,14,14,Boo Weekley,69.44,625,9
14,T15,T15,Luke Donald,69.5,695,10
15,T15,T15,Jim Furyk,69.5,973,14
16,T15,T15,Bubba Watson,69.5,556,8
17,18,18,Rod Pampling,69.56,626,9
18,19,19,Greg Chalmers,69.57,974,14
19,20,20,Gary Woodland,69.58,835,12
20,21,21,John Senden,69.62,905,13
21,22,22,Michael Putnam,69.64,766,11
22,23,23,Robert Garrigus,69.67,836,12
23,24,24,Nick Watney,69.73,1046,15
24,25,25,Ryan Moore,69.75,837,12
25,26,26,Mark Wilson,69.77,907,13
26,T27,T27,Ben Crane,69.82,768,11
27,T27,T27,Steve Stricker,69.82,768,11
28,29,29,Matt Kuchar,69.83,838,12
29,T30,T30,Lucas Glover,69.86,489,7
30,T30,T30,Nathan Green,69.86,978,14
31,T30,T30,Bill Lunde,69.86,978,14
32,33,33,Geoff Ogilvy,69.88,559,8
33,T34,T34,Ricky Barnes,69.9,699,10
34,T34,T34,Jason Day,69.9,699,10
35,36,36,John Merrick,69.91,769,11
36,37,37,Chris Stroud,69.92,839,12
37,T38,T38,Spencer Levin,69.93,1049,15
38,T38,T38,Kevin Stadler,69.93,1049,15
39,T40,T40,Steven Bowditch,70.0,980,14
40,T40,T40,Keegan Bradley,70.0,1120,16
41,T40,T40,Robert Karlsson,70.0,630,9
42,T40,T40,Ian Poulter,70.0,350,5
43,T40,T40,Vaughn Taylor,70.0,980,14
44,45,45,Hunter Haas,70.07,981,14
45,T46,T46,Freddie Jacobson,70.08,841,12
46,T46,T46,Kyle Stanley,70.08,911,13
47,48,48,Adam Scott,70.09,771,11
48,49,49,Lee Janzen,70.1,701,10
49,T50,T50,Jim Renner,70.11,631,9
50,T50,T50,Jhonattan Vegas,70.11,631,9
51,T52,T52,Jonathan Byrd,70.17,842,12
52,T52,T52,Bill Haas,70.17,842,12
53,T54,T54,Chad Campbell,70.2,1053,15
54,T54,T54,Martin Laird,70.2,702,10
55,T56,T56,Jeff Overton,70.21,983,14
56,T56,T56,Bo Van Pelt,70.21,983,14
57,T58,T58,Rich Beem,70.25,562,8
58,T58,T58,Charles Howell III,70.25,1124,16
59,T58,T58,Billy Mayfair,70.25,843,12
60,61,61,Carl Pettersson,70.29,1195,17
