,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
0,1,1,Matt Kuchar,94,34.43,3030,88
1,2,2,Luke Donald,73,34.46,2309,67
2,3,3,Steve Stricker,70,34.54,2383,69
3,4,4,Webb Simpson,98,34.59,3390,98
4,5,5,Nick Watney,80,34.64,2667,77
5,6,6,Jason Day,76,34.75,2537,73
6,7,7,Hunter Mahan,92,34.78,3095,89
7,T8,T8,Rickie Fowler,84,34.81,2820,81
8,T8,T8,Charles Howell III,108,34.81,3760,108
9,10,10,Aaron Baddeley,77,34.82,2681,77
10,11,11,Retief Goosen,50,34.84,1707,49
11,12,12,Brandt Snedeker,85,34.88,2965,85
12,13,13,Aron Price,58,34.91,2025,58
13,T14,T14,Martin Laird,77,34.93,2655,76
14,T14,T14,Bryce Molder,82,34.93,2864,82
15,T16,T16,Jim Furyk,87,34.94,3005,86
16,T16,T16,John Merrick,71,34.94,2481,71
17,T16,T16,Rod Pampling,72,34.94,2516,72
18,T19,T19,Brendon de Jonge,105,34.95,3670,105
19,T19,T19,Robert Karlsson,61,34.95,2062,59
20,T19,T19,Jerry Kelly,85,34.95,2971,85
21,T19,T19,David Toms,78,34.95,2726,78
22,23,23,John Senden,94,34.96,3286,94
23,24,24,Gary Woodland,93,34.99,3254,93
24,25,25,Bill Haas,93,35.0,3220,92
25,T26,T26,Keegan Bradley,91,35.02,3187,91
26,T26,T26,Brian Gay,90,35.02,3152,90
27,T26,T26,Chris Kirk,87,35.02,3047,87
28,T26,T26,Mark Wilson,89,35.02,3047,87
29,T30,T30,Briny Baird,60,35.03,2102,60
30,T30,T30,K.J. Choi,77,35.03,2627,75
31,T30,T30,Ben Crane,76,35.03,2557,73
32,T30,T30,D.J. Trahan,91,35.03,3188,91
33,34,34,Freddie Jacobson,92,35.04,3224,92
34,T35,T35,Greg Chalmers,88,35.05,3084,88
35,T35,T35,Phil Mickelson,79,35.05,2699,77
36,T37,T37,Chad Campbell,99,35.07,3472,99
37,T37,T37,Joe Ogilvie,75,35.07,2630,75
38,T37,T37,Carl Pettersson,95,35.07,3332,95
39,T37,T37,Adam Scott,60,35.07,2069,59
40,T41,T41,Jason Bohn,74,35.08,2596,74
41,T41,T41,Michael Thompson,79,35.08,2771,79
42,T43,T43,Hunter Haas,96,35.09,3369,96
43,T43,T43,Tim Herron,85,35.09,2983,85
44,T45,T45,Billy Mayfair,94,35.11,3300,94
45,T45,T45,Cameron Tringale,110,35.11,3862,110
46,T47,T47,Kyle Stanley,98,35.12,3442,98
47,T47,T47,Y.E. Yang,63,35.12,2072,59
48,T49,T49,Brandt Jobe,100,35.13,3513,100
49,T49,T49,John Rollins,85,35.13,2986,85
50,T51,T51,Kris Blanks,92,35.14,3233,92
51,T51,T51,Chris Couch,73,35.14,2565,73
52,T51,T51,Dustin Johnson,72,35.14,2495,71
53,T51,T51,Chris Stroud,88,35.14,3092,88
54,T55,T55,Shane Bertsch,62,35.15,2179,62
55,T55,T55,Spencer Levin,113,35.15,3972,113
56,T55,T55,Jhonattan Vegas,84,35.15,2953,84
57,T58,T58,Blake Adams,116,35.16,4078,116
58,T58,T58,George McNeill,69,35.16,2426,69
59,T58,T58,Pat Perez,76,35.16,2672,76
60,T58,T58,D.A. Points,89,35.16,3129,89
61,T58,T58,Heath Slocum,89,35.16,3094,88
62,T58,T58,Josh Teater,104,35.16,3657,104
63,T64,T64,Brian Davis,105,35.17,3693,105
64,T64,T64,James Driscoll,71,35.17,2497,71
65,T64,T64,Marc Leishman,87,35.17,3060,87
66,T67,T67,David Hearn,88,35.18,3096,88
67,T67,T67,Zach Johnson,79,35.18,2744,78
68,T69,T69,Jason Dufner,78,35.19,2745,78
69,T69,T69,Jimmy Walker,79,35.19,2780,79
70,71,71,Lucas Glover,74,35.2,2605,74
71,T72,T72,Scott Piercy,78,35.21,2746,78
72,T72,T72,Andres Romero,77,35.21,2711,77
73,T72,T72,Bo Van Pelt,92,35.21,3169,90
74,75,75,Woody Austin,59,35.22,2078,59
75,T76,T76,Stephen Ames,69,35.23,2431,69
76,T76,T76,Michael Bradley,74,35.23,2607,74
77,T76,T76,Charley Hoffman,93,35.23,3241,92
78,T76,T76,Johnson Wagner,81,35.23,2854,81
79,T80,T80,Ricky Barnes,78,35.24,2749,78
80,T80,T80,Chris DiMarco,93,35.24,3277,93
81,T80,T80,Davis Love III,70,35.24,2467,70
82,T80,T80,Steve Marino,76,35.24,2678,76
83,T80,T80,Bubba Watson,85,35.24,2784,79
84,T85,T85,Sergio Garcia,61,35.25,2150,61
85,T85,T85,Padraig Harrington,60,35.25,2080,59
