,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
86,T85,T85,David Mathis,83,35.25,2926,83
87,T85,T85,Vijay Singh,79,35.25,2785,79
88,89,89,Jeff Overton,92,35.26,3209,91
89,90,90,Robert Allenby,84,35.27,2927,83
90,91,91,William McGirt,103,35.28,3634,103
91,T92,T92,Trevor Immelman,84,35.29,2964,84
92,T92,T92,Bill Lunde,92,35.29,3247,92
93,T92,T92,Kevin Na,84,35.29,2964,84
94,T92,T92,Ryan Palmer,82,35.29,2823,80
95,96,96,Steve Elkington,50,35.3,1765,50
96,T97,T97,Tommy Gainey,104,35.31,3672,104
97,T97,T97,Anthony Kim,72,35.31,2507,71
98,T97,T97,Troy Matteson,91,35.31,3213,91
99,T97,T97,Justin Rose,79,35.31,2719,77
100,101,101,Ángel Cabrera,50,35.32,1766,50
101,102,102,Charl Schwartzel,58,35.34,1979,56
102,T103,T103,Ben Curtis,66,35.35,2333,66
103,T103,T103,J.J. Henry,96,35.35,3394,96
104,T103,T103,Ben Martin,74,35.35,2616,74
105,T103,T103,Geoff Ogilvy,69,35.35,2333,66
106,107,107,Vaughn Taylor,89,35.36,3147,89
107,T108,T108,Kent Jones,76,35.37,2688,76
108,T108,T108,Ryan Moore,79,35.37,2653,75
109,T110,T110,J.B. Holmes,57,35.38,1875,53
110,T110,T110,Sung Kang,63,35.38,2229,63
111,T112,T112,Michael Connell,76,35.39,2690,76
112,T112,T112,Sean O'Hair,71,35.39,2477,70
113,T112,T112,Rory Sabbatini,85,35.39,3008,85
114,T115,T115,Nick O'Hern,89,35.4,3151,89
115,T115,T115,Chez Reavie,92,35.4,3257,92
116,117,117,Charlie Wi,83,35.41,2939,83
117,T118,T118,Tom Gillis,55,35.42,1948,55
118,T118,T118,Bio Kim,71,35.42,2515,71
119,120,120,Ian Poulter,52,35.43,1807,51
120,T121,T121,Steve Flesch,88,35.44,3119,88
121,T121,T121,Justin Leonard,82,35.44,2906,82
122,T121,T121,Nate Smith,66,35.44,2339,66
123,T121,T121,Paul Stankowski,78,35.44,2764,78
124,T121,T121,Camilo Villegas,69,35.44,2410,68
125,126,126,Stewart Cink,72,35.47,2483,70
126,T127,T127,Steven Bowditch,86,35.48,3051,86
127,T127,T127,Jonathan Byrd,83,35.48,2909,82
128,T127,T127,Roland Thatcher,67,35.48,2377,67
129,T130,T130,Matt Bettencourt,84,35.49,2981,84
130,T130,T130,Alex Cejka,59,35.49,2094,59
131,T130,T130,Kevin Chappell,78,35.49,2768,78
132,T133,T133,Nathan Green,81,35.51,2876,81
133,T133,T133,Matt Jones,71,35.51,2521,71
134,T135,T135,David Duval,67,35.52,2380,67
135,T135,T135,Andres Gonzales,60,35.52,2131,60
136,137,137,Tag Ridings,87,35.53,3091,87
137,T138,T138,Ernie Els,71,35.54,2452,69
138,T138,T138,Robert Garrigus,83,35.54,2950,83
139,T138,T138,Troy Merritt,63,35.54,2239,63
140,T138,T138,Kevin Streelman,90,35.54,3199,90
141,T142,T142,Fabián Gómez,84,35.55,2986,84
142,T142,T142,Michael Putnam,67,35.55,2382,67
143,T144,T144,Lee Janzen,62,35.56,2205,62
144,T144,T144,Garrett Willis,71,35.56,2525,71
145,146,146,Ryuji Imada,83,35.57,2952,83
146,T147,T147,Tim Petrovic,88,35.58,3131,88
147,T147,T147,Jim Renner,65,35.58,2313,65
148,149,149,Joe Durant,71,35.59,2527,71
149,T150,T150,Bobby Gates,82,35.6,2919,82
150,T150,T150,Dean Wilson,62,35.6,2207,62
151,T152,T152,Jim Herman,69,35.61,2457,69
152,T152,T152,Billy Horschel,75,35.61,2671,75
153,154,154,Brendan Steele,89,35.63,3171,89
154,T155,T155,Scott McCarron,65,35.65,2317,65
155,T155,T155,Marc Turnesa,54,35.65,1925,54
156,T157,T157,Arjun Atwal,91,35.66,3245,91
157,T157,T157,J.P. Hayes,56,35.66,1997,56
158,T157,T157,Graeme McDowell,50,35.66,1676,47
159,160,160,Chris Riley,76,35.68,2712,76
160,T161,T161,Colt Knost,80,35.69,2855,80
161,T161,T161,Matt McQuillan,59,35.69,2106,59
162,T163,T163,Scott Stallings,84,35.7,2999,84
163,T163,T163,Boo Weekley,66,35.7,2356,66
164,T165,T165,Stuart Appleby,65,35.71,2321,65
165,T165,T165,Alexandre Rocha,65,35.71,2321,65
166,167,167,Jarrod Lyle,83,35.72,2965,83
167,168,168,Joseph Bramlett,73,35.73,2608,73
168,T169,T169,Paul Goydos,81,35.75,2896,81
169,T169,T169,Shaun Micheel,77,35.75,2753,77
170,171,171,Richard Johnson,64,35.77,2289,64
171,172,172,Kevin Kisner,70,35.81,2507,70
172,173,173,Scott Gutschewski,67,35.82,2400,67
173,174,174,Harrison Frazar,58,35.86,2080,58
174,175,175,Cameron Beckman,71,35.87,2547,71
175,176,176,Alex Prugh,82,35.89,2943,82
176,177,177,D.J. Brigman,67,35.97,2410,67
177,178,178,Kevin Stadler,88,35.98,3166,88
178,T179,T179,Derek Lamely,65,36.05,2343,65
179,T179,T179,Daniel Summerhays,75,36.05,2704,75
180,181,181,Zack Miller,86,36.06,3101,86
181,182,182,Justin Hicks,60,36.1,2166,60
182,183,183,Rocco Mediate,53,36.13,1915,53
183,184,184,Rich Beem,53,36.19,1918,53
184,185,185,Martin Piller,63,36.32,2288,63
185,186,186,Will Strickler,51,36.73,1873,51
