,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Graeme McDowell,67.0,67,1
1,2,2,Paul Stankowski,67.5,135,2
2,T3,T3,J.B. Holmes,68.5,274,4
3,T3,T3,Matt Kuchar,68.5,137,2
4,T3,T3,Martin Laird,68.5,411,6
5,6,6,Kris Blanks,68.56,617,9
6,7,7,Hunter Mahan,68.6,343,5
7,8,8,Jerry Kelly,68.86,482,7
8,T9,T9,Chris Couch,69.0,345,5
9,T9,T9,Luke Donald,69.0,138,2
10,T9,T9,Rickie Fowler,69.0,414,6
11,T9,T9,Webb Simpson,69.0,69,1
12,T13,T13,Brendon de Jonge,69.2,346,5
13,T13,T13,Robert Garrigus,69.2,346,5
14,15,15,Charlie Wi,69.25,277,4
15,T16,T16,Bill Haas,69.33,416,6
16,T16,T16,George McNeill,69.33,416,6
17,T16,T16,Mark Wilson,69.33,416,6
18,19,19,Chris Stroud,69.38,555,8
19,20,20,Steve Marino,69.4,347,5
20,21,21,Kent Jones,69.43,486,7
21,22,22,Woody Austin,69.5,278,4
22,23,23,Jimmy Walker,69.56,626,9
23,T24,T24,Alex Cejka,69.67,209,3
24,T24,T24,Stewart Cink,69.67,209,3
25,26,26,Scott Stallings,69.71,488,7
26,T27,T27,Tommy Gainey,69.88,559,8
27,T27,T27,Kevin Na,69.88,559,8
28,T29,T29,Jason Day,70.0,140,2
29,T29,T29,Steve Elkington,70.0,280,4
30,T29,T29,Steve Flesch,70.0,280,4
31,T29,T29,Padraig Harrington,70.0,210,3
32,T29,T29,Charles Howell III,70.0,490,7
33,T29,T29,Derek Lamely,70.0,350,5
34,T29,T29,Michael Putnam,70.0,280,4
35,T29,T29,Andres Romero,70.0,280,4
36,T29,T29,Kyle Stanley,70.0,560,8
37,T29,T29,David Toms,70.0,140,2
38,39,39,Fabián Gómez,70.11,631,9
39,40,40,Marc Leishman,70.13,561,8
40,41,41,Justin Rose,70.2,351,5
41,T42,T42,Blake Adams,70.22,632,9
42,T42,T42,Brandt Jobe,70.22,632,9
43,T42,T42,Spencer Levin,70.22,632,9
44,T45,T45,John Merrick,70.25,281,4
45,T45,T45,Ryan Moore,70.25,281,4
46,T45,T45,Aron Price,70.25,281,4
47,48,48,Josh Teater,70.29,492,7
48,49,49,Tim Petrovic,70.33,422,6
49,T50,T50,Ricky Barnes,70.4,352,5
50,T50,T50,Chris DiMarco,70.4,704,10
51,T50,T50,Troy Matteson,70.4,352,5
52,T50,T50,Scott Piercy,70.4,704,10
53,54,54,John Rollins,70.43,493,7
54,55,55,Ryuji Imada,70.45,775,11
55,T56,T56,Arjun Atwal,70.5,423,6
56,T56,T56,Cameron Beckman,70.5,423,6
57,T56,T56,David Hearn,70.5,282,4
58,T56,T56,Chris Kirk,70.5,705,10
59,T56,T56,Carl Pettersson,70.5,282,4
60,T56,T56,Garrett Willis,70.5,282,4
61,T62,T62,J.J. Henry,70.6,353,5
62,T62,T62,Trevor Immelman,70.6,353,5
63,64,64,David Duval,70.63,565,8
64,T65,T65,Kevin Chappell,70.67,636,9
65,T65,T65,Joe Durant,70.67,424,6
66,T65,T65,Matt Jones,70.67,424,6
67,T65,T65,Johnson Wagner,70.67,424,6
68,T69,T69,Hunter Haas,70.75,566,8
69,T69,T69,Rory Sabbatini,70.75,566,8
70,T69,T69,Kevin Streelman,70.75,283,4
71,T69,T69,D.J. Trahan,70.75,566,8
72,73,73,D.A. Points,70.83,850,12
73,74,74,Brian Gay,70.86,496,7
74,75,75,Freddie Jacobson,70.89,638,9
75,76,76,David Mathis,70.9,709,10
76,T77,T77,Aaron Baddeley,71.0,426,6
77,T77,T77,Briny Baird,71.0,426,6
78,T77,T77,Ben Crane,71.0,355,5
79,T77,T77,Jason Dufner,71.0,213,3
80,T77,T77,Zach Johnson,71.0,426,6
81,T77,T77,Dustin Johnson,71.0,213,3
82,T77,T77,Anthony Kim,71.0,284,4
83,T77,T77,Davis Love III,71.0,284,4
84,T77,T77,Billy Mayfair,71.0,710,10
85,T77,T77,Geoff Ogilvy,71.0,284,4
86,T77,T77,Ryan Palmer,71.0,284,4
87,T77,T77,Ian Poulter,71.0,355,5
88,T77,T77,Tag Ridings,71.0,639,9
89,T77,T77,Alexandre Rocha,71.0,426,6
90,T77,T77,Boo Weekley,71.0,284,4
91,92,92,John Senden,71.11,640,9
92,T93,T93,Lee Janzen,71.14,498,7
93,T93,T93,Sung Kang,71.14,498,7
94,T93,T93,Bill Lunde,71.14,498,7
95,T93,T93,Jim Renner,71.14,498,7
96,97,97,Nick O'Hern,71.17,427,6
97,T98,T98,Camilo Villegas,71.2,356,5
98,T98,T98,Y.E. Yang,71.2,356,5
99,T100,T100,Zack Miller,71.25,570,8
100,T100,T100,Bryce Molder,71.25,285,4
101,T100,T100,Heath Slocum,71.25,285,4
102,T100,T100,Cameron Tringale,71.25,570,8
103,T104,T104,Brian Davis,71.33,214,3
104,T104,T104,Chris Riley,71.33,214,3
105,T104,T104,Vaughn Taylor,71.33,428,6
