,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Nick Watney,68.5,959,14
1,2,2,Rickie Fowler,68.67,618,9
2,3,3,Ben Crane,68.75,825,12
3,4,4,Steve Stricker,68.78,619,9
4,5,5,Webb Simpson,69.0,966,14
5,6,6,Davis Love III,69.11,622,9
6,7,7,Jonathan Byrd,69.33,1040,15
7,8,8,David Toms,69.36,763,11
8,9,9,Kyle Stanley,69.38,902,13
9,10,10,Spencer Levin,69.4,1041,15
10,11,11,John Senden,69.46,903,13
11,12,12,Rod Pampling,69.5,695,10
12,13,13,Gary Woodland,69.55,765,11
13,14,14,Jason Dufner,69.6,1044,15
14,15,15,Bill Haas,69.62,905,13
15,16,16,Nathan Green,69.73,1046,15
16,17,17,Chad Campbell,69.75,1116,16
17,18,18,Brendon de Jonge,69.76,1186,17
18,19,19,Rory Sabbatini,69.77,907,13
19,20,20,Luke Donald,69.78,628,9
20,T21,T21,Retief Goosen,69.8,698,10
21,T21,T21,Charley Hoffman,69.8,1047,15
22,T21,T21,Vaughn Taylor,69.8,1047,15
23,24,24,Robert Allenby,69.85,908,13
24,25,25,Charles Howell III,69.87,1048,15
25,26,26,Lucas Glover,69.88,559,8
26,27,27,Chris Couch,69.9,699,10
27,28,28,Stewart Cink,69.91,769,11
28,29,29,Mark Wilson,69.92,909,13
29,T30,T30,Jason Day,70.0,630,9
30,T30,T30,Lee Janzen,70.0,700,10
31,T30,T30,Scott McCarron,70.0,700,10
32,T30,T30,Ryan Palmer,70.0,840,12
33,T30,T30,D.A. Points,70.0,840,12
34,T30,T30,Chris Riley,70.0,980,14
35,T36,T36,Brian Gay,70.07,1051,15
36,T36,T36,Brendan Steele,70.07,981,14
37,T38,T38,Tom Gillis,70.09,771,11
38,T38,T38,John Merrick,70.09,771,11
39,40,40,Matt Kuchar,70.1,701,10
40,41,41,Sergio Garcia,70.11,631,9
41,42,42,Chez Reavie,70.12,1192,17
42,43,43,Phil Mickelson,70.13,561,8
43,44,44,Dean Wilson,70.15,912,13
44,T45,T45,Scott Gutschewski,70.2,702,10
45,T45,T45,Charl Schwartzel,70.2,351,5
46,47,47,Tim Herron,70.21,983,14
47,48,48,Jeff Overton,70.31,1125,16
48,49,49,Ben Martin,70.33,844,12
49,50,50,J.J. Henry,70.35,1196,17
50,51,51,Brian Davis,70.37,1337,19
51,52,52,Tag Ridings,70.38,915,13
52,T53,T53,Kris Blanks,70.43,986,14
53,T53,T53,Hunter Haas,70.43,986,14
54,T53,T53,Y.E. Yang,70.43,493,7
55,T56,T56,Hunter Mahan,70.46,916,13
56,T56,T56,Boo Weekley,70.46,916,13
57,T58,T58,Keegan Bradley,70.47,1198,17
58,T58,T58,David Hearn,70.47,1057,15
59,T58,T58,Troy Matteson,70.47,1198,17
60,T61,T61,Briny Baird,70.5,705,10
61,T61,T61,Robert Garrigus,70.5,846,12
62,T61,T61,Freddie Jacobson,70.5,846,12
63,T61,T61,Brandt Jobe,70.5,1128,16
64,T61,T61,Ian Poulter,70.5,423,6
65,T66,T66,Ricky Barnes,70.55,776,11
66,T66,T66,Adam Scott,70.55,776,11
67,T68,T68,Billy Mayfair,70.57,988,14
68,T68,T68,John Rollins,70.57,988,14
69,70,70,Ryan Moore,70.58,847,12
70,T71,T71,Kevin Chappell,70.6,706,10
71,T71,T71,Trevor Immelman,70.6,706,10
72,73,73,Joe Ogilvie,70.62,918,13
73,74,74,Steve Flesch,70.63,1130,16
74,T75,T75,Matt Jones,70.64,777,11
75,T75,T75,Justin Leonard,70.64,777,11
76,77,77,Woody Austin,70.67,636,9
77,78,78,Josh Teater,70.69,1131,16
78,T79,T79,Ángel Cabrera,70.7,707,10
79,T79,T79,Geoff Ogilvy,70.7,707,10
80,81,81,Matt Bettencourt,70.71,1202,17
81,82,82,Carl Pettersson,70.72,1273,18
82,83,83,Steve Marino,70.73,778,11
83,84,84,Michael Bradley,70.75,849,12
84,85,85,Nate Smith,70.8,708,10
85,T86,T86,K.J. Choi,70.82,779,11
86,T86,T86,Padraig Harrington,70.82,779,11
87,88,88,Jason Bohn,70.85,921,13
88,89,89,Dustin Johnson,70.86,496,7
89,T90,T90,William McGirt,70.87,1063,15
90,T90,T90,Charlie Wi,70.87,1063,15
91,92,92,Justin Rose,70.88,567,8
92,T93,T93,Greg Chalmers,70.93,993,14
93,T93,T93,Bo Van Pelt,70.93,993,14
94,95,95,Blake Adams,70.95,1348,19
95,T96,T96,James Driscoll,71.0,1065,15
96,T96,T96,Derek Lamely,71.0,1065,15
97,T96,T96,Bill Lunde,71.0,994,14
98,T99,T99,Heath Slocum,71.06,1137,16
99,T99,T99,D.J. Trahan,71.06,1137,16
100,T101,T101,Scott Piercy,71.08,853,12
101,T101,T101,Johnson Wagner,71.08,924,13
102,103,103,Shane Bertsch,71.09,782,11
103,T104,T104,Stuart Appleby,71.13,1067,15
104,T104,T104,Nick O'Hern,71.13,1138,16
105,106,106,Jim Furyk,71.15,925,13
106,107,107,D.J. Brigman,71.17,854,12
107,108,108,Shaun Micheel,71.27,1069,15
108,109,109,Jarrod Lyle,71.29,998,14
109,110,110,Brandt Snedeker,71.3,713,10
110,T111,T111,Michael Thompson,71.31,927,13
111,T111,T111,Garrett Willis,71.31,1141,16
112,T113,T113,Andres Gonzales,71.33,642,9
113,T113,T113,Scott Stallings,71.33,1070,15
114,T115,T115,Anthony Kim,71.36,999,14
115,T115,T115,Jhonattan Vegas,71.36,785,11
116,T117,T117,Jerry Kelly,71.4,1071,15
117,T117,T117,David Mathis,71.4,714,10
118,T117,T117,George McNeill,71.4,714,10
119,120,120,Ernie Els,71.42,857,12
120,121,121,Pat Perez,71.45,786,11
121,122,122,Cameron Tringale,71.46,929,13
122,123,123,Chris Kirk,71.5,858,12
123,T124,T124,Stephen Ames,71.54,930,13
124,T124,T124,Michael Connell,71.54,930,13
125,T124,T124,Kevin Streelman,71.54,930,13
126,T127,T127,Arjun Atwal,71.56,1288,18
127,T127,T127,Steve Elkington,71.56,644,9
128,T129,T129,Aron Price,71.57,501,7
129,T129,T129,Chris Stroud,71.57,1002,14
130,131,131,Cameron Beckman,71.58,859,12
131,132,132,Martin Laird,71.6,716,10
132,133,133,Andres Romero,71.62,931,13
133,T134,T134,Fabián Gómez,71.64,788,11
134,T134,T134,Alexandre Rocha,71.64,788,11
135,T136,T136,Paul Goydos,71.67,645,9
136,T136,T136,Zach Johnson,71.67,645,9
137,138,138,Martin Piller,71.7,717,10
138,139,139,Robert Karlsson,71.78,646,9
139,140,140,Tim Petrovic,71.79,1005,14
140,T141,T141,Joseph Bramlett,71.8,718,10
141,T141,T141,Michael Putnam,71.8,718,10
142,T141,T141,Vijay Singh,71.8,1077,15
143,T141,T141,Jimmy Walker,71.8,718,10
144,145,145,Roland Thatcher,71.83,862,12
145,146,146,Zack Miller,71.87,1078,15
146,147,147,Jim Herman,71.88,575,8
147,148,148,Bubba Watson,71.9,719,10
148,T149,T149,Joe Durant,71.91,791,11
149,T149,T149,Sung Kang,71.91,791,11
150,T151,T151,Alex Cejka,71.92,935,13
151,T151,T151,Bryce Molder,71.92,863,12
152,153,153,Kevin Na,71.93,1007,14
153,T154,T154,Aaron Baddeley,72.0,864,12
154,T154,T154,Steven Bowditch,72.0,936,13
155,T154,T154,Ben Curtis,72.0,1080,15
156,T154,T154,Harrison Frazar,72.0,720,10
157,T154,T154,Bio Kim,72.0,792,11
158,T154,T154,Graeme McDowell,72.0,504,7
159,T160,T160,Chris DiMarco,72.07,1081,15
160,T160,T160,Kent Jones,72.07,1009,14
161,T162,T162,Bobby Gates,72.08,937,13
162,T162,T162,Sean O'Hair,72.08,865,12
163,164,164,Matt McQuillan,72.11,649,9
164,165,165,Tommy Gainey,72.14,1515,21
165,166,166,Billy Horschel,72.2,1083,15
166,T167,T167,Troy Merritt,72.25,867,12
167,T167,T167,Paul Stankowski,72.25,867,12
168,169,169,Ryuji Imada,72.33,868,12
169,170,170,Justin Hicks,72.36,796,11
170,171,171,Rich Beem,72.38,579,8
171,172,172,Will Strickler,72.4,724,10
172,173,173,Richard Johnson,72.43,1014,14
173,174,174,Marc Turnesa,72.45,797,11
174,175,175,Camilo Villegas,72.46,942,13
175,176,176,Jim Renner,72.5,725,10
176,T177,T177,J.P. Hayes,72.63,581,8
177,T177,T177,Kevin Stadler,72.63,1162,16
178,T179,T179,Kevin Kisner,72.67,654,9
179,T179,T179,Alex Prugh,72.67,1090,15
180,181,181,Colt Knost,72.83,874,12
181,182,182,Rocco Mediate,72.86,1020,14
182,183,183,David Duval,72.91,802,11
183,184,184,Marc Leishman,72.93,1021,14
184,185,185,Daniel Summerhays,73.92,961,13
185,186,186,J.B. Holmes,74.17,445,6
