,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Scott Piercy,65.5,131,2
1,2,2,Steve Stricker,66.67,200,3
2,T3,T3,Robert Karlsson,67.5,270,4
3,T3,T3,Anthony Kim,67.5,270,4
4,T5,T5,Blake Adams,67.67,609,9
5,T5,T5,Brandt Snedeker,67.67,609,9
6,7,7,Bubba Watson,67.86,475,7
7,T8,T8,Jason Day,68.0,408,6
8,T8,T8,Padraig Harrington,68.0,136,2
9,10,10,Lucas Glover,68.14,477,7
10,T11,T11,Ryan Moore,68.33,205,3
11,T11,T11,Roland Thatcher,68.33,410,6
12,13,13,Tommy Gainey,68.5,274,4
13,14,14,Billy Mayfair,68.57,480,7
14,15,15,John Senden,68.67,206,3
15,16,16,Brian Davis,68.78,619,9
16,17,17,Billy Horschel,68.8,344,5
17,T18,T18,Jim Furyk,68.83,413,6
18,T18,T18,Sergio Garcia,68.83,413,6
19,20,20,Chad Campbell,68.86,482,7
20,21,21,Hunter Haas,68.89,620,9
21,T22,T22,Chris Couch,69.0,483,7
22,T22,T22,Luke Donald,69.0,345,5
23,T22,T22,John Merrick,69.0,414,6
24,T22,T22,Brendan Steele,69.0,621,9
25,T22,T22,Michael Thompson,69.0,552,8
26,27,27,Kyle Stanley,69.17,415,6
27,T28,T28,Keegan Bradley,69.2,346,5
28,T28,T28,K.J. Choi,69.2,346,5
29,30,30,Mark Wilson,69.25,277,4
30,31,31,Charles Howell III,69.29,485,7
31,T32,T32,J.B. Holmes,69.33,208,3
32,T32,T32,Rory Sabbatini,69.33,208,3
33,34,34,Cameron Tringale,69.36,763,11
34,T35,T35,Matt Kuchar,69.38,555,8
35,T35,T35,William McGirt,69.38,555,8
36,37,37,Shane Bertsch,69.4,347,5
37,38,38,Stephen Ames,69.43,486,7
38,39,39,Vijay Singh,69.44,625,9
39,T40,T40,Ben Curtis,69.5,139,2
40,T40,T40,Zach Johnson,69.5,278,4
41,T40,T40,Chris Kirk,69.5,278,4
42,T40,T40,David Toms,69.5,695,10
43,T40,T40,Gary Woodland,69.5,695,10
44,T45,T45,Ricky Barnes,69.6,348,5
45,T45,T45,Steve Marino,69.6,348,5
46,T45,T45,Chez Reavie,69.6,348,5
47,48,48,Chris DiMarco,69.67,418,6
48,49,49,George McNeill,69.71,488,7
49,T50,T50,Jason Dufner,69.75,279,4
50,T50,T50,Webb Simpson,69.75,558,8
51,52,52,Heath Slocum,69.8,698,10
52,53,53,Jim Renner,69.83,419,6
53,54,54,Tim Petrovic,69.86,489,7
54,55,55,Jhonattan Vegas,69.9,699,10
55,T56,T56,Stuart Appleby,70.0,140,2
56,T56,T56,Arjun Atwal,70.0,420,6
57,T56,T56,Greg Chalmers,70.0,560,8
58,T56,T56,Stewart Cink,70.0,420,6
59,T56,T56,Steve Elkington,70.0,420,6
60,T56,T56,Sung Kang,70.0,210,3
61,T56,T56,David Mathis,70.0,350,5
62,T56,T56,Zack Miller,70.0,490,7
63,T56,T56,D.A. Points,70.0,70,1
64,T56,T56,Paul Stankowski,70.0,770,11
65,T56,T56,Josh Teater,70.0,630,9
66,T56,T56,Nick Watney,70.0,280,4
67,68,68,Trevor Immelman,70.13,561,8
68,T69,T69,Bill Haas,70.17,421,6
69,T69,T69,Andres Romero,70.17,421,6
70,T71,T71,Paul Goydos,70.18,772,11
71,T71,T71,Colt Knost,70.18,772,11
72,73,73,Pat Perez,70.2,351,5
73,74,74,Rickie Fowler,70.25,562,8
74,75,75,Phil Mickelson,70.29,492,7
75,T76,T76,Tim Herron,70.33,633,9
76,T76,T76,Jerry Kelly,70.33,211,3
77,T76,T76,Martin Laird,70.33,422,6
78,T76,T76,Ben Martin,70.33,211,3
79,T76,T76,Bo Van Pelt,70.33,211,3
80,81,81,Joe Durant,70.38,563,8
81,T82,T82,David Duval,70.4,352,5
82,T82,T82,Alexandre Rocha,70.4,352,5
83,T82,T82,Justin Rose,70.4,352,5
84,85,85,Ernie Els,70.43,493,7
85,86,86,Kevin Streelman,70.44,634,9
86,T87,T87,Kris Blanks,70.5,564,8
87,T87,T87,James Driscoll,70.5,423,6
88,T87,T87,Freddie Jacobson,70.5,282,4
89,T87,T87,Bill Lunde,70.5,423,6
90,T87,T87,Matt McQuillan,70.5,141,2
91,T87,T87,Johnson Wagner,70.5,423,6
92,T87,T87,Y.E. Yang,70.5,282,4
93,T94,T94,Kevin Na,70.6,353,5
94,T94,T94,Charlie Wi,70.6,353,5
95,T96,T96,Aaron Baddeley,70.67,212,3
96,T96,T96,Harrison Frazar,70.67,212,3
97,T96,T96,Nick O'Hern,70.67,424,6
98,T96,T96,Joe Ogilvie,70.67,212,3
99,T100,T100,Jason Bohn,70.75,283,4
100,T100,T100,Ben Crane,70.75,283,4
101,T100,T100,Brian Gay,70.75,283,4
102,T100,T100,Brandt Jobe,70.75,283,4
103,T100,T100,Geoff Ogilvy,70.75,283,4
104,105,105,Bryce Molder,70.78,637,9
105,T106,T106,Woody Austin,70.8,354,5
106,T106,T106,Kent Jones,70.8,354,5
107,T106,T106,Chris Stroud,70.8,354,5
108,T109,T109,Steve Flesch,70.83,425,6
109,T109,T109,Rod Pampling,70.83,425,6
110,T111,T111,Jeff Overton,70.86,496,7
111,T111,T111,Kevin Stadler,70.86,496,7
112,113,113,Alex Prugh,70.88,567,8
113,T114,T114,Matt Bettencourt,71.0,355,5
114,T114,T114,Michael Bradley,71.0,284,4
115,T114,T114,Alex Cejka,71.0,355,5
116,T114,T114,Michael Connell,71.0,639,9
117,T114,T114,Brendon de Jonge,71.0,639,9
118,T114,T114,Retief Goosen,71.0,71,1
119,T114,T114,Jim Herman,71.0,355,5
120,T114,T114,Sean O'Hair,71.0,142,2
121,T114,T114,Ian Poulter,71.0,284,4
122,T114,T114,Will Strickler,71.0,355,5
123,T114,T114,Marc Turnesa,71.0,213,3
124,125,125,Chris Riley,71.1,711,10
125,126,126,Justin Leonard,71.13,569,8
126,127,127,D.J. Trahan,71.14,498,7
127,T128,T128,David Hearn,71.17,427,6
128,T128,T128,Troy Matteson,71.17,427,6
129,T130,T130,Joseph Bramlett,71.2,712,10
130,T130,T130,Kevin Kisner,71.2,356,5
131,T132,T132,Robert Allenby,71.25,285,4
132,T132,T132,Richard Johnson,71.25,285,4
133,T132,T132,Marc Leishman,71.25,285,4
134,T132,T132,Hunter Mahan,71.25,285,4
135,136,136,Spencer Levin,71.29,499,7
136,T137,T137,J.J. Henry,71.33,428,6
137,T137,T137,Scott Stallings,71.33,428,6
138,T137,T137,Jimmy Walker,71.33,428,6
139,T137,T137,Garrett Willis,71.33,214,3
140,141,141,Robert Garrigus,71.38,571,8
141,T142,T142,Charley Hoffman,71.5,143,2
142,T142,T142,Troy Merritt,71.5,286,4
143,T142,T142,Carl Pettersson,71.5,429,6
144,T142,T142,Tag Ridings,71.5,429,6
145,T142,T142,Charl Schwartzel,71.5,143,2
146,T147,T147,Tom Gillis,71.67,215,3
147,T147,T147,Rocco Mediate,71.67,215,3
148,T147,T147,Ryan Palmer,71.67,430,6
149,T147,T147,Adam Scott,71.67,215,3
150,T147,T147,Vaughn Taylor,71.67,430,6
151,T147,T147,Dean Wilson,71.67,430,6
152,153,153,Andres Gonzales,71.71,502,7
153,T154,T154,Briny Baird,71.75,287,4
154,T154,T154,Nate Smith,71.75,574,8
155,156,156,Jonathan Byrd,71.83,431,6
156,157,157,Aron Price,71.88,575,8
157,158,158,Scott Gutschewski,71.89,647,9
158,T159,T159,Ángel Cabrera,72.0,288,4
159,T159,T159,Graeme McDowell,72.0,360,5
160,T161,T161,Steven Bowditch,72.14,505,7
161,T161,T161,Davis Love III,72.14,505,7
162,163,163,Kevin Chappell,72.17,433,6
163,164,164,Boo Weekley,72.29,506,7
164,165,165,Bobby Gates,72.33,434,6
165,166,166,Scott McCarron,72.43,507,7
166,167,167,John Rollins,72.5,290,4
167,T168,T168,Jarrod Lyle,72.6,363,5
168,T168,T168,Camilo Villegas,72.6,363,5
169,T170,T170,Fabián Gómez,72.67,436,6
170,T170,T170,Dustin Johnson,72.67,436,6
171,172,172,Justin Hicks,72.8,364,5
172,173,173,Cameron Beckman,72.83,437,6
173,174,174,J.P. Hayes,73.0,365,5
174,175,175,Ryuji Imada,73.17,439,6
175,176,176,Matt Jones,73.2,366,5
176,T177,T177,Bio Kim,73.33,220,3
177,T177,T177,Daniel Summerhays,73.33,660,9
178,179,179,Rich Beem,73.43,514,7
179,180,180,Nathan Green,73.5,588,8
180,181,181,Michael Putnam,73.67,442,6
181,182,182,Lee Janzen,74.0,148,2
182,183,183,D.J. Brigman,74.25,297,4
183,184,184,Shaun Micheel,74.33,446,6
184,185,185,Martin Piller,74.6,373,5
185,186,186,Derek Lamely,78.0,390,5
