,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Nick Watney,69.19,1453,21
1,2,2,Matt Kuchar,69.22,1592,23
2,3,3,Luke Donald,69.44,1250,18
3,4,4,Steve Stricker,69.5,1251,18
4,5,5,Webb Simpson,69.62,1810,26
5,6,6,Chris Couch,69.71,1464,21
6,7,7,Bill Haas,69.72,1743,25
7,8,8,David Toms,69.73,1534,22
8,9,9,Kyle Stanley,69.82,1955,28
9,10,10,Adam Scott,69.88,1188,17
10,11,11,Brendon de Jonge,69.93,2098,30
11,T12,T12,Jason Dufner,69.96,1609,23
12,T12,T12,Chris Riley,69.96,1749,25
13,T14,T14,Ben Crane,70.0,1540,22
14,T14,T14,Phil Mickelson,70.0,1400,20
15,16,16,Rory Sabbatini,70.04,1681,24
16,17,17,Stewart Cink,70.05,1471,21
17,18,18,Hunter Mahan,70.08,1682,24
18,19,19,Brandt Jobe,70.11,1963,28
19,20,20,Mark Wilson,70.12,1753,25
20,T21,T21,Sergio Garcia,70.13,1122,16
21,T21,T21,Charles Howell III,70.13,2104,30
22,23,23,John Merrick,70.14,1473,21
23,T24,T24,Chez Reavie,70.15,1894,27
24,T24,T24,John Senden,70.15,1824,26
25,26,26,Y.E. Yang,70.18,1193,17
26,27,27,D.A. Points,70.19,1825,26
27,T28,T28,Ryan Moore,70.24,1475,21
28,T28,T28,Gary Woodland,70.24,1756,25
29,30,30,Jason Day,70.25,1405,20
30,T31,T31,Spencer Levin,70.26,2178,31
31,T31,T31,Carl Pettersson,70.26,1897,27
32,33,33,David Hearn,70.27,1827,26
33,34,34,Padraig Harrington,70.29,1195,17
34,T35,T35,Kris Blanks,70.31,2039,29
35,T35,T35,Brian Gay,70.31,1828,26
36,37,37,Charlie Wi,70.32,1758,25
37,38,38,John Rollins,70.33,1899,27
38,39,39,Chad Campbell,70.34,2040,29
39,40,40,Steve Marino,70.35,1618,23
40,41,41,Freddie Jacobson,70.36,1759,25
41,42,42,Rickie Fowler,70.39,1619,23
42,43,43,Robert Garrigus,70.4,1760,25
43,44,44,K.J. Choi,70.43,1479,21
44,45,45,Charley Hoffman,70.46,1832,26
45,46,46,Ben Martin,70.48,1762,25
46,T47,T47,Jonathan Byrd,70.52,1763,25
47,T47,T47,Ryan Palmer,70.52,1622,23
48,49,49,Fabián Gómez,70.54,1834,26
49,50,50,Woody Austin,70.56,1270,18
50,T51,T51,J.J. Henry,70.57,1976,28
51,T51,T51,Rod Pampling,70.57,1482,21
52,53,53,Briny Baird,70.58,1341,19
53,T54,T54,Ángel Cabrera,70.59,1200,17
54,T54,T54,Davis Love III,70.59,1553,22
55,T54,T54,Vaughn Taylor,70.59,1906,27
56,57,57,Jerry Kelly,70.65,1837,26
57,58,58,Billy Mayfair,70.66,2049,29
58,T59,T59,Retief Goosen,70.67,1060,15
59,T59,T59,Hunter Haas,70.67,2120,30
60,T59,T59,Aron Price,70.67,1272,18
61,T62,T62,Lee Janzen,70.68,1343,19
62,T62,T62,Martin Laird,70.68,1555,22
63,T62,T62,Tag Ridings,70.68,1979,28
64,T62,T62,Josh Teater,70.68,2191,31
65,T66,T66,Ricky Barnes,70.7,1626,23
66,T66,T66,Brian Davis,70.7,2121,30
67,T66,T66,Geoff Ogilvy,70.7,1414,20
68,T69,T69,Robert Allenby,70.71,1697,24
69,T69,T69,Scott Stallings,70.71,1980,28
70,71,71,Alexandre Rocha,70.73,1556,22
71,72,72,William McGirt,70.75,2264,32
72,73,73,Tim Petrovic,70.79,2053,29
73,T74,T74,Trevor Immelman,70.8,1770,25
74,T74,T74,Jeff Overton,70.8,1770,25
75,76,76,Jim Herman,70.82,1558,22
76,77,77,Joe Ogilvie,70.83,1700,24
77,78,78,Scott Piercy,70.87,1630,23
78,T79,T79,Michael Bradley,70.88,1701,24
79,T79,T79,Matt Jones,70.88,1772,25
80,T81,T81,Keegan Bradley,70.89,1985,28
81,T81,T81,Steve Flesch,70.89,1914,27
82,83,83,George McNeill,70.9,1489,21
83,84,84,Blake Adams,70.91,2411,34
84,85,85,David Mathis,70.92,1773,25
85,T86,T86,Chris Kirk,70.93,1986,28
86,T86,T86,Bill Lunde,70.93,1915,27
87,88,88,Dustin Johnson,70.95,1419,20
88,T89,T89,Zach Johnson,71.0,1562,22
89,T89,T89,Michael Thompson,71.0,1775,25
90,T89,T89,Bubba Watson,71.0,1491,21
91,92,92,Nathan Green,71.04,1847,26
92,T93,T93,Alex Cejka,71.05,1492,21
93,T93,T93,Lucas Glover,71.05,1563,22
94,T93,T93,Boo Weekley,71.05,1563,22
95,96,96,Chris DiMarco,71.06,2203,31
96,T97,T97,Jim Furyk,71.08,1777,25
97,T97,T97,Johnson Wagner,71.08,1777,25
98,99,99,Justin Rose,71.09,1564,22
99,100,100,Troy Matteson,71.11,1991,28
100,T101,T101,Kevin Chappell,71.12,1849,26
101,T101,T101,Bryce Molder,71.12,1849,26
102,T101,T101,Bo Van Pelt,71.12,1849,26
103,104,104,J.B. Holmes,71.13,1067,15
104,T105,T105,Jason Bohn,71.14,1565,22
