,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Jason Day,76,2.92,426,146
1,T2,T2,Tom Gillis,55,2.95,328,111
2,T2,T2,Mark Wilson,89,2.95,516,175
3,T4,T4,Jim Furyk,87,2.96,512,173
4,T4,T4,Michael Putnam,67,2.96,400,135
5,T4,T4,David Toms,78,2.96,465,157
6,T7,T7,Brian Gay,90,2.97,537,181
7,T7,T7,John Senden,94,2.97,558,188
8,T7,T7,Y.E. Yang,63,2.97,351,118
9,T10,T10,Luke Donald,73,2.98,399,134
10,T10,T10,Freddie Jacobson,92,2.98,548,184
11,T10,T10,Heath Slocum,89,2.98,528,177
12,T13,T13,Kris Blanks,92,2.99,553,185
13,T13,T13,Michael Bradley,74,2.99,446,149
14,T13,T13,Fabián Gómez,84,2.99,506,169
15,T13,T13,Marc Leishman,87,2.99,524,175
16,T13,T13,Jim Renner,65,2.99,392,131
17,T13,T13,Nate Smith,66,2.99,398,133
18,T13,T13,Michael Thompson,79,2.99,476,159
19,T13,T13,Gary Woodland,93,2.99,560,187
20,T21,T21,Briny Baird,60,3.0,363,121
21,T21,T21,Brendon de Jonge,105,3.0,634,211
22,T21,T21,Tommy Gainey,104,3.0,628,209
23,T21,T21,Retief Goosen,50,3.0,294,98
24,T21,T21,Tim Herron,85,3.0,513,171
25,T21,T21,Charley Hoffman,93,3.0,555,185
26,T21,T21,Matt Kuchar,94,3.0,528,176
27,T21,T21,Aron Price,58,3.0,351,117
28,T21,T21,Cameron Tringale,110,3.0,662,221
29,T30,T30,Robert Allenby,84,3.01,499,166
30,T30,T30,Shane Bertsch,62,3.01,376,125
31,T30,T30,Charles Howell III,108,3.01,651,216
32,T30,T30,Brandt Jobe,100,3.01,605,201
33,T30,T30,Martin Laird,77,3.01,457,152
34,T30,T30,Ryan Moore,79,3.01,451,150
35,T30,T30,Ian Poulter,52,3.01,307,102
36,T30,T30,Chris Riley,76,3.01,461,153
37,T30,T30,Webb Simpson,98,3.01,590,196
38,T30,T30,Paul Stankowski,78,3.01,472,157
39,T40,T40,Keegan Bradley,91,3.02,553,183
40,T40,T40,Steve Elkington,50,3.02,305,101
41,T40,T40,Nathan Green,81,3.02,490,162
42,T40,T40,Richard Johnson,64,3.02,390,129
43,T40,T40,Jerry Kelly,85,3.02,514,170
44,T40,T40,Bio Kim,71,3.02,432,143
45,T40,T40,Billy Mayfair,94,3.02,567,188
46,T40,T40,Steve Stricker,70,3.02,417,138
47,T40,T40,Johnson Wagner,81,3.02,493,163
48,T49,T49,Woody Austin,59,3.03,361,119
49,T49,T49,Chad Campbell,99,3.03,599,198
50,T49,T49,Alex Cejka,59,3.03,361,119
51,T49,T49,James Driscoll,71,3.03,433,143
52,T49,T49,Rickie Fowler,84,3.03,491,162
53,T49,T49,Trevor Immelman,84,3.03,512,169
54,T49,T49,Robert Karlsson,61,3.03,357,118
55,T49,T49,Shaun Micheel,77,3.03,467,154
56,T49,T49,Scott Piercy,78,3.03,476,157
57,T49,T49,D.A. Points,89,3.03,542,179
58,T49,T49,Charl Schwartzel,58,3.03,339,112
59,T49,T49,Josh Teater,104,3.03,634,209
60,T49,T49,D.J. Trahan,91,3.03,554,183
61,T49,T49,Marc Turnesa,54,3.03,327,108
62,T49,T49,Jimmy Walker,79,3.03,481,159
63,T49,T49,Nick Watney,80,3.03,469,155
64,T49,T49,Boo Weekley,66,3.03,400,132
65,T66,T66,Jason Bohn,74,3.04,450,148
66,T66,T66,Ben Curtis,66,3.04,401,132
67,T66,T66,Billy Horschel,75,3.04,459,151
68,T66,T66,Colt Knost,80,3.04,489,161
69,T66,T66,Spencer Levin,113,3.04,690,227
70,T66,T66,Davis Love III,70,3.04,429,141
71,T66,T66,Bill Lunde,92,3.04,562,185
72,T66,T66,Steve Marino,76,3.04,465,153
73,T66,T66,George McNeill,69,3.04,422,139
74,T66,T66,Matt McQuillan,59,3.04,362,119
75,T66,T66,John Merrick,71,3.04,435,143
76,T66,T66,Bryce Molder,82,3.04,501,165
77,T66,T66,Kevin Na,84,3.04,514,169
78,T66,T66,Dean Wilson,62,3.04,380,125
79,T80,T80,Greg Chalmers,88,3.05,536,176
80,T80,T80,Michael Connell,76,3.05,467,153
81,T80,T80,Chris DiMarco,93,3.05,570,187
82,T80,T80,Hunter Haas,96,3.05,588,193
83,T80,T80,Bill Haas,93,3.05,561,184
84,T80,T80,J.B. Holmes,57,3.05,326,107
85,T80,T80,Kent Jones,76,3.05,467,153
86,T80,T80,Ben Martin,74,3.05,451,148
87,T80,T80,Troy Matteson,91,3.05,558,183
88,T80,T80,Phil Mickelson,79,3.05,473,155
89,T80,T80,Alexandre Rocha,65,3.05,399,131
90,T80,T80,Camilo Villegas,69,3.05,415,136
91,T92,T92,Stephen Ames,69,3.06,422,138
92,T92,T92,D.J. Brigman,67,3.06,413,135
93,T92,T92,Joe Durant,71,3.06,435,142
94,T92,T92,Zach Johnson,79,3.06,477,156
95,T92,T92,Carl Pettersson,95,3.06,581,190
96,T92,T92,Chez Reavie,92,3.06,567,185
97,T98,T98,K.J. Choi,77,3.07,463,151
98,T98,T98,Ernie Els,71,3.07,424,138
99,T98,T98,Andres Gonzales,60,3.07,372,121
100,T98,T98,Scott Gutschewski,67,3.07,415,135
101,T98,T98,Padraig Harrington,60,3.07,365,119
102,T98,T98,J.J. Henry,96,3.07,592,193
103,T98,T98,Chris Kirk,87,3.07,538,175
104,T98,T98,Tim Petrovic,88,3.07,543,177
105,T98,T98,Kyle Stanley,98,3.07,605,197
106,T98,T98,Vaughn Taylor,89,3.07,550,179
107,T108,T108,Arjun Atwal,91,3.08,563,183
108,T108,T108,Aaron Baddeley,77,3.08,478,155
109,T108,T108,Ben Crane,76,3.08,450,146
110,T108,T108,Brian Davis,105,3.08,649,211
111,T108,T108,Jim Herman,69,3.08,428,139
112,T108,T108,Anthony Kim,72,3.08,438,142
113,T108,T108,David Mathis,83,3.08,514,167
114,T108,T108,Ryan Palmer,82,3.08,492,160
115,T108,T108,Pat Perez,76,3.08,471,153
116,T108,T108,Vijay Singh,79,3.08,489,159
117,T108,T108,Brandt Snedeker,85,3.08,527,171
118,T108,T108,Kevin Stadler,88,3.08,546,177
119,T108,T108,Scott Stallings,84,3.08,520,169
120,T108,T108,Kevin Streelman,90,3.08,558,181
121,T108,T108,Bo Van Pelt,92,3.08,558,181
122,T108,T108,Jhonattan Vegas,84,3.08,518,168
123,T108,T108,Charlie Wi,83,3.08,515,167
124,T125,T125,Ricky Barnes,78,3.09,482,156
125,T125,T125,Matt Bettencourt,84,3.09,522,169
126,T125,T125,Ángel Cabrera,50,3.09,309,100
127,T125,T125,Hunter Mahan,92,3.09,554,179
128,T125,T125,Sean O'Hair,71,3.09,436,141
129,T125,T125,Nick O'Hern,89,3.09,553,179
130,T125,T125,Tag Ridings,87,3.09,540,175
131,T132,T132,Stuart Appleby,65,3.1,406,131
132,T132,T132,Jonathan Byrd,83,3.1,512,165
133,T132,T132,Stewart Cink,72,3.1,434,140
134,T132,T132,Chris Couch,73,3.1,453,146
135,T132,T132,David Duval,67,3.1,418,135
136,T132,T132,David Hearn,88,3.1,549,177
137,T132,T132,Jarrod Lyle,83,3.1,517,167
138,T132,T132,Troy Merritt,63,3.1,394,127
139,T132,T132,Rod Pampling,72,3.1,446,144
140,T132,T132,Andres Romero,77,3.1,481,155
141,T132,T132,Roland Thatcher,67,3.1,418,135
142,T143,T143,Blake Adams,116,3.11,725,233
143,T143,T143,Kevin Chappell,78,3.11,488,157
144,T143,T143,Jason Dufner,78,3.11,489,157
145,T143,T143,Lucas Glover,74,3.11,460,148
146,T143,T143,Joe Ogilvie,75,3.11,469,151
147,T143,T143,John Rollins,85,3.11,531,171
148,T143,T143,Brendan Steele,89,3.11,557,179
149,T150,T150,Steven Bowditch,86,3.12,540,173
150,T150,T150,Paul Goydos,81,3.12,508,163
151,T150,T150,Sung Kang,63,3.12,396,127
152,T150,T150,Graeme McDowell,50,3.12,293,94
153,T150,T150,Jeff Overton,92,3.12,567,182
154,T150,T150,Rory Sabbatini,85,3.12,533,171
155,T150,T150,Will Strickler,51,3.12,321,103
156,T157,T157,Sergio Garcia,61,3.13,382,122
157,T157,T157,Lee Janzen,62,3.13,391,125
158,T157,T157,Dustin Johnson,72,3.13,447,143
159,T157,T157,Matt Jones,71,3.13,447,143
160,T157,T157,Geoff Ogilvy,69,3.13,416,133
161,T157,T157,Justin Rose,79,3.13,482,154
162,T157,T157,Garrett Willis,71,3.13,445,142
163,T164,T164,Joseph Bramlett,73,3.14,461,147
164,T164,T164,Steve Flesch,88,3.14,556,177
165,T164,T164,J.P. Hayes,56,3.14,355,113
166,T164,T164,William McGirt,103,3.14,650,207
167,T164,T164,Zack Miller,86,3.14,544,173
168,T164,T164,Alex Prugh,82,3.14,518,165
169,T170,T170,Cameron Beckman,71,3.15,448,142
170,T170,T170,Ryuji Imada,83,3.15,523,166
171,T170,T170,Derek Lamely,65,3.15,409,130
172,T170,T170,Scott McCarron,65,3.15,412,131
173,T170,T170,Rocco Mediate,53,3.15,337,107
174,T175,T175,Bobby Gates,82,3.16,521,165
175,T175,T175,Justin Leonard,82,3.16,521,165
176,T175,T175,Adam Scott,60,3.16,373,118
177,T175,T175,Chris Stroud,88,3.16,559,177
178,179,179,Robert Garrigus,83,3.17,529,167
179,T180,T180,Harrison Frazar,58,3.18,369,116
180,T180,T180,Justin Hicks,60,3.18,385,121
181,T180,T180,Kevin Kisner,70,3.18,448,141
182,T180,T180,Bubba Watson,85,3.18,502,158
183,T184,T184,Rich Beem,53,3.2,339,106
184,T184,T184,Daniel Summerhays,75,3.2,483,151
185,186,186,Martin Piller,63,3.24,411,127
