,Top_5_Final_Round_Performance_RANK THIS WEEK,Top_5_Final_Round_Performance_RANK LAST WEEK,Top_5_Final_Round_Performance_PLAYER NAME,Top_5_Final_Round_Performance_EVENTS,Top_5_Final_Round_Performance_% TIMES IMPROVED,Top_5_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Briny Baird,19,100.0,1.0
1,T1,T1,Ricky Barnes,23,100.0,1.0
2,T1,T1,Michael Bradley,24,100.0,1.0
3,T1,T1,Kevin Chappell,26,100.0,2.0
4,T1,T1,James Driscoll,24,100.0,1.0
5,T1,T1,Ernie Els,21,100.0,1.0
6,T1,T1,Harrison Frazar,19,100.0,1.0
7,T1,T1,Bobby Gates,29,100.0,1.0
8,T1,T1,Tom Gillis,19,100.0,1.0
9,T1,T1,Retief Goosen,16,100.0,1.0
10,T1,T1,Hunter Haas,30,100.0,1.0
11,T1,T1,Tim Herron,28,100.0,1.0
12,T1,T1,Ryuji Imada,29,100.0,1.0
13,T1,T1,Trevor Immelman,25,100.0,1.0
14,T1,T1,Dustin Johnson,21,100.0,3.0
15,T1,T1,Robert Karlsson,18,100.0,1.0
16,T1,T1,Justin Leonard,26,100.0,1.0
17,T1,T1,Jarrod Lyle,29,100.0,1.0
18,T1,T1,Troy Matteson,28,100.0,1.0
19,T1,T1,Phil Mickelson,21,100.0,2.0
20,T1,T1,Ryan Moore,22,100.0,2.0
21,T1,T1,Kevin Na,26,100.0,3.0
22,T1,T1,Sean O'Hair,24,100.0,1.0
23,T1,T1,Joe Ogilvie,24,100.0,1.0
24,T1,T1,Ryan Palmer,24,100.0,1.0
25,T1,T1,Carl Pettersson,27,100.0,2.0
26,T1,T1,Scott Piercy,23,100.0,1.0
27,T1,T1,D.A. Points,26,100.0,1.0
28,T1,T1,Chez Reavie,27,100.0,2.0
29,T1,T1,Rory Sabbatini,24,100.0,1.0
30,T1,T1,Charl Schwartzel,15,100.0,1.0
31,T1,T1,Vijay Singh,25,100.0,2.0
32,T1,T1,Brandt Snedeker,26,100.0,1.0
33,T1,T1,Scott Stallings,28,100.0,2.0
34,T1,T1,Chris Stroud,28,100.0,1.0
35,T1,T1,Michael Thompson,25,100.0,1.0
36,T1,T1,David Toms,23,100.0,3.0
37,T1,T1,Cameron Tringale,32,100.0,1.0
38,T1,T1,Jhonattan Vegas,25,100.0,1.0
39,T1,T1,Johnson Wagner,25,100.0,1.0
40,T1,T1,Y.E. Yang,18,100.0,2.0
41,T42,T42,K.J. Choi,22,80.0,4.0
42,T42,T42,Tommy Gainey,34,80.0,4.0
43,T42,T42,Nick Watney,22,80.0,4.0
44,T45,T45,Jonathan Byrd,26,75.0,3.0
45,T45,T45,Luke Donald,19,75.0,3.0
46,T45,T45,Steve Marino,23,75.0,3.0
47,T48,T48,Jason Day,21,66.7,4.0
48,T48,T48,Jason Dufner,23,66.7,2.0
49,T48,T48,Robert Garrigus,26,66.7,2.0
