,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,D.A. Points,67.33,202,3
1,2,2,Lee Janzen,67.5,270,4
2,3,3,Rod Pampling,67.6,338,5
3,T4,T4,Retief Goosen,68.0,204,3
4,T4,T4,Nick Watney,68.0,748,11
5,6,6,Rickie Fowler,68.2,341,5
6,7,7,Webb Simpson,68.27,751,11
7,T8,T8,Martin Laird,68.33,205,3
8,T8,T8,Brendan Steele,68.33,410,6
9,T8,T8,Will Strickler,68.33,205,3
10,11,11,Vaughn Taylor,68.38,547,8
11,12,12,Mark Wilson,68.43,479,7
12,T13,T13,Ben Crane,68.5,137,2
13,T13,T13,Jason Dufner,68.5,274,4
14,T13,T13,Steve Stricker,68.5,411,6
15,16,16,Alex Cejka,68.75,275,4
16,T17,T17,Brendon de Jonge,69.0,414,6
17,T17,T17,Davis Love III,69.0,414,6
18,T17,T17,Rory Sabbatini,69.0,345,5
19,T17,T17,Kyle Stanley,69.0,414,6
20,T17,T17,David Toms,69.0,345,5
21,T17,T17,Gary Woodland,69.0,414,6
22,23,23,Troy Matteson,69.17,415,6
23,24,24,Billy Mayfair,69.2,346,5
24,T25,T25,Briny Baird,69.25,277,4
25,T25,T25,Tom Gillis,69.25,277,4
26,T25,T25,Jeff Overton,69.25,554,8
27,T28,T28,Matt Jones,69.33,208,3
28,T28,T28,Dean Wilson,69.33,416,6
29,30,30,John Rollins,69.4,347,5
30,T31,T31,Robert Allenby,69.5,278,4
31,T31,T31,Michael Bradley,69.5,139,2
32,T31,T31,Jason Day,69.5,417,6
33,T31,T31,Robert Garrigus,69.5,139,2
34,T31,T31,John Merrick,69.5,417,6
35,T31,T31,Jimmy Walker,69.5,278,4
36,37,37,Charles Howell III,69.6,348,5
37,T38,T38,Luke Donald,69.63,557,8
38,T38,T38,Charley Hoffman,69.63,557,8
39,40,40,Spencer Levin,69.67,418,6
40,T41,T41,Woody Austin,69.8,349,5
41,T41,T41,Chris Couch,69.8,349,5
42,T41,T41,Zach Johnson,69.8,349,5
43,T41,T41,Scott McCarron,69.8,349,5
44,45,45,Kris Blanks,69.86,489,7
45,46,46,Padraig Harrington,69.89,629,9
46,T47,T47,Chad Campbell,70.0,490,7
47,T47,T47,Jim Furyk,70.0,490,7
48,T47,T47,Nathan Green,70.0,210,3
49,T47,T47,Hunter Haas,70.0,420,6
50,T47,T47,J.J. Henry,70.0,630,9
51,T47,T47,Dustin Johnson,70.0,210,3
52,T47,T47,Phil Mickelson,70.0,490,7
53,T47,T47,Nate Smith,70.0,210,3
54,T47,T47,Jhonattan Vegas,70.0,560,8
55,T47,T47,Y.E. Yang,70.0,210,3
56,57,57,Adam Scott,70.14,491,7
57,T58,T58,Jonathan Byrd,70.17,421,6
58,T58,T58,Bill Haas,70.17,421,6
59,T60,T60,Lucas Glover,70.25,281,4
60,T60,T60,Hunter Mahan,70.25,562,8
61,T60,T60,David Mathis,70.25,281,4
62,63,63,John Senden,70.29,492,7
63,T64,T64,Ricky Barnes,70.33,633,9
64,T64,T64,Greg Chalmers,70.33,422,6
65,66,66,Carl Pettersson,70.4,352,5
66,67,67,William McGirt,70.42,845,12
67,T68,T68,Jason Bohn,70.43,493,7
68,T68,T68,Paul Goydos,70.43,493,7
69,T70,T70,K.J. Choi,70.5,564,8
70,T70,T70,Stewart Cink,70.5,423,6
71,T70,T70,James Driscoll,70.5,705,10
72,T70,T70,Bio Kim,70.5,282,4
73,T70,T70,Kevin Streelman,70.5,282,4
74,75,75,David Hearn,70.54,917,13
75,76,76,Tommy Gainey,70.55,776,11
76,77,77,Joe Ogilvie,70.56,635,9
77,T78,T78,Fabián Gómez,70.6,353,5
78,T78,T78,Ben Martin,70.6,353,5
79,T80,T80,Tim Herron,70.63,565,8
80,T80,T80,Kent Jones,70.63,565,8
81,T82,T82,Jerry Kelly,70.67,424,6
82,T82,T82,Chris Riley,70.67,424,6
83,T82,T82,D.J. Trahan,70.67,212,3
84,T85,T85,Justin Leonard,70.75,566,8
85,T85,T85,Chez Reavie,70.75,566,8
86,T85,T85,Tag Ridings,70.75,566,8
87,T88,T88,Ernie Els,70.8,354,5
88,T88,T88,Steve Flesch,70.8,1062,15
89,T88,T88,Matt Kuchar,70.8,354,5
90,T91,T91,Trevor Immelman,70.86,496,7
91,T91,T91,Derek Lamely,70.86,496,7
92,93,93,Shaun Micheel,70.88,567,8
93,94,94,Keegan Bradley,70.91,780,11
94,T95,T95,Stuart Appleby,71.0,426,6
95,T95,T95,Joseph Bramlett,71.0,284,4
96,T95,T95,Chris DiMarco,71.0,710,10
97,T95,T95,Andres Gonzales,71.0,213,3
98,T95,T95,Brandt Jobe,71.0,355,5
99,T95,T95,Kevin Kisner,71.0,213,3
100,T95,T95,Jarrod Lyle,71.0,568,8
101,T95,T95,George McNeill,71.0,284,4
102,T95,T95,Chris Stroud,71.0,497,7
