,First_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_5_Scoring_Average_ROUNDS,First_Tee_Early_Par_5_Scoring_Average_AVG,First_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Brandt Snedeker,85,4.36,240,55
1,2,2,Adam Scott,60,4.38,127,29
2,3,3,Webb Simpson,98,4.39,202,46
3,T4,T4,Rickie Fowler,84,4.48,278,62
4,T4,T4,David Toms,78,4.48,260,58
5,T6,T6,Sergio Garcia,61,4.49,202,45
6,T6,T6,Bubba Watson,85,4.49,323,72
7,T8,T8,Hunter Mahan,92,4.5,324,72
8,T8,T8,Phil Mickelson,79,4.5,297,66
9,T10,T10,Justin Rose,79,4.51,437,97
10,T10,T10,Steve Stricker,70,4.51,167,37
11,T12,T12,Aaron Baddeley,77,4.53,272,60
12,T12,T12,Stewart Cink,72,4.53,340,75
13,T14,T14,J.P. Hayes,56,4.54,177,39
14,T14,T14,Charles Howell III,108,4.54,395,87
15,T14,T14,Spencer Levin,113,4.54,463,102
16,T17,T17,Kyle Stanley,98,4.55,537,118
17,T17,T17,Gary Woodland,93,4.55,291,64
18,T19,T19,Shane Bertsch,62,4.56,178,39
19,T19,T19,J.J. Henry,96,4.56,447,98
20,T19,T19,Tim Herron,85,4.56,319,70
21,T19,T19,Zach Johnson,79,4.56,410,90
22,T19,T19,Sung Kang,63,4.56,251,55
23,T19,T19,Matt Kuchar,94,4.56,219,48
24,T19,T19,Ryan Palmer,82,4.56,406,89
25,T26,T26,Josh Teater,104,4.57,498,109
26,T26,T26,Boo Weekley,66,4.57,375,82
27,T28,T28,D.J. Brigman,67,4.58,293,64
28,T28,T28,Kevin Na,84,4.58,449,98
29,T28,T28,Charl Schwartzel,58,4.58,325,71
30,T28,T28,Bo Van Pelt,92,4.58,458,100
31,T32,T32,Kevin Chappell,78,4.59,257,56
32,T32,T32,Luke Donald,73,4.59,124,27
33,T32,T32,Brandt Jobe,100,4.59,542,118
34,T32,T32,Bio Kim,71,4.59,363,79
35,T32,T32,Heath Slocum,89,4.59,413,90
36,T37,T37,Matt Bettencourt,84,4.6,419,91
37,T37,T37,Charley Hoffman,93,4.6,580,126
38,T37,T37,Marc Leishman,87,4.6,511,111
39,T37,T37,Brendan Steele,89,4.6,377,82
40,T41,T41,Harrison Frazar,58,4.61,286,62
41,T41,T41,David Hearn,88,4.61,332,72
42,T41,T41,Anthony Kim,72,4.61,332,72
43,T41,T41,Derek Lamely,65,4.61,332,72
44,T41,T41,Graeme McDowell,50,4.61,212,46
