,Late_Par_4_Scoring_Average_RANK THIS WEEK,Late_Par_4_Scoring_Average_RANK LAST WEEK,Late_Par_4_Scoring_Average_PLAYER NAME,Late_Par_4_Scoring_Average_ROUNDS,Late_Par_4_Scoring_Average_AVG,Late_Par_4_Scoring_Average_TOTAL STROKES,Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Webb Simpson,98,3.95,2686,680
1,T2,T2,Aaron Baddeley,77,3.96,1936,489
2,T2,T2,J.B. Holmes,57,3.96,1132,286
3,T2,T2,Matt Kuchar,94,3.96,2370,598
4,5,5,Luke Donald,73,3.97,1814,457
5,6,6,Steve Stricker,70,3.98,2037,512
6,T7,T7,Bill Haas,93,3.99,2228,559
7,T7,T7,Martin Laird,77,3.99,1764,442
8,T7,T7,Adam Scott,60,3.99,1708,428
9,T7,T7,Nick Watney,80,3.99,2092,524
10,T11,T11,K.J. Choi,77,4.0,1824,456
11,T11,T11,David Hearn,88,4.0,1762,440
12,T11,T11,Zach Johnson,79,4.0,1634,408
13,T11,T11,Hunter Mahan,92,4.0,2037,509
14,T11,T11,Phil Mickelson,79,4.0,1682,421
15,T11,T11,Bryce Molder,82,4.0,1966,492
16,T11,T11,Ryan Moore,79,4.0,1648,412
17,T18,T18,Briny Baird,60,4.01,1242,310
18,T18,T18,Greg Chalmers,88,4.01,1768,441
19,T18,T18,Ben Crane,76,4.01,1527,381
20,T18,T18,Tommy Gainey,104,4.01,2408,600
21,T18,T18,Freddie Jacobson,92,4.01,2166,540
22,T18,T18,Chris Kirk,87,4.01,1853,462
23,T18,T18,George McNeill,69,4.01,1443,360
24,T18,T18,Geoff Ogilvy,69,4.01,1361,339
25,T18,T18,Carl Pettersson,95,4.01,2036,508
26,T18,T18,Chez Reavie,92,4.01,1906,475
27,T18,T18,David Toms,78,4.01,1715,428
28,T18,T18,Jimmy Walker,79,4.01,1638,408
29,T30,T30,Kris Blanks,92,4.02,2027,504
30,T30,T30,Jason Dufner,78,4.02,1893,471
31,T30,T30,Charles Howell III,108,4.02,2827,704
32,T30,T30,Ryuji Imada,83,4.02,1704,424
33,T30,T30,Dustin Johnson,72,4.02,1689,420
34,T30,T30,Robert Karlsson,61,4.02,1299,323
35,T30,T30,Bill Lunde,92,4.02,1775,441
36,T30,T30,John Merrick,71,4.02,1692,421
37,T30,T30,Jeff Overton,92,4.02,1754,436
38,T30,T30,Michael Putnam,67,4.02,1209,301
39,T30,T30,Andres Romero,77,4.02,1686,419
40,T30,T30,Justin Rose,79,4.02,1422,354
41,T30,T30,Kevin Streelman,90,4.02,1664,414
42,T43,T43,Blake Adams,116,4.03,2211,549
43,T43,T43,Shane Bertsch,62,4.03,1426,354
44,T43,T43,Chris Couch,73,4.03,1505,373
45,T43,T43,Brian Davis,105,4.03,2363,586
46,T43,T43,Jason Day,76,4.03,1694,420
47,T43,T43,Brendon de Jonge,105,4.03,2398,595
48,T43,T43,Chris DiMarco,93,4.03,1815,450
49,T43,T43,Padraig Harrington,60,4.03,1173,291
50,T43,T43,Jerry Kelly,85,4.03,1983,492
51,T43,T43,Steve Marino,76,4.03,1761,437
52,T43,T43,David Mathis,83,4.03,1779,441
53,T43,T43,John Rollins,85,4.03,1842,457
54,T43,T43,Charl Schwartzel,58,4.03,1293,321
55,T43,T43,Kevin Stadler,88,4.03,1826,453
56,T43,T43,Mark Wilson,89,4.03,1944,482
57,T43,T43,Gary Woodland,93,4.03,2411,598
58,T59,T59,Stephen Ames,69,4.04,1322,327
59,T59,T59,Cameron Beckman,71,4.04,1357,336
60,T59,T59,Michael Bradley,74,4.04,1403,347
61,T59,T59,Jonathan Byrd,83,4.04,1670,413
62,T59,T59,Ben Curtis,66,4.04,1330,329
63,T59,T59,Robert Garrigus,83,4.04,1702,421
64,T59,T59,Brian Gay,90,4.04,2041,505
65,T59,T59,Paul Goydos,81,4.04,1745,432
66,T59,T59,Hunter Haas,96,4.04,2061,510
67,T59,T59,Brandt Jobe,100,4.04,2200,544
68,T59,T59,Kevin Kisner,70,4.04,1393,345
69,T59,T59,Troy Matteson,91,4.04,2022,501
70,T59,T59,Billy Mayfair,94,4.04,1840,456
71,T59,T59,Scott McCarron,65,4.04,1103,273
72,T59,T59,Graeme McDowell,50,4.04,973,241
73,T59,T59,William McGirt,103,4.04,2346,581
74,T59,T59,Nick O'Hern,89,4.04,2171,538
75,T59,T59,Rod Pampling,72,4.04,1641,406
76,T59,T59,Pat Perez,76,4.04,1342,332
77,T59,T59,D.A. Points,89,4.04,1937,479
78,T59,T59,Ian Poulter,52,4.04,1054,261
79,T59,T59,Brandt Snedeker,85,4.04,2168,537
80,T59,T59,Chris Stroud,88,4.04,2063,511
81,T59,T59,Bo Van Pelt,92,4.04,2089,517
82,T59,T59,Bubba Watson,85,4.04,1594,395
83,T84,T84,Woody Austin,59,4.05,1097,271
84,T84,T84,Sergio Garcia,61,4.05,1516,374
85,T84,T84,Retief Goosen,50,4.05,931,230
86,T84,T84,Tim Herron,85,4.05,1834,453
87,T84,T84,Justin Leonard,82,4.05,1885,466
88,T84,T84,John Senden,94,4.05,2310,571
89,T84,T84,Cameron Tringale,110,4.05,2420,597
90,T84,T84,Jhonattan Vegas,84,4.05,1787,441
91,T84,T84,Camilo Villegas,69,4.05,1612,398
92,T93,T93,Ricky Barnes,78,4.06,1828,450
93,T93,T93,Jason Bohn,74,4.06,1331,328
94,T93,T93,Chad Campbell,99,4.06,1980,488
95,T93,T93,Stewart Cink,72,4.06,1417,349
96,T93,T93,Michael Connell,76,4.06,1573,387
97,T93,T93,Ernie Els,71,4.06,1348,332
98,T93,T93,Rickie Fowler,84,4.06,2049,505
99,T93,T93,Trevor Immelman,84,4.06,1835,452
100,T93,T93,Matt Jones,71,4.06,1597,393
101,T93,T93,Marc Leishman,87,4.06,1772,436
102,T93,T93,Spencer Levin,113,4.06,2721,670
103,T93,T93,Davis Love III,70,4.06,1737,428
104,T93,T93,Shaun Micheel,77,4.06,1389,342
105,T93,T93,Joe Ogilvie,75,4.06,1556,383
106,T93,T93,Tim Petrovic,88,4.06,1887,465
107,T93,T93,Aron Price,58,4.06,1249,308
108,T93,T93,Vijay Singh,79,4.06,1749,431
109,T93,T93,Paul Stankowski,78,4.06,1486,366
110,T93,T93,Kyle Stanley,98,4.06,2090,515
111,T93,T93,Michael Thompson,79,4.06,1880,463
112,T93,T93,Charlie Wi,83,4.06,1672,412
113,T114,T114,Robert Allenby,84,4.07,1562,384
114,T114,T114,Steve Elkington,50,4.07,1030,253
115,T114,T114,Harrison Frazar,58,4.07,1218,299
116,T114,T114,Jim Furyk,87,4.07,2298,565
117,T114,T114,J.J. Henry,96,4.07,1910,469
118,T114,T114,Charley Hoffman,93,4.07,1744,428
119,T114,T114,Kent Jones,76,4.07,1493,367
120,T114,T114,Kevin Na,84,4.07,1711,420
121,T114,T114,Jim Renner,65,4.07,1407,346
122,T114,T114,Heath Slocum,89,4.07,1752,430
123,T114,T114,Josh Teater,104,4.07,2063,507
124,T114,T114,D.J. Trahan,91,4.07,2050,504
125,T114,T114,Boo Weekley,66,4.07,1148,282
126,T114,T114,Garrett Willis,71,4.07,1618,398
127,T114,T114,Dean Wilson,62,4.07,1302,320
128,T129,T129,Keegan Bradley,91,4.08,2148,526
129,T129,T129,Alex Cejka,59,4.08,1066,261
130,T129,T129,Kevin Chappell,78,4.08,1849,453
131,T129,T129,David Duval,67,4.08,1355,332
132,T129,T129,Jim Herman,69,4.08,1732,425
133,T129,T129,Billy Horschel,75,4.08,1588,389
134,T129,T129,Lee Janzen,62,4.08,1115,273
135,T129,T129,Richard Johnson,64,4.08,1209,296
136,T129,T129,Sung Kang,63,4.08,1329,326
137,T129,T129,Ben Martin,74,4.08,1710,419
138,T129,T129,Matt McQuillan,59,4.08,1512,371
139,T129,T129,Rory Sabbatini,85,4.08,1589,389
140,T129,T129,Scott Stallings,84,4.08,1824,447
141,T129,T129,Daniel Summerhays,75,4.08,1542,378
142,T129,T129,Vaughn Taylor,89,4.08,2025,496
143,T129,T129,Marc Turnesa,54,4.08,1040,255
144,T129,T129,Johnson Wagner,81,4.08,1821,446
145,T146,T146,Arjun Atwal,91,4.09,1806,442
146,T146,T146,Ángel Cabrera,50,4.09,1145,280
147,T146,T146,Steve Flesch,88,4.09,1742,426
