,Front_9_Round_3_Scoring_Average_RANK THIS WEEK,Front_9_Round_3_Scoring_Average_RANK LAST WEEK,Front_9_Round_3_Scoring_Average_PLAYER NAME,Front_9_Round_3_Scoring_Average_AVG,Front_9_Round_3_Scoring_Average_TOTAL STROKES,Front_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Stricker,33.53,570,17
1,2,2,Bryce Molder,33.8,507,15
2,3,3,Martin Laird,33.88,542,16
3,4,4,Matt Kuchar,33.9,712,21
4,T5,T5,Ben Curtis,34.0,340,10
5,T5,T5,Kevin Na,34.0,544,16
6,7,7,Matt Jones,34.2,342,10
7,8,8,Hunter Mahan,34.24,719,21
8,9,9,Webb Simpson,34.26,788,23
9,10,10,Nick Watney,34.28,617,18
10,11,11,Vaughn Taylor,34.35,584,17
11,12,12,Matt Bettencourt,34.36,481,14
12,T13,T13,Ángel Cabrera,34.38,275,8
13,T13,T13,Luke Donald,34.38,550,16
14,15,15,Jason Bohn,34.4,516,15
15,16,16,Jason Day,34.41,585,17
16,17,17,Jimmy Walker,34.44,551,16
17,18,18,Marc Leishman,34.47,586,17
18,T19,T19,Woody Austin,34.5,414,12
19,T19,T19,Bo Van Pelt,34.5,690,20
20,21,21,Steve Marino,34.53,518,15
21,T22,T22,Billy Horschel,34.54,449,13
22,T22,T22,Charles Howell III,34.54,829,24
23,24,24,Retief Goosen,34.55,380,11
24,25,25,Briny Baird,34.58,415,12
25,26,26,Andres Romero,34.59,588,17
26,27,27,John Merrick,34.6,519,15
27,T28,T28,Chris DiMarco,34.65,589,17
28,T28,T28,Ryan Palmer,34.65,589,17
29,30,30,Brandt Snedeker,34.67,624,18
30,T31,T31,Michael Bradley,34.69,451,13
31,T31,T31,Dustin Johnson,34.69,555,16
32,T31,T31,Y.E. Yang,34.69,451,13
33,T34,T34,Greg Chalmers,34.71,590,17
34,T34,T34,Jerry Kelly,34.71,590,17
35,T34,T34,Charlie Wi,34.71,590,17
36,37,37,Tommy Gainey,34.72,625,18
37,38,38,Brandt Jobe,34.73,764,22
38,39,39,David Hearn,34.74,660,19
39,T40,T40,Steve Elkington,34.75,278,8
40,T40,T40,Aron Price,34.75,417,12
41,T42,T42,Bill Haas,34.76,730,21
42,T42,T42,David Mathis,34.76,591,17
43,T42,T42,David Toms,34.76,591,17
